time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.650,42.362,28.027,-624.267,8.411,-121.931,4,9.552,0.000,"",0.316,0.000,0.009,42.362,0.000,1.000,-11.973,-0.699,0.166,42.356,0.199,0.003
0.670,42.357,28.874,-624.281,8.414,-121.084,4,9.571,0.000,"",0.319,0.000,-0.009,42.357,0.000,1.000,-11.126,-0.698,0.161,42.351,-0.199,0.003
0.690,42.352,29.721,-624.295,8.418,-120.237,4,10.177,0.000,"",0.322,0.000,0.009,42.352,0.000,1.000,-10.279,-0.698,0.168,42.346,0.200,0.016
0.710,42.347,30.568,-624.309,8.421,-119.391,4,10.195,0.064,"",0.324,0.000,-0.010,42.347,0.000,1.000,-9.432,-0.698,0.176,42.341,-0.217,0.025
0.730,42.342,31.415,-624.323,8.425,-118.544,4,10.261,0.106,"",0.326,0.000,0.011,42.342,0.000,1.000,-8.585,-0.698,0.185,42.336,0.244,0.029
0.750,42.337,32.261,-624.337,8.429,-117.698,4,10.922,0.132,"",0.329,0.000,-0.013,42.337,0.000,1.000,-7.739,-0.698,0.207,42.331,-0.278,0.016
0.770,42.332,33.108,-624.351,8.433,-116.851,4,10.772,0.082,"",0.331,0.000,0.013,42.332,0.000,1.000,-6.892,-0.698,0.226,42.326,0.295,0.008
0.790,42.327,33.954,-624.365,8.438,-116.005,4,10.557,0.045,"",0.334,0.000,-0.014,42.327,0.000,1.000,-6.046,-0.698,0.241,42.321,-0.302,0.005
0.810,42.323,34.801,-624.379,8.443,-115.159,4,10.314,0.019,"",0.336,0.000,0.014,42.323,0.000,1.000,-5.199,-0.699,0.251,42.316,0.302,0.007
0.830,42.318,35.647,-624.393,8.448,-114.312,4,10.068,0.002,"",0.339,0.000,-0.013,42.318,0.000,1.000,-4.353,-0.698,0.256,42.312,-0.297,0.009
0.850,42.314,36.494,-624.407,8.453,-113.466,4,9.839,0.010,"",0.341,0.000,0.013,42.314,0.000,1.000,-3.506,-0.699,0.257,42.307,0.288,0.009
0.870,42.309,37.340,-624.421,8.459,-112.620,4,9.638,0.017,"",0.343,0.000,-0.013,42.309,0.000,1.000,-2.660,-0.698,0.253,42.303,-0.278,0.010
0.890,42.305,38.186,-624.435,8.463,-111.774,4,9.470,0.020,"",0.345,0.000,0.012,42.305,0.000,1.000,-1.814,-0.699,0.246,42.299,0.269,0.010
0.910,42.301,39.032,-624.449,8.468,-110.928,4,9.340,0.022,"",0.347,0.000,-0.012,42.301,0.000,1.000,-0.968,-0.698,0.237,42.295,-0.259,0.009
0.930,42.297,39.878,-624.463,8.473,-110.082,4,9.264,0.027,"",0.349,0.000,0.011,42.297,0.000,1.000,-0.122,-0.699,0.226,42.291,0.250,0.008
0.950,42.293,40.724,-624.477,8.477,-109.236,4,9.338,0.076,"",0.351,0.000,-0.011,42.293,0.000,1.000,0.724,-0.698,0.217,42.287,-0.242,0.004
0.970,42.290,41.570,-624.491,8.481,-108.391,4,9.554,0.102,"",0.353,0.000,0.011,42.290,0.000,1.000,1.570,-0.699,0.211,42.283,0.241,0.011
0.990,42.286,42.415,-624.504,8.486,-107.545,4,9.999,0.044,"",0.355,0.000,-0.011,42.286,0.000,1.000,2.415,-0.698,0.215,42.280,-0.252,0.027
1.010,42.282,43.260,-624.518,8.490,-106.700,4,10.721,0.121,"",0.357,0.000,0.013,42.282,0.000,1.000,3.260,-0.699,0.234,42.276,0.282,0.052
1.030,42.279,44.105,-624.532,8.496,-105.855,4,11.643,0.082,"",0.359,0.000,-0.015,42.279,0.000,1.000,4.105,-0.698,0.271,42.272,-0.337,0.078
1.050,42.275,44.950,-624.546,8.502,-105.010,4,12.879,0.183,"",0.361,0.000,0.019,42.275,0.000,1.000,4.950,-0.698,0.332,42.267,0.421,0.103
1.070,42.270,45.795,-624.559,8.511,-104.166,4,14.270,0.163,"",0.363,0.000,-0.024,42.270,0.000,1.000,5.795,-0.697,0.422,42.262,-0.527,0.134
1.090,42.266,46.639,-624.572,8.521,-103.322,4,15.588,0.091,"",0.365,0.000,0.030,42.266,0.000,1.000,6.639,-0.697,0.538,42.257,0.660,0.171
1.110,42.261,47.483,-624.585,8.535,-102.478,4,17.083,0.400,"",0.367,0.000,-0.037,42.261,0.000,1.000,7.483,-0.695,0.683,42.249,-0.821,0.203
1.130,42.255,48.327,-624.598,8.552,-101.634,4,18.606,0.289,"",0.370,0.000,0.045,42.255,0.000,1.000,8.327,-0.694,0.860,42.241,0.997,0.242
1.150,42.250,49.170,-624.610,8.573,-100.791,4,19.812,0.101,"",0.372,0.000,-0.054,42.250,0.000,1.000,9.170,-0.688,1.060,42.231,-1.190,0.290
1.170,42.213,50.011,-624.622,8.602,-99.950,4,21.023,0.593,"Takeoff - 40m x 6m, 6.2m rise:(0.006, 0.998, -0.067) separation=0.0186 impulse=155.760;Takeoff - 40m x 6m, 6.2m rise:(0.006, 0.998, -0.067) separation=0.0169 impulse=155.760;Takeoff - 40m x 6m, 6.2m rise:(0.006, 0.998, -0.067) separation=0.0186 impulse=155.760;Takeoff - 40m x 6m, 6.2m rise:(0.228, 0.974, 0.000) separation=0.0182 impulse=155.760;",0.375,0.000,0.063,42.213,0.000,0.999,10.011,-0.700,1.412,42.184,1.410,0.491
1.190,42.107,50.828,-624.617,8.669,-99.133,4,22.265,1.212,"Takeoff - 40m x 6m, 6.2m rise:(0.017, 0.999, -0.046) separation=0.0053 impulse=530.202;Takeoff - 40m x 6m, 6.2m rise:(0.249, 0.965, -0.087) separation=-0.1317 impulse=530.202;Takeoff - 40m x 6m, 6.2m rise:(0.017, 0.999, -0.046) separation=0.0176 impulse=530.202;Takeoff - 40m x 6m, 6.2m rise:(0.017, 0.999, -0.046) separation=-0.0017 impulse=530.202;Takeoff - 40m x 6m, 6.2m rise:(0.248, 0.969, 0.001) separation=0.0052 impulse=530.202;",0.394,0.000,0.082,42.141,0.000,0.995,10.828,-0.562,2.079,42.086,1.834,1.077
1.210,42.075,51.665,-624.623,8.720,-98.296,4,34.311,3.928,"",0.446,0.000,-0.233,42.109,0.000,0.993,11.665,-0.483,2.561,42.028,-5.121,0.792
1.230,42.051,52.502,-624.627,8.780,-97.459,4,34.903,2.877,"",0.463,0.000,-0.263,42.074,0.000,0.992,12.502,-0.393,3.052,41.962,-5.758,0.645
1.250,42.031,53.339,-624.629,8.850,-96.622,4,33.086,2.183,"",0.475,0.000,-0.278,42.043,0.000,0.991,13.339,-0.318,3.507,41.896,-6.083,0.651
1.270,42.012,54.175,-624.630,8.928,-95.785,4,29.801,1.458,"Takeoff - 40m x 6m, 6.2m rise:(0.082, 0.991, -0.107) separation=0.0199 impulse=0.000;",0.484,0.000,-0.285,42.018,0.000,0.990,14.175,-0.275,3.903,41.835,-6.204,0.728
1.290,41.847,54.976,-624.588,9.066,-94.984,4,25.942,1.351,"Takeoff - 40m x 6m, 6.2m rise:(0.443, 0.890, -0.108) separation=-0.1877 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.443, 0.890, -0.108) separation=-0.1877 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.095, 0.990, -0.107) separation=0.0198 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.433, 0.901, 0.004) separation=0.0060 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.433, 0.901, 0.004) separation=0.0135 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.421, 0.901, -0.106) separation=0.0135 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.421, 0.901, -0.106) separation=0.0061 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.002, 0.992, -0.127) separation=0.0143 impulse=650.944;Takeoff - 40m x 6m, 6.2m rise:(0.002, 0.992, -0.127) separation=0.0065 impulse=650.944;",0.494,0.000,-0.288,41.881,0.000,0.978,14.976,0.043,4.663,41.621,-6.242,1.157
1.310,41.797,55.806,-624.578,9.172,-94.153,4,29.728,4.553,"Takeoff - 40m x 6m, 6.2m rise:(0.143, 0.978, -0.151) separation=0.0107 impulse=357.868;",0.577,0.000,-0.409,41.807,0.000,0.975,15.806,0.130,5.341,41.464,-8.807,1.159
1.330,41.775,56.637,-624.568,9.281,-93.322,3,17.243,4.748,"",0.601,0.000,-0.403,41.784,0.000,0.973,16.637,0.149,5.487,41.422,-8.618,1.253
1.350,41.744,57.468,-624.559,9.391,-92.491,3,12.416,4.652,"",0.612,0.000,-0.390,41.763,0.000,0.970,17.468,0.074,5.550,41.393,-8.292,1.334
1.370,41.706,58.298,-624.554,9.501,-91.661,3,8.396,4.713,"",0.628,0.000,0.341,41.741,0.000,0.967,18.298,-0.101,5.550,41.371,8.011,1.316
1.390,41.667,59.128,-624.555,9.610,-90.831,3,5.260,5.061,"",0.647,0.000,0.333,41.716,0.000,0.963,19.128,-0.363,5.504,41.350,7.880,1.220
1.410,41.634,59.956,-624.563,9.716,-90.002,2,3.805,6.964,"",0.667,0.000,0.334,41.688,0.000,0.959,19.956,-0.691,5.382,41.334,7.912,1.042
1.430,41.613,60.784,-624.577,9.820,-89.175,2,4.237,6.866,"",0.683,0.000,0.338,41.660,0.000,0.955,20.784,-1.030,5.266,41.313,8.035,0.881
1.450,41.300,61.555,-624.587,9.980,-88.404,2,5.366,6.784,"Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.984, -0.177) separation=-0.2985 impulse=767.972;Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.984, -0.177) separation=-0.2985 impulse=767.972;Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.985, -0.173) separation=-0.0070 impulse=767.972;Takeoff - 40m x 6m, 6.2m rise:(0.680, 0.724, -0.116) separation=-0.0065 impulse=767.972;Takeoff - 40m x 6m, 6.2m rise:(0.700, 0.714, 0.009) separation=-0.0064 impulse=767.972;",0.693,0.000,0.343,41.483,0.000,0.925,21.555,-1.323,5.770,41.059,8.142,1.425
1.470,41.242,62.372,-624.609,10.093,-87.588,2,14.330,9.360,"",0.850,0.000,0.500,41.447,0.000,0.914,22.372,-1.519,5.840,41.005,13.250,1.369
1.490,41.222,63.189,-624.635,10.214,-86.770,3,26.742,7.202,"",0.879,0.000,0.500,41.384,0.000,0.905,23.189,-1.680,6.217,40.880,13.846,1.201
1.510,41.316,64.011,-624.651,10.392,-85.949,3,24.917,6.278,"Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.986, -0.166) separation=-0.4425 impulse=135.319;Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.986, -0.166) separation=-0.4425 impulse=135.319;Takeoff - 40m x 6m, 6.2m rise:(0.667, 0.745, 0.008) separation=0.0098 impulse=135.319;Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.986, -0.170) separation=0.0098 impulse=135.319;Takeoff - 40m x 6m, 6.2m rise:(0.664, 0.739, -0.116) separation=0.0100 impulse=135.319;",0.889,0.000,0.500,41.319,0.000,0.895,24.011,-1.661,6.609,40.753,13.820,1.328
1.530,41.309,64.828,-624.679,10.518,-85.132,2,0.957,10.146,"",0.842,0.000,0.405,41.309,0.000,0.886,24.828,-1.736,6.434,40.768,9.475,1.226
1.550,40.982,65.585,-624.708,10.705,-84.375,2,1.583,9.586,"Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.978, -0.206) separation=-0.4827 impulse=987.200;Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.978, -0.206) separation=-0.4827 impulse=987.200;Takeoff - 40m x 6m, 6.2m rise:(0.806, 0.592, 0.011) separation=0.0074 impulse=987.200;Takeoff - 40m x 6m, 6.2m rise:(0.003, 0.978, -0.206) separation=0.0074 impulse=987.200;Takeoff - 40m x 6m, 6.2m rise:(0.791, 0.602, -0.112) separation=0.0075 impulse=987.200;",0.846,0.000,0.383,41.099,0.000,0.849,25.585,-1.870,7.041,40.448,8.937,1.451
1.570,40.952,66.392,-624.739,10.846,-83.569,2,18.831,6.828,"",1.000,0.000,0.500,41.067,0.000,0.838,26.392,-1.838,7.237,40.382,14.222,1.095
1.590,40.947,67.200,-624.770,10.991,-82.761,2,16.721,5.475,"",1.000,0.000,0.500,41.037,0.000,0.831,27.200,-1.765,7.370,40.332,14.309,1.009
1.610,40.973,68.019,-624.758,11.160,-81.942,3,17.837,6.147,"Takeoff - 40m x 6m, 6.2m rise:(0.767, 0.632, -0.113) separation=-0.1615 impulse=269.269;",1.000,0.000,-0.500,40.983,0.000,0.827,28.019,-1.337,7.582,40.253,-13.825,1.158
1.630,40.913,68.826,-624.779,11.307,-81.135,1,0.842,1.787,"Takeoff - 40m x 6m, 6.2m rise:(0.546, 0.827, -0.137) separation=0.0110 impulse=158.937;",1.000,0.000,0.500,40.917,0.000,0.819,28.826,-1.266,7.511,40.202,11.478,1.079
1.650,40.689,69.613,-624.797,11.472,-80.349,2,2.531,4.663,"Takeoff - 40m x 6m, 6.2m rise:(0.560, 0.819, -0.128) separation=-0.0291 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.560, 0.819, -0.128) separation=-0.0382 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.863, 0.494, -0.103) separation=-0.0002 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.863, 0.494, -0.103) separation=-0.0263 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.871, 0.491, 0.013) separation=-0.0258 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.871, 0.491, 0.013) separation=-0.0002 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.973, -0.230) separation=-0.0002 impulse=1122.086;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.973, -0.230) separation=-0.0241 impulse=1122.086;",1.000,0.000,0.467,40.690,0.000,0.803,29.613,-1.492,8.273,39.812,10.748,1.118
1.670,40.620,70.402,-624.821,11.638,-79.560,3,3.794,3.401,"Takeoff - 40m x 6m, 6.2m rise:(0.578, 0.803, -0.148) separation=0.0017 impulse=524.998;Takeoff - 40m x 6m, 6.2m rise:(0.578, 0.803, -0.148) separation=-0.0158 impulse=524.998;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.971, -0.239) separation=0.0014 impulse=524.998;Takeoff - 40m x 6m, 6.2m rise:(0.881, 0.473, 0.013) separation=0.0015 impulse=524.998;Takeoff - 40m x 6m, 6.2m rise:(0.870, 0.482, -0.102) separation=0.0016 impulse=524.998;",1.000,0.000,0.500,40.624,0.000,0.789,30.402,-1.471,8.546,39.688,11.763,1.230
1.690,40.539,71.188,-624.845,11.809,-78.774,4,8.089,6.122,"Takeoff - 40m x 6m, 6.2m rise:(0.593, 0.789, -0.162) separation=-0.0056 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.593, 0.789, -0.162) separation=-0.0120 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.881, 0.462, -0.100) separation=0.0065 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.881, 0.462, -0.100) separation=-0.0051 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.881, 0.462, -0.100) separation=0.0168 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.887, 0.462, 0.013) separation=-0.0050 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.887, 0.462, 0.013) separation=0.0064 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.887, 0.462, 0.013) separation=0.0165 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.971, -0.241) separation=0.0149 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.971, -0.241) separation=0.0058 impulse=314.824;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.971, -0.241) separation=-0.0045 impulse=314.824;",1.000,0.000,0.500,40.554,0.000,0.776,31.188,-1.381,8.697,39.586,12.549,1.110
1.710,40.042,71.917,-624.859,12.073,-78.045,4,11.389,5.369,"Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.968, -0.253) separation=-0.6583 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.606, 0.776, -0.176) separation=0.0090 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.606, 0.776, -0.176) separation=0.0096 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.606, 0.776, -0.176) separation=-0.0069 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.968, -0.253) separation=-0.6583 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.606, 0.776, -0.176) separation=-0.0068 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.883, 0.459, -0.100) separation=-0.0061 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.883, 0.459, -0.100) separation=0.0089 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.883, 0.459, -0.100) separation=0.0085 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.883, 0.459, -0.100) separation=0.0084 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.883, 0.459, -0.100) separation=0.0001 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.883, 0.459, -0.100) separation=0.0049 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.888, 0.461, 0.013) separation=-0.0060 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.888, 0.461, 0.013) separation=0.0088 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.888, 0.461, 0.013) separation=0.0083 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.888, 0.461, 0.013) separation=0.0104 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.888, 0.461, 0.013) separation=0.0001 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.888, 0.461, 0.013) separation=0.0048 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.970, -0.242) separation=-0.0054 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.970, -0.242) separation=0.0077 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.970, -0.242) separation=0.0099 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.970, -0.242) separation=0.0093 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.970, -0.242) separation=-0.0054 impulse=2779.263;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.970, -0.242) separation=0.0001 impulse=2779.263;",1.000,0.000,-0.500,40.059,0.000,0.741,31.917,-1.392,10.707,38.577,-13.333,1.109
1.730,39.926,72.690,-624.877,12.284,-77.273,1,6.002,2.207,"Takeoff - 40m x 6m, 6.2m rise:(0.637, 0.741, -0.213) separation=0.0185 impulse=296.468;Takeoff - 40m x 6m, 6.2m rise:(0.637, 0.741, -0.213) separation=0.0031 impulse=296.468;Takeoff - 40m x 6m, 6.2m rise:(0.004, 0.972, -0.235) separation=0.0143 impulse=296.468;Takeoff - 40m x 6m, 6.2m rise:(0.874, 0.485, 0.013) separation=0.0169 impulse=296.468;Takeoff - 40m x 6m, 6.2m rise:(0.870, 0.482, -0.102) separation=0.0173 impulse=296.468;",1.000,0.000,-0.500,39.932,0.000,0.730,32.690,-1.119,10.734,38.446,-16.645,1.091
1.750,39.859,73.462,-624.893,12.493,-76.500,1,3.514,2.098,"",1.000,0.000,-0.500,39.862,0.000,0.721,33.462,-1.072,10.585,38.416,-16.153,1.032
1.770,39.792,74.235,-624.910,12.698,-75.728,1,2.210,2.038,"",1.000,0.000,-0.500,39.794,0.000,0.713,34.235,-1.043,10.417,38.392,-15.582,0.992
1.790,39.779,75.007,-624.925,12.900,-74.956,2,4.262,2.059,"",1.000,0.000,0.500,39.781,0.000,0.705,35.007,-0.967,10.252,38.425,14.966,0.893
1.810,39.767,75.780,-624.940,13.098,-74.183,2,3.141,2.113,"",1.000,0.000,0.500,39.769,0.000,0.697,35.780,-0.900,10.057,38.466,14.475,0.872
1.830,39.753,76.554,-624.953,13.292,-73.409,2,2.819,2.036,"Takeoff - 40m x 6m, 6.2m rise:(0.700, 0.697, -0.158) separation=0.0195 impulse=0.000;",1.000,0.000,0.500,39.759,0.000,0.689,36.554,-0.832,9.842,38.512,13.971,0.919
1.850,39.645,77.323,-624.959,13.484,-72.640,1,0.144,2.050,"Takeoff - 40m x 6m, 6.2m rise:(0.710, 0.689, -0.148) separation=0.0006 impulse=397.203;Takeoff - 40m x 6m, 6.2m rise:(0.710, 0.689, -0.148) separation=-0.0166 impulse=397.203;Takeoff - 40m x 6m, 6.2m rise:(0.942, 0.337, 0.014) separation=0.0005 impulse=397.203;Takeoff - 40m x 6m, 6.2m rise:(0.935, 0.343, -0.086) separation=0.0006 impulse=397.203;",1.000,0.000,0.500,39.657,0.000,0.677,37.323,-0.531,9.779,38.428,13.343,0.962
