vehicle,speed,line,launchX,launchY,launchZ,launchSpeed,crestX,crestY,crestZ,crestGround,crestClearance,landingX,landingY,landingZ,landingSpeed,longestFlight,peakY
original,32,0,968.435,180.424,190.000,29.650,944.493,193.570,189.998,157.091,36.145,859.442,151.751,189.994,23.789,4.860,196.559
tourer,32,0,968.508,180.378,190.003,29.686,944.502,193.563,190.003,157.098,35.836,858.994,151.855,189.999,21.059,4.880,196.586
moto,32,0,968.660,180.084,189.994,30.461,944.377,194.004,190.005,157.002,36.484,855.088,151.813,190.041,21.357,4.980,197.619
atv,32,0,968.793,179.949,190.002,30.278,944.100,193.903,190.007,156.790,36.749,856.212,151.711,190.022,21.358,4.960,197.244
