time,x,y,z,speed,branchStation,activeBranch,misses,recoveries
0.01491761,957.9289,163.1876,139.2016,0.3599865,0,False,0,0
0.03491759,957.9399,163.1948,139.1953,0.7172762,0,False,0,0
0.05491757,957.9567,163.2022,139.1855,1.071642,0,False,0,0
0.07491755,957.9795,163.2097,139.1724,1.422767,0,False,0,0
0.09491754,958.0082,163.2173,139.1558,1.770422,0,False,0,0
0.1149175,958.043,163.2248,139.1357,2.114467,0,False,0,0
0.1349175,958.0836,163.2322,139.1123,2.454849,0,False,0,0
0.1549175,958.1301,163.2396,139.0854,2.791583,0,False,0,0
0.1749175,958.1826,163.247,139.0551,3.124744,0,False,0,0
0.1949174,958.2407,163.2544,139.0215,3.45444,0,False,0,0
0.2149174,958.3047,163.262,138.9845,3.780813,0,False,0,0
0.2349174,958.3744,163.2699,138.9442,4.103997,0,False,0,0
0.2549174,958.4496,163.278,138.9006,4.424153,0,False,0,0
0.2749174,958.5306,163.2866,138.8538,4.741418,0,False,0,0
0.2949173,958.6169,163.2957,138.8037,5.055951,0,False,0,0
0.3149173,958.7088,163.3053,138.7504,5.367867,0,False,0,0
0.3349173,958.806,163.3156,138.694,5.67728,0,False,0,0
0.3549173,958.9086,163.3265,138.6343,5.984291,0,False,0,0
0.3749173,959.0165,163.3381,138.5716,6.288991,0,False,0,0
0.3949175,959.1296,163.3504,138.5057,6.591466,0,False,0,0
0.4149175,959.248,163.3632,138.4366,6.891788,0,False,0,0
0.4349174,959.3715,163.3767,138.3645,7.190046,0,False,0,0
0.4549174,959.5001,163.3907,138.2893,7.48632,0,False,0,0
0.4749174,959.6337,163.4052,138.211,7.780673,0,False,0,0
0.4949174,959.7724,163.4201,138.1296,8.073165,0,False,0,0
0.5149174,959.916,163.4356,138.0451,8.363838,0,False,0,0
0.5349174,960.0645,163.4517,137.9576,8.652712,0,False,0,0
0.5549173,960.2179,163.4682,137.8671,8.939812,0,False,0,0
0.5749173,960.3762,163.4852,137.7735,9.225159,0,False,0,0
0.5949173,960.5392,163.5026,137.6768,9.508751,0,False,0,0
0.6149173,960.707,163.5204,137.5771,9.790649,0,False,0,0
0.6349173,960.8795,163.5384,137.4744,10.07089,0,False,0,0
0.6549172,961.0567,163.5567,137.3686,10.34949,0,False,0,0
0.6749172,961.2385,163.5753,137.2597,10.62648,0,False,0,0
0.6949172,961.4249,163.5941,137.1478,10.90186,0,False,0,0
0.7149172,961.6158,163.6133,137.0329,11.17563,0,False,0,0
0.7349172,961.8113,163.6327,136.9148,11.44779,0,False,0,0
0.7549171,962.0112,163.6523,136.7938,11.71834,0,False,0,0
0.7749174,962.2156,163.6721,136.6696,11.98734,0,False,0,0
0.7949173,962.4244,163.692,136.5423,12.25478,0,False,0,0
0.8149173,962.6376,163.7121,136.412,12.5207,0,False,0,0
0.8349173,962.855,163.7324,136.2786,12.78509,0,False,0,0
0.8549173,963.0768,163.7529,136.1422,13.04794,0,False,0,0
0.8749173,963.3027,163.7736,136.0026,13.30925,0,False,0,0
0.8949172,963.5329,163.7944,135.8598,13.56905,0,False,0,0
0.9149172,963.7673,163.8152,135.714,13.82738,0,False,0,0
0.9349172,964.0057,163.8362,135.5651,14.08424,0,False,0,0
0.9549172,964.2482,163.8573,135.413,14.33962,0,False,0,0
0.9749172,964.4948,163.8786,135.2578,14.59352,0,False,0,0
0.9949172,964.7452,163.9,135.0994,14.84596,0,False,0,0
1.014917,964.9998,163.9214,134.9379,15.09697,0,False,0,0
1.034917,965.2581,163.9428,134.7731,15.34657,0,False,0,0
1.054917,965.5204,163.9644,134.6052,15.59475,0,False,0,0
1.074917,965.7864,163.986,134.4342,15.84151,0,False,0,0
1.094917,966.0563,164.0076,134.2599,16.08686,0,False,0,0
1.114917,966.33,164.0292,134.0824,16.33083,0,False,0,0
1.134917,966.6074,164.0508,133.9017,16.57345,0,False,0,0
1.154917,966.8883,164.0724,133.7177,16.8147,0,False,0,0
1.174917,967.173,164.0941,133.5305,17.05458,0,False,0,0
1.194917,967.4612,164.1156,133.3401,17.29313,0,False,0,0
1.214917,967.7531,164.137,133.1463,17.53037,0,False,0,0
1.234917,968.0483,164.1583,132.9494,17.7663,0,False,0,0
1.254917,968.3471,164.1796,132.7491,18.00092,0,False,0,0
1.274917,968.6494,164.2007,132.5455,18.23423,0,False,0,0
1.294917,968.9549,164.2217,132.3386,18.46627,0,False,0,0
1.314917,969.2638,164.2425,132.1283,18.69704,0,False,0,0
1.334917,969.576,164.2632,131.9148,18.92654,0,False,0,0
1.354917,969.8915,164.2837,131.6979,19.15478,0,False,0,0
1.374917,970.2103,164.3039,131.4776,19.38178,0,False,0,0
1.394917,970.5322,164.3239,131.2539,19.60756,0,False,0,0
1.414917,970.8572,164.3437,131.0269,19.83212,0,False,0,0
1.434917,971.1851,164.3632,130.7967,20.03481,0,False,0,0
1.454917,971.515,164.3823,130.5638,20.19734,0,False,0,0
1.474917,971.8466,164.401,130.3286,20.32802,0,False,0,0
1.494917,972.1791,164.4193,130.0912,20.43329,0,False,0,0
1.514917,972.5046,164.4368,129.8579,20.02429,0,False,0,0
1.534917,972.8238,164.4534,129.6279,19.668,0,False,0,0
1.554917,973.1373,164.4692,129.4007,19.36017,0,False,0,0
