time,speed,signedSpeed,valid,grounded,timer,visible,rendered
0.000,0.000,0.000,False,0,0.000,False,False
0.022,0.288,0.000,False,2,0.000,False,False
0.057,0.577,-0.110,True,2,0.000,False,False
0.065,0.857,-0.330,True,4,0.000,False,False
0.073,0.858,-0.330,True,4,0.000,False,False
0.082,1.134,-0.610,True,4,0.000,False,False
0.090,1.136,-0.610,True,4,0.000,False,False
0.098,1.407,-0.891,True,4,0.000,False,False
0.108,1.408,-0.891,True,4,0.000,False,False
0.116,1.409,-0.891,True,4,0.000,False,False
0.125,1.676,-1.184,True,4,0.000,False,False
0.133,1.677,-1.184,True,4,0.000,False,False
0.142,1.940,-1.477,True,4,0.000,False,False
0.150,1.940,-1.477,True,4,0.000,False,False
0.158,2.200,-1.770,True,4,0.000,False,False
0.167,2.200,-1.770,True,4,0.000,False,False
0.175,2.201,-1.770,True,4,0.000,False,False
0.183,2.457,-2.039,True,4,0.000,False,False
0.192,2.457,-2.039,True,4,0.000,False,False
0.200,2.710,-2.332,True,4,0.000,False,False
0.209,2.710,-2.332,True,4,0.000,False,False
0.218,2.960,-2.600,True,4,0.000,False,False
0.226,2.960,-2.600,True,4,0.000,False,False
0.235,2.960,-2.600,True,4,0.000,False,False
0.243,3.208,-2.869,True,4,0.000,False,False
0.252,3.208,-2.869,True,4,0.000,False,False
0.261,3.453,-3.137,True,4,0.020,False,False
0.269,3.453,-3.137,True,4,0.020,False,False
0.277,3.696,-3.394,True,4,0.040,False,False
0.288,3.696,-3.394,True,4,0.040,False,False
0.296,3.696,-3.394,True,4,0.040,False,False
0.314,3.937,-3.650,True,4,0.060,False,False
0.323,4.176,-3.894,True,4,0.080,False,False
0.331,4.176,-3.894,True,4,0.080,False,False
0.339,4.413,-4.138,True,4,0.100,False,False
0.348,4.413,-4.138,True,4,0.100,False,False
0.357,4.413,-4.138,True,4,0.100,False,False
0.365,4.649,-4.382,True,4,0.120,False,False
0.373,4.649,-4.382,True,4,0.120,False,False
0.382,4.882,-4.626,True,4,0.140,False,False
0.390,4.882,-4.626,True,4,0.140,False,False
0.399,5.114,-4.871,True,4,0.160,False,False
0.409,5.114,-4.871,True,4,0.160,False,False
0.417,5.114,-4.871,True,4,0.160,False,False
0.428,5.345,-6.274,True,4,0.180,False,False
0.439,5.574,-5.334,True,4,0.200,False,False
0.448,5.574,-5.334,True,4,0.200,False,False
0.456,5.574,-5.334,True,4,0.200,False,False
0.464,5.801,-5.566,True,4,0.220,False,False
0.473,5.801,-5.566,True,4,0.220,False,False
0.481,6.027,-5.798,True,4,0.240,False,False
0.489,6.027,-5.798,True,4,0.240,False,False
0.498,6.251,-6.018,True,4,0.260,False,False
0.508,6.251,-6.018,True,4,0.260,False,False
0.517,6.251,-6.018,True,4,0.260,False,False
0.529,6.474,-6.238,True,4,0.280,False,False
0.551,6.695,-6.458,True,4,0.300,False,False
0.559,6.915,-6.677,True,4,0.320,False,False
0.568,6.915,-6.677,True,4,0.320,False,False
0.580,7.133,-6.897,True,4,0.340,False,False
0.588,7.133,-6.897,True,4,0.340,False,False
0.598,7.350,-7.117,True,4,0.360,False,False
0.611,7.350,-7.117,True,4,0.360,False,False
0.622,7.565,-7.336,True,4,0.380,False,False
0.630,7.565,-7.336,True,4,0.380,False,False
0.644,7.779,-7.556,True,4,0.400,False,False
0.671,7.991,-7.776,True,4,0.420,False,False
0.679,8.202,-7.983,True,4,0.440,False,False
0.687,8.202,-7.983,True,4,0.440,False,False
0.696,8.202,-7.983,True,4,0.440,False,False
0.704,8.411,-9.338,True,4,0.460,False,False
0.712,8.411,-9.338,True,4,0.460,False,False
0.721,8.619,-8.398,True,4,0.480,False,False
0.729,8.619,-8.398,True,4,0.480,False,False
0.738,8.826,-8.606,True,4,0.500,False,False
0.746,8.826,-8.606,True,4,0.500,False,False
0.755,8.826,-8.606,True,4,0.500,False,False
0.765,9.031,-8.813,True,4,0.520,False,False
0.773,9.031,-8.813,True,4,0.520,False,False
0.781,9.234,-9.021,True,4,0.540,False,False
0.790,9.234,-9.021,True,4,0.540,False,False
0.799,9.436,-9.216,True,4,0.560,False,False
0.807,9.436,-9.216,True,4,0.560,False,False
0.815,9.436,-9.216,True,4,0.560,False,False
0.824,9.637,-9.412,True,4,0.580,False,False
0.841,9.836,-9.619,True,4,0.600,False,False
0.850,9.836,-9.619,True,4,0.600,False,False
0.858,10.034,-9.814,True,4,0.620,False,False
0.867,10.034,-9.814,True,4,0.620,False,False
0.875,10.034,-9.814,True,4,0.620,False,False
