time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.003,original,0,0,0.00,0,0,316.80,23.40,481.02,0.000,False,0.000
3.003,tourer,0,0,0.00,0,0,321.22,21.51,488.61,0.000,False,0.000
3.003,moto,0,0,0.00,0,0,316.93,19.72,495.48,0.000,False,0.000
3.003,atv,0,0,0.00,0,0,321.50,18.15,502.19,0.000,False,0.000
4.860,original,0,0,23.55,0,0,317.11,17.79,504.57,0.000,False,4665.634
4.860,tourer,0,0,22.76,0,0,321.23,16.29,511.23,0.000,False,4672.618
4.860,moto,0,1,28.25,0,0,317.75,13.51,523.81,11.170,False,11.170
4.860,atv,0,1,26.54,0,0,321.80,12.49,528.85,16.454,False,16.454
6.860,original,0,1,12.21,0,0,316.50,8.76,549.46,38.228,False,38.228
6.860,tourer,0,1,13.25,0,0,319.84,8.69,551.96,39.932,False,39.932
6.860,moto,0,1,12.12,0,0,311.60,8.55,557.41,51.703,False,51.703
6.860,atv,0,1,16.04,0,0,313.34,8.57,559.82,50.081,False,50.081
8.860,original,0,1,21.79,0,0,293.09,8.73,562.98,70.241,False,70.241
8.860,tourer,0,1,23.38,0,0,292.30,8.72,565.41,71.240,False,71.240
8.860,moto,0,1,32.97,0,0,265.20,8.55,563.91,97.669,False,97.669
8.860,atv,0,1,33.19,0,0,263.28,8.55,565.31,99.491,False,99.491
10.860,original,0,1,33.04,0,0,237.10,8.92,560.94,125.749,False,125.749
10.860,tourer,0,1,33.92,0,0,234.08,8.96,562.51,128.506,False,128.506
10.860,moto,0,1,44.14,0,0,187.49,9.29,553.82,175.624,False,175.624
10.860,atv,0,1,42.28,0,0,187.34,9.29,555.88,175.524,False,175.524
12.860,original,0,1,38.92,0,0,165.18,9.66,550.92,198.300,False,198.300
12.860,tourer,0,1,39.92,0,0,160.33,9.68,552.41,202.971,False,202.971
12.860,moto,0,1,49.87,0,0,92.96,9.59,545.82,270.526,False,270.526
12.860,atv,0,1,47.11,0,0,97.82,9.60,547.92,265.600,False,265.600
14.860,original,0,1,40.33,0,0,84.45,9.70,548.83,278.830,False,278.830
14.860,tourer,0,2,39.89,0,0,77.66,9.65,545.72,285.758,False,285.758
14.860,moto,0,2,43.63,0,0,6.35,8.41,530.32,359.099,False,359.099
14.860,atv,0,2,40.12,0,0,13.66,8.43,535.51,351.625,False,351.625
16.860,original,0,2,38.78,0,0,8.32,8.56,534.99,357.065,False,357.065
16.860,tourer,0,2,34.24,0,0,6.69,8.56,530.11,358.948,False,358.948
16.860,moto,0,2,26.51,0,0,-77.91,8.47,523.62,443.780,False,443.780
16.860,atv,0,2,31.45,0,0,-68.79,8.44,527.44,434.552,False,434.552
18.860,original,0,2,42.11,0,0,-72.95,8.60,534.45,438.489,False,438.489
18.860,tourer,0,2,40.25,0,0,-68.41,8.59,531.17,433.981,False,433.981
18.860,moto,0,6,36.15,0,0,-103.55,8.42,474.11,458.514,False,529.155
18.860,atv,0,6,25.01,0,0,-99.47,8.10,496.71,458.802,False,498.501
