t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,151.160,832.224,101.201,-119.399,15.568,13.088,3.454,7.717,0.214,0.000,-0.189,4,23.249,0.752,0.981,""
0.240,151.470,832.483,101.275,-119.245,15.564,13.014,3.680,7.745,0.216,0.000,-0.189,4,21.161,0.626,0.981,""
0.260,151.772,832.741,101.352,-119.089,15.559,12.943,3.864,7.783,0.218,0.000,-0.188,4,18.972,0.490,0.980,""
0.280,152.082,832.998,101.432,-118.933,15.554,12.874,4.005,7.831,0.220,0.000,-0.186,4,16.802,0.385,0.980,""
0.300,152.391,833.254,101.514,-118.775,15.549,12.809,4.105,7.888,0.223,0.000,-0.185,4,14.734,0.292,0.980,""
0.320,152.701,833.509,101.597,-118.616,15.543,12.746,4.168,7.953,0.226,0.000,-0.183,4,12.831,0.258,0.980,""
0.340,153.011,833.762,101.681,-118.456,15.537,12.687,4.197,8.026,0.228,0.000,-0.180,4,11.076,0.193,0.980,""
0.360,153.321,834.015,101.765,-118.294,15.532,12.631,4.196,8.105,0.231,0.000,-0.178,4,9.518,0.177,0.979,""
0.380,153.620,834.266,101.848,-118.131,15.526,12.576,4.168,8.189,0.234,0.000,-0.175,4,8.196,0.085,0.979,""
0.400,153.929,834.517,101.931,-117.965,15.521,12.524,4.120,8.278,0.237,0.000,-0.172,4,7.140,0.049,0.979,""
0.420,154.239,834.767,102.012,-117.798,15.516,12.472,4.057,8.371,0.240,0.000,-0.169,4,6.332,0.014,0.979,""
0.440,154.548,835.015,102.091,-117.629,15.511,12.421,3.981,8.466,0.242,0.000,-0.166,4,5.701,0.016,0.979,""
0.460,154.858,835.263,102.169,-117.458,15.507,12.370,3.896,8.563,0.244,0.000,-0.163,4,5.262,0.011,0.979,""
0.480,155.154,835.509,102.245,-117.285,15.503,12.319,3.807,8.662,0.246,0.000,-0.159,4,5.022,0.052,0.979,""
0.500,155.464,835.755,102.320,-117.110,15.500,12.267,3.716,8.762,0.248,0.000,-0.156,4,4.933,0.051,0.979,""
0.520,155.773,835.999,102.392,-116.933,15.497,12.215,3.625,8.861,0.250,0.000,-0.152,4,4.943,0.077,0.979,""
0.540,156.082,836.242,102.463,-116.754,15.494,12.161,3.537,8.960,0.252,0.000,-0.148,4,5.045,0.089,0.979,""
0.560,156.392,836.485,102.532,-116.573,15.491,12.107,3.452,9.058,0.253,0.000,-0.144,4,5.241,0.107,0.979,""
0.580,156.702,836.726,102.599,-116.391,15.489,12.052,3.372,9.155,0.254,0.000,-0.140,4,5.502,0.093,0.979,""
0.600,156.997,836.966,102.665,-116.206,15.487,11.995,3.299,9.249,0.255,0.000,-0.136,4,5.864,0.083,0.979,""
0.620,157.306,837.205,102.730,-116.019,15.486,11.938,3.235,9.342,0.256,0.000,-0.132,4,6.287,0.087,0.979,""
0.640,157.616,837.443,102.794,-115.831,15.485,11.879,3.180,9.433,0.257,0.000,-0.128,4,6.728,0.111,0.979,""
0.660,157.925,837.679,102.856,-115.641,15.484,11.819,3.132,9.521,0.258,0.000,-0.124,4,7.164,0.104,0.979,""
0.680,158.235,837.915,102.918,-115.449,15.483,11.759,3.093,9.606,0.258,0.000,-0.119,4,7.577,0.061,0.979,""
0.700,158.545,838.149,102.979,-115.255,15.482,11.698,3.062,9.689,0.259,0.000,-0.115,4,7.945,0.083,0.979,""
0.720,158.841,838.382,103.040,-115.060,15.482,11.637,3.037,9.769,0.259,0.000,-0.111,4,8.295,0.099,0.979,""
0.740,159.151,838.614,103.101,-114.863,15.482,11.576,3.018,9.847,0.259,0.000,-0.107,4,8.610,0.058,0.979,""
0.760,159.460,838.844,103.161,-114.665,15.482,11.515,3.004,9.922,0.259,0.000,-0.102,4,8.869,0.073,0.979,""
0.780,159.770,839.074,103.221,-114.466,15.483,11.454,2.994,9.994,0.259,0.000,-0.098,4,9.116,0.091,0.979,""
0.800,160.080,839.302,103.280,-114.264,15.483,11.394,2.990,10.064,0.259,0.000,-0.093,4,9.343,0.106,0.979,""
0.820,160.378,839.529,103.340,-114.062,15.484,11.335,2.989,10.131,0.258,0.000,-0.089,4,9.569,0.096,0.979,""
0.840,160.688,839.754,103.400,-113.858,15.485,11.276,2.993,10.196,0.258,0.000,-0.084,4,9.766,0.093,0.979,""
0.860,160.998,839.979,103.460,-113.653,15.486,11.219,2.999,10.258,0.258,0.000,-0.080,4,9.909,0.084,0.979,""
0.880,161.308,840.202,103.520,-113.447,15.487,11.162,3.008,10.317,0.257,0.000,-0.076,4,10.036,0.084,0.979,""
0.900,161.617,840.425,103.581,-113.240,15.488,11.107,3.019,10.374,0.257,0.000,-0.071,4,10.146,0.089,0.979,""
0.920,161.927,840.646,103.641,-113.031,15.489,11.053,3.031,10.429,0.256,0.000,-0.067,4,10.213,0.066,0.979,""
0.940,162.228,840.866,103.702,-112.822,15.490,11.000,3.044,10.481,0.256,0.000,-0.062,4,10.246,0.072,0.979,""
0.960,162.538,841.085,103.763,-112.612,15.491,10.950,3.057,10.532,0.255,0.000,-0.058,4,10.258,0.078,0.979,""
0.980,162.848,841.303,103.825,-112.400,15.492,10.901,3.070,10.579,0.255,0.000,-0.054,4,10.253,0.083,0.979,""
1.000,163.158,841.521,103.886,-112.188,15.493,10.853,3.082,10.625,0.254,0.000,-0.049,4,10.235,0.073,0.979,""
1.020,163.468,841.737,103.948,-111.975,15.494,10.808,3.094,10.669,0.253,0.000,-0.045,4,10.217,0.079,0.979,""
1.040,163.778,841.952,104.010,-111.760,15.496,10.765,3.105,10.710,0.253,0.000,-0.041,4,10.170,0.064,0.979,""
1.060,164.082,842.167,104.073,-111.546,15.497,10.723,3.115,10.750,0.252,0.000,-0.036,4,10.124,0.063,0.979,""
1.080,164.392,842.381,104.135,-111.330,15.498,10.684,3.124,10.787,0.252,0.000,-0.032,4,10.080,0.064,0.979,""
1.100,164.702,842.594,104.198,-111.114,15.499,10.647,3.133,10.823,0.251,0.000,-0.028,4,10.025,0.053,0.979,""
1.120,165.012,842.806,104.260,-110.896,15.500,10.612,3.140,10.856,0.251,0.000,-0.024,4,9.962,0.052,0.979,""
1.140,165.322,843.018,104.323,-110.679,15.501,10.579,3.145,10.888,0.250,0.000,-0.020,4,9.901,0.052,0.979,""
1.160,165.632,843.229,104.386,-110.461,15.502,10.548,3.150,10.918,0.249,0.000,-0.016,4,9.839,0.051,0.979,""
1.180,165.939,843.439,104.449,-110.242,15.503,10.519,3.153,10.946,0.249,0.000,-0.012,4,9.782,0.049,0.979,""
1.200,166.249,843.649,104.513,-110.022,15.504,10.492,3.155,10.972,0.248,0.000,-0.008,4,9.731,0.045,0.979,""
1.220,166.559,843.859,104.576,-109.802,15.505,10.468,3.157,10.996,0.248,0.000,-0.004,4,9.683,0.035,0.979,""
1.240,166.869,844.067,104.639,-109.582,15.506,10.445,3.157,11.018,0.247,0.000,0.000,4,9.640,0.035,0.979,""
1.260,167.179,844.276,104.702,-109.361,15.507,10.425,3.157,11.038,0.247,0.000,0.003,4,9.605,0.032,0.979,""
1.280,167.489,844.484,104.765,-109.140,15.508,10.407,3.157,11.056,0.247,0.000,0.007,4,9.579,0.029,0.979,""
1.300,167.799,844.692,104.828,-108.919,15.508,10.390,3.156,11.073,0.246,0.000,0.011,4,9.558,0.026,0.979,""
1.320,168.109,844.900,104.891,-108.697,15.509,10.376,3.154,11.087,0.246,0.000,0.015,4,9.541,0.024,0.979,""
1.340,168.419,845.107,104.954,-108.475,15.510,10.364,3.153,11.100,0.245,0.000,0.018,4,9.528,0.021,0.979,""
1.360,168.729,845.314,105.017,-108.253,15.510,10.354,3.151,11.111,0.245,0.000,0.021,4,9.520,0.019,0.979,""
1.380,169.039,845.521,105.080,-108.031,15.511,10.345,3.149,11.120,0.245,0.000,0.025,4,9.516,0.016,0.979,""
1.400,169.351,845.728,105.143,-107.808,15.511,10.339,3.147,11.127,0.245,0.000,0.028,4,9.514,0.014,0.979,""
1.420,169.660,845.934,105.206,-107.585,15.512,10.334,3.146,11.132,0.244,0.000,0.032,4,9.517,0.014,0.979,""
1.440,169.970,846.141,105.269,-107.363,15.512,10.331,3.144,11.136,0.244,0.000,0.035,4,9.524,0.020,0.979,""
1.460,170.280,846.348,105.332,-107.140,15.512,10.330,3.143,11.138,0.244,0.000,0.038,4,9.528,0.017,0.979,""
1.480,170.590,846.554,105.395,-106.917,15.513,10.331,3.141,11.138,0.244,0.000,0.041,4,9.538,0.026,0.979,""
1.500,170.900,846.761,105.458,-106.695,15.513,10.334,3.140,11.136,0.244,0.000,0.044,4,9.553,0.020,0.979,""
1.520,171.214,846.968,105.520,-106.472,15.513,10.338,3.140,11.132,0.244,0.000,0.046,4,9.569,0.012,0.979,""
1.540,171.523,847.174,105.583,-106.249,15.513,10.344,3.139,11.127,0.243,0.000,0.049,4,9.579,0.015,0.979,""
1.560,171.833,847.381,105.646,-106.027,15.513,10.352,3.139,11.120,0.243,0.000,0.052,4,9.581,0.009,0.979,""
1.580,172.143,847.589,105.709,-105.805,15.513,10.361,3.139,11.112,0.243,0.000,0.055,4,9.584,0.009,0.979,""
1.600,172.453,847.796,105.771,-105.583,15.513,10.372,3.138,11.102,0.243,0.000,0.058,4,9.588,0.005,0.979,""
1.620,172.763,848.004,105.834,-105.361,15.513,10.384,3.138,11.090,0.243,0.000,0.060,4,9.597,0.018,0.979,""
1.640,173.073,848.212,105.897,-105.139,15.513,10.398,3.138,11.077,0.243,0.000,0.062,4,9.599,0.011,0.979,""
1.660,173.387,848.420,105.960,-104.918,15.513,10.414,3.139,11.063,0.243,0.000,0.065,4,9.600,0.009,0.979,""
1.680,173.697,848.628,106.023,-104.697,15.513,10.431,3.139,11.046,0.243,0.000,0.067,4,9.617,0.017,0.979,""
1.700,174.007,848.837,106.085,-104.476,15.513,10.449,3.140,11.029,0.244,0.000,0.070,4,9.628,0.002,0.979,""
1.720,174.316,849.046,106.148,-104.256,15.513,10.469,3.141,11.010,0.244,0.000,0.072,4,9.632,0.013,0.979,""
1.740,174.626,849.256,106.211,-104.036,15.512,10.490,3.141,10.989,0.244,0.000,0.074,4,9.626,0.015,0.979,""
1.760,174.936,849.466,106.274,-103.817,15.512,10.513,3.142,10.967,0.244,0.000,0.076,4,9.616,0.023,0.979,""
1.780,175.250,849.677,106.337,-103.598,15.512,10.536,3.142,10.944,0.244,0.000,0.078,4,9.607,0.030,0.979,""
1.800,175.560,849.888,106.399,-103.379,15.511,10.562,3.142,10.920,0.244,0.000,0.079,4,9.600,0.007,0.979,""
1.820,175.870,850.100,106.462,-103.161,15.511,10.588,3.142,10.894,0.244,0.000,0.082,4,9.592,0.005,0.979,""
1.840,176.180,850.312,106.525,-102.944,15.511,10.615,3.142,10.867,0.245,0.000,0.084,4,9.586,0.015,0.979,""
1.860,176.490,850.525,106.588,-102.727,15.510,10.644,3.142,10.838,0.245,0.000,0.085,4,9.588,0.022,0.979,""
1.880,176.800,850.738,106.651,-102.511,15.510,10.674,3.143,10.809,0.245,0.000,0.087,4,9.612,0.032,0.979,""
1.900,177.113,850.952,106.714,-102.295,15.509,10.704,3.144,10.778,0.245,0.000,0.088,4,9.623,0.025,0.979,""
1.920,177.423,851.167,106.777,-102.080,15.509,10.736,3.144,10.746,0.245,0.000,0.089,4,9.614,0.019,0.979,""
1.940,177.733,851.382,106.839,-101.866,15.509,10.768,3.144,10.713,0.246,0.000,0.091,4,9.603,0.033,0.979,""
1.960,178.043,851.598,106.902,-101.652,15.508,10.802,3.145,10.678,0.246,0.000,0.092,4,9.594,0.045,0.979,""
1.980,178.352,851.815,106.965,-101.439,15.508,10.836,3.145,10.643,0.246,0.000,0.094,4,9.592,0.016,0.979,""
2.000,178.662,852.032,107.028,-101.227,15.507,10.871,3.145,10.607,0.246,0.000,0.095,4,9.598,0.027,0.979,""
2.020,178.975,852.250,107.091,-101.015,15.507,10.907,3.146,10.569,0.246,0.000,0.096,4,9.606,0.037,0.979,""
2.040,179.285,852.469,107.154,-100.805,15.506,10.944,3.146,10.531,0.247,0.000,0.097,4,9.617,0.033,0.979,""
2.060,179.594,852.688,107.217,-100.595,15.506,10.981,3.148,10.491,0.247,0.000,0.098,4,9.653,0.039,0.979,""
2.080,179.904,852.908,107.280,-100.386,15.505,11.019,3.149,10.450,0.247,0.000,0.099,4,9.651,0.041,0.979,""
2.100,180.214,853.130,107.343,-100.177,15.505,11.057,3.150,10.408,0.247,0.000,0.100,4,9.631,0.049,0.979,""
2.120,180.524,853.351,107.406,-99.970,15.504,11.097,3.150,10.366,0.248,0.000,0.101,4,9.595,0.049,0.979,""
2.140,180.834,853.574,107.469,-99.763,15.504,11.137,3.149,10.323,0.248,0.000,0.102,4,9.560,0.057,0.979,""
2.160,181.145,853.797,107.532,-99.557,15.503,11.177,3.149,10.279,0.248,0.000,0.103,4,9.544,0.035,0.979,""
2.180,181.454,854.022,107.595,-99.353,15.503,11.218,3.148,10.234,0.248,0.000,0.104,4,9.537,0.014,0.979,""
2.200,181.764,854.247,107.658,-99.149,15.502,11.259,3.147,10.188,0.249,0.000,0.104,4,9.527,0.032,0.979,""
2.220,182.074,854.473,107.721,-98.946,15.502,11.301,3.146,10.142,0.249,0.000,0.104,4,9.523,0.048,0.979,""
2.240,182.384,854.699,107.784,-98.744,15.501,11.343,3.145,10.094,0.249,0.000,0.105,4,9.545,0.074,0.979,""
2.260,182.694,854.927,107.847,-98.543,15.501,11.385,3.145,10.046,0.249,0.000,0.106,4,9.567,0.045,0.979,""
2.280,183.004,855.155,107.909,-98.342,15.501,11.428,3.144,9.998,0.249,0.000,0.106,4,9.540,0.045,0.979,""
2.300,183.313,855.385,107.972,-98.143,15.500,11.471,3.142,9.948,0.250,0.000,0.107,4,9.517,0.067,0.979,""
2.320,183.623,855.615,108.035,-97.945,15.500,11.515,3.141,9.898,0.250,0.000,0.107,4,9.487,0.037,0.979,""
2.340,183.933,855.846,108.098,-97.748,15.500,11.558,3.139,9.848,0.250,0.000,0.107,4,9.487,0.051,0.979,""
2.360,184.243,856.078,108.161,-97.552,15.500,11.602,3.137,9.797,0.250,0.000,0.107,4,9.496,0.033,0.979,""
2.380,184.553,856.310,108.223,-97.357,15.499,11.646,3.135,9.745,0.250,0.000,0.107,4,9.501,0.052,0.979,""
2.400,184.863,856.544,108.286,-97.163,15.499,11.689,3.134,9.692,0.250,0.000,0.108,4,9.527,0.051,0.979,""
2.420,185.170,856.778,108.349,-96.970,15.499,11.733,3.134,9.639,0.250,0.000,0.108,4,9.572,0.059,0.979,""
2.440,185.479,857.014,108.411,-96.778,15.499,11.776,3.135,9.585,0.251,0.000,0.109,4,9.629,0.050,0.979,""
2.460,185.789,857.250,108.474,-96.587,15.498,11.820,3.137,9.531,0.251,0.000,0.109,4,9.663,0.068,0.979,""
2.480,186.099,857.487,108.537,-96.397,15.498,11.863,3.139,9.476,0.251,0.000,0.109,4,9.690,0.090,0.979,""
2.500,186.409,857.725,108.600,-96.209,15.498,11.906,3.142,9.420,0.251,0.000,0.109,4,9.736,0.053,0.979,""
2.520,186.719,857.964,108.663,-96.021,15.497,11.949,3.146,9.364,0.251,0.000,0.108,4,9.777,0.055,0.979,""
2.540,187.029,858.203,108.726,-95.835,15.497,11.992,3.151,9.307,0.251,0.000,0.108,4,9.834,0.078,0.979,""
2.560,187.339,858.444,108.789,-95.650,15.497,12.034,3.157,9.250,0.251,0.000,0.108,4,9.898,0.085,0.979,""
2.580,187.648,858.685,108.852,-95.466,15.496,12.076,3.166,9.192,0.252,0.000,0.109,4,9.999,0.075,0.979,""
2.600,187.958,858.927,108.915,-95.283,15.496,12.117,3.176,9.133,0.252,0.000,0.109,4,10.100,0.066,0.979,""
2.620,188.268,859.170,108.979,-95.101,15.495,12.157,3.189,9.074,0.252,0.000,0.109,4,10.204,0.085,0.979,""
2.640,188.578,859.413,109.043,-94.921,15.495,12.198,3.203,9.014,0.252,0.000,0.108,4,10.304,0.101,0.979,""
2.660,188.887,859.658,109.108,-94.742,15.494,12.237,3.220,8.953,0.253,0.000,0.108,4,10.446,0.082,0.978,""
2.680,189.197,859.903,109.172,-94.564,15.493,12.275,3.240,8.892,0.253,0.000,0.108,4,10.575,0.072,0.978,""
2.700,189.511,860.148,109.237,-94.388,15.493,12.313,3.262,8.830,0.253,0.000,0.107,4,10.707,0.111,0.978,""
2.720,189.820,860.395,109.303,-94.212,15.492,12.350,3.287,8.767,0.254,0.000,0.107,4,10.819,0.138,0.978,""
2.740,190.129,860.642,109.369,-94.038,15.490,12.386,3.315,8.704,0.254,0.000,0.107,4,10.974,0.089,0.977,""
2.760,190.439,860.890,109.436,-93.866,15.489,12.421,3.345,8.640,0.255,0.000,0.107,4,11.124,0.075,0.977,""
2.780,190.748,861.138,109.503,-93.694,15.488,12.454,3.379,8.575,0.255,0.000,0.107,4,11.272,0.149,0.977,""
2.800,191.057,861.387,109.572,-93.524,15.486,12.487,3.414,8.510,0.256,0.000,0.106,4,11.364,0.216,0.976,""
2.820,191.366,861.637,109.641,-93.355,15.484,12.519,3.452,8.444,0.257,0.000,0.106,4,11.492,0.159,0.976,""
2.840,191.675,861.887,109.710,-93.188,15.482,12.550,3.492,8.378,0.258,0.000,0.105,4,11.597,0.129,0.975,""
2.860,191.987,862.138,109.781,-93.022,15.480,12.580,3.534,8.311,0.259,0.000,0.104,4,11.711,0.204,0.975,""
2.880,192.296,862.390,109.852,-92.857,15.478,12.610,3.577,8.244,0.260,0.000,0.104,4,11.755,0.260,0.974,""
2.900,192.604,862.642,109.924,-92.694,15.476,12.638,3.621,8.177,0.261,0.000,0.104,4,11.792,0.184,0.974,""
2.920,192.913,862.894,109.997,-92.532,15.473,12.666,3.665,8.109,0.262,0.000,0.104,4,11.812,0.243,0.973,""
2.940,193.222,863.147,110.072,-92.371,15.471,12.693,3.710,8.042,0.263,0.000,0.103,4,11.842,0.199,0.973,""
2.960,193.531,863.401,110.146,-92.212,15.468,12.720,3.754,7.974,0.265,0.000,0.103,4,11.836,0.178,0.972,""
2.980,193.840,863.655,110.222,-92.054,15.465,12.745,3.799,7.906,0.266,0.000,0.102,4,11.818,0.233,0.972,""
3.000,194.149,863.910,110.299,-91.897,15.462,12.771,3.842,7.838,0.268,0.000,0.102,4,11.765,0.184,0.971,""
3.020,194.458,864.165,110.376,-91.742,15.459,12.796,3.885,7.770,0.269,0.000,0.101,4,11.726,0.244,0.971,""
3.040,194.766,864.420,110.455,-91.588,15.456,12.821,3.926,7.702,0.270,0.000,0.100,4,11.650,0.264,0.970,""
3.060,195.075,864.677,110.534,-91.435,15.453,12.845,3.966,7.635,0.272,0.000,0.099,4,11.608,0.204,0.970,""
3.080,195.383,864.933,110.614,-91.284,15.450,12.869,4.004,7.568,0.274,0.000,0.099,4,11.515,0.260,0.969,""
3.100,195.692,865.190,110.694,-91.134,15.446,12.892,4.042,7.501,0.275,0.000,0.099,4,11.459,0.206,0.969,""
3.120,196.000,865.448,110.776,-90.986,15.443,12.916,4.079,7.434,0.277,0.000,0.098,4,11.420,0.176,0.968,""
3.140,196.308,865.706,110.858,-90.838,15.440,12.938,4.115,7.367,0.278,0.000,0.098,4,11.366,0.235,0.968,""
3.160,196.616,865.964,110.941,-90.692,15.436,12.961,4.150,7.301,0.280,0.000,0.097,4,11.307,0.213,0.967,""
3.180,196.924,866.223,111.024,-90.548,15.433,12.983,4.183,7.235,0.282,0.000,0.096,4,11.240,0.271,0.967,""
3.200,197.232,866.482,111.108,-90.404,15.429,13.005,4.215,7.169,0.284,0.000,0.096,4,11.158,0.196,0.966,""
3.220,197.540,866.742,111.193,-90.262,15.426,13.026,4.246,7.104,0.285,0.000,0.095,4,11.111,0.244,0.966,""
3.240,197.848,867.002,111.278,-90.122,15.422,13.047,4.276,7.038,0.287,0.000,0.094,4,11.039,0.187,0.965,""
3.260,198.156,867.263,111.364,-89.982,15.418,13.068,4.306,6.974,0.289,0.000,0.093,4,11.016,0.147,0.964,""
3.280,198.464,867.523,111.451,-89.844,15.415,13.088,4.336,6.909,0.291,0.000,0.093,4,11.030,0.203,0.964,""
3.300,198.771,867.785,111.538,-89.707,15.411,13.108,4.365,6.844,0.293,0.000,0.093,4,10.999,0.265,0.963,""
3.320,199.079,868.046,111.626,-89.572,15.407,13.127,4.394,6.780,0.295,0.000,0.092,4,10.991,0.228,0.963,""
3.340,199.386,868.309,111.714,-89.437,15.403,13.145,4.422,6.716,0.296,0.000,0.092,4,10.937,0.290,0.962,""
3.360,199.694,868.571,111.803,-89.304,15.400,13.164,4.450,6.653,0.298,0.000,0.091,4,10.889,0.208,0.962,""
3.380,200.001,868.834,111.892,-89.172,15.396,13.182,4.476,6.590,0.300,0.000,0.090,4,10.849,0.253,0.961,""
3.400,200.309,869.097,111.982,-89.042,15.392,13.200,4.502,6.527,0.302,0.000,0.089,4,10.794,0.200,0.960,""
3.420,200.616,869.361,112.072,-88.912,15.388,13.217,4.529,6.465,0.304,0.000,0.088,4,10.837,0.134,0.960,""
3.440,200.923,869.625,112.163,-88.784,15.384,13.233,4.556,6.402,0.306,0.000,0.087,4,10.874,0.200,0.959,""
3.460,201.230,869.889,112.255,-88.657,15.381,13.249,4.585,6.340,0.308,0.000,0.087,4,10.905,0.162,0.959,""
3.480,201.537,870.153,112.347,-88.532,15.377,13.264,4.614,6.278,0.310,0.000,0.086,4,10.946,0.240,0.958,""
3.500,201.844,870.418,112.439,-88.407,15.373,13.278,4.642,6.217,0.312,0.000,0.086,4,10.904,0.321,0.958,""
3.520,202.151,870.683,112.532,-88.284,15.369,13.293,4.670,6.156,0.313,0.000,0.085,4,10.875,0.254,0.957,""
3.540,202.457,870.948,112.626,-88.162,15.365,13.307,4.696,6.095,0.315,0.000,0.084,4,10.804,0.325,0.956,""
3.560,202.764,871.214,112.720,-88.041,15.362,13.320,4.722,6.035,0.317,0.000,0.084,4,10.770,0.137,0.956,""
3.580,203.071,871.480,112.815,-87.922,15.358,13.333,4.749,5.975,0.319,0.000,0.084,4,10.820,0.214,0.955,""
3.600,203.377,871.746,112.911,-87.803,15.354,13.345,4.776,5.916,0.321,0.000,0.083,4,10.829,0.260,0.954,""
3.620,203.684,872.012,113.006,-87.686,15.350,13.357,4.806,5.856,0.323,0.000,0.083,4,10.913,0.204,0.954,""
3.640,203.990,872.279,113.103,-87.570,15.346,13.367,4.835,5.797,0.325,0.000,0.082,4,10.948,0.252,0.953,""
3.660,204.296,872.545,113.200,-87.455,15.342,13.377,4.866,5.738,0.327,0.000,0.082,4,10.974,0.204,0.953,""
3.680,204.603,872.812,113.298,-87.341,15.339,13.387,4.897,5.679,0.329,0.000,0.082,4,10.992,0.244,0.952,""
3.700,204.909,873.079,113.396,-87.229,15.335,13.396,4.926,5.621,0.331,0.000,0.082,4,10.908,0.385,0.951,""
3.720,205.215,873.347,113.495,-87.118,15.331,13.405,4.955,5.563,0.333,0.000,0.081,4,10.899,0.198,0.951,""
3.740,205.521,873.614,113.594,-87.007,15.327,13.414,4.983,5.505,0.335,0.000,0.081,4,10.857,0.277,0.950,""
3.760,205.827,873.882,113.694,-86.898,15.323,13.422,5.011,5.448,0.336,0.000,0.081,4,10.819,0.233,0.949,""
3.780,206.133,874.150,113.795,-86.790,15.319,13.431,5.039,5.391,0.338,0.000,0.082,4,10.782,0.292,0.949,""
3.800,206.438,874.418,113.896,-86.683,15.316,13.439,5.065,5.335,0.340,0.000,0.082,4,10.728,0.310,0.948,""
