t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
1.320,168.650,843.822,105.003,-106.853,15.529,10.449,3.153,11.046,0.236,0.000,0.014,4,9.481,0.028,0.979,""
1.340,168.960,844.030,105.066,-106.632,15.530,10.442,3.150,11.055,0.236,0.000,0.016,4,9.468,0.027,0.979,""
1.360,169.271,844.239,105.129,-106.410,15.530,10.437,3.147,11.061,0.235,0.000,0.019,4,9.461,0.026,0.979,""
1.380,169.576,844.448,105.192,-106.189,15.531,10.433,3.144,11.066,0.235,0.000,0.022,4,9.457,0.021,0.979,""
1.400,169.887,844.657,105.254,-105.968,15.531,10.431,3.141,11.070,0.235,0.000,0.024,4,9.447,0.017,0.979,""
1.420,170.197,844.865,105.317,-105.746,15.532,10.431,3.138,11.072,0.234,0.000,0.027,4,9.440,0.015,0.979,""
1.440,170.508,845.074,105.380,-105.525,15.532,10.433,3.135,11.072,0.234,0.000,0.029,4,9.440,0.013,0.979,""
1.460,170.818,845.283,105.442,-105.303,15.533,10.436,3.132,11.070,0.234,0.000,0.031,4,9.439,0.012,0.979,""
1.480,171.128,845.491,105.505,-105.082,15.533,10.441,3.129,11.067,0.234,0.000,0.033,4,9.445,0.011,0.979,""
1.500,171.429,845.700,105.568,-104.861,15.533,10.447,3.125,11.063,0.233,0.000,0.036,4,9.449,0.005,0.979,""
1.520,171.739,845.909,105.630,-104.639,15.534,10.455,3.123,11.057,0.233,0.000,0.038,4,9.455,0.014,0.979,""
1.540,172.050,846.119,105.692,-104.418,15.534,10.464,3.120,11.049,0.233,0.000,0.040,4,9.470,0.018,0.979,""
1.560,172.360,846.328,105.755,-104.197,15.534,10.475,3.118,11.040,0.233,0.000,0.042,4,9.480,0.005,0.979,""
1.580,172.671,846.538,105.817,-103.977,15.534,10.487,3.115,11.029,0.233,0.000,0.044,4,9.469,0.009,0.980,""
1.600,172.981,846.748,105.879,-103.756,15.535,10.501,3.112,11.018,0.233,0.000,0.046,4,9.464,0.021,0.980,""
1.620,173.276,846.958,105.942,-103.536,15.535,10.516,3.110,11.004,0.233,0.000,0.047,4,9.467,0.020,0.980,""
1.640,173.587,847.169,106.004,-103.316,15.535,10.532,3.107,10.990,0.233,0.000,0.049,4,9.463,0.016,0.980,""
1.660,173.897,847.380,106.066,-103.097,15.535,10.550,3.104,10.974,0.233,0.000,0.051,4,9.449,0.014,0.980,""
1.680,174.208,847.591,106.128,-102.878,15.535,10.569,3.102,10.956,0.232,0.000,0.053,4,9.459,0.040,0.980,""
1.700,174.518,847.803,106.190,-102.659,15.535,10.590,3.100,10.937,0.232,0.000,0.055,4,9.497,0.044,0.980,""
1.720,174.829,848.015,106.252,-102.440,15.535,10.611,3.099,10.917,0.232,0.000,0.056,4,9.536,0.044,0.980,""
1.740,175.118,848.228,106.314,-102.222,15.535,10.633,3.098,10.896,0.232,0.000,0.058,4,9.569,0.035,0.980,""
1.760,175.428,848.441,106.376,-102.005,15.535,10.657,3.098,10.873,0.232,0.000,0.059,4,9.592,0.030,0.980,""
1.780,175.739,848.654,106.438,-101.788,15.535,10.681,3.098,10.849,0.232,0.000,0.061,4,9.586,0.019,0.980,""
1.800,176.049,848.868,106.500,-101.571,15.535,10.707,3.098,10.824,0.232,0.000,0.062,4,9.594,0.023,0.980,""
1.820,176.360,849.083,106.562,-101.355,15.535,10.734,3.098,10.797,0.232,0.000,0.064,4,9.587,0.029,0.980,""
1.840,176.670,849.298,106.624,-101.140,15.535,10.761,3.097,10.770,0.232,0.000,0.065,4,9.579,0.019,0.980,""
1.860,176.973,849.514,106.686,-100.925,15.535,10.790,3.097,10.741,0.233,0.000,0.066,4,9.594,0.029,0.980,""
1.880,177.264,849.730,106.747,-100.710,15.534,10.819,3.097,10.711,0.233,0.000,0.067,4,9.597,0.036,0.980,""
1.900,177.574,849.947,106.809,-100.497,15.534,10.849,3.098,10.681,0.233,0.000,0.068,4,9.607,0.038,0.980,""
1.920,177.885,850.164,106.871,-100.283,15.534,10.881,3.098,10.649,0.233,0.000,0.070,4,9.615,0.051,0.980,""
1.940,178.195,850.383,106.933,-100.071,15.534,10.913,3.098,10.616,0.233,0.000,0.071,4,9.582,0.037,0.980,""
1.960,178.506,850.602,106.995,-99.859,15.534,10.945,3.098,10.582,0.233,0.000,0.072,4,9.569,0.066,0.980,""
1.980,178.816,850.821,107.057,-99.648,15.533,10.979,3.097,10.547,0.233,0.000,0.073,4,9.586,0.071,0.980,""
2.000,179.094,851.041,107.119,-99.438,15.533,11.013,3.097,10.511,0.233,0.000,0.074,4,9.590,0.057,0.980,""
2.020,179.404,851.262,107.181,-99.228,15.533,11.048,3.098,10.475,0.233,0.000,0.074,4,9.599,0.052,0.980,""
2.040,179.714,851.484,107.243,-99.019,15.533,11.083,3.098,10.437,0.233,0.000,0.075,4,9.595,0.049,0.980,""
2.060,180.025,851.706,107.305,-98.811,15.533,11.120,3.096,10.399,0.234,0.000,0.076,4,9.538,0.052,0.980,""
2.080,180.335,851.929,107.367,-98.604,15.533,11.156,3.095,10.359,0.234,0.000,0.077,4,9.525,0.048,0.980,""
2.100,180.646,852.153,107.429,-98.397,15.532,11.194,3.094,10.319,0.234,0.000,0.078,4,9.521,0.054,0.980,""
2.120,180.956,852.377,107.491,-98.192,15.532,11.231,3.092,10.278,0.234,0.000,0.079,4,9.519,0.057,0.980,""
2.140,181.227,852.602,107.553,-97.987,15.532,11.270,3.091,10.237,0.234,0.000,0.079,4,9.544,0.054,0.980,""
2.160,181.538,852.828,107.614,-97.783,15.532,11.308,3.091,10.194,0.234,0.000,0.080,4,9.570,0.047,0.980,""
2.180,181.848,853.055,107.676,-97.579,15.531,11.347,3.091,10.151,0.234,0.000,0.080,4,9.586,0.057,0.980,""
2.200,182.159,853.283,107.738,-97.377,15.531,11.386,3.091,10.106,0.234,0.000,0.080,4,9.592,0.070,0.980,""
2.220,182.469,853.511,107.800,-97.176,15.531,11.426,3.089,10.062,0.234,0.000,0.081,4,9.507,0.045,0.980,""
2.240,182.780,853.741,107.862,-96.975,15.531,11.466,3.087,10.016,0.235,0.000,0.082,4,9.477,0.074,0.980,""
2.260,183.045,853.971,107.923,-96.775,15.531,11.507,3.084,9.971,0.235,0.000,0.082,4,9.455,0.082,0.980,""
2.280,183.356,854.202,107.985,-96.577,15.530,11.548,3.081,9.924,0.235,0.000,0.083,4,9.445,0.086,0.980,""
2.300,183.666,854.433,108.046,-96.379,15.530,11.589,3.078,9.877,0.235,0.000,0.083,4,9.439,0.070,0.980,""
2.320,183.977,854.666,108.108,-96.182,15.530,11.630,3.074,9.830,0.235,0.000,0.083,4,9.424,0.052,0.980,""
2.340,184.287,854.899,108.169,-95.986,15.530,11.672,3.071,9.781,0.235,0.000,0.083,4,9.435,0.048,0.980,""
2.360,184.598,855.133,108.231,-95.792,15.530,11.713,3.068,9.732,0.235,0.000,0.083,4,9.454,0.050,0.980,""
2.380,184.908,855.368,108.292,-95.598,15.530,11.755,3.066,9.683,0.235,0.000,0.084,4,9.461,0.041,0.980,""
2.400,185.168,855.604,108.353,-95.405,15.530,11.796,3.064,9.633,0.235,0.000,0.084,4,9.519,0.062,0.980,""
2.420,185.478,855.841,108.415,-95.213,15.530,11.838,3.064,9.582,0.235,0.000,0.085,4,9.577,0.033,0.980,""
2.440,185.788,856.078,108.476,-95.023,15.530,11.879,3.064,9.530,0.235,0.000,0.085,4,9.609,0.046,0.980,""
2.460,186.099,856.316,108.537,-94.833,15.530,11.920,3.065,9.478,0.235,0.000,0.085,4,9.635,0.057,0.980,""
2.480,186.410,856.555,108.598,-94.644,15.530,11.962,3.066,9.426,0.235,0.000,0.085,4,9.652,0.064,0.980,""
2.500,186.720,856.795,108.660,-94.456,15.530,12.003,3.068,9.373,0.235,0.000,0.085,4,9.690,0.083,0.980,""
2.520,187.031,857.036,108.721,-94.270,15.530,12.043,3.072,9.319,0.235,0.000,0.085,4,9.809,0.092,0.980,""
2.540,187.290,857.278,108.783,-94.084,15.530,12.083,3.079,9.264,0.235,0.000,0.085,4,9.923,0.088,0.980,""
2.560,187.600,857.520,108.845,-93.900,15.529,12.123,3.087,9.209,0.235,0.000,0.085,4,10.025,0.083,0.980,""
2.580,187.910,857.763,108.906,-93.717,15.529,12.162,3.097,9.154,0.235,0.000,0.086,4,10.105,0.044,0.980,""
2.600,188.221,858.006,108.969,-93.535,15.529,12.201,3.109,9.097,0.235,0.000,0.086,4,10.189,0.062,0.980,""
2.620,188.531,858.251,109.031,-93.354,15.528,12.240,3.123,9.040,0.236,0.000,0.086,4,10.288,0.081,0.980,""
2.640,188.841,858.496,109.094,-93.174,15.528,12.277,3.138,8.983,0.236,0.000,0.085,4,10.357,0.106,0.979,""
2.660,189.152,858.742,109.157,-92.996,15.527,12.315,3.155,8.925,0.236,0.000,0.085,4,10.439,0.082,0.979,""
2.680,189.462,858.988,109.220,-92.819,15.527,12.351,3.176,8.866,0.236,0.000,0.085,4,10.625,0.094,0.979,""
2.700,189.721,859.236,109.284,-92.643,15.526,12.386,3.200,8.806,0.237,0.000,0.085,4,10.796,0.127,0.979,""
2.720,190.031,859.483,109.349,-92.468,15.525,12.421,3.226,8.746,0.237,0.000,0.085,4,10.934,0.153,0.978,""
2.740,190.341,859.732,109.414,-92.294,15.524,12.454,3.256,8.685,0.238,0.000,0.085,4,11.065,0.137,0.978,""
2.760,190.651,859.981,109.479,-92.121,15.522,12.487,3.287,8.624,0.238,0.000,0.085,4,11.170,0.159,0.978,""
2.780,190.961,860.231,109.545,-91.950,15.521,12.519,3.320,8.562,0.239,0.000,0.085,4,11.260,0.160,0.978,""
2.800,191.271,860.481,109.612,-91.780,15.519,12.551,3.355,8.500,0.240,0.000,0.084,4,11.365,0.161,0.977,""
2.820,191.581,860.732,109.680,-91.612,15.518,12.581,3.393,8.437,0.240,0.000,0.084,4,11.488,0.148,0.977,""
2.840,191.836,860.984,109.749,-91.444,15.516,12.610,3.433,8.373,0.241,0.000,0.084,4,11.620,0.152,0.977,""
2.860,192.146,861.236,109.818,-91.278,15.514,12.639,3.475,8.309,0.242,0.000,0.083,4,11.701,0.202,0.976,""
2.880,192.455,861.488,109.888,-91.113,15.512,12.667,3.517,8.245,0.243,0.000,0.083,4,11.709,0.288,0.976,""
2.900,192.765,861.742,109.959,-90.950,15.510,12.694,3.559,8.181,0.244,0.000,0.083,4,11.714,0.237,0.975,""
2.920,193.075,861.995,110.031,-90.788,15.508,12.721,3.602,8.116,0.245,0.000,0.083,4,11.733,0.288,0.975,""
2.940,193.384,862.249,110.104,-90.627,15.505,12.747,3.644,8.052,0.246,0.000,0.083,4,11.699,0.330,0.974,""
2.960,193.693,862.504,110.177,-90.467,15.503,12.773,3.686,7.987,0.247,0.000,0.082,4,11.692,0.320,0.974,""
2.980,194.003,862.759,110.252,-90.309,15.500,12.797,3.729,7.922,0.249,0.000,0.082,4,11.758,0.215,0.973,""
3.000,194.254,863.014,110.327,-90.152,15.497,12.821,3.775,7.856,0.250,0.000,0.082,4,11.880,0.231,0.973,""
3.020,194.563,863.270,110.403,-89.996,15.494,12.844,3.821,7.791,0.251,0.000,0.081,4,11.933,0.250,0.972,""
3.040,194.872,863.527,110.481,-89.842,15.491,12.866,3.867,7.725,0.253,0.000,0.080,4,11.899,0.298,0.972,""
3.060,195.182,863.784,110.559,-89.689,15.488,12.889,3.911,7.660,0.254,0.000,0.080,4,11.769,0.266,0.971,""
3.080,195.491,864.041,110.637,-89.537,15.485,12.911,3.952,7.594,0.256,0.000,0.080,4,11.648,0.282,0.971,""
3.100,195.800,864.299,110.717,-89.386,15.482,12.934,3.990,7.530,0.258,0.000,0.080,4,11.498,0.304,0.970,""
3.120,196.109,864.558,110.797,-89.237,15.478,12.956,4.024,7.465,0.259,0.000,0.079,4,11.318,0.338,0.970,""
3.140,196.418,864.817,110.878,-89.089,15.475,12.979,4.056,7.401,0.261,0.000,0.079,4,11.176,0.261,0.969,""
3.160,196.666,865.076,110.960,-88.943,15.472,13.001,4.088,7.338,0.262,0.000,0.079,4,11.152,0.248,0.969,""
3.180,196.975,865.335,111.042,-88.797,15.468,13.023,4.118,7.274,0.264,0.000,0.078,4,11.071,0.271,0.968,""
3.200,197.284,865.596,111.125,-88.653,15.465,13.045,4.147,7.211,0.266,0.000,0.078,4,11.009,0.219,0.968,""
3.220,197.593,865.856,111.208,-88.510,15.461,13.067,4.175,7.147,0.268,0.000,0.077,4,10.934,0.221,0.967,""
3.240,197.901,866.118,111.292,-88.368,15.458,13.089,4.200,7.085,0.269,0.000,0.076,4,10.823,0.227,0.967,""
3.260,198.210,866.379,111.376,-88.228,15.454,13.111,4.223,7.023,0.271,0.000,0.076,4,10.693,0.193,0.966,""
3.280,198.519,866.641,111.461,-88.089,15.451,13.132,4.246,6.961,0.273,0.000,0.076,4,10.664,0.135,0.966,""
3.300,198.827,866.903,111.546,-87.951,15.448,13.153,4.269,6.899,0.275,0.000,0.075,4,10.669,0.116,0.965,""
3.320,199.074,867.166,111.632,-87.814,15.444,13.174,4.293,6.838,0.276,0.000,0.075,4,10.703,0.161,0.965,""
3.340,199.383,867.429,111.718,-87.678,15.441,13.194,4.316,6.776,0.278,0.000,0.075,4,10.700,0.225,0.964,""
3.360,199.691,867.693,111.805,-87.544,15.438,13.213,4.340,6.715,0.279,0.000,0.074,4,10.696,0.223,0.964,""
3.380,199.999,867.957,111.892,-87.411,15.435,13.232,4.364,6.654,0.281,0.000,0.074,4,10.728,0.281,0.963,""
3.400,200.307,868.221,111.979,-87.279,15.431,13.250,4.388,6.593,0.283,0.000,0.073,4,10.732,0.331,0.963,""
3.420,200.615,868.485,112.067,-87.149,15.428,13.269,4.411,6.532,0.284,0.000,0.072,4,10.662,0.378,0.962,""
3.440,200.923,868.750,112.156,-87.019,15.424,13.286,4.435,6.472,0.286,0.000,0.072,4,10.703,0.273,0.961,""
3.460,201.230,869.015,112.245,-86.891,15.421,13.302,4.463,6.411,0.288,0.000,0.071,4,10.825,0.181,0.961,""
3.480,201.476,869.281,112.335,-86.764,15.417,13.316,4.494,6.350,0.290,0.000,0.071,4,11.057,0.210,0.960,""
3.500,201.784,869.547,112.425,-86.638,15.413,13.330,4.527,6.288,0.292,0.000,0.071,4,11.177,0.251,0.960,""
3.520,202.092,869.813,112.516,-86.514,15.410,13.343,4.561,6.228,0.293,0.000,0.070,4,11.180,0.286,0.959,""
3.540,202.399,870.079,112.608,-86.390,15.406,13.356,4.592,6.167,0.295,0.000,0.070,4,11.114,0.295,0.959,""
3.560,202.707,870.346,112.700,-86.268,15.402,13.369,4.622,6.107,0.297,0.000,0.069,4,11.001,0.298,0.958,""
3.580,203.014,870.613,112.793,-86.147,15.399,13.382,4.648,6.048,0.299,0.000,0.069,4,10.797,0.312,0.957,""
3.600,203.322,870.880,112.886,-86.027,15.395,13.396,4.671,5.990,0.301,0.000,0.069,4,10.659,0.253,0.957,""
3.620,203.629,871.147,112.980,-85.909,15.391,13.410,4.695,5.932,0.303,0.000,0.068,4,10.622,0.199,0.956,""
3.640,203.936,871.415,113.074,-85.791,15.388,13.422,4.721,5.874,0.304,0.000,0.068,4,10.763,0.090,0.956,""
3.660,204.182,871.683,113.169,-85.675,15.385,13.433,4.751,5.815,0.306,0.000,0.068,4,10.941,0.156,0.955,""
3.680,204.489,871.951,113.264,-85.560,15.381,13.443,4.781,5.757,0.308,0.000,0.068,4,10.947,0.245,0.955,""
3.700,204.796,872.220,113.360,-85.445,15.378,13.454,4.809,5.700,0.309,0.000,0.067,4,10.874,0.272,0.954,""
3.720,205.103,872.488,113.456,-85.332,15.374,13.465,4.834,5.643,0.311,0.000,0.067,4,10.738,0.336,0.954,""
3.740,205.410,872.757,113.553,-85.221,15.371,13.476,4.856,5.586,0.313,0.000,0.067,4,10.566,0.287,0.953,""
3.760,205.717,873.026,113.651,-85.110,15.367,13.488,4.878,5.530,0.315,0.000,0.067,4,10.494,0.243,0.953,""
3.780,206.023,873.295,113.749,-85.000,15.364,13.499,4.899,5.475,0.316,0.000,0.067,4,10.492,0.165,0.952,""
3.800,206.330,873.565,113.847,-84.892,15.360,13.508,4.924,5.419,0.318,0.000,0.068,4,10.618,0.127,0.951,""
3.820,206.637,873.834,113.946,-84.784,15.357,13.516,4.953,5.362,0.320,0.000,0.068,4,10.824,0.168,0.951,""
3.840,206.883,874.104,114.045,-84.678,15.354,13.523,4.984,5.306,0.321,0.000,0.068,4,10.975,0.210,0.950,""
3.860,207.189,874.373,114.145,-84.573,15.350,13.530,5.016,5.249,0.323,0.000,0.069,4,11.021,0.240,0.949,""
3.880,207.495,874.643,114.246,-84.469,15.347,13.536,5.047,5.193,0.325,0.000,0.069,4,10.978,0.320,0.949,""
3.900,207.802,874.913,114.347,-84.366,15.343,13.543,5.074,5.137,0.327,0.000,0.070,4,10.780,0.370,0.948,""
3.920,208.108,875.184,114.449,-84.264,15.340,13.551,5.099,5.081,0.328,0.000,0.071,4,10.685,0.341,0.948,""
