t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1046.719,153.417,41.594,23.527,-8.198,0.723,22.040,0.000,0.000,-0.093,2,11.327,3.335,1.000,"Ground_Mountain_2_3:(0.058, 0.989, -0.139);Ground_Mountain_2_3:(0.058, 0.989, -0.139);Ground_Mountain_2_3:(0.058, 0.989, -0.139);Ground_Mountain_2_3:(0.058, 0.989, -0.139);Ground_Mountain_2_3:(0.058, 0.989, -0.139);"
0.040,472.559,1046.558,153.430,42.027,23.536,-8.212,0.611,22.060,0.237,0.000,-0.097,2,3.931,3.642,0.998,"Ground_Mountain_2_3:(0.056, 0.989, -0.139);Ground_Mountain_2_3:(0.056, 0.989, -0.139);Ground_Mountain_2_3:(0.056, 0.989, -0.139);Ground_Mountain_2_3:(0.056, 0.989, -0.139);Ground_Mountain_2_3:(0.056, 0.989, -0.139);Ground_Mountain_2_3:(0.056, 0.989, -0.139);"
0.060,473.017,1046.398,153.448,42.460,23.500,-8.181,0.949,22.028,0.232,0.000,-0.101,4,20.795,4.430,0.997,"Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);"
0.080,473.476,1046.238,153.475,42.893,23.472,-8.159,1.363,21.987,0.250,0.000,-0.105,4,25.901,4.231,0.995,"Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);"
0.100,473.937,1046.077,153.511,43.327,23.456,-8.148,1.811,21.938,0.264,0.000,-0.108,4,29.111,3.725,0.993,"Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);Ground_Mountain_2_3:(0.060, 0.988, -0.139);"
0.120,474.400,1045.916,153.555,43.761,23.453,-8.151,2.249,21.888,0.272,0.000,-0.112,4,30.705,3.076,0.992,"Ground_Mountain_2_3:(0.060, 0.989, -0.138);Ground_Mountain_2_3:(0.060, 0.989, -0.138);Ground_Mountain_2_3:(0.060, 0.989, -0.138);Ground_Mountain_2_3:(0.060, 0.989, -0.138);Ground_Mountain_2_3:(0.060, 0.989, -0.138);Ground_Mountain_2_3:(0.060, 0.989, -0.138);"
0.140,474.863,1045.754,153.609,44.195,23.456,-8.164,2.673,21.832,0.274,0.000,-0.115,4,31.025,2.271,0.991,"Ground_Mountain_2_3:(0.060, 0.989, -0.139);Ground_Mountain_2_3:(0.060, 0.989, -0.139);Ground_Mountain_2_3:(0.060, 0.989, -0.139);Ground_Mountain_2_3:(0.060, 0.989, -0.139);Ground_Mountain_2_3:(0.060, 0.989, -0.139);Ground_Mountain_2_3:(0.060, 0.989, -0.139);"
0.160,475.329,1045.591,153.670,44.629,23.459,-8.182,3.081,21.772,0.272,0.000,-0.117,4,30.233,1.570,0.990,"Ground_Mountain_2_3:(0.063, 0.988, -0.139);Ground_Mountain_2_3:(0.063, 0.988, -0.139);Ground_Mountain_2_3:(0.063, 0.988, -0.139);Ground_Mountain_2_3:(0.063, 0.988, -0.139);Ground_Mountain_2_3:(0.063, 0.988, -0.139);Ground_Mountain_2_3:(0.063, 0.988, -0.139);"
0.180,475.796,1045.427,153.739,45.062,23.462,-8.208,3.456,21.709,0.271,0.000,-0.118,4,28.567,1.074,0.990,"Ground_Mountain_2_3:(0.063, 0.988, -0.138);Ground_Mountain_2_3:(0.063, 0.988, -0.138);Ground_Mountain_2_3:(0.063, 0.988, -0.138);Ground_Mountain_2_3:(0.063, 0.988, -0.138);Ground_Mountain_2_3:(0.063, 0.988, -0.138);Ground_Mountain_2_3:(0.063, 0.988, -0.138);"
0.200,476.263,1045.262,153.814,45.494,23.463,-8.245,3.786,21.646,0.269,0.000,-0.120,4,26.362,0.746,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.139);Ground_Mountain_2_3:(0.065, 0.988, -0.139);Ground_Mountain_2_3:(0.065, 0.988, -0.139);Ground_Mountain_2_3:(0.065, 0.988, -0.139);Ground_Mountain_2_3:(0.065, 0.988, -0.139);Ground_Mountain_2_3:(0.065, 0.988, -0.139);"
