t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.142,828.735,100.797,-119.097,23.324,20.206,1.143,11.595,0.000,0.000,-0.149,2,13.211,2.581,0.999,"Ground_Mountain_0_1:(-0.177, 0.977, -0.117);Ground_Mountain_0_1:(-0.177, 0.977, -0.117);Ground_Mountain_0_1:(-0.177, 0.977, -0.117);Ground_Mountain_0_1:(-0.177, 0.977, -0.117);"
0.040,148.670,829.128,100.819,-118.875,23.311,20.214,1.094,11.594,0.338,0.000,-0.153,2,3.001,5.933,0.996,"Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);Ground_Mountain_0_1:(-0.176, 0.977, -0.119);"
0.060,149.115,829.521,100.848,-118.651,23.269,20.179,1.512,11.561,0.344,0.000,-0.159,4,24.932,6.579,0.993,"Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);"
0.080,149.563,829.914,100.888,-118.426,23.231,20.116,2.070,11.528,0.365,0.000,-0.162,4,32.985,6.104,0.989,"Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);Ground_Mountain_0_1:(-0.173, 0.978, -0.118);"
0.100,150.087,830.307,100.939,-118.200,23.209,20.034,2.646,11.509,0.384,0.000,-0.165,4,36.238,5.336,0.985,"Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);Ground_Mountain_0_1:(-0.175, 0.977, -0.121);"
0.120,150.540,830.700,101.002,-117.973,23.203,19.937,3.212,11.510,0.396,0.000,-0.168,4,38.095,4.497,0.981,"Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);"
0.140,150.996,831.092,101.077,-117.745,23.200,19.815,3.800,11.513,0.399,0.000,-0.169,4,39.329,3.696,0.978,"Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);Ground_Mountain_0_1:(-0.169, 0.978, -0.122);"
0.160,151.453,831.482,101.169,-117.516,23.160,19.597,4.602,11.473,0.400,0.000,-0.170,4,39.589,2.978,0.977,"Ground_Mountain_0_1:(-0.170, 0.977, -0.125);Ground_Mountain_0_1:(-0.170, 0.977, -0.125);Ground_Mountain_0_1:(-0.170, 0.977, -0.125);Ground_Mountain_0_1:(-0.170, 0.977, -0.125);Ground_Mountain_0_1:(-0.170, 0.977, -0.125);Ground_Mountain_0_1:(-0.170, 0.977, -0.125);"
0.180,151.975,831.870,101.272,-117.286,23.168,19.457,5.136,11.501,0.420,0.000,-0.170,4,36.425,1.145,0.976,"Ground_Mountain_0_1:(-0.175, 0.977, -0.118);Ground_Mountain_0_1:(-0.175, 0.977, -0.118);Ground_Mountain_0_1:(-0.175, 0.977, -0.118);Ground_Mountain_0_1:(-0.175, 0.977, -0.118);Ground_Mountain_0_1:(-0.175, 0.977, -0.118);Ground_Mountain_0_1:(-0.175, 0.977, -0.118);"
0.200,152.435,832.256,101.383,-117.055,23.175,19.324,5.580,11.550,0.416,0.000,-0.170,4,32.156,0.750,0.976,"Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);Ground_Mountain_0_1:(-0.173, 0.978, -0.120);"
