t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,476.600,1046.967,153.880,46.630,23.477,-8.301,3.982,21.610,0.262,0.000,-0.118,4,23.734,0.518,0.990,"Ground_Mountain_2_3:(0.065, 0.989, -0.136);Ground_Mountain_2_3:(0.065, 0.989, -0.136);"
0.240,477.068,1046.800,153.964,47.061,23.477,-8.356,4.209,21.553,0.262,0.000,-0.119,4,21.193,0.362,0.989,""
0.260,477.536,1046.631,154.052,47.490,23.476,-8.422,4.386,21.499,0.262,0.000,-0.119,4,18.644,0.256,0.989,""
0.280,478.005,1046.462,154.142,47.919,23.474,-8.497,4.515,21.448,0.262,0.000,-0.119,4,16.198,0.194,0.989,""
0.300,478.436,1046.290,154.234,48.347,23.472,-8.581,4.598,21.400,0.263,0.000,-0.119,4,13.915,0.151,0.989,""
0.320,478.899,1046.117,154.327,48.774,23.470,-8.674,4.641,21.354,0.264,0.000,-0.118,4,11.854,0.088,0.989,""
0.340,479.368,1045.942,154.420,49.200,23.468,-8.773,4.649,21.310,0.265,0.000,-0.117,4,10.081,0.055,0.989,""
0.360,479.837,1045.764,154.513,49.625,23.465,-8.880,4.626,21.267,0.266,0.000,-0.116,4,8.568,0.038,0.989,""
0.380,480.306,1045.584,154.604,50.050,23.462,-8.991,4.579,21.225,0.268,0.000,-0.115,4,7.321,0.021,0.989,""
0.400,480.730,1045.402,154.694,50.474,23.459,-9.108,4.513,21.183,0.269,0.000,-0.114,4,6.335,0.021,0.989,""
0.420,481.199,1045.218,154.783,50.896,23.456,-9.229,4.431,21.142,0.270,0.000,-0.113,4,5.568,0.050,0.989,""
0.440,481.668,1045.031,154.870,51.318,23.453,-9.354,4.339,21.099,0.272,0.000,-0.112,4,5.008,0.028,0.989,""
0.460,482.137,1044.842,154.955,51.740,23.451,-9.481,4.240,21.056,0.273,0.000,-0.110,4,4.680,0.042,0.989,""
0.480,482.562,1044.650,155.037,52.160,23.448,-9.611,4.138,21.012,0.275,0.000,-0.109,4,4.524,0.045,0.989,""
0.500,483.031,1044.455,155.118,52.579,23.445,-9.742,4.035,20.966,0.276,0.000,-0.107,4,4.517,0.058,0.989,""
0.520,483.500,1044.258,155.197,52.998,23.443,-9.873,3.935,20.918,0.277,0.000,-0.105,4,4.635,0.048,0.989,""
0.540,483.969,1044.058,155.273,53.415,23.441,-10.006,3.839,20.869,0.279,0.000,-0.103,4,4.844,0.052,0.989,""
0.560,484.394,1043.855,155.348,53.832,23.439,-10.138,3.749,20.818,0.280,0.000,-0.102,4,5.112,0.043,0.989,""
0.580,484.863,1043.650,155.422,54.247,23.437,-10.269,3.666,20.765,0.281,0.000,-0.100,4,5.459,0.041,0.989,""
0.600,485.332,1043.442,155.494,54.662,23.435,-10.400,3.590,20.711,0.282,0.000,-0.098,4,5.866,0.042,0.989,""
0.620,485.800,1043.232,155.564,55.075,23.434,-10.530,3.524,20.655,0.282,0.000,-0.096,4,6.304,0.056,0.989,""
0.640,486.269,1043.019,155.633,55.487,23.433,-10.659,3.466,20.597,0.283,0.000,-0.094,4,6.767,0.091,0.989,""
0.660,486.696,1042.804,155.702,55.898,23.432,-10.786,3.417,20.538,0.284,0.000,-0.092,4,7.238,0.103,0.989,""
0.680,487.164,1042.586,155.769,56.307,23.431,-10.911,3.378,20.477,0.284,0.000,-0.090,4,7.702,0.096,0.989,""
0.700,487.633,1042.365,155.836,56.716,23.431,-11.034,3.347,20.415,0.284,0.000,-0.088,4,8.132,0.096,0.989,""
0.720,488.102,1042.142,155.903,57.123,23.430,-11.155,3.325,20.352,0.285,0.000,-0.086,4,8.529,0.069,0.989,""
0.740,488.530,1041.917,155.969,57.529,23.430,-11.274,3.309,20.289,0.285,0.000,-0.084,4,8.895,0.108,0.989,""
0.760,488.999,1041.689,156.035,57.933,23.430,-11.390,3.300,20.225,0.285,0.000,-0.082,4,9.241,0.080,0.989,""
0.780,489.467,1041.459,156.101,58.337,23.430,-11.504,3.297,20.160,0.285,0.000,-0.080,4,9.549,0.093,0.989,""
0.800,489.936,1041.227,156.167,58.739,23.430,-11.616,3.299,20.095,0.285,0.000,-0.078,4,9.799,0.080,0.989,""
0.820,490.405,1040.993,156.233,59.140,23.431,-11.726,3.305,20.030,0.285,0.000,-0.075,4,9.990,0.066,0.989,""
0.840,490.835,1040.756,156.299,59.539,23.431,-11.833,3.313,19.966,0.285,0.000,-0.074,4,10.099,0.066,0.989,""
0.860,491.304,1040.518,156.366,59.937,23.432,-11.938,3.323,19.902,0.284,0.000,-0.072,4,10.165,0.065,0.989,""
0.880,491.773,1040.277,156.432,60.334,23.433,-12.041,3.332,19.838,0.284,0.000,-0.070,4,10.201,0.071,0.989,""
0.900,492.242,1040.035,156.499,60.730,23.434,-12.141,3.343,19.775,0.284,0.000,-0.068,4,10.240,0.048,0.989,""
0.920,492.672,1039.790,156.566,61.124,23.435,-12.239,3.354,19.713,0.283,0.000,-0.066,4,10.257,0.048,0.989,""
0.940,493.141,1039.543,156.634,61.517,23.436,-12.335,3.365,19.652,0.283,0.000,-0.064,4,10.254,0.052,0.989,""
0.960,493.610,1039.295,156.701,61.909,23.437,-12.429,3.376,19.592,0.282,0.000,-0.062,4,10.239,0.058,0.989,""
0.980,494.079,1039.045,156.769,62.300,23.438,-12.520,3.386,19.533,0.282,0.000,-0.060,4,10.206,0.044,0.989,""
1.000,494.548,1038.793,156.837,62.690,23.439,-12.609,3.395,19.475,0.281,0.000,-0.058,4,10.155,0.044,0.989,""
1.020,494.981,1038.539,156.905,63.078,23.440,-12.696,3.403,19.418,0.280,0.000,-0.057,4,10.095,0.045,0.989,""
1.040,495.450,1038.283,156.973,63.466,23.
