t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1048.645,153.408,42.152,15.714,-5.476,0.404,14.724,0.000,0.000,-0.081,2,11.174,3.244,1.000,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.040,472.408,1048.538,153.414,42.441,15.729,-5.486,0.328,14.740,0.143,0.000,-0.084,2,5.833,1.635,0.999,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.060,472.713,1048.431,153.423,42.730,15.734,-5.492,0.440,14.746,0.136,0.000,-0.088,4,15.220,2.727,0.998,"Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);Ground_Mountain_2_3:(0.056, 0.989, -0.137);"
0.080,472.973,1048.324,153.435,43.019,15.735,-5.495,0.628,14.741,0.133,0.000,-0.090,4,19.116,2.605,0.997,"Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);"
0.100,473.280,1048.216,153.452,43.310,15.734,-5.497,0.871,14.725,0.132,0.000,-0.092,4,21.844,2.351,0.996,"Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);Ground_Mountain_2_3:(0.057, 0.989, -0.137);"
0.120,473.588,1048.107,153.474,43.600,15.732,-5.500,1.147,14.701,0.133,0.000,-0.094,4,23.540,2.057,0.995,"Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);Ground_Mountain_2_3:(0.058, 0.989, -0.135);"
0.140,473.898,1047.998,153.503,43.890,15.730,-5.503,1.439,14.668,0.134,0.000,-0.095,4,24.328,1.772,0.994,"Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);Ground_Mountain_2_3:(0.058, 0.989, -0.136);"
0.160,474.209,1047.889,153.537,44.180,15.727,-5.509,1.730,14.630,0.135,0.000,-0.096,4,24.356,1.492,0.993,"Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);Ground_Mountain_2_3:(0.059, 0.989, -0.135);"
0.180,474.520,1047.779,153.577,44.470,15.724,-5.518,2.009,14.588,0.136,0.000,-0.097,4,23.780,1.256,0.993,"Ground_Mountain_2_3:(0.060, 0.989, -0.134);Ground_Mountain_2_3:(0.060, 0.989, -0.134);"
0.200,474.788,1047.669,153.622,44.759,15.721,-5.532,2.268,14.544,0.138,0.000,-0.098,4,22.746,1.031,0.992,""
