t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1044.847,153.420,40.892,23.509,-8.188,0.768,22.023,0.000,0.000,-0.095,2,11.526,3.442,0.999,"Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);"
0.040,472.557,1044.687,153.433,41.324,23.517,-8.202,0.653,22.044,0.246,0.000,-0.100,2,3.738,3.886,0.998,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.060,473.061,1044.527,153.453,41.757,23.485,-8.176,0.985,22.016,0.242,0.000,-0.104,4,21.397,4.695,0.996,"Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);"
0.080,473.520,1044.366,153.481,42.190,23.457,-8.153,1.411,21.974,0.258,0.000,-0.108,4,26.633,4.271,0.995,"Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);Ground_Mountain_2_3:(0.061, 0.988, -0.142);"
0.100,473.980,1044.206,153.518,42.623,23.438,-8.137,1.877,21.921,0.271,0.000,-0.111,4,29.796,3.743,0.993,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.120,474.443,1044.045,153.564,43.057,23.432,-8.135,2.339,21.864,0.281,0.000,-0.115,4,31.302,3.089,0.991,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.140,474.949,1043.883,153.619,43.490,23.436,-8.147,2.772,21.805,0.284,0.000,-0.118,4,31.465,2.350,0.990,"Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);"
0.160,475.415,1043.720,153.683,43.924,23.439,-8.165,3.187,21.742,0.282,0.000,-0.120,4,30.605,1.605,0.990,"Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);Ground_Mountain_2_3:(0.064, 0.988, -0.141);"
0.180,475.881,1043.557,153.754,44.356,23.442,-8.192,3.568,21.676,0.281,0.000,-0.122,4,28.863,1.076,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);Ground_Mountain_2_3:(0.065, 0.988, -0.142);"
0.200,476.348,1043.393,153.832,44.787,23.444,-8.229,3.903,21.611,0.279,0.000,-0.123,4,26.582,0.737,0.989,"Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);Ground_Mountain_2_3:(0.065, 0.988, -0.141);"
0.220,476.855,1043.228,153.915,45.218,23.445,-8.276,4.186,21.548,0.278,0.000,-0.124,4,23.991,0.506,0.988,"Ground_Mountain_2_3:(0.068, 0.988, -0.140);Ground_Mountain_2_3:(0.068, 0.988, -0.140);"
