t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.141,826.672,100.831,-115.906,15.406,13.341,1.147,7.621,0.000,0.000,-0.183,2,15.853,5.097,0.996,"Ground_Mountain_0_1:(-0.194, 0.972, -0.136);Ground_Mountain_0_1:(-0.194, 0.972, -0.136);Ground_Mountain_0_1:(-0.194, 0.972, -0.136);Ground_Mountain_0_1:(-0.194, 0.972, -0.136);Ground_Mountain_0_1:(-0.194, 0.972, -0.136);Ground_Mountain_0_1:(-0.194, 0.972, -0.136);"
0.040,148.647,826.928,100.854,-115.762,15.421,13.374,1.032,7.651,0.297,0.000,-0.189,2,3.422,4.329,0.993,"Ground_Mountain_0_1:(-0.192, 0.972, -0.137);Ground_Mountain_0_1:(-0.192, 0.972, -0.137);Ground_Mountain_0_1:(-0.192, 0.972, -0.137);Ground_Mountain_0_1:(-0.192, 0.972, -0.137);Ground_Mountain_0_1:(-0.192, 0.972, -0.137);Ground_Mountain_0_1:(-0.192, 0.972, -0.137);"
0.060,148.939,827.187,100.875,-115.612,15.419,13.387,1.092,7.665,0.289,0.000,-0.196,3,12.271,5.067,0.989,"Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);"
0.080,149.236,827.447,100.901,-115.462,15.417,13.361,1.405,7.658,0.290,0.000,-0.200,4,25.047,5.139,0.986,"Ground_Mountain_0_1:(-0.188, 0.972, -0.138);Ground_Mountain_0_1:(-0.188, 0.972, -0.138);Ground_Mountain_0_1:(-0.188, 0.972, -0.138);"
0.100,149.535,827.707,100.937,-115.311,15.409,13.304,1.808,7.635,0.291,0.000,-0.203,4,28.262,3.848,0.983,"Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);"
0.120,149.837,827.968,100.980,-115.161,15.408,13.236,2.218,7.620,0.296,0.000,-0.205,4,29.556,3.174,0.980,"Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);"
0.140,150.357,828.228,101.032,-115.010,15.414,13.159,2.616,7.615,0.296,0.000,-0.205,4,29.632,2.402,0.978,"Ground_Mountain_0_1:(-0.189, 0.972, -0.140);Ground_Mountain_0_1:(-0.189, 0.972, -0.140);Ground_Mountain_0_1:(-0.189, 0.972, -0.140);Ground_Mountain_0_1:(-0.189, 0.972, -0.140);Ground_Mountain_0_1:(-0.189, 0.972, -0.140);"
0.160,150.661,828.488,101.091,-114.859,15.419,13.076,2.997,7.616,0.293,0.000,-0.206,4,28.868,1.802,0.977,"Ground_Mountain_0_1:(-0.190, 0.971, -0.144);Ground_Mountain_0_1:(-0.190, 0.971, -0.144);Ground_Mountain_0_1:(-0.190, 0.971, -0.144);"
0.180,150.966,828.746,101.158,-114.707,15.424,12.990,3.347,7.624,0.290,0.000,-0.207,4,27.371,1.287,0.976,"Ground_Mountain_0_1:(-0.191, 0.971, -0.144);Ground_Mountain_0_1:(-0.191, 0.971, -0.144);"
0.200,151.272,829.003,101.231,-114.555,15.428,12.903,3.660,7.642,0.288,0.000,-0.207,4,25.439,1.021,0.975,"Ground_Mountain_0_1:(-0.178, 0.973, -0.145);Ground_Mountain_0_1:(-0.178, 0.973, -0.145);"
0.220,151.578,829.259,101.309,-114.403,15.431,12.819,3.928,7.670,0.286,0.000,-0.206,4,23.209,0.707,0.974,"Ground_Mountain_0_1:(-0.178, 0.973, -0.145);"
0.240,152.078,829.513,101.392,-114.249,15.433,12.738,4.151,7.707,0.284,0.000,-0.202,4,20.892,0.537,0.974,""
0.260,152.385,829.766,101.478,-114.095,15.433,12.662,4.327,7.755,0.284,0.000,-0.201,4,18.535,0.380,0.974,""
0.280,152.691,830.018,101.568,-113.939,15.433,12.590,4.459,7.812,0.283,0.000,-0.199,4,16.223,0.297,0.973,""
0.300,152.998,830.269,101.659,-113.782,15.432,12.523,4.548,7.879,0.284,0.000,-0.196,4,14.039,0.185,0.973,""
0.320,153.305,830.518,101.750,-113.623,15.430,12.461,4.598,7.954,0.284,0.000,-0.193,4,12.034,0.146,0.973,""
0.340,153.781,830.766,101.843,-113.463,15.428,12.402,4.613,8.037,0.285,0.000,-0.188,4,10.227,0.103,0.973,""
0.360,154.087,831.014,101.935,-113.301,15.426,12.347,4.596,8.126,0.286,0.000,-0.185,4,8.634,0.097,0.973,""
0.380,154.395,831.260,102.026,-113.137,15.424,12.295,4.554,8.221,0.287,0.000,-0.181,4,7.297,0.117,0.973,""
0.400,154.702,831.505,102.116,-112.971,15.422,12.244,4.491,8.320,0.288,0.000,-0.177,4,6.248,0.100,0.973,""
0.420,155.009,831.750,102.204,-112.803,15.421,12.195,4.411,8.424,0.289,0.000,-0.173,4,5.382,0.146,0.973,""
0.440,155.460,831.993,102.290,-112.632,15.419,12.146,4.318,8.529,0.290,0.000,-0.167,4,4.720,0.133,0.974,""
0.460,155.767,832.235,102.375,-112.460,15.418,12.098,4.216,8.637,0.291,0.000,-0.163,4,4.256,0.175,0.974,""
0.480,156.075,832.477,102.457,-112.285,15.417,12.051,4.109,8.746,0.291,0.000,-0.159,4,3.988,0.143,0.974,""
0.500,156.383,832.718,102.537,-112.109,15.416,12.002,4.000,8.854,0.292,0.000,-0.154,4,3.877,0.117,0.974,""
0.520,156.691,832.957,102.615,-111.930,15.416,11.953,3.891,8.962,0.292,0.000,-0.150,4,3.901,0.150,0.974,""
0.540,157.118,833.196,102.691,-111.748,15.416,11.903,3.786,9.069,0.292,0.000,-0.143,4,4.067,0.176,0.974,""
0.560,157.426,833.433,102.764,-111.565,15.417,11.852,3.686,9.175,0.292,0.000,-0.139,4,4.351,0.195,0.974,""
0.580,157.734,833.670,102.836,-111.380,15.418,11.799,3.593,9.277,0.292,0.000,-0.134,4,4.730,0.176,0.975,""
0.600,158.043,833.905,102.906,-111.192,15.419,11.745,3.508,9.378,0.291,0.000,-0.129,4,5.132,0.119,0.975,""
0.620,158.351,834.139,102.975,-111.003,15.420,11.691,3.431,9.475,0.291,0.000,-0.124,4,5.549,0.147,0.975,""
0.640,158.757,834.372,103.042,-110.812,15.422,11.635,3.362,9.570,0.290,0.000,-0.118,4,6.003,0.168,0.975,""
0.660,159.065,834.604,103.108,-110.619,15.423,11.578,3.303,9.661,0.289,0.000,-0.114,4,6.465,0.124,0.975,""
0.680,159.374,834.835,103.174,-110.424,15.425,11.521,3.252,9.749,0.288,0.000,-0.108,4,6.878,0.120,0.975,""
