t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,148.141,826.955,100.817,-115.743,30.943,26.793,1.811,15.381,0.000,0.000,-0.177,2,14.309,2.809,0.997,"Ground_Mountain_0_1:(-0.191, 0.973, -0.131);Ground_Mountain_0_1:(-0.191, 0.973, -0.131);Ground_Mountain_0_1:(-0.191, 0.973, -0.131);Ground_Mountain_0_1:(-0.191, 0.973, -0.131);"
0.040,148.964,827.472,100.857,-115.449,30.837,26.766,1.995,15.331,0.529,0.000,-0.180,3,9.932,9.854,0.991,"Ground_Mountain_0_1:(-0.188, 0.973, -0.136);Ground_Mountain_0_1:(-0.188, 0.973, -0.136);Ground_Mountain_0_1:(-0.188, 0.973, -0.136);Ground_Mountain_0_1:(-0.188, 0.973, -0.136);Ground_Mountain_0_1:(-0.188, 0.973, -0.136);"
0.060,149.554,827.991,100.907,-115.153,30.691,26.681,2.615,15.249,0.582,0.000,-0.186,4,31.782,9.912,0.983,"Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);Ground_Mountain_0_1:(-0.188, 0.972, -0.139);"
0.080,150.364,828.510,100.967,-114.856,30.581,26.595,3.179,15.236,0.655,0.000,-0.189,4,37.842,9.361,0.974,"Ground_Mountain_0_1:(-0.182, 0.974, -0.137);Ground_Mountain_0_1:(-0.182, 0.974, -0.137);Ground_Mountain_0_1:(-0.182, 0.974, -0.137);Ground_Mountain_0_1:(-0.182, 0.974, -0.137);Ground_Mountain_0_1:(-0.182, 0.974, -0.137);"
0.100,150.960,829.016,101.098,-114.566,30.003,25.425,6.551,14.530,0.710,0.000,-0.192,4,43.550,8.355,0.973,"Ground_Mountain_0_1:(-0.189, 0.973, -0.130);Ground_Mountain_0_1:(-0.189, 0.973, -0.130);Ground_Mountain_0_1:(-0.189, 0.973, -0.130);Ground_Mountain_0_1:(-0.189, 0.973, -0.130);Ground_Mountain_0_1:(-0.189, 0.973, -0.130);Ground_Mountain_0_1:(-0.189, 0.973, -0.130);"
0.120,151.555,829.520,101.240,-114.274,30.057,25.336,7.095,14.537,0.999,0.000,-0.199,4,36.800,1.822,0.972,"Ground_Mountain_0_1:(-0.189, 0.972, -0.136);Ground_Mountain_0_1:(-0.189, 0.972, -0.136);Ground_Mountain_0_1:(-0.189, 0.972, -0.136);Ground_Mountain_0_1:(-0.189, 0.972, -0.136);Ground_Mountain_0_1:(-0.189, 0.972, -0.136);Ground_Mountain_0_1:(-0.189, 0.972, -0.136);"
0.140,152.344,830.024,101.391,-113.983,30.107,25.252,7.570,14.555,0.971,0.000,-0.203,4,33.288,1.472,0.971,"Ground_Mountain_0_1:(-0.190, 0.972, -0.137);Ground_Mountain_0_1:(-0.190, 0.972, -0.137);Ground_Mountain_0_1:(-0.190, 0.972, -0.137);Ground_Mountain_0_1:(-0.190, 0.972, -0.137);Ground_Mountain_0_1:(-0.190, 0.972, -0.137);Ground_Mountain_0_1:(-0.190, 0.972, -0.137);"
0.160,152.941,830.527,101.550,-113.690,30.151,25.172,7.963,14.596,0.947,0.000,-0.207,4,29.165,1.115,0.971,"Ground_Mountain_0_1:(-0.187, 0.972, -0.140);Ground_Mountain_0_1:(-0.187, 0.972, -0.140);Ground_Mountain_0_1:(-0.187, 0.972, -0.140);Ground_Mountain_0_1:(-0.187, 0.972, -0.140);Ground_Mountain_0_1:(-0.187, 0.972, -0.140);Ground_Mountain_0_1:(-0.187, 0.972, -0.140);"
0.180,153.705,831.028,101.716,-113.396,30.190,25.094,8.273,14.665,0.924,0.000,-0.206,4,24.884,0.852,0.971,"Ground_Mountain_0_1:(-0.189, 0.972, -0.142);Ground_Mountain_0_1:(-0.189, 0.972, -0.142);Ground_Mountain_0_1:(-0.189, 0.972, -0.142);Ground_Mountain_0_1:(-0.189, 0.972, -0.142);"
0.200,154.302,831.529,101.886,-113.101,30.224,25.017,8.498,14.765,0.905,0.000,-0.206,4,20.523,0.636,0.971,""
