t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,154.392,833.989,101.975,-116.072,30.441,25.430,7.730,14.916,0.793,0.000,-0.245,4,14.352,0.344,0.977,""
0.240,154.995,834.497,102.130,-115.772,30.465,25.384,7.777,15.036,0.779,0.000,-0.244,4,11.546,0.214,0.977,""
0.260,155.634,835.004,102.286,-115.469,30.485,25.327,7.780,15.184,0.767,0.000,-0.240,4,9.200,0.181,0.977,""
0.280,156.237,835.510,102.441,-115.163,30.502,25.260,7.743,15.359,0.757,0.000,-0.236,4,7.172,0.129,0.977,""
0.300,156.866,836.014,102.595,-114.852,30.515,25.181,7.673,15.559,0.749,0.000,-0.231,4,5.470,0.144,0.977,""
0.320,157.469,836.517,102.746,-114.537,30.525,25.088,7.576,15.782,0.743,0.000,-0.225,4,4.111,0.190,0.978,""
0.340,158.073,837.017,102.895,-114.218,30.533,24.982,7.459,16.026,0.737,0.000,-0.218,4,3.048,0.249,0.978,""
0.360,158.693,837.515,103.042,-113.893,30.539,24.863,7.326,16.287,0.733,0.000,-0.211,4,2.256,0.284,0.978,""
0.380,159.297,838.011,103.186,-113.562,30.544,24.731,7.184,16.562,0.730,0.000,-0.203,4,1.780,0.305,0.978,""
0.400,159.903,838.503,103.326,-113.226,30.548,24.586,7.038,16.847,0.728,0.000,-0.194,4,1.542,0.318,0.978,""
0.420,160.517,838.993,103.464,-112.884,30.551,24.430,6.891,17.141,0.726,0.000,-0.185,4,1.532,0.314,0.978,""
0.440,161.124,839.479,103.599,-112.536,30.554,24.264,6.746,17.439,0.725,0.000,-0.176,4,1.662,0.342,0.978,""
0.460,161.731,839.961,103.731,-112.181,30.557,24.088,6.606,17.741,0.723,0.000,-0.165,4,1.985,0.366,0.978,""
0.480,162.343,840.440,103.861,-111.821,30.561,23.903,6.476,18.042,0.721,0.000,-0.155,4,2.461,0.345,0.979,""
0.500,162.951,840.915,103.988,-111.455,30.566,23.713,6.356,18.340,0.719,0.000,-0.145,4,3.041,0.322,0.979,""
0.520,163.561,841.386,104.113,-111.082,30.571,23.516,6.249,18.634,0.717,0.000,-0.134,4,3.707,0.306,0.979,""
0.540,164.172,841.853,104.236,-110.704,30.578,23.316,6.155,18.922,0.714,0.000,-0.124,4,4.421,0.297,0.979,""
0.560,164.782,842.315,104.358,-110.321,30.585,23.114,6.075,19.203,0.711,0.000,-0.113,4,5.161,0.283,0.979,""
0.580,165.393,842.774,104.478,-109.931,30.594,22.911,6.009,19.474,0.707,0.000,-0.103,4,5.913,0.266,0.979,""
0.600,166.005,843.228,104.597,-109.537,30.604,22.708,5.956,19.735,0.703,0.000,-0.091,4,6.643,0.239,0.979,""
0.620,166.617,843.679,104.715,-109.138,30.615,22.507,5.917,19.986,0.698,0.000,-0.080,4,7.353,0.215,0.979,""
0.640,167.230,844.125,104.833,-108.733,30.626,22.310,5.890,20.225,0.693,0.000,-0.070,4,8.015,0.194,0.979,""
0.660,167.843,844.568,104.951,-108.324,30.639,22.118,5.875,20.451,0.687,0.000,-0.058,4,8.621,0.176,0.979,""
0.680,168.456,845.007,105.068,-107.911,30.653,21.931,5.869,20.665,0.681,0.000,-0.047,4,9.164,0.156,0.979,""
0.700,169.070,845.442,105.186,-107.494,30.667,21.752,5.873,20.867,0.674,0.000,-0.037,4,9.639,0.137,0.979,""
0.720,169.685,845.874,105.303,-107.073,30.682,21.581,5.884,21.055,0.667,0.000,-0.026,4,10.045,0.116,0.979,""
0.740,170.299,846.302,105.421,-106.648,30.697,21.419,5.901,21.229,0.659,0.000,-0.015,4,10.380,0.111,0.979,""
0.760,170.914,846.728,105.540,-106.221,30.713,21.267,5.924,21.391,0.652,0.000,-0.005,4,10.657,0.104,0.979,""
0.780,171.530,847.150,105.659,-105.790,30.728,21.126,5.950,21.539,0.644,0.000,0.005,4,10.870,0.090,0.979,""
0.800,172.145,847.570,105.778,-105.356,30.744,20.997,5.979,21.673,0.636,0.000,0.016,4,11.016,0.067,0.979,""
0.820,172.760,847.988,105.899,-104.920,30.760,20.880,6.009,21.795,0.628,0.000,0.026,4,11.082,0.063,0.979,""
0.840,173.376,848.403,106.019,-104.482,30.776,20.775,6.040,21.903,0.620,0.000,0.035,4,11.125,0.053,0.979,""
0.860,173.991,848.817,106.141,-104.042,30.791,20.684,6.071,21.997,0.612,0.000,0.044,4,11.130,0.052,0.979,""
0.880,174.606,849.229,106.263,-103.601,30.806,20.606,6.101,22.079,0.605,0.000,0.054,4,11.091,0.032,0.979,""
0.900,175.221,849.640,106.385,-103.157,30.820,20.542,6.130,22.147,0.597,0.000,0.063,4,11.014,0.018,0.979,""
0.920,175.836,850.049,106.509,-102.713,30.833,20.492,6.156,22.203,0.590,0.000,0.072,4,10.874,0.029,0.979,""
0.940,176.451,850.458,106.632,-102.268,30.846,20.456,6.180,22.245,0.583,0.000,0.080,4,10.759,0.011,0.979,""
0.960,177.064,850.867,106.756,-101.823,30.858,20.434,6.202,22.275,0.577,0.000,0.089,4,10.620,0.023,0.979,""
0.980,177.678,851.275,106.881,-101.377,30.868,20.426,6.221,22.292,0.571,0.000,0.096,4,10.474,0.013,0.979,""
1.000,178.293,851.684,107.005,-100.930,30.878,20.432,6.236,22.296,0.566,0.000,0.104,4,10.297,0.034,0.979,""
1.020,178.907,852.093,107.130,-100.485,30.887,20.451,6.249,22.288,0.561,0.000,0.111,4,10.154,0.039,0.979,""
1.040,179.516,852.502,107.256,-100.039,30.895,20.484,6.260,22.267,0.556,0.000,0.118,4,10.043,0.054,0.979,""
1.060,180.130,852.912,107.381,-99.594,30.901,20.529,6.268,22.234,0.553,0.000,0.124,4,9.869,0.016,0.979,""
1.080,180.744,853.324,107.506,-99.150,30.906,20.588,6.273,22.189,0.549,0.000,0.130,4,9.691,0.040,0.979,""
1.100,181.346,853.737,107.632,-98.707,30.911,20.658,6.274,22.132,0.547,0.000,0.136,4,9.484,0.034,0.979,""
1.120,181.960,854.151,107.757,-98.266,30.914,20.741,6.273,22.062,0.545,0.000,0.142,4,9.360,0.063,0.979,""
1.140,182.574,854.568,107.883,-97.826,30.916,20.835,6.269,21.981,0.543,0.000,0.147,4,9.241,0.051,0.979,""
1.160,183.170,854.987,108.008,-97.388,30.917,20.940,6.263,21.888,0.542,0.000,0.151,4,9.051,0.057,0.979,""
1.180,183.782,855.408,108.133,-96.951,30.916,21.055,6.254,21.784,0.542,0.000,0.156,4,8.911,0.084,0.980,""
1.200,184.396,855.831,108.258,-96.518,30.915,21.180,6.241,21.669,0.542,0.000,0.160,4,8.744,0.092,0.980,""
1.220,185.010,856.257,108.383,-96.087,30.913,21.314,6.229,21.542,0.542,0.000,0.164,4,8.708,0.119,0.980,""
1.240,185.596,856.686,108.507,-95.658,30.910,21.457,6.216,21.405,0.543,0.000,0.167,4,8.675,0.074,0.980,""
1.260,186.209,857.118,108.631,-95.233,30.906,21.607,6.204,21.256,0.545,0.000,0.170,4,8.715,0.067,0.980,""
1.280,186.822,857.553,108.755,-94.810,30.902,21.764,6.194,21.097,0.547,0.000,0.173,4,8.805,0.139,0.980,""
1.300,187.404,857.991,108.879,-94.391,30.896,21.927,6.189,20.926,0.549,0.000,0.175,4,9.006,0.150,0.980,""
1.320,188.016,858.432,109.002,-93.976,30.890,22.094,6.189,20.745,0.552,0.000,0.178,4,9.304,0.151,0.979,""
1.340,188.629,858.877,109.126,-93.565,30.884,22.266,6.198,20.553,0.555,0.000,0.179,4,9.725,0.170,0.979,""
1.360,189.242,859.325,109.250,-93.158,30.876,22.440,6.216,20.350,0.558,0.000,0.180,4,10.187,0.013,0.979,""
1.380,189.819,859.777,109.375,-92.755,30.868,22.617,6.245,20.137,0.562,0.000,0.182,4,10.658,0.106,0.979,""
1.400,190.430,860.232,109.501,-92.357,30.860,22.795,6.287,19.914,0.566,0.000,0.183,4,11.349,0.108,0.978,""
1.420,191.043,860.691,109.628,-91.963,30.850,22.973,6.343,19.680,0.570,0.000,0.184,4,12.046,0.174,0.978,""
1.440,191.656,861.153,109.756,-91.574,30.841,23.149,6.419,19.436,0.575,0.000,0.184,4,13.038,0.171,0.978,""
1.460,192.220,861.618,109.886,-91.191,30.830,23.325,6.510,19.182,0.580,0.000,0.184,4,13.868,0.181,0.977,""
1.480,192.832,862.087,110.018,-90.812,30.820,23.498,6.615,18.919,0.585,0.000,0.184,4,14.495,0.188,0.976,""
1.500,193.444,862.559,110.152,-90.440,30.809,23.669,6.732,18.648,0.590,0.000,0.184,4,15.128,0.343,0.976,""
1.520,194.050,863.034,110.289,-90.072,30.798,23.837,6.864,18.368,0.596,0.000,0.184,4,15.900,0.200,0.975,""
1.540,194.609,863.513,110.429,-89.711,30.786,24.001,7.013,18.080,0.601,0.000,0.183,4,16.786,0.298,0.974,""
1.560,195.220,863.995,110.572,-89.355,30.775,24.161,7.172,17.786,0.607,0.000,0.181,4,17.338,0.444,0.973,""
1.580,195.832,864.480,110.719,-89.006,30.763,24.318,7.335,17.485,0.613,0.000,0.180,4,17.561,0.430,0.972,""
1.600,196.441,864.968,110.869,-88.662,30.752,24.472,7.500,17.180,0.618,0.000,0.179,4,17.626,0.434,0.972,""
1.620,196.986,865.459,111.022,-88.325,30.741,24.622,7.667,16.870,0.624,0.000,0.178,4,17.754,0.381,0.971,""
1.640,197.598,865.953,111.178,-87.994,30.729,24.769,7.835,16.556,0.630,0.000,0.177,4,17.807,0.351,0.970,""
1.660,198.210,866.450,111.338,-87.669,30.719,24.913,8.002,16.240,0.635,0.000,0.175,4,17.759,0.309,0.969,""
1.680,198.823,866.950,111.501,-87.351,30.708,25.054,8.167,15.921,0.641,0.000,0.173,4,17.653,0.298,0.968,""
1.700,199.356,867.452,111.667,-87.039,30.698,25.191,8.328,15.600,0.646,0.000,0.172,4,17.475,0.442,0.967,""
1.720,199.968,867.957,111.836,-86.733,30.688,25.325,8.480,15.279,0.651,0.000,0.170,4,17.034,0.460,0.966,""
1.740,200.580,868.465,112.008,-86.434,30.678,25.457,8.624,14.957,0.656,0.000,0.170,4,16.637,0.482,0.965,""
1.760,201.192,868.975,112.183,-86.141,30.669,25.585,8.769,14.633,0.661,0.000,0.169,4,16.625,0.292,0.964,""
1.780,201.719,869.487,112.361,-85.855,30.660,25.707,8.916,14.308,0.665,0.000,0.169,4,16.813,0.391,0.963,""
1.800,202.331,870.002,112.542,-85.575,30.651,25.825,9.058,13.982,0.670,0.000,0.169,4,16.608,0.594,0.962,""
1.820,202.943,870.520,112.726,-85.302,30.641,25.942,9.190,13.657,0.675,0.000,0.169,4,16.175,0.553,0.961,""
1.840,203.555,871.039,112.912,-85.035,30.632,26.055,9.316,13.333,0.679,0.000,0.169,4,15.693,0.471,0.960,"Ground_Mountain_0_1:(-0.299, 0.946, -0.125);"
1.860,204.117,871.561,113.100,-84.775,30.623,26.164,9.441,13.006,0.684,0.000,0.170,4,15.754,0.327,0.959,""
1.880,204.688,872.085,113.291,-84.521,30.614,26.268,9.563,12.680,0.688,0.000,0.171,4,15.698,0.501,0.958,""
1.900,205.300,872.611,113.484,-84.274,30.605,26.372,9.676,12.353,0.693,0.000,0.171,4,15.289,0.581,0.957,""
1.920,205.912,873.139,113.679,-84.033,30.595,26.472,9.781,12.028,0.698,0.000,0.171,4,14.799,0.469,0.956,""
1.940,206.524,873.669,113.877,-83.799,30.586,26.569,9.884,11.702,0.702,0.000,0.172,4,14.553,0.111,0.955,""
1.960,207.043,874.201,114.076,-83.572,30.577,26.661,9.988,11.374,0.707,0.000,0.172,4,14.789,0.309,0.954,""
1.980,207.654,874.735,114.277,-83.350,30.567,26.750,10.088,11.047,0.712,0.000,0.172,4,14.554,0.573,0.953,""
2.000,208.266,875.270,114.481,-83.136,30.558,26.838,10.176,10.719,0.716,0.000,0.171,4,14.074,0.547,0.952,""
2.020,208.877,875.807,114.685,-82.928,30.548,26.922,10.266,10.390,0.721,0.000,0.170,4,14.005,0.304,0.951,""
2.040,209.488,876.346,114.892,-82.726,30.539,26.999,10.361,10.060,0.726,0.000,0.168,4,14.360,0.280,0.949,""
2.060,210.007,876.885,115.101,-82.531,30.530,27.071,10.461,9.728,0.730,0.000,0.166,4,14.628,0.363,0.948,""
2.080,210.617,877.427,115.312,-82.343,30.521,27.139,10.559,9.395,0.735,0.000,0.163,4,14.673,0.614,0.947,""
2.100,211.228,877.969,115.524,-82.162,30.512,27.204,10.655,9.063,0.740,0.000,0.158,4,14.564,0.666,0.946,""
2.120,211.838,878.513,115.739,-81.987,30.503,27.262,10.752,8.731,0.744,0.000,0.153,4,14.613,0.599,0.944,""
2.140,212.448,879.058,115.956,-81.818,30.494,27.317,10.849,8.400,0.748,0.000,0.147,4,14.630,0.484,0.943,""
2.160,212.981,879.604,116.174,-81.657,30.486,27.365,10.949,8.070,0.753,0.000,0.141,4,14.837,0.364,0.942,""
2.180,213.591,880.151,116.395,-81.501,30.477,27.410,11.046,7.743,0.757,0.000,0.135,4,14.639,0.522,0.941,""
2.200,214.200,880.699,116.617,-81.353,30.470,27.455,11.130,7.420,0.761,0.000,0.128,4,14.026,0.516,0.940,""
2.220,214.752,881.248,116.840,-81.210,30.462,27.510,11.172,7.106,0.765,0.000,0.122,4,12.125,1.690,0.940,""
2.240,215.362,881.801,117.063,-81.073,30.452,27.590,11.132,6.806,0.769,0.000,0.114,4,7.895,1.820,0.940,""
2.260,215.923,882.355,117.285,-80.941,30.443,27.679,11.055,6.518,0.774,0.000,0.107,3,5.607,0.088,0.942,""
2.280,216.459,882.913,117.504,-80.816,30.434,27.778,10.939,6.240,0.778,0.000,0.099,2,3.318,1.436,0.944,""
2.300,217.068,883.472,117.721,-80.695,30.428,27.882,10.801,5.972,0.783,0.000,0.091,2,2.187,1.903,0.946,""
2.320,217.524,884.034,117.934,-80.580,30.424,28.003,10.608,5.715,0.786,0.000,0.084,2,0.087,1.452,0.948,""
2.340,217.868,884.599,118.143,-80.469,30.422,28.120,10.413,5.467,0.788,0.000,0.079,2,0.000,1.169,0.950,""
2.360,218.406,885.163,118.348,-80.359,30.331,28.109,10.213,5.465,0.789,0.000,0.071,1,0.000,0.907,0.953,""
2.380,218.944,885.728,118.549,-80.248,30.240,28.098,10.013,5.463,0.834,0.000,0.064,0,0.000,0.863,0.955,""
2.400,219.127,886.292,118.746,-80.138,30.147,28.087,9.813,5.461,0.880,0.000,0.060,0,0.000,0.819,0.957,""
2.420,219.456,886.856,118.939,-80.028,30.055,28.075,9.613,5.459,0.926,0.000,0.055,0,0.000,0.774,0.960,""
2.440,219.917,887.420,119.128,-79.917,29.962,28.064,9.413,5.456,0.973,0.000,0.048,0,0.000,0.730,0.962,""
2.460,220.379,887.984,119.314,-79.807,29.868,28.053,9.213,5.454,1.000,0.000,0.041,0,0.000,0.684,0.965,""
2.480,220.843,888.548,119.495,-79.697,29.774,28.042,9.013,5.452,1.000,0.000,0.034,0,0.000,0.639,0.967,""
2.500,220.879,889.111,119.672,-79.587,29.680,28.031,8.813,5.450,1.000,0.000,0.031,0,0.000,0.594,0.969,""
2.520,221.232,889.675,119.845,-79.477,29.585,28.019,8.614,5.448,1.000,0.000,0.026,0,0.000,0.548,0.972,""
2.540,221.652,890.238,120.014,-79.366,29.490,28.008,8.414,5.446,1.000,0.000,0.019,0,0.000,0.503,0.974,""
2.560,222.074,890.801,120.179,-79.256,29.394,27.997,8.215,5.443,1.000,0.000,0.013,0,0.000,0.458,0.976,""
2.580,222.498,891.364,120.340,-79.146,29.299,27.986,8.015,5.441,1.000,0.000,0.007,0,0.000,0.413,0.978,""
2.600,222.778,891.927,120.497,-79.036,29.202,27.974,7.816,5.439,1.000,0.000,0.002,0,0.000,0.368,0.980,""
2.620,223.177,892.489,120.650,-78.927,29.106,27.963,7.617,5.437,1.000,0.000,-0.004,0,0.000,0.324,0.982,""
2.640,223.597,893.052,120.799,-78.817,29.009,27.952,7.417,5.435,1.000,0.000,-0.010,0,0.000,0.280,0.984,""
2.660,224.019,893.614,120.944,-78.707,28.912,27.941,7.218,5.432,1.000,0.000,-0.016,0,0.000,0.236,0.986,""
2.680,224.442,894.176,121.085,-78.597,28.815,27.930,7.019,5.430,1.000,0.000,-0.021,0,0.000,0.193,0.988,""
2.700,225.437,894.738,121.222,-78.488,28.718,27.919,6.820,5.428,1.000,0.000,-0.031,0,0.000,0.151,0.989,""
2.720,231.028,895.300,121.355,-78.378,28.621,27.907,6.622,5.426,1.000,0.000,-0.046,0,0.000,0.109,0.991,""
2.740,231.615,895.861,121.484,-78.268,28.524,27.896,6.423,5.424,1.000,0.000,-0.050,0,0.000,0.068,0.992,""
2.760,232.199,896.422,121.609,-78.159,28.427,27.885,6.224,5.422,1.000,0.000,-0.054,0,0.000,0.028,0.993,""
2.780,232.753,896.983,121.730,-78.050,28.330,27.874,6.025,5.419,1.000,0.000,-0.058,0,0.000,0.012,0.994,""
2.800,233.336,897.544,121.847,-77.940,28.233,27.863,5.827,5.417,1.000,0.000,-0.062,0,0.000,0.051,0.996,""
2.820,233.919,898.104,121.959,-77.831,28.137,27.852,5.628,5.415,1.000,0.000,-0.066,0,0.000,0.089,0.996,""
2.840,234.470,898.664,122.068,-77.722,28.041,27.841,5.430,5.413,1.000,0.000,-0.070,0,0.000,0.126,0.997,""
2.860,235.051,899.224,122.173,-77.613,27.946,27.829,5.232,5.411,1.000,0.000,-0.074,0,0.000,0.162,0.998,""
2.880,235.630,899.784,122.274,-77.504,27.851,27.818,5.034,5.409,1.000,0.000,-0.077,0,0.000,0.197,0.999,""
2.900,236.181,900.344,122.371,-77.395,27.758,27.807,4.835,5.406,1.000,0.000,-0.081,0,0.000,0.231,0.999,""
2.920,236.758,900.903,122.464,-77.286,27.665,27.796,4.637,5.404,1.000,0.000,-0.084,0,0.000,0.263,0.999,""
2.940,237.334,901.462,122.553,-77.177,27.572,27.785,4.439,5.402,1.000,0.000,-0.087,0,0.000,0.295,1.000,""
2.960,237.909,902.020,122.638,-77.068,27.481,27.774,4.242,5.400,1.000,0.000,-0.091,0,0.000,0.326,1.000,""
2.980,238.533,902.579,122.719,-76.960,27.391,27.763,4.044,5.398,1.000,0.000,-0.094,0,0.000,0.355,1.000,""
3.000,239.106,903.137,122.796,-76.851,27.302,27.752,3.846,5.396,1.000,0.000,-0.097,0,0.000,0.383,1.000,""
3.020,239.678,903.695,122.868,-76.743,27.214,27.740,3.648,5.393,1.000,0.000,-0.100,0,0.000,0.410,1.000,""
3.040,240.342,904.252,122.937,-76.634,27.128,27.729,3.451,5.391,1.000,0.000,-0.102,0,0.000,0.436,1.000,""
3.060,240.911,904.809,123.002,-76.526,27.043,27.718,3.253,5.389,1.000,0.000,-0.105,0,0.000,0.460,1.000,""
3.080,241.479,905.366,123.063,-76.418,26.959,27.707,3.056,5.387,1.000,0.000,-0.108,0,0.000,0.484,0.999,""
3.100,242.128,905.923,123.121,-76.310,26.877,27.696,2.858,5.385,1.000,0.000,-0.110,0,0.000,0.505,0.999,""
3.120,242.693,906.479,123.174,-76.201,26.797,27.685,2.661,5.383,1.000,0.000,-0.113,0,0.000,0.526,0.999,""
3.140,243.256,907.035,123.223,-76.093,26.718,27.674,2.464,5.381,1.000,0.000,-0.115,0,0.000,0.545,0.998,""
3.160,243.818,907.591,123.268,-75.985,26.641,27.663,2.267,5.378,1.000,0.000,-0.118,0,0.000,0.563,0.998,""
3.180,244.449,908.147,123.309,-75.878,26.565,27.652,2.070,5.376,1.000,0.000,-0.120,0,0.000,0.580,0.997,""
3.200,245.008,908.702,123.346,-75.770,26.491,27.641,1.873,5.374,1.000,0.000,-0.122,0,0.000,0.595,0.997,""
3.220,245.566,909.256,123.380,-75.662,26.419,27.630,1.676,5.372,1.000,0.000,-0.124,0,0.000,0.610,0.996,""
3.240,246.122,909.811,123.409,-75.554,26.348,27.619,1.479,5.370,1.000,0.000,-0.127,0,0.000,0.622,0.996,""
3.260,246.734,910.365,123.435,-75.447,26.279,27.608,1.283,5.368,1.000,0.000,-0.129,0,0.000,0.634,0.995,""
3.280,247.287,910.919,123.456,-75.339,26.212,27.597,1.086,5.365,1.000,0.000,-0.131,0,0.000,0.644,0.995,""
3.300,247.838,911.472,123.474,-75.232,26.147,27.585,0.889,5.363,1.000,0.000,-0.133,0,0.000,0.653,0.994,""
3.320,248.433,912.026,123.487,-75.125,26.083,27.574,0.693,5.361,1.000,0.000,-0.135,0,0.000,0.661,0.994,""
3.340,248.981,912.579,123.497,-75.017,26.021,27.563,0.496,5.359,1.000,0.000,-0.137,0,0.000,0.668,0.993,""
3.360,249.527,913.131,123.503,-74.910,25.960,27.552,0.300,5.357,1.000,0.000,-0.139,0,0.000,0.673,0.993,""
3.380,250.072,913.683,123.505,-74.803,25.901,27.541,0.104,5.355,1.000,0.000,-0.141,0,0.000,0.677,0.992,""
3.400,250.649,914.235,123.503,-74.696,25.843,27.530,-0.092,5.353,1.000,0.000,-0.143,0,0.000,0.680,0.992,""
3.420,251.190,914.787,123.497,-74.589,25.787,27.519,-0.288,5.350,1.000,0.000,-0.145,0,0.000,0.682,0.991,""
3.440,251.730,915.338,123.487,-74.482,25.732,27.508,-0.484,5.348,1.000,0.000,-0.147,0,0.000,0.683,0.991,""
3.460,252.269,915.889,123.473,-74.375,25.678,27.497,-0.680,5.346,1.000,0.000,-0.149,0,0.000,0.682,0.990,""
3.480,252.827,916.440,123.456,-74.268,25.626,27.486,-0.876,5.344,1.000,0.000,-0.150,0,0.000,0.681,0.990,""
3.500,253.362,916.990,123.434,-74.161,25.574,27.475,-1.072,5.342,1.000,0.000,-0.152,0,0.000,0.679,0.990,""
3.520,253.895,917.540,123.409,-74.055,25.523,27.464,-1.268,5.340,1.000,0.000,-0.154,0,0.000,0.675,0.989,""
3.540,254.428,918.090,123.379,-73.948,25.473,27.453,-1.463,5.338,1.000,0.000,-0.156,0,0.000,0.671,0.989,""
3.560,254.969,918.639,123.346,-73.842,25.424,27.442,-1.659,5.336,1.000,0.000,-0.157,0,0.000,0.665,0.989,""
3.580,255.498,919.188,123.309,-73.735,25.376,27.431,-1.854,5.333,1.000,0.000,-0.159,0,0.000,0.659,0.989,""
3.600,256.025,919.737,123.268,-73.629,25.328,27.420,-2.050,5.331,1.000,0.000,-0.160,0,0.000,0.652,0.988,""
3.620,256.552,920.286,123.223,-73.522,25.280,27.409,-2.245,5.329,1.000,0.000,-0.162,0,0.000,0.644,0.988,""
3.640,257.076,920.834,123.174,-73.416,25.233,27.399,-2.440,5.327,1.000,0.000,-0.163,0,0.000,0.635,0.988,""
3.660,257.601,921.382,123.121,-73.310,25.185,27.388,-2.635,5.325,1.000,0.000,-0.165,0,0.000,0.625,0.988,""
3.680,258.122,921.929,123.065,-73.203,25.138,27.377,-2.830,5.323,1.000,0.000,-0.166,0,0.000,0.614,0.988,""
3.700,258.642,922.476,123.004,-73.097,25.090,27.366,-3.025,5.321,1.000,0.000,-0.168,0,0.000,0.603,0.988,""
3.720,259.161,923.023,122.940,-72.991,25.043,27.355,-3.220,5.318,1.000,0.000,-0.169,0,0.000,0.591,0.988,""
3.740,259.673,923.570,122.872,-72.885,24.994,27.344,-3.415,5.316,1.000,0.000,-0.170,0,0.000,0.579,0.989,""
3.760,260.189,924.116,122.800,-72.779,24.945,27.333,-3.610,5.314,1.000,0.000,-0.171,0,0.000,0.565,0.989,""
