t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.020,472.103,1044.900,153.413,40.749,15.701,-5.469,0.441,14.711,0.000,0.000,-0.085,2,11.526,3.442,1.000,"Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);"
0.040,472.405,1044.793,153.420,41.036,15.714,-5.479,0.364,14.727,0.150,0.000,-0.089,2,5.740,1.706,0.999,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.060,472.756,1044.685,153.430,41.325,15.719,-5.485,0.486,14.732,0.143,0.000,-0.092,4,15.730,2.870,0.998,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.080,473.062,1044.577,153.443,41.614,15.719,-5.489,0.687,14.725,0.141,0.000,-0.095,4,19.694,2.711,0.997,"Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);Ground_Mountain_2_3:(0.060, 0.988, -0.143);"
0.100,473.369,1044.469,153.462,41.904,15.717,-5.493,0.941,14.706,0.141,0.000,-0.097,4,22.420,2.427,0.996,"Ground_Mountain_2_3:(0.059, 0.988, -0.142);Ground_Mountain_2_3:(0.059, 0.988, -0.142);Ground_Mountain_2_3:(0.059, 0.988, -0.142);Ground_Mountain_2_3:(0.059, 0.988, -0.142);Ground_Mountain_2_3:(0.059, 0.988, -0.142);Ground_Mountain_2_3:(0.059, 0.988, -0.142);"
0.120,473.677,1044.360,153.486,42.193,15.715,-5.497,1.228,14.678,0.141,0.000,-0.099,4,24.072,2.118,0.994,"Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);Ground_Mountain_2_3:(0.063, 0.988, -0.143);"
0.140,473.987,1044.251,153.516,42.483,15.712,-5.502,1.529,14.641,0.143,0.000,-0.100,4,24.801,1.814,0.993,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.160,474.297,1044.142,153.552,42.772,15.710,-5.509,1.828,14.599,0.144,0.000,-0.101,4,24.786,1.507,0.992,"Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);Ground_Mountain_2_3:(0.063, 0.988, -0.142);"
0.180,474.651,1044.032,153.594,43.061,15.707,-5.520,2.116,14.554,0.145,0.000,-0.102,4,24.171,1.256,0.992,"Ground_Mountain_2_3:(0.065, 0.988, -0.143);Ground_Mountain_2_3:(0.065, 0.988, -0.143);"
0.200,474.963,1043.922,153.642,43.350,15.704,-5.534,2.381,14.507,0.146,0.000,-0.103,4,23.096,1.032,0.991,"Ground_Mountain_2_3:(0.065, 0.988, -0.143);"
0.220,475.275,1043.812,153.694,43.638,15.701,-5.552,2.618,14.460,0.148,0.000,-0.104,4,21.694,0.842,0.990,""
0.240,475.588,1043.701,153.750,43.925,15.696,-5.575,2.823,14.414,0.150,0.000,-0.104,4,20.078,0.681,0.990,""
0.260,475.900,1043.590,153.810,44.211,15.692,-5.601,2.993,14.370,0.152,0.000,-0.104,4,18.346,0.543,0.989,""
0.280,476.213,1043.477,153.872,44.497,15.687,-5.633,3.129,14.330,0.154,0.000,-0.104,4,16.580,0.430,0.989,""
0.300,476.566,1043.364,153.937,44.783,15.682,-5.668,3.230,14.293,0.156,0.000,-0.103,4,14.844,0.352,0.989,""
0.320,476.879,1043.251,154.003,45.068,15.677,-5.708,3.298,14.259,0.159,0.000,-0.103,4,13.189,0.284,0.989,""
0.340,477.192,1043.136,154.069,45.352,15.671,-5.751,3.336,14.229,0.162,0.000,-0.103,4,11.666,0.225,0.989,""
0.360,477.504,1043.020,154.136,45.636,15.666,-5.799,3.347,14.201,0.164,0.000,-0.103,4,10.298,0.188,0.988,""
0.380,477.817,1042.904,154.203,45.919,15.660,-5.849,3.335,14.176,0.167,0.000,-0.102,4,9.105,0.157,0.988,""
0.400,478.130,1042.786,154.269,46.202,15.655,-5.902,3.302,14.153,0.170,0.000,-0.101,4,8.090,0.139,0.988,""
0.420,478.479,1042.667,154.334,46.485,15.650,-5.958,3.253,14.133,0.172,0.000,-0.100,4,7.261,0.132,0.988,""
0.440,478.791,1042.547,154.398,46.767,15.646,-6.016,3.192,14.113,0.175,0.000,-0.100,4,6.603,0.122,0.988,""
0.460,479.104,1042.426,154.460,47.049,15.641,-6.075,3.120,14.095,0.177,0.000,-0.099,4,6.124,0.080,0.988,""
0.480,479.417,1042.303,154.521,47.331,15.637,-6.136,3.043,14.077,0.179,0.000,-0.098,4,5.807,0.082,0.988,""
0.500,479.729,1042.180,154.580,47.612,15.633,-6.198,2.962,14.060,0.181,0.000,-0.097,4,5.624,0.076,0.988,""
0.520,480.042,1042.054,154.638,47.893,15.630,-6.260,2.880,14.042,0.183,0.000,-0.096,4,5.570,0.079,0.988,""
0.540,480.354,1041.928,154.694,48.173,15.627,-6.323,2.800,14.024,0.185,0.000,-0.095,4,5.621,0.067,0.988,""
0.560,480.700,1041.801,154.748,48.453,15.624,-6.386,2.722,14.006,0.187,0.000,-0.093,4,5.761,0.075,0.988,""
0.580,481.012,1041.672,154.801,48.733,15.621,-6.449,2.648,13.987,0.188,0.000,-0.092,4,5.983,0.062,0.988,""
0.600,481.324,1041.542,154.853,49.013,15.619,-6.512,2.581,13.967,0.189,0.000,-0.091,4,6.268,0.071,0.988,""
0.620,481.637,1041.410,154.903,49.292,15.617,-6.574,2.519,13.946,0.191,0.000,-0.090,4,6.585,0.043,0.988,""
0.640,481.949,1041.278,154.952,49.570,15.615,-6.636,2.464,13.924,0.192,0.000,-0.089,4,6.924,0.047,0.988,""
0.660,482.262,1041.144,155.001,49.848,15.613,-6.697,2.417,13.901,0.193,0.000,-0.088,4,7.283,0.053,0.988,""
0.680,482.604,1041.009,155.048,50.126,15.612,-6.757,2.376,13.877,0.193,0.000,-0.086,4,7.647,0.057,0.988,""
0.700,482.916,1040.873,155.095,50.403,15.611,-6.817,2.343,13.852,0.194,0.000,-0.085,4,8.007,0.061,0.988,""
0.720,483.228,1040.735,155.141,50.680,15.609,-6.876,2.316,13.827,0.195,0.000,-0.084,4,8.348,0.060,0.988,""
0.740,483.540,1040.597,155.187,50.956,15.608,-6.933,2.296,13.800,0.195,0.000,-0.083,4,8.668,0.065,0.988,""
0.760,483.853,1040.457,155.233,51.231,15.608,-6.990,2.282,13.773,0.196,0.000,-0.082,4,8.963,0.069,0.988,""
0.780,484.165,1040.317,155.279,51.506,15.607,-7.046,2.273,13.745,0.196,0.000,-0.080,4,9.234,0.050,0.988,""
0.800,484.505,1040.175,155.324,51.781,15.606,-7.101,2.268,13.717,0.197,0.000,-0.079,4,9.470,0.032,0.988,""
0.820,484.817,1040.032,155.369,52.055,15.606,-7.155,2.268,13.688,0.197,0.000,-0.077,4,9.670,0.042,0.988,""
0.840,485.129,1039.888,155.415,52.328,15.605,-7.208,2.271,13.659,0.197,0.000,-0.076,4,9.841,0.044,0.988,""
0.860,485.442,1039.742,155.460,52.600,15.605,-7.261,2.277,13.630,0.197,0.000,-0.075,4,9.981,0.024,0.988,""
0.880,485.754,1039.596,155.506,52.873,15.605,-7.312,2.284,13.600,0.197,0.000,-0.074,4,10.086,0.032,0.988,""
0.900,486.066,1039.449,155.552,53.144,15.605,-7.363,2.294,13.571,0.198,0.000,-0.072,4,10.160,0.031,0.988,""
0.920,486.404,1039.301,155.598,53.415,15.604,-7.413,2.304,13.542,0.198,0.000,-0.071,4,10.211,0.016,0.988,""
0.940,486.716,1039.152,155.644,53.685,15.604,-7.462,2.315,13.513,0.198,0.000,-0.070,4,10.236,0.017,0.988,""
0.960,487.029,1039.002,155.691,53.955,15.604,-7.510,2.326,13.484,0.198,0.000,-0.068,4,10.244,0.018,0.988,""
0.980,487.341,1038.851,155.737,54.224,15.604,-7.557,2.336,13.455,0.198,0.000,-0.067,4,10.232,0.026,0.988,""
1.000,487.653,1038.699,155.784,54.493,15.605,-7.604,2.347,13.427,0.198,0.000,-0.066,4,10.209,0.030,0.988,""
1.020,487.965,1038.546,155.831,54.761,15.605,-7.650,2.356,13.399,0.198,0.000,-0.065,4,10.173,0.039,0.988,""
1.040,488.277,1038.392,155.879,55.028,15.605,-7.695,2.365,13.372,0.198,0.000,-0.064,4,10.129,0.035,0.988,""
1.060,488.614,1038.237,155.926,55.295,15.605,-7.739,2.372,13.345,0.198,0.000,-0.062,4,10.078,0.032,0.988,""
1.080,488.926,1038.082,155.974,55.562,15.605,-7.783,2.378,13.318,0.198,0.000,-0.061,4,10.013,0.035,0.988,""
1.100,489.238,1037.926,156.021,55.828,15.605,-7.826,2.383,13.292,0.197,0.000,-0.060,4,9.943,0.043,0.988,""
1.120,489.551,1037.768,156.069,56.093,15.606,-7.869,2.387,13.267,0.197,0.000,-0.059,4,9.884,0.001,0.988,""
1.140,489.863,1037.610,156.117,56.358,15.606,-7.910,2.390,13.242,0.197,0.000,-0.058,4,9.827,0.014,0.988,""
1.160,490.175,1037.451,156.165,56.623,15.606,-7.951,2.391,13.217,0.197,0.000,-0.056,4,9.770,0.018,0.988,""
1.180,490.510,1037.292,156.213,56.887,15.607,-7.991,2.392,13.193,0.197,0.000,-0.055,4,9.722,0.024,0.988,""
1.200,490.823,1037.131,156.260,57.150,15.607,-8.031,2.391,13.170,0.197,0.000,-0.054,4,9.673,0.028,0.988,""
1.220,491.135,1036.970,156.308,57.413,15.607,-8.069,2.390,13.147,0.197,0.000,-0.053,4,9.632,0.033,0.988,""
1.240,491.447,1036.808,156.356,57.676,15.608,-8.108,2.388,13.124,0.196,0.000,-0.052,4,9.597,0.043,0.988,""
1.260,491.759,1036.645,156.404,57.938,15.608,-8.145,2.385,13.101,0.196,0.000,-0.051,4,9.569,0.028,0.988,""
1.280,492.071,1036.482,156.451,58.200,15.608,-8.182,2.382,13.080,0.196,0.000,-0.050,4,9.527,0.040,0.988,""
1.300,492.384,1036.317,156.499,58.461,15.609,-8.218,2.378,13.058,0.196,0.000,-0.049,4,9.498,0.036,0.988,""
1.320,492.719,1036.152,156.546,58.722,15.609,-8.253,2.374,13.037,0.196,0.000,-0.048,4,9.479,0.042,0.988,""
1.340,493.031,1035.987,156.594,58.982,15.610,-8.287,2.369,13.016,0.195,0.000,-0.047,4,9.469,0.041,0.988,""
1.360,493.343,1035.820,156.641,59.242,15.610,-8.321,2.365,12.996,0.195,0.000,-0.046,4,9.469,0.034,0.988,""
1.380,493.655,1035.653,156.688,59.502,15.611,-8.355,2.360,12.976,0.195,0.000,-0.045,4,9.479,0.025,0.988,""
1.400,493.968,1035.486,156.735,59.761,15.611,-8.387,2.356,12.956,0.195,0.000,-0.044,4,9.487,0.020,0.989,""
1.420,494.280,1035.318,156.783,60.020,15.612,-8.419,2.352,12.937,0.194,0.000,-0.043,4,9.499,0.030,0.989,""
1.440,494.592,1035.149,156.830,60.278,15.612,-8.450,2.349,12.918,0.194,0.000,-0.043,4,9.515,0.034,0.989,""
1.460,494.926,1034.979,156.876,60.536,15.612,-8.480,2.345,12.899,0.194,0.000,-0.042,4,9.529,0.026,0.989,""
1.480,495.238,1034.809,156.923,60.794,15.613,-8.510,2.342,12.880,0.194,0.000,-0.041,4,9.535,0.029,0.989,""
1.500,495.550,1034.638,156.970,61.051,15.613,-8.539,2.339,12.862,0.194,0.000,-0.040,4,9.538,0.028,0.989,""
1.520,495.863,1034.467,157.017,61.308,15.614,-8.568,2.336,12.844,0.193,0.000,-0.039,4,9.540,0.033,0.989,""
1.540,496.175,1034.295,157.063,61.565,15.614,-8.596,2.333,12.826,0.193,0.000,-0.039,4,9.543,0.023,0.989,""
1.560,496.487,1034.123,157.110,61.821,15.614,-8.624,2.330,12.808,0.193,0.000,-0.038,4,9.549,0.034,0.989,""
1.580,496.820,1033.950,157.157,62.077,15.615,-8.650,2.327,12.791,0.193,0.000,-0.037,4,9.549,0.029,0.989,""
1.600,497.133,1033.776,157.203,62.333,15.615,-8.677,2.324,12.774,0.193,0.000,-0.037,4,9.550,0.039,0.989,""
