t,station,x,y,z,speed,vx,vy,vz,throttle,brake,steering,grounded,suspension,alignment,up,contacts
0.220,474.930,1051.113,153.650,46.381,15.726,-5.570,2.410,14.516,0.135,0.000,-0.094,4,21.230,0.848,0.992,""
0.240,475.243,1051.002,153.702,46.669,15.722,-5.589,2.608,14.475,0.137,0.000,-0.094,4,19.760,0.656,0.991,""
0.260,475.556,1050.890,153.757,46.957,15.718,-5.610,2.774,14.436,0.139,0.000,-0.094,4,18.094,0.890,0.991,""
0.280,475.870,1050.778,153.815,47.245,15.713,-5.636,2.903,14.401,0.141,0.000,-0.094,4,16.209,0.739,0.991,""
0.300,476.183,1050.665,153.875,47.532,15.707,-5.664,3.001,14.368,0.144,0.000,-0.094,4,14.651,0.642,0.991,""
0.320,476.497,1050.552,153.936,47.818,15.702,-5.697,3.068,14.339,0.146,0.000,-0.093,4,13.086,0.553,0.990,""
0.340,476.687,1050.437,153.998,48.104,15.696,-5.736,3.103,14.311,0.149,0.000,-0.094,4,11.502,0.375,0.990,""
0.360,477.001,1050.322,154.061,48.390,15.690,-5.778,3.108,14.287,0.152,0.000,-0.094,4,9.987,0.253,0.990,""
0.380,477.315,1050.206,154.122,48.675,15.685,-5.824,3.090,14.265,0.155,0.000,-0.093,4,8.794,0.100,0.990,""
0.400,477.628,1050.089,154.183,48.960,15.680,-5.872,3.054,14.246,0.158,0.000,-0.093,4,7.891,0.125,0.990,""
0.420,477.942,1049.971,154.244,49.245,15.675,-5.923,3.004,14.227,0.160,0.000,-0.092,4,7.192,0.144,0.990,""
0.440,478.256,1049.852,154.302,49.529,15.671,-5.976,2.945,14.210,0.162,0.000,-0.092,4,6.696,0.125,0.990,""
0.460,478.452,1049.731,154.360,49.813,15.667,-6.030,2.879,14.193,0.164,0.000,-0.091,4,6.366,0.101,0.990,""
0.480,478.765,1049.610,154.416,50.097,15.664,-6.084,2.808,14.176,0.166,0.000,-0.090,4,6.103,0.216,0.990,""
0.500,479.078,1049.487,154.471,50.380,15.661,-6.140,2.732,14.160,0.168,0.000,-0.090,4,5.850,0.207,0.990,""
0.520,479.391,1049.364,154.524,50.663,15.657,-6.197,2.654,14.144,0.170,0.000,-0.089,4,5.750,0.194,0.990,""
0.540,479.704,1049.239,154.575,50.945,15.655,-6.255,2.577,14.127,0.171,0.000,-0.088,4,5.781,0.219,0.990,""
0.560,480.017,1049.113,154.625,51.227,15.652,-6.313,2.503,14.110,0.173,0.000,-0.087,4,5.913,0.223,0.990,""
0.580,480.330,1048.986,154.674,51.509,15.649,-6.370,2.436,14.092,0.174,0.000,-0.086,4,6.279,0.183,0.990,""
0.600,480.529,1048.858,154.721,51.791,15.647,-6.428,2.377,14.072,0.175,0.000,-0.086,4,6.667,0.160,0.990,""
0.620,480.841,1048.729,154.768,52.072,15.644,-6.485,2.326,14.051,0.177,0.000,-0.085,4,7.049,0.109,0.990,""
0.640,481.154,1048.598,154.814,52.352,15.642,-6.541,2.282,14.029,0.178,0.000,-0.084,4,7.416,0.062,0.990,""
0.660,481.467,1048.467,154.859,52.633,15.640,-6.597,2.246,14.007,0.179,0.000,-0.083,4,7.833,0.152,0.990,""
0.680,481.780,1048.334,154.903,52.913,15.638,-6.652,2.217,13.983,0.180,0.000,-0.082,4,8.206,0.214,0.990,""
0.700,482.093,1048.200,154.947,53.192,15.636,-6.707,2.195,13.959,0.181,0.000,-0.081,4,8.549,0.205,0.990,""
0.720,482.364,1048.065,154.990,53.471,15.635,-6.761,2.179,13.933,0.182,0.000,-0.080,4,8.874,0.177,0.990,""
0.740,482.610,1047.929,155.034,53.749,15.634,-6.814,2.168,13.908,0.183,0.000,-0.079,4,9.108,0.139,0.990,""
0.760,482.923,1047.791,155.077,54.026,15.632,-6.867,2.161,13.881,0.183,0.000,-0.078,4,9.317,0.048,0.990,""
0.780,483.235,1047.653,155.120,54.304,15.631,-6.919,2.157,13.855,0.184,0.000,-0.077,4,9.462,0.085,0.989,""
0.800,483.548,1047.514,155.163,54.580,15.630,-6.970,2.156,13.828,0.184,0.000,-0.076,4,9.597,0.096,0.989,""
0.820,483.860,1047.374,155.206,54.856,15.629,-7.021,2.157,13.801,0.185,0.000,-0.075,4,9.724,0.118,0.989,""
0.840,484.173,1047.232,155.249,55.131,15.628,-7.071,2.160,13.774,0.185,0.000,-0.074,4,9.806,0.258,0.989,""
0.860,484.381,1047.090,155.293,55.406,15.628,-7.121,2.166,13.746,0.186,0.000,-0.073,4,9.940,0.208,0.989,""
0.880,484.693,1046.947,155.336,55.681,15.627,-7.170,2.174,13.719,0.186,0.000,-0.072,4,10.049,0.171,0.989,""
0.900,485.006,1046.803,155.380,55.955,15.626,-7.218,2.184,13.691,0.187,0.000,-0.071,4,10.112,0.185,0.989,""
0.920,485.318,1046.657,155.424,56.228,15.625,-7.265,2.193,13.663,0.187,0.000,-0.070,4,10.123,0.147,0.989,""
0.940,485.631,1046.511,155.468,56.501,15.625,-7.312,2.203,13.636,0.187,0.000,-0.069,4,10.125,0.190,0.989,""
0.960,485.944,1046.364,155.512,56.774,15.625,-7.358,2.214,13.609,0.187,0.000,-0.068,4,10.212,0.174,0.989,""
0.980,486.256,1046.216,155.557,57.045,15.624,-7.403,2.225,13.582,0.188,0.000,-0.067,4,10.221,0.188,0.989,""
1.000,486.470,1046.068,155.601,57.317,15.624,-7.448,2.236,13.556,0.188,0.000,-0.066,4,10.228,0.174,0.989,""
1.020,486.782,1045.918,155.646,57.587,15.624,-7.492,2.246,13.529,0.188,0.000,-0.065,4,10.164,0.260,0.989,""
1.040,487.095,1045.767,155.691,57.857,15.624,-7.536,2.253,13.504,0.188,0.000,-0.063,4,10.029,0.106,0.989,""
1.060,487.407,1045.615,155.737,58.127,15.624,-7.580,2.258,13.478,0.188,0.000,-0.063,4,9.906,0.100,0.989,""
1.080,487.720,1045.463,155.782,58.396,15.624,-7.623,2.261,13.454,0.188,0.000,-0.062,4,9.813,0.157,0.989,""
1.100,488.032,1045.310,155.827,58.665,15.624,-7.665,2.263,13.429,0.188,0.000,-0.061,4,9.739,0.124,0.989,""
1.120,488.345,1045.156,155.872,58.933,15.624,-7.707,2.263,13.405,0.188,0.000,-0.060,4,9.688,0.130,0.989,""
1.140,488.563,1045.001,155.918,59.200,15.624,-7.748,2.265,13.381,0.188,0.000,-0.059,4,9.762,0.042,0.989,""
1.160,488.875,1044.846,155.963,59.467,15.624,-7.788,2.269,13.356,0.188,0.000,-0.058,4,9.862,0.038,0.989,""
1.180,489.187,1044.689,156.008,59.734,15.624,-7.828,2.273,13.332,0.188,0.000,-0.056,4,9.872,0.391,0.989,""
1.200,489.500,1044.532,156.054,60.000,15.624,-7.867,2.277,13.309,0.188,0.000,-0.056,4,9.820,0.354,0.989,""
1.220,489.813,1044.374,156.099,60.266,15.624,-7.905,2.279,13.285,0.188,0.000,-0.055,4,9.746,0.323,0.989,""
1.240,490.125,1044.215,156.145,60.532,15.624,-7.943,2.278,13.263,0.188,0.000,-0.054,4,9.634,0.116,0.989,""
1.260,490.438,1044.055,156.191,60.797,15.624,-7.981,2.277,13.240,0.188,0.000,-0.053,4,9.628,0.150,0.989,""
1.280,490.661,1043.895,156.236,61.061,15.624,-8.018,2.276,13.218,0.188,0.000,-0.052,4,9.616,0.122,0.989,""
1.300,490.974,1043.734,156.282,61.325,15.624,-8.054,2.273,13.197,0.188,0.000,-0.051,4,9.534,0.091,0.989,""
1.320,491.286,1043.572,156.327,61.589,15.625,-8.090,2.269,13.176,0.188,0.000,-0.050,4,9.479,0.085,0.990,""
1.340,491.599,1043.409,156.372,61.852,15.625,-8.126,2.264,13.155,0.188,0.000,-0.049,4,9.447,0.077,0.990,""
1.360,491.912,1043.246,156.417,62.115,15.625,-8.161,2.258,13.135,0.188,0.000,-0.048,4,9.356,0.415,0.990,""
1.380,492.224,1043.082,156.462,62.377,15.626,-8.196,2.250,13.115,0.187,0.000,-0.048,4,9.262,0.381,0.990,""
1.400,492.537,1042.917,156.507,62.639,15.626,-8.230,2.241,13.095,0.187,0.000,-0.047,4,9.247,0.302,0.990,""
1.420,492.763,1042.752,156.552,62.901,15.627,-8.263,2.234,13.076,0.187,0.000,-0.046,4,9.278,0.264,0.990,""
1.440,493.075,1042.587,156.597,63.162,15.627,-8.296,2.230,13.056,0.187,0.000,-0.045,4,9.467,0.181,0.990,""
1.460,493.388,1042.420,156.641,63.422,15.627,-8.327,2.230,13.037,0.186,0.000,-0.044,4,9.667,0.151,0.990,""
1.480,493.700,1042.253,156.686,63.683,15.628,-8.358,2.231,13.017,0.186,0.000,-0.044,4,9.771,0.089,0.990,""
1.500,494.013,1042.085,156.730,63.943,15.628,-8.388,2.233,12.997,0.186,0.000,-0.043,4,9.789,0.055,0.990,""
1.520,494.325,1041.917,156.775,64.202,15.628,-8.418,2.235,12.978,0.186,0.000,-0.042,4,9.804,0.131,0.990,""
1.540,494.634,1041.748,156.820,64.461,15.628,-8.447,2.237,12.959,0.186,0.000,-0.042,4,9.775,0.090,0.989,""
1.560,494.869,1041.578,156.865,64.720,15.628,-8.476,2.238,12.940,0.186,0.000,-0.041,4,9.768,0.081,0.989,""
1.580,495.182,1041.408,156.909,64.978,15.628,-8.504,2.239,12.921,0.186,0.000,-0.040,4,9.780,0.007,0.989,""
1.600,495.494,1041.238,156.954,65.236,15.628,-8.532,2.242,12.902,0.186,0.000,-0.039,4,9.806,0.326,0.989,""
1.620,495.807,1041.066,156.999,65.494,15.628,-8.559,2.244,12.884,0.186,0.000,-0.039,4,9.794,0.305,0.989,""
1.640,496.119,1040.895,157.044,65.751,15.629,-8.586,2.246,12.866,0.186,0.000,-0.038,4,9.763,0.279,0.989,""
1.660,496.432,1040.722,157.089,66.008,15.629,-8.612,2.246,12.848,0.186,0.000,-0.038,4,9.709,0.278,0.990,""
1.680,496.738,1040.550,157.134,66.265,15.629,-8.638,2.245,12.831,0.186,0.000,-0.037,4,9.630,0.255,0.990,""
1.700,496.979,1040.376,157.179,66.521,15.629,-8.664,2.243,12.815,0.186,0.000,-0.037,4,9.584,0.227,0.990,""
1.720,497.292,1040.203,157.224,66.778,15.629,-8.689,2.241,12.798,0.185,0.000,-0.036,4,9.585,0.121,0.990,""
1.740,497.604,1040.028,157.268,67.033,15.630,-8.714,2.238,12.782,0.185,0.000,-0.035,4,9.584,0.141,0.990,""
1.760,497.917,1039.853,157.313,67.289,15.630,-8.738,2.235,12.766,0.185,0.000,-0.035,4,9.542,0.078,0.990,""
1.780,498.230,1039.678,157.358,67.544,15.631,-8.763,2.231,12.751,0.185,0.000,-0.034,4,9.464,0.319,0.990,""
1.800,498.543,1039.502,157.402,67.798,15.631,-8.787,2.224,12.736,0.185,0.000,-0.034,4,9.371,0.298,0.990,""
1.820,498.855,1039.326,157.447,68.053,15.632,-8.810,2.217,12.722,0.184,0.000,-0.033,4,9.315,0.305,0.990,""
1.840,499.095,1039.149,157.491,68.307,15.632,-8.833,2.209,12.708,0.184,0.000,-0.033,4,9.282,0.274,0.990,""
1.860,499.407,1038.972,157.535,68.561,15.632,-8.856,2.201,12.694,0.184,0.000,-0.032,4,9.294,0.204,0.990,""
1.880,499.720,1038.795,157.579,68.815,15.633,-8.879,2.194,12.680,0.184,0.000,-0.032,4,9.350,0.175,0.990,""
1.900,500.033,1038.617,157.622,69.068,15.633,-8.900,2.190,12.666,0.184,0.000,-0.031,4,9.495,0.117,0.990,""
1.920,500.345,1038.438,157.666,69.321,15.634,-8.921,2.189,12.651,0.183,0.000,-0.031,4,9.653,0.098,0.990,""
1.940,500.658,1038.260,157.710,69.574,15.634,-8.941,2.191,12.637,0.183,0.000,-0.030,4,9.778,0.079,0.990,""
1.960,500.971,1038.081,157.754,69.827,15.634,-8.961,2.192,12.623,0.183,0.000,-0.030,4,9.796,0.052,0.990,""
1.980,501.212,1037.901,157.798,70.079,15.635,-8.981,2.194,12.609,0.183,0.000,-0.030,4,9.772,0.069,0.990,""
2.000,501.525,1037.721,157.842,70.331,15.635,-9.001,2.194,12.595,0.183,0.000,-0.029,4,9.734,0.033,0.990,""
2.020,501.838,1037.541,157.886,70.582,15.635,-9.020,2.194,12.582,0.183,0.000,-0.029,4,9.707,0.079,0.990,""
2.040,502.150,1037.360,157.929,70.834,15.635,-9.039,2.193,12.569,0.182,0.000,-0.029,4,9.673,0.082,0.990,""
2.060,502.463,1037.179,157.973,71.085,15.636,-9.058,2.193,12.556,0.182,0.000,-0.028,4,9.697,0.015,0.990,""
2.080,502.776,1036.997,158.017,71.336,15.636,-9.076,2.193,12.543,0.182,0.000,-0.028,4,9.719,0.013,0.990,""
2.100,503.088,1036.815,158.061,71.586,15.636,-9.094,2.194,12.530,0.182,0.000,-0.028,4,9.729,0.013,0.990,""
2.120,503.335,1036.633,158.105,71.837,15.636,-9.112,2.194,12.517,0.182,0.000,-0.028,4,9.723,0.010,0.990,""
2.140,503.648,1036.450,158.149,72.087,15.636,-9.129,2.193,12.504,0.182,0.000,-0.027,4,9.678,0.241,0.990,""
2.160,503.960,1036.267,158.193,72.337,15.637,-9.147,2.192,12.492,0.182,0.000,-0.027,4,9.623,0.215,0.990,""
2.180,504.273,1036.084,158.236,72.587,15.637,-9.164,2.189,12.480,0.182,0.000,-0.027,4,9.591,0.138,0.990,""
2.200,504.586,1035.900,158.280,72.836,15.637,-9.181,2.186,12.468,0.182,0.000,-0.026,4,9.562,0.040,0.990,""
2.220,504.899,1035.716,158.324,73.085,15.638,-9.199,2.182,12.457,0.181,0.000,-0.026,4,9.499,0.054,0.990,""
2.240,505.212,1035.532,158.367,73.334,15.638,-9.215,2.177,12.446,0.181,0.000,-0.026,4,9.455,0.061,0.990,""
2.260,505.460,1035.347,158.411,73.583,15.638,-9.232,2.171,12.435,0.181,0.000,-0.026,4,9.423,0.052,0.990,""
2.280,505.773,1035.162,158.454,73.832,15.639,-9.249,2.165,12.424,0.181,0.000,-0.026,4,9.408,0.052,0.990,""
2.300,506.086,1034.977,158.497,74.080,15.639,-9.265,2.159,12.414,0.181,0.000,-0.025,4,9.398,0.047,0.990,""
2.320,506.399,1034.791,158.540,74.328,15.640,-9.282,2.153,12.403,0.180,0.000,-0.025,4,9.374,0.242,0.990,""
2.340,506.712,1034.606,158.583,74.576,15.640,-9.298,2.146,12.393,0.180,0.000,-0.025,4,9.362,0.200,0.990,""
2.360,507.024,1034.419,158.626,74.824,15.641,-9.314,2.139,12.383,0.180,0.000,-0.025,4,9.371,0.133,0.990,""
2.380,507.337,1034.233,158.669,75.072,15.641,-9.329,2.135,12.372,0.180,0.000,-0.025,4,9.475,0.016,0.990,""
2.400,507.589,1034.046,158.711,75.319,15.642,-9.344,2.131,12.362,0.179,0.000,-0.025,4,9.520,0.026,0.990,""
2.420,507.902,1033.859,158.754,75.566,15.642,-9.359,2.128,12.352,0.179,0.000,-0.024,4,9.555,0.021,0.990,""
2.440,508.215,1033.672,158.797,75.813,15.643,-9.374,2.125,12.341,0.179,0.000,-0.024,4,9.580,0.038,0.990,""
2.460,508.528,1033.484,158.839,76.060,15.643,-9.389,2.123,12.331,0.179,0.000,-0.024,4,9.596,0.057,0.991,""
2.480,508.841,1033.296,158.881,76.306,15.643,-9.403,2.121,12.321,0.179,0.000,-0.024,4,9.602,0.032,0.991,""
2.500,509.154,1033.108,158.924,76.553,15.644,-9.417,2.119,12.311,0.178,0.000,-0.024,4,9.610,0.035,0.991,""
2.520,509.467,1032.919,158.966,76.799,15.644,-9.432,2.117,12.301,0.178,0.000,-0.024,4,9.618,0.041,0.991,""
2.540,509.721,1032.730,159.008,77.045,15.644,-9.446,2.115,12.291,0.178,0.000,-0.024,4,9.633,0.040,0.991,""
2.560,510.034,1032.541,159.051,77.291,15.645,-9.459,2.114,12.281,0.178,0.000,-0.024,4,9.647,0.039,0.991,""
2.580,510.347,1032.352,159.093,77.536,15.645,-9.473,2.113,12.271,0.178,0.000,-0.024,4,9.659,0.039,0.991,""
2.600,510.660,1032.162,159.135,77.781,15.645,-9.487,2.112,12.261,0.177,0.000,-0.023,4,9.669,0.046,0.991,""
2.620,510.973,1031.972,159.177,78.026,15.646,-9.501,2.111,12.251,0.177,0.000,-0.023,4,9.664,0.036,0.991,""
2.640,511.286,1031.781,159.220,78.271,15.646,-9.514,2.109,12.241,0.177,0.000,-0.023,4,9.651,0.033,0.991,""
2.660,511.599,1031.591,159.262,78.516,15.647,-9.528,2.108,12.231,0.177,0.000,-0.023,4,9.646,0.064,0.991,""
2.680,511.856,1031.400,159.304,78.760,15.647,-9.541,2.107,12.221,0.177,0.000,-0.023,4,9.662,0.058,0.991,""
2.700,512.169,1031.209,159.346,79.005,15.647,-9.554,2.107,12.212,0.177,0.000,-0.023,4,9.694,0.053,0.991,""
2.720,512.482,1031.018,159.388,79.249,15.648,-9.568,2.107,12.202,0.176,0.000,-0.023,4,9.729,0.039,0.991,""
2.740,512.795,1030.826,159.430,79.492,15.648,-9.581,2.108,12.192,0.176,0.000,-0.023,4,9.765,0.025,0.991,""
2.760,513.108,1030.634,159.473,79.736,15.648,-9.594,2.110,12.181,0.176,0.000,-0.023,4,9.817,0.043,0.991,""
2.780,513.421,1030.442,159.515,79.979,15.648,-9.606,2.113,12.171,0.176,0.000,-0.023,4,9.876,0.030,0.991,""
2.800,513.734,1030.250,159.557,80.223,15.648,-9.619,2.117,12.161,0.176,0.000,-0.023,4,9.931,0.013,0.991,""
2.820,513.999,1030.057,159.600,80.465,15.649,-9.631,2.123,12.150,0.176,0.000,-0.023,4,9.978,0.075,0.991,""
2.840,514.312,1029.864,159.642,80.708,15.649,-9.643,2.130,12.139,0.176,0.000,-0.023,4,10.080,0.100,0.991,""
2.860,514.625,1029.671,159.685,80.951,15.649,-9.655,2.139,12.128,0.176,0.000,-0.023,4,10.179,0.070,0.991,""
2.880,514.938,1029.478,159.728,81.193,15.648,-9.667,2.151,12.116,0.176,0.000,-0.023,4,10.286,0.156,0.990,""
2.900,515.250,1029.284,159.771,81.435,15.648,-9.678,2.165,12.105,0.176,0.000,-0.023,4,10.415,0.145,0.990,""
2.920,515.563,1029.091,159.815,81.676,15.648,-9.689,2.182,12.092,0.176,0.000,-0.023,4,10.539,0.090,0.990,""
2.940,515.876,1028.897,159.859,81.918,15.647,-9.700,2.201,12.080,0.176,0.000,-0.023,4,10.675,0.063,0.990,""
2.960,516.148,1028.703,159.903,82.159,15.647,-9.710,2.223,12.067,0.176,0.000,-0.023,4,10.804,0.079,0.990,""
2.980,516.460,1028.509,159.948,82.399,15.646,-9.720,2.246,12.054,0.177,0.000,-0.023,4,10.896,0.113,0.990,""
3.000,516.773,1028.315,159.993,82.640,15.645,-9.729,2.272,12.040,0.177,0.000,-0.023,4,11.012,0.080,0.990,""
3.020,517.085,1028.120,160.039,82.880,15.644,-9.738,2.301,12.026,0.177,0.000,-0.022,4,11.144,0.089,0.989,""
3.040,517.398,1027.926,160.086,83.120,15.643,-9.746,2.332,12.012,0.178,0.000,-0.022,4,11.274,0.129,0.989,""
3.060,517.710,1027.731,160.133,83.360,15.642,-9.755,2.365,11.997,0.179,0.000,-0.022,4,11.355,0.179,0.989,""
3.080,518.022,1027.537,160.181,83.599,15.640,-9.762,2.399,11.982,0.179,0.000,-0.022,4,11.404,0.182,0.989,""
3.100,518.319,1027.342,160.230,83.838,15.638,-9.770,2.435,11.966,0.180,0.000,-0.022,4,11.510,0.229,0.988,""
3.120,518.607,1027.146,160.279,84.076,15.637,-9.777,2.473,11.951,0.181,0.000,-0.022,4,11.618,0.177,0.988,""
3.140,518.919,1026.951,160.329,84.315,15.635,-9.783,2.512,11.934,0.182,0.000,-0.022,4,11.675,0.215,0.988,""
3.160,519.231,1026.756,160.380,84.553,15.633,-9.790,2.552,11.918,0.183,0.000,-0.022,4,11.702,0.159,0.988,""
3.180,519.543,1026.561,160.432,84.790,15.630,-9.796,2.593,11.901,0.184,0.000,-0.022,4,11.738,0.144,0.987,""
3.200,519.855,1026.365,160.484,85.027,15.628,-9.802,2.634,11.885,0.185,0.000,-0.022,4,11.776,0.199,0.987,""
3.220,520.167,1026.169,160.538,85.264,15.626,-9.807,2.675,11.868,0.186,0.000,-0.022,4,11.758,0.220,0.987,""
3.240,520.479,1025.974,160.592,85.501,15.623,-9.813,2.715,11.851,0.187,0.000,-0.022,4,11.725,0.205,0.986,""
3.260,520.754,1025.778,160.647,85.737,15.620,-9.818,2.755,11.834,0.189,0.000,-0.022,4,11.678,0.187,0.986,""
3.280,521.066,1025.582,160.703,85.973,15.617,-9.824,2.793,11.817,0.190,0.000,-0.022,4,11.635,0.141,0.986,""
3.300,521.377,1025.386,160.759,86.208,15.615,-9.829,2.832,11.799,0.191,0.000,-0.022,4,11.633,0.179,0.985,""
3.320,521.689,1025.189,160.817,86.444,15.612,-9.834,2.870,11.782,0.193,0.000,-0.022,4,11.591,0.223,0.985,""
3.340,522.000,1024.993,160.875,86.678,15.609,-9.839,2.907,11.765,0.194,0.000,-0.022,4,11.536,0.221,0.985,""
3.360,522.312,1024.797,160.933,86.913,15.605,-9.844,2.943,11.748,0.196,0.000,-0.022,4,11.504,0.202,0.984,""
3.380,522.623,1024.600,160.993,87.147,15.602,-9.849,2.977,11.730,0.197,0.000,-0.022,4,11.435,0.243,0.984,""
3.400,522.899,1024.404,161.053,87.381,15.599,-9.855,3.010,11.713,0.199,0.000,-0.022,4,11.325,0.274,0.984,""
3.420,523.210,1024.207,161.114,87.614,15.596,-9.860,3.040,11.697,0.200,0.000,-0.022,4,11.187,0.195,0.983,""
3.440,523.522,1024.010,161.175,87.848,15.592,-9.866,3.069,11.680,0.202,0.000,-0.022,4,11.153,0.166,0.983,""
3.460,523.833,1023.813,161.237,88.080,15.589,-9.871,3.099,11.663,0.204,0.000,-0.022,4,11.157,0.153,0.983,""
3.480,524.144,1023.616,161.299,88.313,15.586,-9.876,3.128,11.646,0.206,0.000,-0.021,4,11.121,0.194,0.982,""
3.500,524.455,1023.419,161.362,88.545,15.582,-9.882,3.157,11.630,0.207,0.000,-0.021,4,11.121,0.094,0.982,""
3.520,524.766,1023.221,161.426,88.777,15.579,-9.887,3.186,11.613,0.209,0.000,-0.021,4,11.155,0.106,0.982,""
3.540,525.044,1023.024,161.490,89.008,15.575,-9.892,3.216,11.595,0.211,0.000,-0.021,4,11.167,0.160,0.981,""
3.560,525.355,1022.826,161.555,89.239,15.572,-9.897,3.246,11.578,0.212,0.000,-0.021,4,11.138,0.208,0.981,""
3.580,525.665,1022.629,161.620,89.470,15.568,-9.902,3.274,11.561,0.214,0.000,-0.021,4,11.075,0.253,0.980,""
3.600,525.976,1022.431,161.686,89.700,15.564,-9.907,3.300,11.544,0.216,0.000,-0.021,4,10.992,0.272,0.980,""
3.620,526.287,1022.233,161.752,89.930,15.561,-9.912,3.325,11.528,0.218,0.000,-0.021,4,10.929,0.196,0.980,""
3.640,526.597,1022.035,161.819,90.160,15.557,-9.917,3.351,11.511,0.220,0.000,-0.021,4,10.943,0.227,0.979,""
3.660,526.908,1021.838,161.887,90.389,15.553,-9.922,3.376,11.494,0.221,0.000,-0.021,4,10.926,0.266,0.979,""
3.680,527.185,1021.639,161.954,90.618,15.550,-9.927,3.402,11.477,0.223,0.000,-0.021,4,10.918,0.238,0.978,""
3.700,527.496,1021.441,162.023,90.847,15.546,-9.931,3.429,11.460,0.225,0.000,-0.021,4,10.995,0.095,0.978,""
3.720,527.806,1021.243,162.092,91.075,15.542,-9.936,3.457,11.443,0.227,0.000,-0.021,4,11.071,0.142,0.978,""
3.740,528.116,1021.045,162.161,91.303,15.538,-9.940,3.486,11.425,0.229,0.000,-0.021,4,11.094,0.179,0.977,""
3.760,528.426,1020.846,162.232,91.531,15.535,-9.944,3.515,11.408,0.231,0.000,-0.020,4,11.067,0.210,0.977,""
3.780,528.737,1020.648,162.302,91.759,15.531,-9.948,3.543,11.390,0.233,0.000,-0.020,4,11.028,0.186,0.976,""
3.800,529.047,1020.449,162.374,91.986,15.527,-9.952,3.570,11.373,0.235,0.000,-0.020,4,10.994,0.201,0.976,""
3.820,529.326,1020.250,162.445,92.212,15.523,-9.957,3.596,11.356,0.237,0.000,-0.020,4,10.933,0.240,0.976,""
