time,name,profile,lap,nextGate,speed,target,throttle,brake,grounded,recoveries,misses,x,y,z,roadDistance
3.002,YOU reference pilot,original,0,0,0.000,0.000,0.000,0.000,0,0,0,322.058,9.782,544.064,2.291
3.002,EMBER,tourer,0,0,0.000,0.000,0.000,0.000,0,0,0,318.010,11.281,535.877,2.291
3.002,GOLD,moto,0,0,0.000,0.000,0.000,0.000,0,0,0,322.375,12.467,528.988,2.254
3.002,BLUE,atv,0,0,0.000,0.000,0.000,0.000,0,0,0,317.798,13.848,522.232,2.254
3.260,YOU reference pilot,original,0,0,3.405,32.000,1.000,0.000,4,0,0,322.099,9.847,543.636,2.294
3.260,EMBER,tourer,0,0,3.095,32.000,1.000,0.000,4,0,0,318.014,11.352,535.502,2.289
3.260,GOLD,moto,0,0,4.270,32.000,1.000,0.000,4,0,0,322.367,12.568,528.433,2.256
3.260,BLUE,atv,0,0,4.045,32.000,1.000,0.000,4,0,0,317.781,13.944,521.704,2.250
3.520,YOU reference pilot,original,0,0,6.338,22.321,1.000,0.000,4,0,0,322.212,10.095,542.368,2.320
3.520,EMBER,tourer,0,0,5.810,20.196,1.000,0.000,4,0,0,318.027,11.588,534.340,2.287
3.520,GOLD,moto,0,0,7.990,32.000,1.000,0.000,4,0,0,322.341,12.891,526.837,2.264
3.520,BLUE,atv,0,0,7.501,32.000,1.000,0.000,4,0,0,317.745,14.269,520.208,2.240
3.800,YOU reference pilot,original,0,0,9.224,24.241,1.000,0.000,4,0,0,322.380,10.498,540.199,2.374
3.800,EMBER,tourer,0,0,8.508,22.184,1.000,0.000,4,0,0,318.063,11.986,532.343,2.251
3.800,GOLD,moto,0,0,11.630,32.000,1.000,0.000,4,0,0,322.284,13.456,524.105,2.284
3.800,BLUE,atv,0,0,10.869,32.000,1.000,0.000,4,0,0,317.710,14.819,517.654,2.191
4.060,YOU reference pilot,original,0,0,11.676,26.323,1.000,0.000,4,0,0,322.536,10.996,537.503,2.440
4.060,EMBER,tourer,0,0,10.829,24.301,1.000,0.000,4,0,0,318.117,12.475,529.851,2.171
4.060,GOLD,moto,0,0,14.733,32.000,1.000,0.000,4,0,0,322.198,14.140,520.710,2.302
4.060,BLUE,atv,0,0,13.737,32.000,1.000,0.000,4,0,0,317.689,15.479,514.489,2.097
4.320,YOU reference pilot,original,0,0,13.930,28.581,1.000,0.000,4,0,0,322.655,11.614,534.208,2.518
4.320,EMBER,tourer,0,0,12.982,26.523,1.000,0.000,4,0,0,318.176,13.083,526.792,2.056
4.320,GOLD,moto,0,0,17.583,32.000,1.000,0.000,4,0,0,322.074,14.998,516.566,2.322
4.320,BLUE,atv,0,1,16.366,32.000,1.000,0.000,4,0,0,317.668,16.304,510.633,1.979
4.600,YOU reference pilot,original,0,0,16.148,31.084,1.000,0.000,4,0,0,322.715,12.415,530.048,2.604
4.600,EMBER,tourer,0,0,15.123,28.929,1.000,0.000,4,0,0,318.217,13.868,522.912,1.915
4.600,GOLD,moto,0,1,20.391,32.000,1.000,0.000,4,0,0,321.904,16.112,511.337,2.343
4.600,BLUE,atv,0,1,18.950,32.000,1.000,0.000,4,0,0,317.627,17.371,505.774,1.854
4.860,YOU reference pilot,original,0,0,18.029,32.000,1.000,0.000,4,0,0,322.696,13.280,525.669,2.675
4.860,EMBER,tourer,0,0,16.959,31.115,1.000,0.000,4,0,0,318.206,14.715,518.807,1.796
4.860,GOLD,moto,0,1,22.771,32.000,1.000,0.000,4,0,0,321.726,17.320,505.833,2.357
4.860,BLUE,atv,0,1,21.137,32.000,1.000,0.000,4,0,0,317.562,18.521,500.667,1.764
5.120,YOU reference pilot,original,0,0,19.751,32.000,1.000,0.000,4,0,0,322.611,14.258,520.837,2.732
5.120,EMBER,tourer,0,0,18.656,32.000,1.000,0.000,4,0,0,318.134,15.673,514.259,1.710
5.120,GOLD,moto,0,1,24.950,32.000,1.000,0.000,4,0,0,321.548,18.695,499.762,2.363
5.120,BLUE,atv,0,1,23.133,32.000,1.000,0.000,4,0,0,317.478,19.825,495.039,1.711
5.380,YOU reference pilot,original,0,0,21.325,32.000,1.000,0.000,4,0,0,322.471,15.350,515.595,2.776
5.380,EMBER,tourer,0,1,20.223,32.000,1.000,0.000,4,0,0,317.999,16.743,509.304,1.667
5.380,GOLD,moto,0,1,26.939,32.000,1.000,0.000,4,0,0,321.396,20.241,493.175,2.359
5.380,BLUE,atv,0,1,24.954,32.000,1.000,0.000,4,0,0,317.392,21.280,488.939,1.703
5.660,YOU reference pilot,original,0,1,22.866,32.000,1.000,0.000,4,0,0,322.281,16.653,509.533,2.806
5.660,EMBER,tourer,0,1,21.775,32.000,1.000,0.000,4,0,0,317.802,18.019,503.551,1.668
5.660,GOLD,moto,0,1,28.886,32.000,1.000,0.000,4,0,0,321.281,22.095,485.561,2.325
5.660,BLUE,atv,0,1,26.731,32.000,1.000,0.000,4,0,0,317.312,23.020,481.896,1.752
5.920,YOU reference pilot,original,0,1,24.163,32.000,1.000,0.000,4,0,0,322.093,17.982,503.555,2.820
5.920,EMBER,tourer,0,1,23.096,32.000,1.000,0.000,4,0,0,317.603,19.323,497.855,1.704
5.920,GOLD,moto,0,1,30.526,32.000,1.000,0.000,4,0,0,321.213,23.994,478.057,2.273
5.920,BLUE,atv,0,1,28.223,32.000,1.000,0.000,4,0,0,317.251,24.804,474.962,1.788
6.200,YOU reference pilot,original,0,1,25.427,32.000,1.000,0.000,4,0,0,321.907,19.543,496.779,2.821
6.200,EMBER,tourer,0,1,24.398,32.000,1.000,0.000,4,0,0,317.409,20.851,491.373,1.764
6.200,GOLD,moto,0,1,31.433,32.000,0.469,0.000,4,0,0,321.156,26.209,469.623,2.259
6.200,BLUE,atv,0,1,29.673,32.000,1.000,0.000,4,0,0,317.195,26.898,467.116,1.799
6.460,YOU reference pilot,original,0,1,26.486,32.000,1.000,0.000,4,0,0,321.772,21.114,490.207,2.803
6.460,EMBER,tourer,0,1,25.501,32.000,1.000,0.000,4,0,0,317.275,22.390,485.062,1.840
6.460,GOLD,moto,0,1,31.532,32.000,0.376,0.000,4,0,0,321.101,28.348,461.718,2.263
6.460,BLUE,atv,0,1,30.884,32.000,0.960,0.000,4,0,0,317.147,28.966,459.506,1.792
6.720,YOU reference pilot,original,0,1,27.442,32.000,1.000,0.000,4,0,0,321.683,22.800,483.393,2.756
6.720,EMBER,tourer,0,1,26.509,32.000,1.000,0.000,4,0,0,317.190,24.046,478.498,1.906
6.720,GOLD,moto,0,1,31.539,32.000,0.369,0.000,4,0,0,321.041,30.520,453.813,2.270
6.720,BLUE,atv,0,1,31.358,32.000,0.525,0.000,4,0,0,317.096,31.119,451.684,1.780
7.000,YOU reference pilot,original,0,1,28.368,32.000,1.000,0.000,4,0,0,321.622,24.739,475.816,2.716
7.000,EMBER,tourer,0,1,27.492,32.000,1.000,0.000,4,0,0,317.144,25.971,471.178,1.919
7.000,GOLD,moto,0,1,31.536,32.000,0.371,0.000,4,0,0,320.976,32.880,445.305,2.275
7.000,BLUE,atv,0,1,31.441,32.000,0.449,0.000,4,0,0,317.039,33.473,443.210,1.770
7.260,YOU reference pilot,original,0,1,29.137,32.000,1.000,0.000,4,0,0,321.576,26.653,468.582,2.711
7.260,EMBER,tourer,0,1,28.322,32.000,1.000,0.000,4,0,0,317.123,27.859,464.163,1.896
7.260,GOLD,moto,0,1,31.533,32.000,0.374,0.000,4,0,0,320.918,35.085,437.409,2.278
7.260,BLUE,atv,0,1,31.451,32.000,0.439,0.000,4,0,0,316.988,35.673,435.336,1.765
7.520,YOU reference pilot,original,0,1,29.831,32.000,1.000,0.000,4,0,0,321.527,28.658,461.176,2.718
7.520,EMBER,tourer,0,1,29.083,32.000,1.000,0.000,4,0,0,317.105,29.825,456.957,1.860
7.520,GOLD,moto,0,1,31.530,32.000,0.376,0.000,4,0,0,320.869,37.297,429.515,2.279
7.520,BLUE,atv,0,1,31.452,32.000,0.439,0.000,4,0,0,316.943,37.878,427.462,1.765
7.800,YOU reference pilot,original,0,1,30.504,32.000,1.000,0.000,4,0,0,321.466,30.896,453.024,2.725
7.800,EMBER,tourer,0,1,29.832,32.000,1.000,0.000,4,0,0,317.078,32.022,448.998,1.825
7.800,GOLD,moto,0,1,31.529,32.000,0.376,0.000,4,0,0,320.830,39.679,421.015,2.279
7.800,BLUE,atv,0,1,31.451,32.000,0.439,0.000,4,0,0,316.907,40.252,418.981,1.769
8.060,YOU reference pilot,original,0,1,30.993,32.000,0.824,0.000,4,0,0,321.407,33.036,445.310,2.729
8.060,EMBER,tourer,0,1,30.471,32.000,1.000,0.000,4,0,0,317.040,34.125,441.439,1.805
8.060,GOLD,moto,0,1,31.529,32.000,0.376,0.000,4,0,0,320.813,41.888,413.120,2.277
