time,x,y,z,vx,vy,vz,speed,wheels,up,s,clearance,throttle,brake,steer
0.01999999,987,152.5692,279.9928,0,-0.04016253,-0.3598559,0.3598559,4,1,5.007202,0.1791687,1,0,0
0.03999998,987,152.5677,279.9785,0,-0.07283465,-0.7174449,0.7174449,4,1,5.021545,0.1777191,1,0,0
0.05999998,987,152.5658,279.957,0,-0.09838454,-1.072781,1.072781,4,1,5.042999,0.1757507,1,0,0
0.07999997,987,152.5634,279.9285,0,-0.11728,-1.42588,1.42588,4,1,5.071503,0.1734009,1,0,0
0.09999996,987,152.5608,279.893,0,-0.1300922,-1.776753,1.776753,4,1,5.107025,0.1708069,1,0,0
0.12,987,152.558,279.8505,0,-0.1374596,-2.125417,2.125417,4,1,5.149536,0.168045,1,0,0
0.14,987,152.5552,279.801,0,-0.1400765,-2.471884,2.471884,4,1,5.198975,0.1652374,1,0,0
0.1599999,987,152.5525,279.7447,0,-0.1386254,-2.816169,2.816169,4,1,5.25531,0.1624603,1,0,0
0.1799999,987,152.5498,279.6815,0,-0.1337982,-3.158285,3.158285,4,1,5.318481,0.15979,1,0,0
0.1999999,987,152.5473,279.6115,0,-0.126275,-3.498246,3.498246,4,1,5.388458,0.1572571,1,0,0
0.2199999,987,152.5449,279.5348,0,-0.1166665,-3.836065,3.836065,4,1,5.465179,0.1549225,1,0,0
0.2399999,987,152.5428,279.4514,0,-0.1055648,-4.171756,4.171756,4,1,5.548615,0.1528168,1,0,0
0.2599999,987,152.5409,279.3613,0,-0.09350678,-4.505333,4.505333,4,1,5.638733,0.1509399,1,0,0
0.2799999,987,152.5393,279.2645,0,-0.0809432,-4.836809,4.836809,4,1,5.735474,0.1493225,1,0,0
0.2999999,987,152.5379,279.1612,0,-0.06829223,-5.166196,5.166196,4,1,5.838806,0.1479492,1,0,0
0.3199999,987,152.5368,279.0513,0,-0.05588511,-5.493508,5.493508,4,1,5.948669,0.1468506,1,0,0
0.3399999,987,152.5359,278.935,0,-0.0440198,-5.818759,5.818759,4,1,6.065033,0.1459503,1,0,0
0.3599999,987,152.5353,278.8121,0,-0.03290689,-6.141961,6.141961,4,1,6.187866,0.1452942,1,0,0
0.3799999,987,152.5348,278.6829,0,-0.02272315,-6.463127,6.463127,4,1,6.317139,0.1448364,1,0,0
0.3999999,987,152.5346,278.5472,0,-0.01357738,-6.78227,6.78227,4,1,6.452789,0.1445618,1,0,0
0.4199998,987,152.5345,278.4052,0,-0.005541074,-7.099402,7.099402,4,1,6.594788,0.144455,1,0,0
0.4399998,987,152.5345,278.2569,0,0.001345513,-7.414537,7.414537,4,1,6.743073,0.1444855,1,0,0
0.4599998,987,152.5346,278.1024,0,0.007088269,-7.727687,7.727687,4,1,6.897614,0.1446228,1,0,0
