elapsed,themeTime,voicePlaying,themeVolume,master,radioObjects
4.782,1.920,False,0.090,0,0
4.896,2.027,False,0.262,0,0
4.997,2.133,False,0.270,0,0
5.097,2.240,False,0.270,0,0
5.214,2.347,False,0.270,0,0
5.315,2.432,False,0.270,0,0
5.417,2.539,False,0.270,0,0
5.525,2.667,False,0.270,0,0
5.641,2.773,False,0.270,0,0
5.741,2.880,False,0.270,0,0
5.853,2.987,False,0.270,0,0
5.974,3.115,False,0.270,0,0
6.075,3.221,False,0.270,0,0
6.192,3.328,False,0.270,0,0
6.309,3.435,False,0.270,0,0
6.409,3.563,False,0.270,0,0
6.526,3.648,False,0.270,0,0
6.634,3.776,False,0.270,0,0
6.741,3.883,False,0.270,0,0
6.858,3.989,False,0.270,0,0
6.975,4.117,False,0.270,0,0
7.091,4.224,False,0.270,0,0
7.208,4.352,False,0.270,0,0
7.308,4.437,False,0.270,0,0
7.425,4.565,False,0.270,0,0
7.525,4.672,False,0.270,0,0
7.625,4.757,False,0.270,0,0
7.725,4.864,False,0.270,0,0
7.835,4.971,False,0.270,0,0
7.954,5.077,False,0.270,0,0
8.065,5.205,False,0.270,0,0
8.168,5.312,False,0.270,0,0
8.284,5.419,False,0.270,0,0
8.401,5.525,False,0.270,0,0
8.507,5.632,False,0.270,0,0
8.624,5.760,False,0.270,0,0
8.741,5.867,False,0.270,0,0
8.857,5.995,False,0.270,0,0
8.974,6.123,False,0.270,0,0
9.076,6.208,False,0.270,0,0
9.185,6.336,False,0.270,0,0
9.295,6.443,False,0.270,0,0
9.411,6.549,False,0.270,0,0
9.519,6.635,False,0.270,0,0
9.638,6.763,False,0.270,0,0
9.749,6.891,False,0.270,0,0
9.854,6.976,False,0.270,0,0
9.955,7.083,False,0.270,0,0
10.072,7.211,False,0.270,0,0
10.188,7.317,False,0.270,0,0
10.289,7.424,False,0.270,0,0
10.406,7.552,False,0.270,0,0
10.510,7.637,False,0.270,0,0
10.624,7.744,False,0.270,0,0
10.724,7.851,False,0.270,0,0
10.832,7.979,False,0.270,0,0
10.948,8.064,False,0.270,0,0
11.064,8.192,False,0.270,0,0
11.165,8.299,False,0.270,0,0
11.274,8.405,False,0.270,0,0
11.385,8.533,False,0.270,0,0
11.508,8.661,False,0.270,0,0
11.613,8.747,False,0.270,0,0
11.730,8.853,False,0.270,0,0
11.847,8.981,False,0.270,0,0
11.950,9.088,False,0.270,0,0
12.066,9.195,False,0.270,0,0
12.167,9.301,False,0.270,0,0
12.285,9.429,False,0.270,0,0
12.398,9.536,False,0.270,0,0
12.506,9.643,False,0.270,0,0
12.617,9.771,False,0.270,0,0
12.735,9.877,False,0.270,0,0
12.838,9.984,False,0.270,0,0
12.948,10.069,False,0.270,0,0
13.054,10.197,False,0.270,0,0
13.157,10.283,False,0.270,0,0
13.274,10.411,False,0.270,0,0
13.374,10.517,False,0.270,0,0
13.490,10.624,False,0.270,0,0
13.607,10.752,False,0.270,0,0
13.724,10.880,False,0.270,0,0
13.841,10.965,False,0.270,0,0
13.946,11.072,False,0.270,0,0
14.056,11.179,False,0.270,0,0
14.158,11.285,False,0.270,0,0
14.273,11.392,False,0.270,0,0
14.382,11.520,False,0.270,0,0
14.499,11.648,False,0.270,0,0
14.615,11.733,False,0.270,0,0
14.732,11.861,False,0.270,0,0
14.838,11.989,False,0.270,0,0
14.955,12.096,False,0.270,0,0
15.060,12.203,False,0.270,0,0
15.164,12.288,False,0.270,0,0
15.281,12.416,False,0.270,0,0
15.387,12.523,False,0.270,0,0
15.510,12.651,False,0.270,0,0
15.612,12.757,False,0.270,0,0
15.721,12.843,False,0.270,0,0
15.822,12.949,False,0.270,0,0
15.933,13.077,False,0.270,0,0
16.050,13.184,False,0.270,0,0
16.166,13.312,False,0.270,0,0
16.267,13.397,False,0.270,0,0
16.384,13.525,False,0.270,0,0
16.488,13.632,False,0.270,0,0
16.613,13.739,False,0.270,0,0
16.719,13.867,False,0.270,0,0
16.835,13.952,False,0.270,0,0
16.946,14.080,False,0.270,0,0
17.048,14.187,False,0.270,0,0
17.171,14.293,False,0.270,0,0
17.276,14.421,False,0.270,0,0
17.382,14.507,False,0.270,0,0
17.494,14.635,False,0.270,0,0
17.611,14.763,False,0.270,0,0
17.728,14.848,False,0.270,0,0
17.833,14.976,False,0.270,0,0
17.950,15.083,False,0.270,0,0
18.054,15.189,False,0.270,0,0
18.154,15.296,False,0.270,0,0
18.256,15.381,False,0.270,0,0
18.373,15.509,False,0.270,0,0
18.479,15.595,False,0.270,0,0
18.585,15.723,False,0.270,0,0
18.686,15.829,False,0.270,0,0
18.787,15.915,False,0.270,0,0
18.897,16.021,False,0.270,0,0
19.004,16.149,False,0.270,0,0
19.110,16.235,False,0.270,0,0
19.218,16.363,False,0.270,0,0
19.321,16.469,False,0.270,0,0
19.438,16.576,False,0.270,0,0
19.538,16.683,False,0.270,0,0
19.644,16.768,False,0.270,0,0
