course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards,contactCorrections
Street Loop Reverse,original,18,-1.5,9.080,150.235,0.900,0.986,True,completed,16.162,0.900,1,0
Street Loop Reverse,original,28,-1.5,6.089,150.136,1.200,0.990,True,completed,32.979,1.200,1,0
Street Loop Reverse,original,38,-1.5,4.707,150.711,1.460,0.991,True,completed,53.803,1.460,1,0
Street Loop Reverse,tourer,18,-1.5,9.077,150.230,0.860,0.988,True,completed,15.474,0.860,1,0
Street Loop Reverse,tourer,28,-1.5,6.098,150.434,1.200,0.992,True,completed,32.980,1.200,1,0
Street Loop Reverse,tourer,38,-1.5,4.713,150.653,1.440,0.992,True,completed,53.189,1.440,1,0
Street Loop Reverse,moto,18,-1.5,9.066,150.054,0.980,0.989,True,completed,17.554,0.980,1,0
Street Loop Reverse,moto,28,-1.5,6.200,150.017,1.260,0.992,True,completed,34.730,1.260,1,9
Street Loop Reverse,moto,38,-1.5,4.718,150.094,1.560,0.974,True,completed,57.689,1.560,1,208
Street Loop Reverse,atv,18,-1.5,9.075,150.247,0.980,0.991,True,completed,17.509,0.980,1,10
Street Loop Reverse,atv,28,-1.5,6.152,150.401,1.260,0.992,True,completed,34.640,1.260,1,0
Street Loop Reverse,atv,38,-1.5,4.758,150.169,1.500,0.992,True,completed,55.588,1.500,1,84
