elapsed,themeTime,voicePlaying,themeVolume,master,radioObjects
4.013,0.853,True,0.090,0,0
4.124,0.981,True,0.090,0,0
4.228,1.067,True,0.090,0,0
4.344,1.173,True,0.090,0,0
4.461,1.301,True,0.090,0,0
4.578,1.429,True,0.090,0,0
4.683,1.515,True,0.090,0,0
4.795,1.643,True,0.090,0,0
4.906,1.749,True,0.090,0,0
5.018,1.856,False,0.112,0,0
5.122,1.963,False,0.133,0,0
5.224,2.069,False,0.154,0,0
5.341,2.176,False,0.177,0,0
5.457,2.283,False,0.200,0,0
5.574,2.411,False,0.224,0,0
5.691,2.539,False,0.247,0,0
5.796,2.624,False,0.268,0,0
5.910,2.752,False,0.270,0,0
6.020,2.880,False,0.270,0,0
6.150,2.987,False,0.270,0,0
6.268,3.115,False,0.270,0,0
6.389,3.243,False,0.270,0,0
6.502,3.349,False,0.270,0,0
6.612,3.435,False,0.270,0,0
6.713,3.563,False,0.270,0,0
6.829,3.669,False,0.270,0,0
6.950,3.776,False,0.270,0,0
7.054,3.904,False,0.270,0,0
7.161,4.011,False,0.270,0,0
7.278,4.117,False,0.270,0,0
7.392,4.245,False,0.270,0,0
7.493,4.331,False,0.270,0,0
7.600,4.437,False,0.270,0,0
7.732,4.565,False,0.270,0,0
7.840,4.672,False,0.270,0,0
7.941,4.800,False,0.270,0,0
8.043,4.885,False,0.270,0,0
8.157,4.992,False,0.270,0,0
8.259,5.120,False,0.270,0,0
8.376,5.227,False,0.270,0,0
8.482,5.333,False,0.270,0,0
8.585,5.419,False,0.270,0,0
8.698,5.547,False,0.270,0,0
8.816,5.653,False,0.270,0,0
8.917,5.760,False,0.270,0,0
9.024,5.867,False,0.270,0,0
9.142,5.973,False,0.270,0,0
9.253,6.101,False,0.270,0,0
9.358,6.208,False,0.270,0,0
9.467,6.315,False,0.270,0,0
9.579,6.421,False,0.270,0,0
9.695,6.528,False,0.270,0,0
9.811,6.656,False,0.270,0,0
9.928,6.763,False,0.270,0,0
10.028,6.869,False,0.270,0,0
10.133,6.976,False,0.270,0,0
10.257,7.083,False,0.270,0,0
10.371,7.211,False,0.270,0,0
10.473,7.317,False,0.270,0,0
10.579,7.424,False,0.270,0,0
10.686,7.531,False,0.270,0,0
10.807,7.637,False,0.270,0,0
10.913,7.765,False,0.270,0,0
11.018,7.872,False,0.270,0,0
11.123,7.957,False,0.270,0,0
11.255,8.107,False,0.270,0,0
11.363,8.213,False,0.270,0,0
11.480,8.320,False,0.270,0,0
11.597,8.427,False,0.270,0,0
11.702,8.533,False,0.270,0,0
11.819,8.661,False,0.270,0,0
11.924,8.768,False,0.270,0,0
12.032,8.875,False,0.270,0,0
12.147,9.003,False,0.270,0,0
12.247,9.088,False,0.270,0,0
12.359,9.216,False,0.270,0,0
12.478,9.323,False,0.270,0,0
12.588,9.429,False,0.270,0,0
12.690,9.515,False,0.270,0,0
12.797,9.643,False,0.270,0,0
12.908,9.749,False,0.270,0,0
13.009,9.835,False,0.270,0,0
13.126,9.963,False,0.270,0,0
13.242,10.091,False,0.270,0,0
13.369,10.219,False,0.270,0,0
13.481,10.325,False,0.270,0,0
13.597,10.453,False,0.270,0,0
13.713,10.560,False,0.270,0,0
13.830,10.667,False,0.270,0,0
13.932,10.773,False,0.270,0,0
14.034,10.880,False,0.270,0,0
14.134,10.965,False,0.270,0,0
14.235,11.072,False,0.270,0,0
14.336,11.179,False,0.270,0,0
14.452,11.285,False,0.270,0,0
14.569,11.413,False,0.270,0,0
14.685,11.541,False,0.270,0,0
14.802,11.648,False,0.270,0,0
14.919,11.755,False,0.270,0,0
15.024,11.861,False,0.270,0,0
15.127,11.968,False,0.270,0,0
15.236,12.075,False,0.270,0,0
15.340,12.181,False,0.270,0,0
15.443,12.288,False,0.270,0,0
15.557,12.395,False,0.270,0,0
15.690,12.544,False,0.270,0,0
15.809,12.651,False,0.270,0,0
15.930,12.779,False,0.270,0,0
16.048,12.885,False,0.270,0,0
16.164,13.013,False,0.270,0,0
16.280,13.141,False,0.270,0,0
16.381,13.227,False,0.270,0,0
16.495,13.333,False,0.270,0,0
16.608,13.461,False,0.270,0,0
16.710,13.547,False,0.270,0,0
16.823,13.653,False,0.270,0,0
16.926,13.760,False,0.270,0,0
17.026,13.867,False,0.270,0,0
17.145,13.973,False,0.270,0,0
17.256,14.101,False,0.270,0,0
17.362,14.208,False,0.270,0,0
17.463,14.293,False,0.270,0,0
17.580,14.421,False,0.270,0,0
17.720,14.571,False,0.270,0,0
17.833,14.677,False,0.270,0,0
17.949,14.805,False,0.270,0,0
18.066,14.912,False,0.270,0,0
18.183,15.019,False,0.270,0,0
18.299,15.125,False,0.270,0,0
18.400,15.253,False,0.270,0,0
18.507,15.360,False,0.270,0,0
18.623,15.467,False,0.270,0,0
18.727,15.573,False,0.270,0,0
18.829,15.680,False,0.270,0,0
18.929,15.765,False,0.270,0,0
19.045,15.893,False,0.270,0,0
19.148,15.979,False,0.270,0,0
19.251,16.107,False,0.270,0,0
19.366,16.213,False,0.270,0,0
19.484,16.320,False,0.270,0,0
19.620,16.469,False,0.270,0,0
19.727,16.576,False,0.270,0,0
19.858,16.683,False,0.270,0,0
19.964,16.811,False,0.270,0,0
20.090,16.939,False,0.270,0,0
20.200,17.024,False,0.270,0,0
20.302,17.152,False,0.270,0,0
20.407,17.259,False,0.270,0,0
20.526,17.365,False,0.270,0,0
20.642,17.493,False,0.270,0,0
20.757,17.600,False,0.270,0,0
20.877,17.728,False,0.270,0,0
20.988,17.813,False,0.270,0,0
21.096,17.941,False,0.270,0,0
21.207,18.048,False,0.270,0,0
21.312,18.155,False,0.270,0,0
21.430,18.283,False,0.270,0,0
21.556,18.411,False,0.270,0,0
21.666,18.517,False,0.270,0,0
21.776,18.603,False,0.270,0,0
21.893,18.731,False,0.270,0,0
21.999,18.837,False,0.270,0,0
22.113,18.944,False,0.270,0,0
22.225,19.072,False,0.270,0,0
22.347,19.200,False,0.270,0,0
22.458,19.307,False,0.270,0,0
22.580,19.435,False,0.270,0,0
22.694,19.541,False,0.270,0,0
22.802,19.648,False,0.270,0,0
22.903,19.733,False,0.270,0,0
23.023,19.861,False,0.270,0,0
23.133,19.989,False,0.270,0,0
23.241,20.075,False,0.270,0,0
23.349,20.203,False,0.270,0,0
23.462,20.309,False,0.270,0,0
23.579,20.416,False,0.270,0,0
23.689,20.544,False,0.270,0,0
23.793,20.629,False,0.270,0,0
23.922,20.779,False,0.270,0,0
24.024,20.864,False,0.270,0,0
24.155,20.992,False,0.270,0,0
24.257,21.099,False,0.270,0,0
24.361,21.205,False,0.270,0,0
24.480,21.333,False,0.270,0,0
24.587,21.419,False,0.270,0,0
24.692,21.525,False,0.270,0,0
24.794,21.653,False,0.270,0,0
24.906,21.739,False,0.270,0,0
25.020,21.867,False,0.270,0,0
25.121,21.973,False,0.270,0,0
25.227,22.080,False,0.270,0,0
25.333,22.165,False,0.270,0,0
25.440,22.272,False,0.270,0,0
25.543,22.400,False,0.270,0,0
25.656,22.485,False,0.270,0,0
25.763,22.613,False,0.270,0,0
25.873,22.720,False,0.270,0,0
25.982,22.827,False,0.270,0,0
26.090,22.933,False,0.270,0,0
26.190,23.019,False,0.270,0,0
26.314,23.168,False,0.270,0,0
26.435,23.275,False,0.270,0,0
26.539,23.381,False,0.270,0,0
26.660,23.509,False,0.270,0,0
26.786,23.616,False,0.270,0,0
26.932,23.787,False,0.270,0,0
27.045,23.893,False,0.270,0,0
27.161,24.000,False,0.270,0,0
27.276,24.107,False,0.270,0,0
27.378,24.213,False,0.270,0,0
27.500,24.341,False,0.270,0,0
27.600,24.448,False,0.270,0,0
27.753,24.597,False,0.270,0,0
27.890,24.725,False,0.270,0,0
28.003,24.853,False,0.270,0,0
28.117,24.960,False,0.270,0,0
28.219,25.067,False,0.270,0,0
28.340,25.173,False,0.270,0,0
28.460,25.301,False,0.270,0,0
28.588,25.429,False,0.270,0,0
28.730,25.579,False,0.270,0,0
28.850,25.707,False,0.270,0,0
28.956,25.813,False,0.270,0,0
29.064,25.899,False,0.270,0,0
29.167,26.005,False,0.270,0,0
29.284,26.133,False,0.270,0,0
29.395,26.240,False,0.270,0,0
29.497,26.325,False,0.270,0,0
29.598,26.453,False,0.270,0,0
29.707,26.560,False,0.270,0,0
29.817,26.667,False,0.270,0,0
29.923,26.773,False,0.270,0,0
30.047,26.880,False,0.270,0,0
30.147,26.987,False,0.270,0,0
30.261,27.093,False,0.270,0,0
30.368,27.200,False,0.270,0,0
30.474,27.328,False,0.270,0,0
30.592,27.435,False,0.270,0,0
30.696,27.541,False,0.270,0,0
30.799,27.648,False,0.270,0,0
30.910,27.755,False,0.270,0,0
31.012,27.861,False,0.270,0,0
31.123,27.968,False,0.270,0,0
31.252,28.096,False,0.270,0,0
31.366,28.203,False,0.270,0,0
31.473,28.309,False,0.270,0,0
31.573,28.416,False,0.270,0,0
31.690,28.523,False,0.270,0,0
