course,mode,vehicle,speed,line,direction,travel,air,minUp,recovered,awards,completed
Forest Loop Reverse,race,moto,24,0,1,221.61,2.70,0.939,True,1,True
Forest Loop Reverse,race,moto,24,-6,1,226.72,3.00,0.853,True,1,True
Forest Loop Reverse,race,moto,24,6,1,221.22,2.68,0.939,True,1,True
Forest Loop Reverse,race,moto,24,-11.675,1,258.61,5.34,0.689,True,1,True
Forest Loop Reverse,race,moto,24,11.675,1,221.15,2.68,0.938,True,1,True
Forest Loop Reverse,race,moto,32,0,1,227.61,3.22,0.935,True,1,True
Forest Loop Reverse,race,moto,32,-6,1,335.23,8.42,0.869,True,1,True
Forest Loop Reverse,race,moto,32,6,1,227.10,3.20,0.935,True,1,True
Forest Loop Reverse,race,moto,32,-11.675,1,313.38,9.10,0.522,True,1,True
Forest Loop Reverse,race,moto,32,11.675,1,227.08,3.20,0.935,True,1,True
Forest Loop Reverse,race,moto,40,0,1,227.81,3.44,0.931,True,0,True
Forest Loop Reverse,race,moto,40,-6,1,382.27,9.18,0.863,True,0,True
Forest Loop Reverse,race,moto,40,6,1,228.13,3.44,0.935,True,0,True
Forest Loop Reverse,race,moto,40,-11.675,1,335.73,10.46,-0.424,True,0,True
Forest Loop Reverse,race,moto,40,11.675,1,228.08,3.44,0.935,True,0,True
Forest Loop Reverse,race,atv,24,0,1,222.10,2.70,0.945,True,1,True
Forest Loop Reverse,race,atv,24,-6,1,226.71,2.98,0.843,True,1,True
Forest Loop Reverse,race,atv,24,6,1,221.29,2.66,0.945,True,1,True
Forest Loop Reverse,race,atv,24,-11.275,1,264.24,5.46,0.699,True,1,True
Forest Loop Reverse,race,atv,24,11.275,1,221.36,2.66,0.945,True,1,True
Forest Loop Reverse,race,atv,32,0,1,227.95,3.24,0.939,True,1,True
Forest Loop Reverse,race,atv,32,-6,1,361.62,9.96,0.835,True,1,True
Forest Loop Reverse,race,atv,32,6,1,227.18,3.18,0.939,True,1,True
Forest Loop Reverse,race,atv,32,-11.275,1,311.96,8.82,0.676,True,1,True
Forest Loop Reverse,race,atv,32,11.275,1,227.21,3.18,0.939,True,1,True
Forest Loop Reverse,race,atv,40,0,1,227.51,3.42,0.935,True,0,True
Forest Loop Reverse,race,atv,40,-6,1,228.45,3.50,0.863,True,0,True
Forest Loop Reverse,race,atv,40,6,1,227.69,3.42,0.935,True,0,True
Forest Loop Reverse,race,atv,40,-11.275,1,345.69,9.76,0.777,True,0,True
Forest Loop Reverse,race,atv,40,11.275,1,227.59,3.42,0.935,True,0,True
