course,vehicle,route,mode,repeat,seconds,recoveries,misses,maxLateral,minUpright,finished
Forest Loop Reverse,moto,Granite Saddle,normal,0,22.608,0,0,0.000,0.838,True
Forest Loop Reverse,moto,Granite Saddle,normal,1,22.635,0,0,0.000,0.838,True
Forest Loop Reverse,moto,Granite Saddle,clean,0,30.198,0,0,32.989,0.625,True
Forest Loop Reverse,moto,Granite Saddle,clean,1,30.149,0,0,32.942,0.625,True
Forest Loop Reverse,moto,Granite Saddle,imperfect,0,24.714,0,0,19.212,0.755,True
Forest Loop Reverse,moto,Granite Saddle,imperfect,1,25.222,0,0,20.388,0.804,True
Forest Loop Reverse,moto,Granite Saddle,recovery,0,19.931,0,0,8.931,0.614,True
Forest Loop Reverse,moto,Granite Saddle,recovery,1,20.095,0,0,8.918,0.533,True
Forest Loop Reverse,moto,Fern Gully,normal,0,27.614,0,0,0.000,0.975,True
Forest Loop Reverse,moto,Fern Gully,normal,1,27.613,0,0,0.000,0.975,True
Forest Loop Reverse,moto,Fern Gully,clean,0,21.622,0,0,2.513,0.982,True
Forest Loop Reverse,moto,Fern Gully,clean,1,21.630,0,0,2.511,0.981,True
Forest Loop Reverse,moto,Fern Gully,imperfect,0,25.783,0,0,4.292,0.982,True
Forest Loop Reverse,moto,Fern Gully,imperfect,1,25.769,0,0,1.541,0.982,True
Forest Loop Reverse,moto,Fern Gully,recovery,0,22.771,0,0,2.513,0.982,True
Forest Loop Reverse,moto,Fern Gully,recovery,1,22.770,0,0,2.511,0.982,True
Forest Loop Reverse,atv,Granite Saddle,normal,0,24.240,0,0,0.000,0.806,True
Forest Loop Reverse,atv,Granite Saddle,normal,1,24.196,0,0,0.000,0.806,True
Forest Loop Reverse,atv,Granite Saddle,clean,0,23.302,0,0,11.646,0.701,True
Forest Loop Reverse,atv,Granite Saddle,clean,1,24.245,0,0,11.609,0.682,True
Forest Loop Reverse,atv,Granite Saddle,imperfect,0,128.977,0,0,24.810,0.777,True
Forest Loop Reverse,atv,Granite Saddle,imperfect,1,27.577,0,0,17.056,0.546,True
Forest Loop Reverse,atv,Granite Saddle,recovery,0,22.831,0,0,11.232,0.701,True
Forest Loop Reverse,atv,Granite Saddle,recovery,1,22.492,0,0,11.170,0.701,True
Forest Loop Reverse,atv,Fern Gully,normal,0,27.949,0,0,0.000,0.872,True
Forest Loop Reverse,atv,Fern Gully,normal,1,27.989,0,0,0.000,0.874,True
Forest Loop Reverse,atv,Fern Gully,clean,0,21.886,0,0,2.278,0.981,True
Forest Loop Reverse,atv,Fern Gully,clean,1,21.874,0,0,2.278,0.981,True
Forest Loop Reverse,atv,Fern Gully,imperfect,0,26.285,0,0,5.244,0.981,True
Forest Loop Reverse,atv,Fern Gully,imperfect,1,26.207,0,0,1.186,0.981,True
Forest Loop Reverse,atv,Fern Gully,recovery,0,23.125,0,0,2.278,0.981,True
Forest Loop Reverse,atv,Fern Gully,recovery,1,23.170,0,0,2.279,0.981,True
