seconds,travel,recoveries,x,y,z,safeStation,speed
0.02,-0.05,0,607.63,78.80,-126.18,99.95,0.00
0.03,-0.05,0,607.63,78.81,-126.18,99.95,0.00
0.10,-0.04,0,607.63,78.81,-126.19,99.95,0.01
0.12,-0.04,0,607.63,78.81,-126.19,99.95,0.01
0.14,-0.04,0,607.63,78.81,-126.19,99.95,0.01
0.15,-0.04,0,607.63,78.81,-126.20,99.95,0.02
0.17,-0.04,0,607.63,78.81,-126.20,99.95,0.03
0.19,-0.03,0,607.63,78.81,-126.20,99.95,0.03
0.20,-0.03,0,607.63,78.81,-126.20,99.95,0.04
0.22,-0.03,0,607.63,78.81,-126.21,99.95,0.05
0.24,-0.03,0,607.63,78.81,-126.21,99.95,0.05
0.25,-0.03,0,607.63,78.81,-126.21,99.95,0.06
0.27,-0.02,0,607.63,78.81,-126.21,99.95,0.06
0.29,-0.02,0,607.63,78.80,-126.21,99.95,0.07
0.30,-0.02,0,607.64,78.80,-126.22,99.95,0.08
0.32,-0.02,0,607.64,78.80,-126.22,99.95,0.08
0.34,-0.02,0,607.64,78.80,-126.22,99.95,0.08
0.35,-0.01,0,607.64,78.80,-126.22,99.98,0.09
0.37,-0.01,0,607.64,78.80,-126.22,99.98,0.10
0.39,-0.01,0,607.64,78.80,-126.23,99.98,0.10
0.40,-0.01,0,607.64,78.80,-126.23,99.98,0.10
0.42,0.00,0,607.64,78.80,-126.23,99.98,0.11
0.44,0.00,0,607.64,78.80,-126.23,99.98,0.11
0.45,0.00,0,607.64,78.80,-126.23,99.98,0.11
0.47,0.00,0,607.64,78.80,-126.23,99.98,0.12
0.49,0.00,0,607.64,78.80,-126.24,99.98,0.12
0.50,0.01,0,607.64,78.80,-126.24,99.98,0.12
0.52,0.01,0,607.64,78.80,-126.24,99.98,0.12
0.54,0.01,0,607.64,78.80,-126.24,99.98,0.12
0.55,0.01,0,607.64,78.80,-126.24,99.98,0.12
0.57,0.01,0,607.64,78.80,-126.25,99.98,0.13
0.59,0.02,0,607.64,78.80,-126.25,99.98,0.13
0.60,0.02,0,607.64,78.80,-126.25,100.02,0.13
0.62,0.02,0,607.64,78.80,-126.25,100.02,0.13
0.64,0.02,0,607.64,78.80,-126.25,100.02,0.13
0.65,0.02,0,607.65,78.80,-126.26,100.02,0.13
0.67,0.03,0,607.65,78.80,-126.26,100.02,0.13
0.69,0.03,0,607.65,78.79,-126.26,100.02,0.13
0.70,0.03,0,607.65,78.79,-126.26,100.02,0.13
0.72,0.03,0,607.65,78.79,-126.27,100.02,0.13
0.74,0.03,0,607.65,78.79,-126.27,100.02,0.13
