time,speed,x,y,z,grounded,branch,station,lateral,brake,steering
0.360,6.258,591.927,80.900,-108.703,4,,75.629,53.739,0.000,-0.138
0.760,12.545,594.938,80.619,-111.087,4,,79.543,50.968,0.000,0.027
1.160,18.087,599.799,80.146,-114.919,4,,85.863,46.830,0.000,0.128
1.560,22.782,605.359,79.389,-120.958,4,,94.196,41.066,0.000,0.186
1.960,19.782,609.012,78.526,-128.691,4,,102.672,34.114,0.000,0.170
2.408,14.179,609.705,77.729,-136.046,4,,109.778,27.274,0.201,0.123
2.808,14.835,608.715,77.078,-142.045,4,,115.739,21.316,0.402,0.075
3.267,15.918,606.686,75.923,-148.523,0,,122.344,14.567,0.000,0.032
3.675,16.787,604.696,73.339,-154.323,0,,128.800,8.491,0.000,-0.052
4.088,17.376,602.631,68.972,-160.340,0,,136.387,2.496,0.000,-0.082
4.534,22.981,599.059,63.628,-167.280,4,,145.797,0.674,0.000,0.003
4.955,23.677,595.175,59.036,-174.797,4,,155.408,2.064,0.000,0.054
5.402,23.876,589.854,54.116,-183.058,4,,166.377,0.475,0.000,0.058
5.815,23.854,584.185,50.072,-189.614,4,,175.860,0.373,0.000,0.057
6.226,23.857,577.327,45.936,-195.667,4,,185.671,0.519,0.000,0.066
6.629,23.489,569.976,42.818,-200.661,4,,194.707,0.383,0.000,0.086
10.108,-1.237,565.481,42.514,-203.161,4,Granite Saddle,199.514,0.350,0.000,0.733
10.508,6.105,565.500,42.516,-204.306,3,Granite Saddle,200.335,1.378,0.000,0.658
10.908,9.215,564.924,42.093,-207.768,0,Granite Saddle,203.675,4.245,0.000,0.541
11.356,6.692,563.900,39.947,-211.864,0,Granite Saddle,208.211,7.593,0.000,0.486
11.764,5.046,562.737,37.636,-215.245,4,Granite Saddle,212.237,10.321,0.000,0.397
12.166,10.092,559.776,38.314,-215.650,4,Granite Saddle,214.414,9.738,0.000,0.186
12.606,11.916,555.007,40.320,-214.977,0,Granite Saddle,216.778,7.826,0.000,0.049
13.007,11.362,550.383,40.777,-214.110,2,Granite Saddle,219.358,6.099,0.000,-0.071
13.407,15.563,545.562,41.964,-212.142,4,Granite Saddle,221.158,3.592,0.000,-0.086
13.807,19.527,539.110,43.891,-210.009,4,Granite Saddle,224.302,1.218,0.000,-0.085
14.207,23.134,530.857,45.655,-208.434,2,Granite Saddle,230.029,0.057,0.000,-0.055
14.645,22.465,520.917,46.271,-207.044,0,Granite Saddle,239.611,0.499,0.000,0.016
15.190,22.071,508.837,44.425,-205.354,0,Granite Saddle,254.824,0.580,0.000,0.106
15.660,25.252,497.716,42.948,-205.322,4,Granite Saddle,269.514,1.003,0.000,0.114
16.649,30.993,470.133,43.511,-202.778,4,Granite Saddle,298.847,1.762,0.000,-0.026
17.093,34.451,455.954,43.140,-200.013,4,Granite Saddle,312.725,0.104,0.000,-0.027
17.493,37.233,441.697,42.653,-198.251,4,Granite Saddle,328.954,0.512,0.000,-0.014
17.893,39.337,426.449,43.101,-197.001,4,Granite Saddle,351.912,0.578,0.000,-0.015
18.294,40.284,410.561,44.391,-195.565,0,Granite Saddle,434.013,0.907,0.000,0.010
18.694,39.436,394.638,44.939,-193.764,0,Granite Saddle,460.148,1.825,0.616,-0.011
19.094,38.919,378.837,43.958,-192.042,0,Granite Saddle,475.229,3.017,1.000,-0.100
19.494,38.432,363.154,41.462,-190.373,0,Granite Saddle,487.422,4.777,1.000,-0.234
19.926,35.924,346.739,40.518,-190.004,4,Granite Saddle,502.983,6.055,0.791,-0.148
20.347,29.301,333.563,40.732,-191.470,4,Granite Saddle,514.227,5.644,1.000,-0.031
20.747,29.562,322.583,41.170,-193.996,4,Granite Saddle,524.048,4.034,0.000,-0.001
21.391,34.023,302.720,43.297,-198.351,4,Granite Saddle,539.750,0.808,0.000,0.059
21.802,36.304,288.072,45.090,-199.394,4,Granite Saddle,551.635,0.512,0.000,0.053
22.202,38.279,273.247,46.571,-198.292,4,Granite Saddle,564.466,0.992,0.000,0.035
22.602,40.273,257.782,47.287,-195.447,4,Granite Saddle,578.603,0.886,0.000,0.019
23.003,42.290,241.740,47.059,-191.396,2,Granite Saddle,593.891,0.568,0.000,0.012
23.403,42.378,225.401,46.134,-186.589,4,Granite Saddle,610.111,0.106,0.546,0.045
23.806,41.967,209.784,45.256,-180.561,4,Granite Saddle,626.683,0.174,0.000,0.040
24.224,35.099,194.836,44.141,-173.115,4,,643.459,6.462,0.896,-0.047
24.627,31.947,182.845,43.067,-167.877,2,,656.534,19.542,0.000,-0.036
25.027,31.937,170.856,41.337,-163.942,4,,669.242,32.137,0.000,-0.023
25.521,31.855,155.476,39.906,-160.188,4,,685.134,47.886,0.000,-0.010
25.921,31.939,143.004,39.456,-157.655,4,,697.875,60.537,0.000,-0.004
