time,station,active,visible,sightings,calls
0.20,4603.7,6,0,0,0
1.20,4611.7,6,0,0,0
2.20,4632.0,6,0,0,0
3.20,4659.7,6,0,0,0
4.20,1.8,6,0,0,0
5.20,14.2,6,0,0,0
6.20,34.4,6,0,0,0
7.20,61.4,6,0,0,0
8.22,93.6,6,0,0,0
9.22,129.7,6,0,0,0
10.22,168.5,6,0,0,0
11.22,209.2,6,0,0,0
12.22,250.6,6,0,0,0
13.22,289.8,6,0,0,0
14.24,324.4,6,0,0,0
15.24,361.9,6,0,0,0
16.24,401.5,6,0,0,0
17.24,442.8,6,0,0,0
18.24,485.3,6,0,0,0
19.24,528.7,6,0,0,0
20.26,572.9,6,0,0,0
21.26,617.5,6,0,0,0
22.26,662.6,6,0,0,0
23.26,707.9,6,0,0,0
24.26,753.6,6,0,0,0
25.28,799.5,6,0,0,0
26.28,845.4,6,0,0,0
27.28,890.2,6,0,0,0
28.30,918.4,6,0,0,0
29.30,933.6,6,0,0,0
30.30,952.0,6,0,0,0
31.30,977.9,6,0,0,0
32.32,1009.5,6,0,1,0
33.32,1045.3,6,1,1,1
34.32,1083.8,6,0,1,1
35.34,1123.8,6,0,1,1
36.34,1165.5,6,0,1,1
37.36,1208.3,6,0,1,1
38.36,1252.1,6,0,1,1
39.36,1296.1,6,0,1,1
40.38,1340.9,6,0,1,1
41.38,1386.0,6,0,1,1
42.40,1431.5,6,0,1,1
43.40,1477.0,6,0,1,1
44.40,1522.6,6,0,1,1
45.40,1567.3,6,0,1,1
46.40,1611.2,6,0,1,1
47.40,1654.1,6,0,1,1
48.42,1697.8,6,0,1,1
49.42,1742.1,6,1,2,1
50.42,1787.1,6,1,2,2
51.42,1832.3,6,0,2,2
52.44,1877.9,6,0,2,2
53.44,1923.7,6,0,2,2
54.44,1968.9,6,0,2,2
55.44,2000.0,6,0,2,2
56.46,2013.5,6,0,2,2
57.46,2026.0,6,0,2,2
58.46,2047.1,6,0,2,2
59.48,2074.9,6,0,3,2
60.48,2107.7,6,1,3,3
61.48,2144.0,6,0,3,3
62.48,2183.0,6,0,3,3
63.48,2224.1,6,0,3,3
64.50,2266.5,6,0,3,3
65.50,2302.7,5,0,3,3
66.50,2334.3,5,0,3,3
67.50,2365.9,5,0,3,3
68.50,2397.4,5,0,3,3
69.52,2430.9,5,0,3,3
70.52,2467.3,5,0,3,3
71.52,2506.4,5,0,3,3
72.52,2547.6,5,0,3,3
73.52,2586.3,5,0,3,3
74.52,2614.1,5,0,3,3
75.52,2641.7,5,0,3,3
76.54,2672.8,5,0,3,3
77.54,2708.5,5,0,3,3
78.54,2746.5,5,0,3,3
79.54,2778.6,5,0,3,3
80.56,2810.9,5,0,3,3
81.56,2845.4,5,0,3,3
82.56,2882.4,5,0,3,3
83.56,2910.4,5,0,3,3
84.58,2931.9,5,0,4,3
85.58,2958.5,5,1,4,4
86.58,2991.3,5,0,4,4
87.58,3022.4,5,0,4,4
88.60,3051.6,5,0,4,4
89.60,3082.7,5,0,4,4
90.60,3115.2,4,0,4,4
91.62,3147.3,4,0,4,4
92.62,3180.0,4,0,4,4
93.62,3203.1,4,0,4,4
94.62,3221.7,4,0,4,4
95.64,3247.5,4,0,4,4
96.64,3273.4,4,0,4,4
97.64,3300.2,4,0,4,4
98.66,3325.9,4,0,4,4
99.66,3357.1,4,0,4,4
100.66,3393.3,4,0,4,4
101.66,3429.8,4,0,4,4
102.66,3449.3,4,0,4,4
103.66,3463.7,4,0,4,4
104.68,3483.0,4,0,4,4
105.68,3509.6,4,0,4,4
106.68,3540.3,4,0,4,4
107.68,3572.3,4,0,4,4
108.68,3606.9,4,0,4,4
109.70,3645.9,4,0,4,4
110.70,3687.8,4,0,4,4
111.70,3729.0,4,0,4,4
112.72,3764.6,4,0,4,4
113.72,3796.6,4,0,4,4
114.74,3828.6,4,0,4,4
115.76,3859.7,4,0,4,4
116.76,3890.9,4,0,4,4
117.78,3920.5,4,0,4,4
118.78,3952.0,4,0,4,4
119.80,3987.1,4,0,4,4
120.80,4022.0,4,0,4,4
121.80,4054.5,4,0,4,4
122.80,4086.9,4,0,4,4
123.82,4117.4,4,0,4,4
124.82,4148.1,4,1,5,4
125.82,4177.6,4,1,5,5
126.82,4209.7,4,0,5,5
127.82,4241.9,4,0,5,5
128.84,4272.2,4,0,5,5
129.84,4301.6,3,0,5,5
130.84,4328.5,3,0,5,5
131.86,4355.6,3,0,5,5
132.86,4387.2,3,1,6,5
133.86,4419.3,3,1,6,5
134.86,4451.2,3,0,6,5
135.86,4483.3,3,0,6,5
136.88,4515.2,3,0,6,5
137.88,4547.2,2,0,6,5
138.88,4579.3,2,0,6,5
139.88,4611.4,2,0,6,5
140.90,4643.4,2,0,6,5
141.90,4668.7,2,0,6,5
142.90,7.2,2,0,6,5
143.90,22.8,2,0,6,5
144.92,46.2,2,0,6,5
145.96,77.3,2,0,6,5
146.96,111.6,2,0,6,5
147.98,149.9,2,0,6,5
149.00,190.0,2,0,6,5
150.00,231.7,2,0,6,5
