CR-014 ordinary-frame virtual Gamepad; 6000.6.1f1; editor=False; 1920x1080; quality=PC; vSync=0; target=-1; CPU=Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz; GPU=NVIDIA GeForce GTX 1660 Ti; RAM=65341MB; graphics=Direct3D11; shadowDistance=40; fixedDelta=0.01999999
Recorder validity main=True, render=False, physics=True, draws=True, triangles=True. CPU markers include waits; no GPU timing claim. 3s warmup + 21s measured per section; repetitions=2; forestRenderingDisabled=False. Initial pose only is teleported, no manual physics stepping.
run,route,n,median_ms,p95_ms,p99_ms,max_ms,over33ms,main_median_ms,render_median_ms,physics_median_ms,allocated_MB,reserved_MB,peak_mps,min_up,max_path_error_m,distance_m,end_index,physics_p95_ms,last_draws,last_triangles
1,road,22317,0.848,1.584,2.323,9.964,0,0.845,-1.000,0.000,298.5,800.2,18.39,0.880,1.85,423.0,208,0.000,0,390515
1,commercial,17793,1.011,2.174,4.291,10.838,0,1.008,-1.000,0.000,298.6,800.2,18.31,1.000,1.47,423.7,210,0.148,0,641941
1,forest,17740,0.998,2.142,4.692,10.669,0,0.995,-1.000,0.000,299.1,800.2,18.37,0.949,1.90,425.5,212,0.152,0,486237
1,shortcut,13147,1.289,4.155,5.927,19.197,0,1.286,-1.000,0.000,299.1,800.2,14.32,0.999,0.95,129.6,90,0.181,0,1747325
2,road,14557,1.107,3.701,6.357,23.330,0,1.104,-1.000,0.000,299.1,800.2,18.39,0.880,1.85,423.0,208,0.194,0,390515
2,commercial,16994,1.059,2.398,3.988,17.428,0,1.055,-1.000,0.000,299.1,800.2,18.31,1.000,1.46,424.0,210,0.154,0,641941
2,forest,16059,1.080,2.837,4.627,22.445,0,1.077,-1.000,0.000,299.1,800.2,18.43,0.949,1.85,425.4,212,0.168,0,486237
2,shortcut,15795,1.145,2.605,4.161,62.588,1,1.142,-1.000,0.000,299.1,800.2,14.32,0.999,0.93,129.5,90,0.139,0,1738133
