CR-014 ordinary-frame virtual Gamepad; 6000.6.1f1; editor=False; 1920x1080; quality=PC; vSync=0; target=-1; CPU=Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz; GPU=NVIDIA GeForce GTX 1660 Ti; RAM=65341MB; graphics=Direct3D11; shadowDistance=40; fixedDelta=0.01999999
Recorder validity main=True, render=False, physics=True, draws=True, triangles=True. CPU markers include waits; no GPU timing claim. 3s warmup + 12s measured per section; repetitions=2; forestRenderingDisabled=False. Initial pose only is teleported, no manual physics stepping.
run,route,n,median_ms,p95_ms,p99_ms,max_ms,over33ms,main_median_ms,render_median_ms,physics_median_ms,allocated_MB,reserved_MB,peak_mps,min_up,max_path_error_m,distance_m,end_index,physics_p95_ms,last_draws,last_triangles
1,road,6558,1.166,6.949,9.917,92.713,2,1.162,-1.000,0.000,298.5,800.2,18.39,0.880,1.82,258.5,124,0.196,0,367879
1,commercial,5149,1.491,7.595,12.750,54.963,5,1.489,-1.000,0.000,298.6,800.2,18.34,1.000,1.47,259.0,125,0.300,0,864927
1,forest,6207,1.305,6.800,9.865,45.055,2,1.301,-1.000,0.000,298.9,800.2,18.36,0.949,1.83,261.0,130,0.233,0,1248465
1,shortcut,5022,1.439,8.279,12.676,85.714,3,1.435,-1.000,0.000,299.0,800.2,14.34,0.999,0.94,128.7,90,0.264,0,1846605
2,road,6118,1.178,6.730,12.204,42.992,1,1.174,-1.000,0.000,299.1,800.2,18.39,0.880,1.79,258.9,125,0.213,0,367879
2,commercial,6847,1.185,6.047,9.861,40.365,1,1.181,-1.000,0.000,299.1,800.2,18.31,1.000,1.48,259.4,125,0.179,0,864927
2,forest,6457,1.246,6.335,9.680,30.595,0,1.242,-1.000,0.000,299.1,800.2,18.36,0.949,1.86,261.1,130,0.219,0,1248465
2,shortcut,6640,1.213,6.106,10.081,68.625,2,1.210,-1.000,0.000,299.1,800.2,14.35,0.999,0.95,128.5,90,0.186,0,1780989
