time,x,y,z,speed,wheels,up,obstacle
8.096264,1031.602,157.8286,66.78732,23.4911,4,0.9890511,
8.116264,1031.33,157.8968,67.16444,23.49155,4,0.989087,
8.136265,1031.057,157.9649,67.54086,23.492,4,0.9891199,
8.156263,1030.783,158.0329,67.9166,23.49244,4,0.9891608,
8.176264,1030.508,158.1006,68.29168,23.4929,4,0.9892052,
8.196264,1030.232,158.1683,68.66609,23.49336,4,0.9892455,
8.216265,1029.955,158.2359,69.03983,23.49382,4,0.9892873,
8.236263,1029.677,158.3032,69.41295,23.49429,4,0.9893348,
8.256264,1029.399,158.3704,69.78542,23.49476,4,0.989378,
8.276264,1029.119,158.4375,70.15726,23.49524,4,0.989418,
8.296265,1028.839,158.5044,70.52849,23.49571,4,0.9894644,
8.316263,1028.558,158.5712,70.89911,23.4962,4,0.9895076,
8.336264,1028.276,158.6377,71.26912,23.49668,4,0.9895483,
8.356264,1027.993,158.7042,71.63854,23.49716,4,0.9895936,
8.376265,1027.709,158.7704,72.00739,23.49764,4,0.9896441,
8.396263,1027.424,158.8365,72.37566,23.49814,4,0.989691,
8.416264,1027.139,158.9024,72.74337,23.49863,4,0.9897352,
8.436264,1026.853,158.9682,73.11053,23.49913,4,0.9897852,
8.456264,1026.566,159.0337,73.47713,23.49964,4,0.9898327,
8.476263,1026.279,159.099,73.84319,23.50015,4,0.9898781,
8.496264,1025.99,159.1643,74.2087,23.50065,4,0.9899296,
8.516264,1025.701,159.2293,74.57371,23.50117,4,0.9899853,
8.536264,1025.411,159.2941,74.93819,23.5017,4,0.9900376,
8.556263,1025.121,159.3587,75.30215,23.50224,4,0.9900869,
8.576263,1024.83,159.4232,75.66561,23.50277,4,0.9901412,
8.596264,1024.538,159.4874,76.02857,23.50331,4,0.9901931,
8.616264,1024.245,159.5515,76.39103,23.50386,4,0.9902429,
8.636263,1023.952,159.6154,76.75301,23.50441,4,0.990298,
8.656263,1023.658,159.679,77.11451,23.50496,4,0.9903567,
8.676264,1023.364,159.7425,77.47554,23.50553,4,0.9904124,
8.696264,1023.068,159.8058,77.83608,23.5061,4,0.9904655,
8.716263,1022.773,159.8688,78.19617,23.50667,4,0.990523,
8.736263,1022.476,159.9317,78.5558,23.50725,4,0.9905784,
8.756264,1022.179,159.9943,78.91498,23.50784,4,0.9906321,
8.776264,1021.881,160.0567,79.2737,23.50842,4,0.9906904,
8.796263,1021.583,160.1189,79.632,23.50902,4,0.9907517,
8.816263,1021.284,160.1809,79.98985,23.50962,4,0.9908105,
8.836264,1020.985,160.2427,80.34726,23.51023,4,0.990867,
8.856264,1020.685,160.3043,80.70425,23.51084,4,0.9909273,
8.876263,1020.384,160.3656,81.06081,23.51147,4,0.9909859,
8.896263,1020.083,160.4267,81.41695,23.51209,4,0.991043,
8.916264,1019.781,160.4875,81.77267,23.51272,4,0.9911043,
8.936264,1019.479,160.5482,82.12799,23.51335,4,0.9911683,
8.956264,1019.176,160.6086,82.48289,23.514,4,0.9912301,
8.976263,1018.873,160.6688,82.83739,23.51465,4,0.99129,
8.996264,1018.569,160.7287,83.19149,23.51531,4,0.9913533,
9.016264,1018.265,160.7884,83.54519,23.51597,4,0.9914153,
9.036264,1017.96,160.8479,83.89848,23.51664,4,0.9914759,
9.056263,1017.654,160.9071,84.2514,23.51731,4,0.9915403,
9.076263,1017.348,160.9661,84.60394,23.51799,4,0.991607,
9.096264,1017.042,161.0248,84.95608,23.51869,4,0.9916719,
9.116264,1016.735,161.0832,85.30784,23.51938,4,0.9917351,
9.136263,1016.427,161.1415,85.65922,23.52009,4,0.9918015,
9.156263,1016.119,161.1994,86.01022,23.5208,4,0.9918669,
9.176264,1015.811,161.2571,86.36085,23.52152,4,0.9919312,
9.196264,1015.502,161.3145,86.71111,23.52224,4,0.991999,
9.216263,1015.192,161.3717,87.06101,23.52298,4,0.9920689,
9.236263,1014.882,161.4285,87.41054,23.52373,4,0.9921373,
9.256264,1014.572,161.4851,87.7597,23.52448,4,0.9922041,
9.276264,1014.261,161.5414,88.10851,23.52524,4,0.9922737,
9.296263,1013.949,161.5975,88.45695,23.526,4,0.9923427,
9.316263,1013.637,161.6532,88.80504,23.52678,4,0.9924107,
9.336264,1013.325,161.7086,89.15277,23.52756,4,0.9924818,
9.356264,1013.012,161.7638,89.50015,23.52835,4,0.9925546,
9.376263,1012.699,161.8186,89.84718,23.52916,4,0.9926262,
9.396263,1012.385,161.8732,90.19386,23.52997,4,0.9926965,
9.416264,1012.071,161.9274,90.54019,23.53079,4,0.9927692,
9.436264,1011.756,161.9814,90.88618,23.53162,4,0.9928415,
9.456263,1011.441,162.035,91.23182,23.53245,4,0.9929131,
9.476263,1011.125,162.0883,91.57712,23.5333,4,0.9929874,
9.496264,1010.809,162.1413,91.92208,23.53415,4,0.9930621,
9.516264,1010.493,162.194,92.2667,23.53502,4,0.9931362,
9.536263,1010.131,162.3275,92.55491,21.24596,4,0.9920811,
9.556263,1009.867,162.5308,92.84845,16.89594,2,0.9644939,
9.576263,1009.577,162.6637,93.15814,15.87192,2,0.9355865,
9.596264,1009.298,162.7923,93.47398,14.98802,2,0.9048947,
9.616262,1009.028,162.9175,93.79626,14.26661,2,0.8753198,
9.636263,1008.759,163.0379,94.11767,13.32542,0,0.842791,
9.656263,1008.491,163.1537,94.43816,12.3761,0,0.8076888,
9.676264,1008.223,163.2648,94.75771,11.4246,0,0.7703865,
9.696262,1007.956,163.3714,95.07632,10.47633,0,0.7312456,
9.716263,1007.69,163.4737,95.39396,9.53618,0,0.6906138,
9.736263,1007.424,163.5716,95.71064,8.60852,0,0.6488212,
9.756264,1007.159,163.6653,96.02637,7.697197,0,0.6061794,
9.776264,1006.895,163.755,96.34116,6.805565,0,0.5629792,
9.796263,1006.631,163.8406,96.65504,5.936489,0,0.5194896,
9.816263,1006.367,163.9222,96.96802,5.092386,0,0.4759579,
