time,x,y,z,speed,wheels,up,obstacle
0.01626682,999.873,135.649,-82.01988,0.361439,4,0.9999035,
0.0362668,999.8804,135.6563,-82.01039,0.7163895,4,0.9997652,
0.05626678,999.8918,135.664,-81.99557,1.068259,4,0.9995409,
0.07626677,999.9075,135.672,-81.9754,1.416647,4,0.999225,
0.09626675,999.9272,135.68,-81.94983,1.761265,4,0.9988216,
0.1162667,999.9511,135.6882,-81.91888,2.101937,4,0.9983429,
0.1362667,999.9792,135.6965,-81.88258,2.438595,4,0.9978055,
0.1562667,1000.011,135.705,-81.84092,2.771261,4,0.9972291,
0.1762667,1000.048,135.7138,-81.79396,3.100104,4,0.9966362,
0.1962667,1000.088,135.7228,-81.74174,3.425164,4,0.9960445,
0.2162666,1000.132,135.7322,-81.6843,3.746655,4,0.9954729,
0.2362666,1000.181,135.7421,-81.62169,4.064718,4,0.9949337,
0.2562666,1000.233,135.7526,-81.55399,4.379552,4,0.9944357,
0.2762666,1000.29,135.7637,-81.48126,4.691348,4,0.9939848,
0.2962666,1000.35,135.7754,-81.40356,5.000283,4,0.9935841,
0.3162665,1000.414,135.788,-81.32095,5.306519,4,0.9932342,
0.3362665,1000.482,135.8013,-81.23348,5.610196,4,0.992934,
0.3562665,1000.553,135.8155,-81.14123,5.911444,4,0.992681,
0.3762665,1000.629,135.8305,-81.04424,6.210372,4,0.9924716,
0.3962667,1000.708,135.8464,-80.94257,6.507076,4,0.9922974,
0.4162667,1000.79,135.8633,-80.83628,6.801634,4,0.9921516,
0.4362667,1000.877,135.8811,-80.72542,7.094113,4,0.9920317,
0.4562666,1000.967,135.8998,-80.61002,7.384567,4,0.991935,
0.4762666,1001.06,135.9196,-80.49014,7.673045,4,0.9918587,
0.4962666,1001.157,135.9402,-80.36581,7.959591,4,0.9918042,
0.5162666,1001.258,135.9616,-80.23704,8.244244,4,0.9917709,
0.5362666,1001.362,135.9839,-80.10387,8.527048,4,0.9917544,
0.5562665,1001.469,136.0069,-79.96636,8.808044,4,0.991751,
0.5762665,1001.581,136.0305,-79.82453,9.087261,4,0.9917576,
0.5962665,1001.695,136.0549,-79.67841,9.364728,4,0.9917714,
0.6162665,1001.813,136.0799,-79.52805,9.64047,4,0.9917859,
0.6362665,1001.935,136.1056,-79.3735,9.914494,4,0.9917976,
0.6562665,1002.06,136.1319,-79.21478,10.18681,4,0.9918066,
0.6762664,1002.188,136.159,-79.05192,10.45742,4,0.9918135,
0.6962664,1002.32,136.1867,-78.88495,10.72634,4,0.9918246,
0.7162664,1002.456,136.215,-78.71391,10.99358,4,0.9918383,
0.7362664,1002.594,136.2439,-78.5388,11.25915,4,0.9918535,
0.7562664,1002.736,136.2733,-78.35969,11.52308,4,0.991869,
0.7762666,1002.882,136.3033,-78.17659,11.78536,4,0.9918842,
0.7962666,1003.03,136.3339,-77.98956,12.04602,4,0.9918922,
0.8162665,1003.183,136.3652,-77.79862,12.30504,4,0.9918945,
0.8362665,1003.338,136.3971,-77.60382,12.56243,4,0.9918923,
0.8562665,1003.497,136.4296,-77.40516,12.8182,4,0.9918921,
0.8762665,1003.659,136.4628,-77.20267,13.07236,4,0.9918931,
0.8962665,1003.824,136.4965,-76.99641,13.32492,4,0.9918947,
0.9162664,1003.993,136.5308,-76.78638,13.57589,4,0.9918963,
0.9362664,1004.165,136.5658,-76.57263,13.82527,4,0.9918922,
0.9562664,1004.34,136.6015,-76.35521,14.07308,4,0.9918837,
0.9762664,1004.518,136.6378,-76.13413,14.31932,4,0.9918745,
0.9962664,1004.7,136.6748,-75.90942,14.56399,4,0.9918672,
1.016266,1004.884,136.7124,-75.68111,14.8071,4,0.9918612,
1.036266,1005.072,136.7507,-75.44922,15.04868,4,0.991856,
1.056266,1005.264,136.7895,-75.21379,15.28872,4,0.9918464,
1.076266,1005.458,136.8291,-74.97486,15.52724,4,0.9918336,
1.096266,1005.655,136.8694,-74.73244,15.76424,4,0.991823,
1.116266,1005.856,136.9103,-74.48656,15.99973,4,0.9918141,
1.136266,1006.06,136.9518,-74.23724,16.23372,4,0.9918063,
1.156266,1006.267,136.994,-73.98453,16.46622,4,0.991796,
1.176266,1006.477,137.0368,-73.72843,16.69725,4,0.9917827,
1.196266,1006.69,137.0803,-73.46899,16.9268,4,0.9917699,
1.216266,1006.906,137.1245,-73.20622,17.15489,4,0.9917591,
1.236266,1007.125,137.1692,-72.94014,17.38152,4,0.9917499,
1.256266,1007.347,137.2146,-72.67078,17.60672,4,0.9917396,
1.276266,1007.572,137.2606,-72.39816,17.83048,4,0.991727,
1.296266,1007.801,137.3072,-72.12231,18.05282,4,0.9917146,
1.316266,1008.032,137.3544,-71.84325,18.27374,4,0.9917042,
1.336266,1008.266,137.4023,-71.56098,18.49325,4,0.9916952,
1.356266,1008.503,137.4507,-71.27554,18.71137,4,0.9916837,
1.376266,1008.743,137.4997,-70.98694,18.9281,4,0.9916707,
1.396266,1008.986,137.5494,-70.69519,19.14344,4,0.9916598,
1.416266,1009.232,137.5996,-70.40032,19.35741,4,0.9916505,
1.436266,1009.48,137.6504,-70.10236,19.57,4,0.9916409,
1.456266,1009.732,137.7017,-69.80134,19.78123,4,0.9916297,
1.476266,1009.986,137.7537,-69.49729,19.99109,4,0.9916202,
1.496266,1010.243,137.8062,-69.19028,20.19959,4,0.9916119,
1.516266,1010.504,137.8592,-68.88036,20.40673,4,0.9916036,
1.536266,1010.767,137.9129,-68.56762,20.61251,4,0.991594,
