time,x,y,z,speed,wheels,up,target
0.020,809.996,151.109,190.005,0.290,4,1.000,1
0.040,809.988,151.106,190.014,0.578,4,1.000,1
0.060,809.977,151.102,190.028,0.865,4,1.000,1
0.080,809.962,151.097,190.046,1.151,4,1.000,1
0.100,809.943,151.092,190.068,1.435,4,1.000,1
0.120,809.921,151.087,190.095,1.718,4,1.000,1
0.140,809.895,151.082,190.126,1.999,4,1.000,1
0.160,809.865,151.076,190.162,2.279,4,1.000,1
0.180,809.832,151.070,190.201,2.557,4,1.000,1
0.200,809.796,151.065,190.245,2.834,4,1.000,1
0.220,809.756,151.060,190.293,3.109,4,1.000,1
0.240,809.712,151.055,190.345,3.383,4,1.000,1
0.260,809.665,151.050,190.402,3.655,4,1.000,1
0.280,809.615,151.046,190.462,3.925,4,1.000,1
0.300,809.561,151.042,190.527,4.194,4,1.000,1
0.320,809.504,151.038,190.596,4.462,4,1.000,1
0.340,809.443,151.034,190.668,4.728,4,1.000,1
0.360,809.379,151.031,190.745,4.992,4,1.000,1
0.380,809.311,151.027,190.826,5.255,4,1.000,1
0.400,809.241,151.024,190.911,5.516,4,1.000,1
0.420,809.166,151.021,191.000,5.776,4,1.000,1
0.440,809.089,151.017,191.093,6.034,4,1.000,1
0.460,809.008,151.014,191.190,6.291,4,1.000,1
0.480,808.924,151.011,191.290,6.547,4,1.000,1
0.500,808.838,151.007,191.395,6.768,4,1.000,1
0.520,808.748,151.004,191.502,6.956,4,1.000,1
0.540,808.657,151.000,191.611,7.114,4,1.000,1
0.560,808.564,150.996,191.723,7.249,4,1.000,1
0.580,808.470,150.992,191.836,7.363,4,1.000,1
0.600,808.374,150.988,191.951,7.461,4,0.999,1
0.620,808.278,150.984,192.067,7.543,4,0.999,1
0.640,808.180,150.979,192.184,7.614,4,0.999,1
0.660,808.082,150.975,192.302,7.674,4,0.999,1
0.680,807.983,150.970,192.421,7.725,4,0.999,1
0.700,807.883,150.964,192.540,7.769,4,0.999,1
0.720,807.783,150.959,192.660,7.807,4,0.999,1
0.740,807.683,150.953,192.781,7.839,4,0.999,1
0.760,807.582,150.948,192.901,7.866,4,0.999,1
0.780,807.481,150.942,193.023,7.890,4,0.999,1
0.800,807.380,150.936,193.144,7.910,4,0.999,1
0.820,807.278,150.929,193.266,7.927,4,0.999,1
0.840,807.178,150.923,193.387,7.870,4,0.999,1
0.860,807.077,150.917,193.508,7.893,4,0.999,1
0.880,806.975,150.911,193.629,7.913,4,0.999,1
0.900,806.874,150.904,193.751,7.929,4,0.999,1
0.920,806.773,150.898,193.872,7.872,4,0.999,1
0.940,806.672,150.892,193.993,7.895,4,0.999,1
0.960,806.571,150.885,194.115,7.914,4,0.999,1
0.980,806.470,150.879,194.236,7.931,4,0.999,1
1.000,806.369,150.873,194.357,7.874,4,0.999,1
1.020,806.268,150.867,194.479,7.896,4,0.999,1
1.040,806.167,150.861,194.600,7.915,4,0.999,1
1.060,806.065,150.854,194.722,7.932,4,0.999,1
1.080,805.964,150.848,194.843,7.874,4,0.999,1
1.100,805.863,150.843,194.964,7.897,4,0.999,1
1.120,805.762,150.837,195.086,7.916,4,0.999,1
1.140,805.661,150.831,195.207,7.932,4,0.999,1
1.160,805.560,150.825,195.328,7.875,4,0.999,1
1.180,805.459,150.819,195.449,7.897,4,0.999,1
1.200,805.357,150.813,195.571,7.916,4,0.999,1
1.220,805.256,150.807,195.693,7.932,4,0.999,1
1.240,805.155,150.802,195.814,7.875,4,0.999,1
1.260,805.054,150.796,195.935,7.897,4,0.999,1
1.280,804.953,150.790,196.057,7.916,4,0.999,1
1.300,804.851,150.785,196.178,7.932,4,0.999,1
1.320,804.751,150.779,196.299,7.875,4,0.999,1
1.340,804.649,150.773,196.421,7.897,4,0.999,1
1.360,804.548,150.767,196.542,7.916,4,0.999,1
1.380,804.447,150.762,196.664,7.932,4,0.999,1
1.400,804.346,150.756,196.785,7.875,4,0.999,1
1.420,804.245,150.750,196.906,7.897,4,0.999,1
1.440,804.143,150.745,197.028,7.916,4,0.999,1
1.460,804.042,150.739,197.149,7.932,4,0.999,1
1.480,803.941,150.733,197.270,7.875,4,0.999,1
1.500,803.840,150.727,197.392,7.897,4,0.999,1
1.520,803.739,150.722,197.513,7.916,4,0.999,1
1.540,803.637,150.716,197.635,7.932,4,0.999,1
1.560,803.537,150.710,197.756,7.875,4,0.999,1
1.580,803.435,150.704,197.877,7.897,4,0.999,1
1.600,803.334,150.698,197.999,7.916,4,0.999,1
1.620,803.233,150.693,198.120,7.932,4,0.999,1
1.640,803.132,150.687,198.241,7.875,4,0.999,1
1.660,803.031,150.681,198.363,7.897,4,0.999,1
1.680,802.929,150.675,198.484,7.916,4,0.999,1
1.700,802.828,150.670,198.606,7.932,4,0.999,1
1.720,802.727,150.664,198.727,7.875,4,0.999,1
1.740,802.626,150.658,198.848,7.897,4,0.999,1
1.760,802.525,150.652,198.970,7.916,4,0.999,1
1.780,802.423,150.646,199.091,7.932,4,0.999,1
1.800,802.323,150.641,199.212,7.875,4,0.999,1
1.820,802.221,150.635,199.334,7.897,4,0.999,1
1.840,802.120,150.629,199.455,7.916,4,0.999,1
1.860,802.019,150.623,199.577,7.932,4,0.999,1
1.880,801.918,150.617,199.698,7.875,4,0.999,1
1.900,801.817,150.612,199.819,7.897,4,0.999,1
1.920,801.716,150.606,199.941,7.916,4,0.999,1
1.940,801.614,150.600,200.063,7.932,4,0.999,1
1.960,801.513,150.594,200.183,7.875,4,0.999,1
1.980,801.412,150.588,200.305,7.897,4,0.999,1
2.000,801.311,150.583,200.426,7.916,4,0.999,1
2.020,801.209,150.577,200.548,7.932,4,0.999,1
2.040,801.109,150.571,200.669,7.875,4,0.999,1
2.060,801.008,150.565,200.790,7.897,4,0.999,1
2.080,800.906,150.560,200.912,7.916,4,0.999,1
2.100,800.805,150.554,201.034,7.932,4,0.999,1
2.120,800.704,150.548,201.154,7.875,4,0.999,1
2.140,800.603,150.542,201.276,7.897,4,0.999,1
2.160,800.502,150.536,201.397,7.916,4,0.999,1
2.180,800.400,150.531,201.519,7.932,4,0.999,1
2.200,800.299,150.525,201.640,7.875,4,0.999,1
2.220,800.198,150.519,201.761,7.897,4,0.999,1
2.240,800.097,150.513,201.883,7.916,4,0.999,1
2.260,799.996,150.507,202.005,7.932,4,0.999,1
2.280,799.895,150.502,202.125,7.875,4,0.999,1
2.300,799.794,150.496,202.247,7.897,4,0.999,1
2.320,799.692,150.490,202.368,7.916,4,0.999,1
2.340,799.591,150.484,202.490,7.932,4,0.999,1
2.360,799.490,150.479,202.611,7.875,4,0.999,1
2.380,799.389,150.473,202.732,7.897,4,0.999,1
2.400,799.288,150.467,202.854,7.916,4,0.999,1
2.420,799.186,150.461,202.976,7.932,4,0.999,1
2.440,799.086,150.455,203.097,7.875,4,0.999,1
2.460,798.985,150.450,203.218,7.897,4,0.999,1
2.480,798.883,150.444,203.339,7.916,4,0.999,1
2.500,798.782,150.438,203.461,7.932,4,0.999,1
2.520,798.681,150.432,203.582,7.875,4,0.999,1
2.540,798.580,150.426,203.703,7.897,4,0.999,1
2.560,798.479,150.421,203.825,7.916,4,0.999,1
2.580,798.377,150.415,203.947,7.932,4,0.999,1
2.600,798.277,150.409,204.068,7.875,4,0.999,1
2.620,798.176,150.403,204.189,7.897,4,0.999,1
2.640,798.074,150.397,204.310,7.916,4,0.999,1
2.660,797.973,150.392,204.432,7.932,4,0.999,1
2.680,797.872,150.386,204.553,7.875,4,0.999,1
2.700,797.771,150.380,204.674,7.897,4,0.999,1
2.720,797.670,150.374,204.796,7.916,4,0.999,1
2.740,797.568,150.369,204.918,7.932,4,0.999,1
2.760,797.467,150.363,205.039,7.875,4,0.999,1
2.780,797.366,150.357,205.160,7.897,4,0.999,1
2.800,797.265,150.351,205.281,7.916,4,0.999,1
2.820,797.164,150.345,205.403,7.932,4,0.999,1
2.840,797.063,150.340,205.524,7.875,4,0.999,1
2.860,796.962,150.334,205.645,7.897,4,0.999,1
2.880,796.861,150.328,205.767,7.916,4,0.999,1
2.900,796.759,150.322,205.889,7.932,4,0.999,1
2.920,796.658,150.317,206.010,7.875,4,0.999,1
2.940,796.557,150.311,206.131,7.897,4,0.999,1
2.960,796.456,150.305,206.252,7.916,4,0.999,1
2.980,796.355,150.299,206.374,7.932,4,0.999,1
