course,mode,vehicle,speed,line,direction,travel,air,minUp,recovered,awards,completed
Forest Loop Reverse,race,moto,24,0,1,212.96,4.66,0.793,True,0,True
Forest Loop Reverse,race,moto,24,-6,1,209.20,4.76,0.793,True,0,True
Forest Loop Reverse,race,moto,24,6,1,221.99,4.60,0.793,True,0,True
Forest Loop Reverse,race,moto,24,-11.675,1,209.16,4.84,0.793,True,0,True
Forest Loop Reverse,race,moto,24,11.675,1,223.76,4.60,0.793,True,0,True
Forest Loop Reverse,race,moto,32,0,1,218.43,4.98,0.794,True,0,True
Forest Loop Reverse,race,moto,32,-6,1,218.28,4.98,0.794,True,0,True
Forest Loop Reverse,race,moto,32,6,1,219.18,4.98,0.794,True,0,True
Forest Loop Reverse,race,moto,32,-11.675,1,217.32,4.98,0.794,True,0,True
Forest Loop Reverse,race,moto,32,11.675,1,219.36,5.00,0.791,True,0,True
Forest Loop Reverse,race,moto,40,0,1,268.30,5.72,0.789,True,0,True
Forest Loop Reverse,race,moto,40,-6,1,268.04,5.72,0.789,True,0,True
Forest Loop Reverse,race,moto,40,6,1,268.80,5.74,0.789,True,0,True
Forest Loop Reverse,race,moto,40,-11.675,1,267.77,5.72,0.790,True,0,True
Forest Loop Reverse,race,moto,40,11.675,1,268.84,5.74,0.789,True,0,True
Forest Loop Reverse,race,atv,24,0,1,213.76,4.74,0.791,True,0,True
Forest Loop Reverse,race,atv,24,-6,1,209.01,4.88,0.791,True,0,True
Forest Loop Reverse,race,atv,24,6,1,222.81,4.68,0.791,True,0,True
Forest Loop Reverse,race,atv,24,-11.275,1,209.43,4.88,0.791,True,0,True
Forest Loop Reverse,race,atv,24,11.275,1,223.66,4.60,0.791,True,0,True
Forest Loop Reverse,race,atv,32,0,1,217.33,4.96,0.797,True,0,True
Forest Loop Reverse,race,atv,32,-6,1,217.28,4.96,0.797,True,0,True
Forest Loop Reverse,race,atv,32,6,1,218.69,4.96,0.797,True,0,True
Forest Loop Reverse,race,atv,32,-11.275,1,216.38,4.96,0.797,True,0,True
Forest Loop Reverse,race,atv,32,11.275,1,217.95,4.94,0.797,True,0,True
Forest Loop Reverse,race,atv,40,0,1,266.58,5.66,0.797,True,0,True
Forest Loop Reverse,race,atv,40,-6,1,265.85,5.64,0.797,True,0,True
Forest Loop Reverse,race,atv,40,6,1,266.60,5.66,0.797,True,0,True
Forest Loop Reverse,race,atv,40,-11.275,1,266.01,5.64,0.797,True,0,True
Forest Loop Reverse,race,atv,40,11.275,1,266.80,5.66,0.797,True,0,True
