time,station,travel,lateral,x,y,z,speed,up,water
720.06,4.96,0.00,1.52,474.97,86.86,-26.99,0.00,1.000,0.000
720.08,4.96,0.00,1.52,474.97,86.86,-26.99,0.29,1.000,0.000
720.10,4.97,-0.01,1.52,474.97,86.86,-27.00,0.57,1.000,0.000
720.12,4.98,-0.02,1.52,474.98,86.86,-27.01,0.85,1.000,0.000
720.14,5.00,-0.04,1.52,474.99,86.86,-27.02,1.13,0.999,0.000
720.16,5.02,-0.07,1.52,475.01,86.86,-27.04,1.41,0.998,0.000
720.18,5.05,-0.10,1.52,475.02,86.86,-27.06,1.67,0.998,0.000
720.20,5.09,-0.13,1.52,475.04,86.86,-27.09,1.94,0.997,0.000
720.22,5.13,-0.17,1.52,475.07,86.86,-27.13,2.20,0.996,0.000
720.24,5.17,-0.22,1.53,475.09,86.87,-27.16,2.46,0.994,0.000
720.26,5.23,-0.27,1.53,475.12,86.87,-27.21,2.71,0.994,0.000
720.28,5.28,-0.32,1.54,475.15,86.87,-27.25,2.96,0.993,0.000
720.30,5.35,-0.39,1.54,475.19,86.88,-27.31,3.21,0.992,0.000
720.32,5.41,-0.45,1.55,475.23,86.88,-27.36,3.46,0.991,0.000
720.34,791.61,-0.45,1.56,475.27,86.89,-27.42,3.70,0.991,0.000
720.36,791.53,-0.38,1.57,475.31,86.90,-27.49,3.94,0.990,0.000
720.38,5.64,-0.38,1.58,475.36,86.91,-27.55,4.19,0.990,0.000
720.40,791.36,-0.38,1.60,475.41,86.92,-27.63,4.42,0.989,0.000
720.42,5.82,-0.38,1.61,475.46,86.93,-27.70,4.66,0.989,0.000
720.44,791.17,-0.38,1.63,475.52,86.94,-27.78,4.90,0.989,0.000
720.46,6.02,-0.38,1.64,475.58,86.96,-27.86,5.13,0.989,0.000
720.48,6.12,-0.48,1.66,475.65,86.97,-27.94,5.36,0.989,0.000
720.50,6.23,-0.59,1.68,475.72,86.99,-28.03,5.59,0.989,0.000
720.52,6.35,-0.71,1.70,475.79,87.00,-28.12,5.82,0.989,0.000
720.54,6.47,-0.82,1.72,475.86,87.02,-28.21,6.04,0.989,0.000
720.56,6.59,-0.95,1.74,475.94,87.03,-28.31,6.26,0.989,0.000
720.58,6.71,-1.07,1.76,476.03,87.05,-28.40,6.48,0.989,0.000
720.60,6.84,-1.20,1.79,476.12,87.07,-28.50,6.70,0.989,0.000
720.62,6.98,-1.34,1.81,476.21,87.08,-28.60,6.92,0.989,0.000
720.64,7.12,-1.47,1.84,476.31,87.10,-28.71,7.13,0.989,0.000
720.66,7.26,-1.61,1.86,476.42,87.12,-28.81,7.34,0.989,0.000
720.68,789.69,-1.61,1.89,476.53,87.14,-28.91,7.54,0.989,0.000
720.70,789.54,-1.47,1.92,476.64,87.15,-29.02,7.75,0.989,0.000
720.72,789.39,-1.32,1.95,476.76,87.17,-29.12,7.95,0.989,0.000
720.74,789.24,-1.16,1.99,476.89,87.19,-29.22,8.16,0.989,0.000
720.76,789.08,-1.01,2.02,477.02,87.20,-29.33,8.36,0.989,0.000
720.78,788.93,-0.85,2.06,477.16,87.22,-29.43,8.57,0.990,0.000
720.80,788.77,-0.69,2.10,477.30,87.23,-29.53,8.77,0.990,0.000
720.82,788.60,-0.53,2.15,477.45,87.25,-29.63,8.98,0.990,0.000
720.84,788.44,-0.36,2.20,477.60,87.26,-29.74,9.20,0.990,0.000
720.86,788.27,-0.20,2.25,477.76,87.28,-29.84,9.41,0.990,0.000
720.88,788.10,-0.03,2.31,477.93,87.29,-29.94,9.63,0.990,0.000
720.90,787.93,0.15,2.37,478.09,87.31,-30.04,9.84,0.990,0.000
720.92,9.34,0.15,2.43,478.27,87.32,-30.14,10.06,0.990,0.000
720.94,9.52,-0.03,2.50,478.44,87.34,-30.24,10.26,0.990,0.000
720.96,9.70,-0.21,2.58,478.63,87.35,-30.35,10.44,0.990,0.000
720.98,9.88,-0.40,2.65,478.81,87.37,-30.45,10.59,0.990,0.000
721.00,10.07,-0.59,2.73,478.99,87.38,-30.56,10.73,0.990,0.000
721.02,10.26,-0.78,2.81,479.18,87.39,-30.67,10.85,0.990,0.000
721.04,10.45,-0.97,2.88,479.37,87.41,-30.79,10.95,0.990,0.000
