CR-014 ordinary-frame virtual Gamepad; 6000.6.1f1; editor=True; 734x293; quality=PC; vSync=0; target=-1; CPU=Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz; GPU=NVIDIA GeForce GTX 1660 Ti; RAM=65341MB; graphics=Direct3D11; shadowDistance=40; fixedDelta=0.01999999
Recorder validity main=True, render=False, physics=True, draws=True, triangles=True. CPU markers include waits; no GPU timing claim. 3s warmup + 39s measured per section; repetitions=1; forestRenderingDisabled=False. Initial pose only is teleported, no manual physics stepping.
run,route,n,median_ms,p95_ms,p99_ms,max_ms,over33ms,main_median_ms,render_median_ms,physics_median_ms,allocated_MB,reserved_MB,peak_mps,min_up,max_path_error_m,distance_m,end_index,physics_p95_ms,last_draws,last_triangles
1,reforested-old-yard,2725,12.244,31.863,45.665,576.705,107,12.744,-1.000,0.155,1923.4,3787.9,3.98,0.991,2.50,120.0,55,0.796,0,464135
1,house-access-out,3945,7.091,24.071,45.628,170.369,99,7.387,-1.000,0.000,1923.4,3787.9,4.54,0.980,7.49,47.3,37,0.782,0,429983
1,house-access-in,1903,19.234,38.861,52.624,144.107,212,19.320,-1.000,0.204,1922.9,3787.9,4.51,0.979,6.38,48.3,37,1.064,0,1598879
