CR-014 ordinary-frame virtual Gamepad; 6000.6.1f1; editor=False; 1440x900; quality=PC; vSync=0; target=-1; CPU=Intel(R) Core(TM) i7-9700 CPU @ 3.00GHz; GPU=NVIDIA GeForce GTX 1660 Ti; RAM=65341MB; graphics=Direct3D11; shadowDistance=40; fixedDelta=0.01999999
Recorder validity main=True, render=False, physics=True, draws=True, triangles=True. CPU markers include waits; no GPU timing claim. 3s warmup + 21s measured per section; repetitions=2; forestRenderingDisabled=False. Initial pose only is teleported, no manual physics stepping.
run,route,n,median_ms,p95_ms,p99_ms,max_ms,over33ms,main_median_ms,render_median_ms,physics_median_ms,allocated_MB,reserved_MB,peak_mps,min_up,max_path_error_m,distance_m,end_index,physics_p95_ms,last_draws,last_triangles
1,wooded-road,4223,4.159,10.787,12.517,29.201,0,4.148,-1.000,0.000,292.2,544.1,18.39,0.880,1.86,414.6,204,0.212,0,380581
1,commercial,3218,6.506,11.763,14.396,23.570,0,6.470,-1.000,0.000,292.5,544.1,18.33,1.000,1.49,423.9,210,0.217,0,590595
2,wooded-road,3062,6.638,12.715,16.096,54.699,2,6.605,-1.000,0.000,292.5,544.1,18.40,0.880,1.84,423.0,208,0.229,0,369949
2,commercial,3070,6.676,12.677,15.199,23.128,0,6.653,-1.000,0.000,292.5,544.1,18.33,1.000,1.50,423.9,210,0.212,0,590583
