time,driver,station,speed,target,throttle,brake,errors,errorWeight,line,brakeJudgment,grounded,water,recoveries
645.360,Reference,6.42,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
645.360,EMBER,14.55,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
645.360,GOLD,21.51,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
645.360,BLUE,28.52,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
648.426,Reference,6.42,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
648.426,EMBER,14.55,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
648.426,GOLD,21.51,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
648.426,BLUE,28.52,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
649.280,Reference,10.84,9.808,24.699,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.280,EMBER,18.72,9.059,22.656,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.280,GOLD,27.20,12.369,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.280,BLUE,33.90,11.552,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.260,Reference,45.60,23.777,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.260,EMBER,51.67,22.701,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.260,GOLD,71.39,30.038,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.260,BLUE,74.79,27.780,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
655.260,Reference,163.37,31.230,32.000,0.616,0.000,0,0.000,0.000,1.000,4,0.000,0
655.260,EMBER,167.25,31.252,32.000,0.599,0.000,0,0.000,0.000,1.000,4,0.000,0
655.260,GOLD,197.37,31.549,32.000,0.361,0.000,0,0.000,0.000,1.000,4,0.000,0
655.260,BLUE,199.26,31.473,32.000,0.422,0.000,0,0.000,0.000,1.000,4,0.000,0
659.260,Reference,288.74,31.364,32.000,0.512,0.000,0,0.000,0.000,1.000,4,0.000,0
659.260,EMBER,292.03,31.404,32.000,0.480,0.000,0,0.000,0.000,1.000,4,0.000,0
659.260,GOLD,326.61,36.880,45.202,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
659.260,BLUE,326.72,35.977,44.707,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
663.260,Reference,410.77,29.507,29.769,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
663.260,EMBER,406.59,25.363,28.998,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
663.260,GOLD,454.74,31.730,32.000,0.213,0.000,0,0.000,0.000,1.000,4,0.000,0
663.260,BLUE,425.23,23.630,39.928,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
667.260,Reference,532.63,31.751,32.000,0.228,0.000,0,0.000,0.000,1.000,4,0.000,0
667.260,EMBER,524.76,31.091,32.000,0.800,0.000,0,0.000,0.000,1.000,4,0.000,0
667.260,GOLD,582.39,35.880,39.928,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
667.260,BLUE,544.37,31.799,32.000,0.201,0.000,0,0.000,0.000,1.000,4,0.000,0
671.260,Reference,659.50,32.275,34.226,1.000,0.000,0,0.000,0.000,1.000,3,0.000,0
671.260,EMBER,651.37,31.701,33.081,1.000,0.000,0,0.000,0.000,1.000,3,0.000,0
671.260,GOLD,719.71,41.094,39.928,0.000,0.339,0,0.000,0.000,1.000,4,0.000,0
671.260,BLUE,647.86,31.539,33.363,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
675.260,Reference,793.74,31.820,32.000,0.218,0.000,0,0.000,0.000,1.000,4,0.000,0
675.260,EMBER,785.97,32.004,32.000,0.054,0.000,0,0.000,0.000,1.000,4,0.000,0
675.260,GOLD,849.18,31.873,32.000,0.189,0.000,0,0.000,0.000,1.000,4,0.000,0
675.260,BLUE,783.78,31.950,32.000,0.103,0.000,0,0.000,0.000,1.000,4,0.000,0
679.260,Reference,918.95,29.342,46.983,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
679.260,EMBER,910.11,21.945,17.095,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
679.260,GOLD,982.99,42.168,58.177,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
679.260,BLUE,896.00,22.407,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
683.260,Reference,1066.24,40.475,45.138,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
683.260,EMBER,950.39,19.517,48.307,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
683.260,GOLD,1142.56,31.799,32.000,0.204,0.000,0,0.000,0.000,1.000,4,0.000,0
683.260,BLUE,1030.65,33.882,0.000,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
687.260,Reference,1189.98,23.215,21.529,0.000,0.480,0,0.000,0.000,1.000,4,0.000,0
687.260,EMBER,1074.02,37.702,41.225,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
687.260,GOLD,1240.81,26.404,58.607,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
687.260,BLUE,1166.38,26.504,23.209,0.000,0.947,0,0.000,0.000,1.000,4,0.000,0
691.260,Reference,1272.81,28.965,48.957,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
691.260,EMBER,1193.93,21.146,19.945,0.000,0.342,0,0.000,0.000,1.000,4,0.000,0
691.260,GOLD,1370.47,27.978,29.655,1.000,0.000,0,0.000,0.000,1.000,2,0.000,0
691.260,BLUE,1247.91,26.625,41.288,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
695.260,Reference,1392.14,28.270,27.048,0.000,0.338,0,0.000,0.000,1.000,4,0.000,0
695.260,EMBER,1275.47,29.064,48.836,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
695.260,GOLD,1468.84,20.617,23.633,1.000,0.000,0,0.000,0.000,1.000,0,0.000,0
695.260,BLUE,1373.79,28.547,32.000,1.000,0.000,0,0.000,0.000,1.000,2,0.000,0
699.260,Reference,1481.46,25.806,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
699.260,EMBER,1394.23,26.896,25.574,0.000,0.367,0,0.000,0.000,1.000,4,0.000,0
699.260,GOLD,1593.00,30.150,30.362,0.172,0.000,0,0.000,0.000,1.000,4,0.000,0
699.260,BLUE,1457.65,18.315,17.195,0.000,0.334,0,0.000,0.000,1.000,2,0.000,0
703.260,Reference,1604.30,30.562,31.556,0.860,0.000,0,0.000,0.000,1.000,2,0.000,0
703.260,EMBER,1481.86,25.750,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
703.260,GOLD,1722.52,28.833,26.797,0.000,0.601,0,0.000,0.000,1.000,4,0.000,0
703.260,BLUE,1548.63,29.102,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
707.260,Reference,1729.73,24.994,22.978,0.000,0.584,0,0.000,0.000,1.000,4,0.000,0
707.260,EMBER,1606.49,30.825,32.451,1.000,0.000,0,0.000,0.000,1.000,3,0.000,0
707.260,GOLD,1836.68,38.800,37.795,0.000,0.301,0,0.000,0.000,1.000,4,0.000,0
707.260,BLUE,1672.92,25.002,0.000,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
711.260,Reference,1835.28,33.522,38.905,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
711.260,EMBER,1733.00,23.483,22.900,0.000,0.176,0,0.000,0.000,1.000,4,0.000,0
711.260,GOLD,1976.41,42.106,48.870,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
711.260,BLUE,1771.00,29.767,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
715.260,Reference,1969.20,37.769,48.819,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
715.260,EMBER,1845.41,34.721,35.191,0.379,0.000,0,0.000,0.000,1.000,4,0.000,0
715.260,GOLD,2117.04,40.176,58.287,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
715.260,BLUE,1875.72,34.309,34.844,0.482,0.000,0,0.000,0.000,1.000,4,0.000,0
719.260,Reference,2098.89,32.588,48.975,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
