elapsed,themeTime,voicePlaying,themeVolume,master,radioObjects
4.256,1.301,True,0.090,0,0
4.379,1.429,True,0.090,0,0
4.484,1.557,True,0.090,0,0
4.592,1.643,True,0.090,0,0
4.710,1.771,False,0.093,0,0
4.826,1.877,False,0.117,0,0
4.929,1.984,False,0.137,0,0
5.040,2.112,False,0.159,0,0
5.150,2.197,False,0.181,0,0
5.255,2.304,False,0.203,0,0
5.356,2.432,False,0.223,0,0
5.473,2.517,False,0.246,0,0
5.590,2.645,False,0.270,0,0
5.699,2.752,False,0.270,0,0
5.800,2.859,False,0.270,0,0
5.904,2.965,False,0.270,0,0
6.011,3.072,False,0.270,0,0
6.119,3.179,False,0.270,0,0
6.226,3.285,False,0.270,0,0
6.353,3.413,False,0.270,0,0
6.464,3.520,False,0.270,0,0
6.586,3.648,False,0.270,0,0
6.707,3.776,False,0.270,0,0
6.827,3.883,False,0.270,0,0
6.951,4.011,False,0.270,0,0
7.061,4.117,False,0.270,0,0
7.177,4.224,False,0.270,0,0
7.293,4.352,False,0.270,0,0
7.396,4.459,False,0.270,0,0
7.499,4.565,False,0.270,0,0
7.610,4.651,False,0.270,0,0
7.714,4.757,False,0.270,0,0
7.817,4.885,False,0.270,0,0
7.936,4.992,False,0.270,0,0
8.048,5.099,False,0.270,0,0
8.163,5.227,False,0.270,0,0
8.280,5.333,False,0.270,0,0
8.388,5.461,False,0.270,0,0
8.520,5.568,False,0.270,0,0
8.632,5.696,False,0.270,0,0
8.747,5.803,False,0.270,0,0
8.864,5.909,False,0.270,0,0
8.976,6.037,False,0.270,0,0
9.079,6.123,False,0.270,0,0
9.184,6.251,False,0.270,0,0
9.292,6.357,False,0.270,0,0
9.397,6.443,False,0.270,0,0
9.498,6.549,False,0.270,0,0
9.599,6.677,False,0.270,0,0
9.706,6.763,False,0.270,0,0
9.810,6.869,False,0.270,0,0
9.912,6.976,False,0.270,0,0
10.015,7.083,False,0.270,0,0
10.119,7.168,False,0.270,0,0
10.241,7.296,False,0.270,0,0
10.344,7.403,False,0.270,0,0
10.447,7.488,False,0.270,0,0
10.566,7.616,False,0.270,0,0
10.674,7.744,False,0.270,0,0
10.777,7.829,False,0.270,0,0
10.894,7.957,False,0.270,0,0
11.010,8.064,False,0.270,0,0
11.116,8.171,False,0.270,0,0
11.227,8.277,False,0.270,0,0
11.333,8.384,False,0.270,0,0
11.447,8.512,False,0.270,0,0
11.572,8.619,False,0.270,0,0
11.678,8.747,False,0.270,0,0
11.792,8.853,False,0.270,0,0
11.896,8.960,False,0.270,0,0
12.019,9.067,False,0.270,0,0
12.140,9.195,False,0.270,0,0
12.262,9.323,False,0.270,0,0
12.376,9.429,False,0.270,0,0
12.480,9.536,False,0.270,0,0
12.594,9.664,False,0.270,0,0
12.732,9.792,False,0.270,0,0
12.854,9.899,False,0.270,0,0
12.987,10.048,False,0.270,0,0
13.126,10.197,False,0.270,0,0
13.254,10.304,False,0.270,0,0
13.393,10.453,False,0.270,0,0
13.495,10.539,False,0.270,0,0
13.604,10.667,False,0.270,0,0
13.716,10.773,False,0.270,0,0
13.833,10.880,False,0.270,0,0
13.941,10.987,False,0.270,0,0
14.045,11.093,False,0.270,0,0
14.154,11.221,False,0.270,0,0
14.286,11.328,False,0.270,0,0
14.407,11.456,False,0.270,0,0
14.512,11.584,False,0.270,0,0
14.614,11.669,False,0.270,0,0
14.728,11.797,False,0.270,0,0
14.841,11.883,False,0.270,0,0
14.954,12.011,False,0.270,0,0
15.073,12.117,False,0.270,0,0
15.186,12.245,False,0.270,0,0
15.308,12.373,False,0.270,0,0
15.414,12.459,False,0.270,0,0
15.538,12.608,False,0.270,0,0
15.649,12.715,False,0.270,0,0
15.757,12.821,False,0.270,0,0
15.891,12.928,False,0.270,0,0
15.996,13.056,False,0.270,0,0
16.151,13.227,False,0.270,0,0
16.270,13.333,False,0.270,0,0
16.376,13.440,False,0.270,0,0
16.478,13.547,False,0.270,0,0
16.604,13.653,False,0.270,0,0
16.714,13.760,False,0.270,0,0
16.834,13.888,False,0.270,0,0
17.018,14.059,False,0.270,0,0
17.129,14.187,False,0.270,0,0
17.284,14.357,False,0.270,0,0
17.393,14.443,False,0.270,0,0
17.506,14.549,False,0.270,0,0
17.614,14.677,False,0.270,0,0
17.743,14.805,False,0.270,0,0
17.856,14.912,False,0.270,0,0
17.986,15.040,False,0.270,0,0
18.130,15.189,False,0.270,0,0
18.276,15.317,False,0.270,0,0
18.394,15.445,False,0.270,0,0
18.504,15.573,False,0.270,0,0
18.604,15.659,False,0.270,0,0
18.717,15.765,False,0.270,0,0
18.818,15.893,False,0.270,0,0
18.990,16.043,False,0.270,0,0
19.133,16.171,False,0.270,0,0
19.242,16.299,False,0.270,0,0
19.361,16.427,False,0.270,0,0
19.463,16.512,False,0.270,0,0
19.580,16.640,False,0.270,0,0
19.699,16.747,False,0.270,0,0
19.826,16.875,False,0.270,0,0
19.927,17.003,False,0.270,0,0
20.052,17.109,False,0.270,0,0
20.191,17.237,False,0.270,0,0
20.312,17.365,False,0.270,0,0
20.417,17.472,False,0.270,0,0
20.538,17.579,False,0.270,0,0
20.646,17.707,False,0.270,0,0
20.755,17.813,False,0.270,0,0
20.887,17.941,False,0.270,0,0
20.990,18.048,False,0.270,0,0
21.097,18.155,False,0.270,0,0
21.211,18.261,False,0.270,0,0
21.323,18.368,False,0.270,0,0
21.429,18.475,False,0.270,0,0
21.530,18.581,False,0.270,0,0
21.647,18.688,False,0.270,0,0
21.750,18.816,False,0.270,0,0
21.860,18.923,False,0.270,0,0
21.965,19.008,False,0.270,0,0
22.077,19.136,False,0.270,0,0
22.199,19.264,False,0.270,0,0
22.300,19.349,False,0.270,0,0
22.402,19.456,False,0.270,0,0
22.506,19.563,False,0.270,0,0
22.607,19.669,False,0.270,0,0
22.711,19.776,False,0.270,0,0
22.811,19.861,False,0.270,0,0
22.911,19.968,False,0.270,0,0
23.017,20.075,False,0.270,0,0
23.156,20.203,False,0.270,0,0
23.262,20.331,False,0.270,0,0
23.380,20.437,False,0.270,0,0
23.497,20.565,False,0.270,0,0
23.597,20.651,False,0.270,0,0
23.698,20.757,False,0.270,0,0
23.814,20.885,False,0.270,0,0
23.931,20.971,False,0.270,0,0
24.047,21.099,False,0.270,0,0
24.148,21.205,False,0.270,0,0
24.264,21.312,False,0.270,0,0
24.381,21.440,False,0.270,0,0
24.497,21.547,False,0.270,0,0
24.610,21.675,False,0.270,0,0
24.717,21.760,False,0.270,0,0
24.843,21.909,False,0.270,0,0
24.958,22.016,False,0.270,0,0
25.071,22.123,False,0.270,0,0
25.179,22.229,False,0.270,0,0
25.280,22.357,False,0.270,0,0
25.397,22.443,False,0.270,0,0
25.499,22.571,False,0.270,0,0
25.609,22.677,False,0.270,0,0
25.720,22.784,False,0.270,0,0
25.822,22.869,False,0.270,0,0
25.924,22.976,False,0.270,0,0
26.038,23.104,False,0.270,0,0
26.149,23.189,False,0.270,0,0
26.253,23.317,False,0.270,0,0
26.357,23.424,False,0.270,0,0
26.460,23.509,False,0.270,0,0
26.560,23.616,False,0.270,0,0
26.661,23.723,False,0.270,0,0
26.762,23.808,False,0.270,0,0
26.880,23.936,False,0.270,0,0
26.986,24.064,False,0.270,0,0
27.114,24.171,False,0.270,0,0
27.220,24.277,False,0.270,0,0
27.328,24.384,False,0.270,0,0
27.446,24.512,False,0.270,0,0
27.560,24.619,False,0.270,0,0
27.671,24.725,False,0.270,0,0
27.774,24.832,False,0.270,0,0
27.889,24.939,False,0.270,0,0
27.990,25.045,False,0.270,0,0
28.099,25.152,False,0.270,0,0
28.219,25.280,False,0.270,0,0
28.341,25.387,False,0.270,0,0
28.457,25.515,False,0.270,0,0
28.564,25.621,False,0.270,0,0
28.690,25.749,False,0.270,0,0
28.804,25.856,False,0.270,0,0
28.905,25.963,False,0.270,0,0
29.007,26.069,False,0.270,0,0
29.123,26.176,False,0.270,0,0
29.227,26.283,False,0.270,0,0
29.330,26.389,False,0.270,0,0
29.446,26.517,False,0.270,0,0
29.549,26.603,False,0.270,0,0
29.664,26.731,False,0.270,0,0
29.780,26.837,False,0.270,0,0
29.914,26.965,False,0.270,0,0
30.020,27.072,False,0.270,0,0
30.126,27.179,False,0.270,0,0
30.243,27.307,False,0.270,0,0
30.361,27.413,False,0.270,0,0
30.477,27.541,False,0.270,0,0
30.581,27.627,False,0.270,0,0
30.698,27.755,False,0.270,0,0
30.814,27.883,False,0.270,0,0
30.931,27.989,False,0.270,0,0
31.042,28.096,False,0.270,0,0
31.148,28.203,False,0.270,0,0
31.259,28.309,False,0.270,0,0
31.383,28.437,False,0.270,0,0
31.494,28.544,False,0.270,0,0
31.619,28.693,False,0.270,0,0
31.728,28.779,False,0.270,0,0
31.845,28.907,False,0.270,0,0
31.961,29.035,False,0.270,0,0
32.078,29.141,False,0.270,0,0
32.195,29.248,False,0.270,0,0
32.311,29.355,False,0.270,0,0
32.428,29.483,False,0.270,0,0
32.545,29.589,False,0.270,0,0
32.653,29.717,False,0.270,0,0
32.762,29.824,False,0.270,0,0
32.883,29.931,False,0.270,0,0
32.999,30.059,False,0.270,0,0
33.130,30.187,False,0.270,0,0
33.244,30.293,False,0.270,0,0
33.345,30.400,False,0.270,0,0
33.459,30.507,False,0.270,0,0
33.577,30.635,False,0.270,0,0
33.687,30.741,False,0.270,0,0
33.805,30.869,False,0.270,0,0
33.922,30.997,False,0.270,0,0
34.027,31.083,False,0.270,0,0
34.130,31.168,False,0.270,0,0
34.270,31.317,False,0.270,0,0
34.382,0.085,False,0.270,0,0
34.491,0.171,False,0.270,0,0
34.592,0.299,False,0.270,0,0
34.696,0.405,False,0.270,0,0
34.810,0.512,False,0.270,0,0
34.927,0.619,False,0.270,0,0
35.046,0.747,False,0.270,0,0
35.155,0.853,False,0.270,0,0
35.270,0.960,False,0.270,0,0
35.376,1.067,False,0.270,0,0
35.481,1.173,False,0.270,0,0
35.594,1.280,False,0.270,0,0
35.718,1.408,False,0.270,0,0
35.835,1.536,False,0.270,0,0
35.946,1.643,False,0.270,0,0
36.063,1.771,False,0.270,0,0
36.176,1.877,False,0.270,0,0
36.284,1.984,False,0.270,0,0
36.389,2.069,False,0.270,0,0
36.513,2.219,False,0.270,0,0
36.628,2.325,False,0.270,0,0
36.729,2.432,False,0.270,0,0
36.832,2.539,False,0.270,0,0
