time,station,active,visible,sightings,calls
3.12,33.0,1,0,0,0
4.12,41.2,1,0,0,0
5.12,62.7,2,0,0,0
6.12,93.9,2,0,0,0
7.12,132.4,2,0,0,0
8.12,171.5,2,0,0,1
9.12,213.7,1,0,0,1
10.12,260.0,1,0,0,1
11.12,301.1,0,0,0,1
12.12,332.1,0,0,0,1
13.12,359.7,0,0,0,1
14.12,376.8,0,0,0,1
15.12,403.2,0,0,0,1
16.12,416.1,0,0,0,1
17.12,428.5,0,0,0,1
18.12,447.3,0,0,0,1
19.12,470.1,0,0,0,1
20.12,496.1,0,0,0,1
21.12,520.1,0,0,0,1
22.12,552.1,0,0,0,1
23.12,582.8,1,0,0,2
24.14,611.5,1,0,0,2
25.14,636.3,1,0,0,2
26.14,655.8,1,0,0,2
27.14,684.6,0,0,0,2
28.14,707.4,0,0,0,2
29.14,731.8,1,0,0,2
30.14,761.6,1,0,0,2
31.14,798.9,1,0,0,2
32.14,840.0,1,0,0,2
33.14,872.5,0,0,0,2
34.14,904.3,0,0,0,2
35.14,928.9,0,0,0,2
36.14,947.9,0,0,0,2
37.14,963.3,0,0,0,2
38.14,982.8,0,0,0,2
39.14,1010.9,0,0,0,2
40.14,1041.4,0,0,0,2
41.14,1062.5,0,0,0,2
42.14,1088.4,0,0,0,2
43.14,1107.0,0,0,0,2
44.14,1131.7,0,0,0,2
45.14,1164.6,0,0,0,2
46.14,1202.4,0,0,0,2
47.14,1242.9,0,0,0,2
48.14,1275.9,0,0,0,2
49.14,1307.7,1,0,0,3
50.14,1337.5,1,0,0,3
51.14,1354.1,1,0,0,3
52.14,1366.2,1,0,0,3
53.14,1394.1,0,0,0,3
54.14,1408.4,0,0,0,3
55.14,1429.0,0,0,0,3
56.14,1457.7,1,0,0,3
57.14,1490.1,1,0,0,3
58.14,1521.9,1,0,0,3
59.14,1553.8,1,0,0,3
60.14,1582.3,0,0,0,3
61.14,1603.3,1,0,0,4
62.14,1627.8,1,0,0,4
63.14,1645.1,1,0,0,4
64.16,1665.3,1,0,0,4
65.16,1694.0,0,0,0,4
66.16,1727.7,0,0,0,4
67.16,1753.9,0,0,0,4
68.16,1775.0,0,0,0,4
69.16,1802.7,0,0,0,4
70.16,1834.3,0,0,0,4
71.16,1857.1,0,0,0,4
72.16,1874.4,0,0,0,4
73.16,1894.9,0,0,0,4
74.16,1915.4,0,0,0,4
75.16,1937.0,0,0,0,4
76.16,1964.8,0,0,0,4
77.16,1985.3,0,0,0,4
78.16,1998.3,0,0,0,4
79.16,2013.3,0,0,0,4
80.16,2034.0,0,0,0,4
81.16,2063.0,0,0,0,4
82.16,2094.0,0,0,0,4
83.16,11.0,1,0,0,5
84.16,53.1,1,0,0,5
85.16,99.7,1,0,0,5
86.16,143.8,0,0,0,5
87.16,182.5,0,0,0,5
88.16,225.7,0,0,0,5
89.16,273.1,0,0,0,5
90.16,309.9,0,0,0,5
91.16,341.8,0,0,0,5
92.16,373.4,0,0,0,5
93.18,406.5,0,0,0,5
94.18,433.5,0,0,0,5
95.18,458.4,0,0,0,5
96.18,480.3,0,0,0,5
97.18,504.6,0,0,0,5
98.18,534.4,0,0,0,5
99.18,567.7,0,0,0,5
100.18,599.5,0,0,0,5
101.18,631.3,0,0,0,5
102.18,657.8,0,0,0,5
103.18,699.7,0,0,0,5
104.18,729.6,0,0,0,5
105.18,743.7,0,0,0,5
106.18,743.7,0,0,0,5
107.18,743.8,0,0,0,5
108.18,743.7,0,0,0,5
109.18,743.7,0,0,0,5
110.18,743.6,0,0,0,5
111.18,743.2,0,0,0,5
112.18,742.8,0,0,0,5
113.18,743.4,0,0,0,5
114.18,754.3,0,0,0,5
115.18,778.4,0,0,0,5
116.18,812.4,0,0,0,5
117.18,850.5,0,0,0,5
118.18,882.4,0,0,0,5
119.20,914.4,0,0,0,5
120.20,949.0,0,0,0,5
121.20,979.3,0,0,0,5
122.20,1006.1,0,0,0,5
123.20,1037.3,0,0,0,5
124.20,1064.2,0,0,0,5
125.20,1099.8,0,0,0,5
126.20,1124.3,0,0,0,5
127.20,1155.8,0,0,0,5
128.20,1194.1,0,0,0,5
129.20,1236.3,0,0,0,5
130.20,1273.8,0,0,0,5
131.20,1305.6,0,0,0,5
132.20,1337.4,0,0,0,5
133.20,1366.0,0,0,0,5
134.20,1405.4,0,0,0,5
135.20,1433.0,0,0,0,5
136.20,1458.7,0,0,0,5
137.20,1489.9,0,0,0,5
138.20,1521.8,0,0,0,5
139.20,1553.6,0,0,0,5
140.20,1585.4,0,0,0,5
141.20,1621.6,0,0,0,5
142.20,1652.3,0,0,0,5
143.20,1680.1,0,0,0,5
144.20,1712.6,0,0,0,5
145.20,1746.3,0,0,0,5
146.20,1768.9,0,0,0,5
147.20,1794.1,0,0,0,5
148.20,1825.8,0,0,0,5
149.20,1857.6,0,0,0,5
150.20,1891.4,0,0,0,5
151.20,1922.2,0,0,0,5
152.20,1953.3,0,0,0,5
