time,vehicle,lap,gate,speed,recoveries,misses,x,y,z,verified,finishArmed,roadPosition
3.005,atv,0,0,0.00,0,0,564.07,82.55,-6.94,0.000,False,0.000
3.005,moto,0,0,0.00,0,0,568.74,82.57,0.91,0.000,False,0.000
3.005,moto,0,0,0.00,0,0,564.53,82.57,8.03,0.000,False,0.000
3.005,moto,0,0,0.00,0,0,569.05,82.57,14.95,0.000,False,0.000
4.500,atv,0,0,20.22,0,0,564.50,82.57,9.65,0.000,False,2103.624
4.500,moto,0,0,21.56,0,0,569.07,82.57,18.56,0.000,False,2112.559
4.500,moto,0,1,21.56,0,0,564.63,82.56,25.68,0.322,False,0.322
4.500,moto,0,1,21.58,0,0,567.51,82.52,32.54,7.091,False,7.091
6.000,atv,0,1,32.70,0,0,563.43,82.44,50.18,24.677,False,24.677
6.000,moto,0,1,35.02,0,0,567.47,82.38,61.87,36.205,False,36.205
6.000,moto,0,1,35.04,0,0,562.46,82.34,69.00,43.444,False,43.444
6.000,moto,0,1,35.04,0,0,564.81,82.29,75.84,50.210,False,50.210
8.500,atv,0,1,39.43,0,0,535.72,80.89,134.18,117.393,False,117.393
8.500,moto,0,1,42.40,0,0,527.98,80.56,144.52,129.709,False,129.709
8.500,moto,0,1,43.90,0,0,516.05,80.17,149.99,142.463,False,142.463
8.500,moto,0,1,44.48,0,0,512.96,80.05,154.19,147.325,False,147.325
10.500,atv,0,2,46.08,0,0,463.81,77.87,181.11,203.208,False,203.208
10.500,moto,0,2,40.03,0,0,449.86,76.93,191.45,220.634,False,220.634
10.500,moto,0,2,34.24,0,0,438.42,76.25,196.03,232.927,False,232.927
10.500,moto,0,2,32.93,0,0,435.82,76.04,198.61,236.502,False,236.502
12.500,atv,0,2,31.77,0,0,403.42,74.53,215.06,272.860,False,272.860
12.500,moto,0,2,31.83,0,0,391.94,74.22,220.90,285.772,False,285.772
12.500,moto,0,2,30.55,0,0,383.81,74.68,225.25,295.054,False,295.054
12.500,moto,0,2,30.62,0,0,379.34,75.46,227.48,300.171,False,300.171
14.500,atv,0,2,17.84,0,0,359.53,81.79,237.97,313.484,False,329.124
14.500,moto,0,2,27.02,0,0,341.88,84.86,247.10,312.943,False,347.056
14.500,moto,0,2,26.67,0,0,335.61,84.00,250.21,312.893,False,354.152
14.500,moto,0,2,27.11,0,0,328.39,83.46,254.34,313.039,False,362.385
16.500,atv,0,2,8.31,0,0,339.16,81.49,246.48,313.484,False,349.548
16.500,moto,0,2,25.49,0,0,290.94,73.09,268.31,312.943,False,401.821
16.500,moto,0,2,30.12,0,0,289.34,69.34,281.63,312.893,False,410.351
16.500,moto,0,2,22.29,0,0,272.78,68.85,272.02,313.039,False,420.605
18.500,atv,0,2,16.43,0,0,324.56,80.75,253.50,313.484,False,365.435
18.500,moto,0,2,35.77,0,0,236.38,55.14,296.65,312.943,False,468.189
18.500,moto,0,2,39.97,0,0,227.23,54.19,297.00,312.893,False,477.159
18.500,moto,0,2,32.60,0,0,212.47,52.46,297.50,313.039,False,492.001
20.500,atv,0,2,27.04,0,0,286.02,69.56,280.23,313.484,False,412.250
20.500,moto,0,2,31.94,0,0,171.19,48.65,290.02,312.943,False,533.903
20.500,moto,0,2,31.68,0,0,162.46,47.79,288.51,312.893,False,542.802
20.500,moto,0,2,31.65,0,0,150.37,46.21,285.38,313.039,False,555.409
22.500,atv,0,2,33.00,0,0,234.96,55.03,295.48,313.484,False,469.523
22.500,moto,0,2,31.15,0,0,110.18,49.90,274.32,312.943,False,592.588
22.500,moto,0,2,30.77,0,0,101.95,50.45,271.68,312.893,False,595.268
22.500,moto,0,2,30.48,0,0,90.36,49.98,267.81,313.039,False,623.615
24.500,atv,0,2,28.78,0,0,172.80,48.74,290.74,313.484,False,532.253
24.500,moto,0,2,30.33,0,0,52.20,37.37,256.16,312.943,False,664.006
24.500,moto,0,2,24.80,0,0,44.73,34.54,253.45,312.893,False,671.851
24.500,moto,0,2,-0.04,0,0,39.22,34.59,250.19,313.039,False,678.644
26.500,atv,0,2,22.02,0,0,122.01,47.93,277.54,313.484,False,585.204
26.500,moto,0,2,5.87,0,0,43.65,34.16,255.47,312.943,False,672.247
26.500,moto,0,2,0.01,0,0,41.00,34.54,251.67,312.893,False,676.410
26.500,moto,0,2,0.00,0,0,39.18,34.54,250.27,313.039,False,678.640
28.500,atv,0,2,23.14,0,0,77.94,40.14,262.82,313.484,False,638.080
28.500,moto,0,2,-0.11,0,0,42.62,34.12,254.94,312.943,False,673.507
28.500,moto,0,2,0.00,0,0,40.87,34.49,251.85,312.893,False,676.434
28.500,moto,0,2,0.01,0,0,39.09,34.51,250.42,313.039,False,678.656
30.500,atv,0,2,30.44,0,0,36.51,34.64,240.19,313.484,False,685.121
30.500,moto,0,2,-0.11,0,0,42.52,34.01,255.30,312.943,False,673.428
30.500,moto,0,2,-0.40,0,0,41.01,34.44,252.22,312.893,False,676.149
30.500,moto,0,2,-0.40,0,0,39.26,34.48,250.78,313.039,False,678.348
32.500,atv,0,2,42.07,0,0,-26.11,28.89,201.58,313.484,False,758.666
32.500,moto,0,2,2.12,0,0,42.56,33.85,255.94,312.943,False,673.051
32.500,moto,0,2,-0.44,0,0,41.52,34.39,252.93,312.893,False,675.390
32.500,moto,0,2,-0.42,0,0,39.77,34.43,251.45,313.039,False,677.588
34.500,atv,0,3,0.00,0,0,-76.15,24.52,159.18,827.683,True,827.683
34.500,moto,0,2,-0.58,0,0,42.42,33.66,256.47,312.943,False,672.980
34.500,moto,0,2,-0.47,0,0,42.00,34.29,253.73,312.893,False,674.607
34.500,moto,0,2,-0.45,0,0,40.25,34.35,252.24,313.039,False,676.821
36.500,atv,0,3,22.90,0,0,-91.84,23.09,135.15,853.116,True,853.116
36.500,moto,0,2,1.73,0,0,42.52,33.41,257.34,312.943,False,672.476
36.500,moto,0,2,1.98,0,0,42.11,34.19,254.29,312.893,False,674.207
36.500,moto,0,2,1.92,1,0,122.08,47.98,280.16,313.039,False,584.770
38.500,atv,0,3,23.29,0,0,-113.41,21.43,96.53,874.298,True,900.893
38.500,moto,0,2,-0.24,0,0,41.90,33.35,257.06,312.943,False,673.171
38.500,moto,0,2,-0.12,0,0,40.57,34.27,252.86,312.893,False,676.236
38.500,moto,0,2,13.93,1,0,103.02,43.36,269.52,313.039,False,611.829
40.500,atv,0,3,29.79,0,0,-122.50,20.56,51.62,874.298,True,946.186
40.500,moto,0,2,-0.24,0,0,41.61,33.19,257.35,312.943,False,673.289
40.500,moto,0,2,-0.13,0,0,40.48,34.17,253.22,312.893,False,676.149
40.500,moto,0,2,20.92,1,0,80.47,34.57,257.84,313.039,False,637.886
42.500,atv,0,3,21.73,0,0,-125.08,24.26,-2.71,874.298,True,998.441
42.500,moto,0,2,9.24,1,0,107.87,43.74,273.61,312.943,False,598.433
42.500,moto,0,2,15.32,1,0,109.15,48.63,272.48,312.893,False,593.870
42.500,moto,0,2,34.50,1,0,27.07,33.97,235.58,313.039,False,695.522
44.500,atv,0,3,19.97,0,0,-119.48,17.86,-42.71,874.298,True,1044.667
44.500,moto,0,2,18.48,1,0,91.11,35.02,261.56,312.943,False,626.538
44.500,moto,0,2,22.21,1,0,80.42,34.64,259.22,312.893,False,637.345
44.500,moto,0,2,40.56,1,0,-39.85,27.55,189.50,313.039,False,776.989
46.500,atv,0,3,34.33,0,0,-88.61,22.08,-88.87,874.298,True,1099.474
46.500,moto,0,2,31.91,1,0,39.21,34.76,242.61,312.943,False,681.574
46.500,moto,0,2,34.81,1,0,26.28,33.88,234.95,312.893,False,696.519
46.500,moto,0,3,31.66,1,0,-86.10,23.40,143.97,842.385,True,842.385
48.500,atv,0,3,41.78,0,0,-24.46,26.12,-128.35,874.298,True,1175.668
48.500,moto,0,2,44.37,1,0,-25.05,28.91,200.75,312.943,False,758.250
48.500,moto,0,2,40.11,1,0,-40.92,27.46,188.66,312.893,False,778.362
48.500,moto,0,3,29.93,1,0,-118.29,24.18,90.60,873.907,True,908.068
50.500,atv,0,3,31.78,0,0,41.19,30.59,-138.00,874.298,True,1242.266
50.500,moto,0,3,31.94,1,0,-76.96,24.24,155.87,827.385,True,827.385
50.500,moto,0,3,31.70,1,0,-86.83,23.34,142.99,843.608,True,843.608
50.500,moto,0,3,31.90,1,0,-124.26,20.55,31.74,873.907,True,966.088
52.500,atv,0,3,17.65,0,0,90.03,38.66,-147.11,874.298,True,1293.264
52.500,moto,0,3,30.39,1,0,-110.90,26.09,103.07,873.686,True,893.804
52.500,moto,0,3,29.51,1,0,-118.59,23.37,89.19,873.742,True,909.424
52.500,moto,0,3,29.57,1,0,-124.62,24.50,-30.50,873.907,True,1032.229
54.500,atv,0,3,19.34,0,0,126.24,38.73,-155.63,874.298,True,1337.113
54.500,moto,0,3,31.59,1,0,-124.32,20.73,46.77,873.686,True,951.203
54.500,moto,0,3,31.91,1,0,-124.66,20.51,29.45,873.742,True,968.415
54.500,moto,0,3,23.50,1,0,-108.06,20.02,-58.75,873.907,True,1063.753
56.500,atv,0,3,25.32,0,0,162.69,39.55,-162.37,874.298,True,1373.852
56.500,moto,0,3,30.37,1,0,-124.84,25.39,-16.08,873.686,True,1018.020
56.500,moto,0,3,29.61,1,0,-124.27,24.13,-32.74,873.742,True,1034.412
56.500,moto,0,3,38.21,1,0,-68.46,23.26,-107.52,873.907,True,1126.881
58.500,atv,0,4,31.78,0,0,218.51,45.78,-184.37,1434.226,True,1434.226
58.500,moto,0,3,19.32,1,0,-113.74,19.02,-51.57,873.686,True,1054.943
58.500,moto,0,3,26.55,1,0,-102.53,20.78,-64.05,873.742,True,1071.068
58.500,moto,0,3,31.82,1,0,4.22,28.03,-132.68,873.907,True,1204.829
60.500,atv,0,4,31.82,0,0,271.31,48.60,-219.66,1497.817,True,1497.817
60.500,moto,0,3,35.84,1,0,-80.29,22.53,-97.04,873.686,True,1111.086
60.500,moto,0,3,39.73,1,0,-58.64,23.89,-114.28,873.742,True,1138.776
60.500,moto,0,3,31.62,1,0,66.92,32.58,-142.19,873.907,True,1268.456
62.500,atv,0,4,20.82,0,0,311.65,56.08,-246.14,1541.441,True,1541.441
62.500,moto,0,3,35.63,1,0,-9.49,27.11,-131.10,873.686,True,1190.963
62.500,moto,0,3,31.81,1,0,13.97,28.69,-134.20,873.742,True,1214.721
62.500,moto,0,3,28.64,1,0,125.00,47.37,-153.83,873.907,True,1336.450
64.500,atv,0,4,17.69,0,0,344.57,48.85,-265.24,1542.618,True,1589.713
64.500,moto,0,3,31.81,1,0,53.77,31.50,-139.89,873.686,True,1255.023
64.500,moto,0,3,31.63,1,0,76.40,34.38,-143.96,873.742,True,1278.293
64.500,moto,0,3,28.26,1,0,178.48,42.38,-166.01,873.907,True,1390.176
66.500,atv,0,4,32.50,0,0,389.97,54.38,-289.00,1542.618,True,1641.097
66.500,moto,0,3,29.37,1,0,113.07,46.00,-151.58,873.686,True,1323.617
66.500,moto,0,3,28.47,1,0,133.73,47.33,-155.92,873.742,True,1345.833
66.500,moto,0,4,31.83,1,0,234.60,46.73,-193.77,1452.867,True,1452.867
68.380,atv,0,4,21.33,0,0,444.77,57.69,-286.05,1542.618,True,1696.312
68.380,moto,0,3,23.81,1,0,165.08,39.84,-162.68,873.686,True,1376.289
68.380,moto,0,3,29.58,1,0,183.59,43.13,-168.30,873.742,True,1395.739
68.380,moto,0,4,31.76,1,0,283.38,49.68,-228.26,1512.716,True,1512.716
70.380,atv,0,4,31.81,0,0,494.00,45.35,-269.67,1542.618,True,1749.399
70.380,moto,0,4,31.82,1,0,219.93,45.86,-184.51,1435.524,True,1435.524
70.380,moto,0,4,31.83,1,0,239.79,47.00,-196.88,1458.912,True,1458.912
70.380,moto,0,4,29.73,1,0,334.97,57.24,-260.85,1541.998,True,1580.064
72.380,atv,0,4,21.56,0,0,538.32,32.58,-245.62,1542.618,True,1801.993
72.380,moto,0,4,31.85,1,0,272.39,48.66,-220.47,1499.162,True,1499.162
72.380,moto,0,4,31.70,1,0,291.33,51.21,-233.81,1522.549,True,1522.549
72.380,moto,0,4,33.97,1,0,388.20,54.29,-286.49,1541.998,True,1638.749
74.380,atv,0,0,27.72,0,0,570.49,38.58,-215.63,1846.369,True,1846.369
74.380,moto,0,4,30.00,1,0,324.14,58.00,-254.18,1541.956,True,1566.938
74.380,moto,0,4,30.14,1,0,342.97,55.51,-265.58,1541.956,True,1589.218
74.380,moto,0,4,22.63,1,0,446.77,57.80,-284.48,1541.998,True,1698.545
76.380,atv,0,0,29.73,0,0,595.85,59.45,-174.09,1899.415,True,1899.415
76.380,moto,0,4,31.36,1,0,375.43,53.36,-281.99,1541.956,True,1625.083
76.380,moto,0,4,36.10,1,0,399.21,54.75,-289.26,1541.956,True,1650.152
76.380,moto,0,4,31.84,1,0,496.79,43.96,-266.89,1541.998,True,1753.312
78.380,atv,0,0,15.32,0,0,606.83,76.71,-145.12,1935.037,True,1935.037
78.380,moto,0,4,22.64,1,0,438.11,57.26,-287.40,1541.956,True,1689.526
78.380,moto,0,4,22.79,1,0,453.94,57.44,-282.39,1541.956,True,1705.970
78.380,moto,0,4,34.50,1,0,552.27,33.88,-236.02,1541.998,True,1818.598
80.380,atv,0,0,22.41,0,0,603.32,80.03,-114.02,1966.627,True,1966.627
80.380,moto,0,4,31.96,1,0,486.17,48.56,-273.70,1541.956,True,1740.113
80.380,moto,0,4,31.75,1,0,505.74,40.31,-262.80,1541.956,True,1763.833
80.380,moto,0,0,31.33,1,0,587.73,51.56,-187.90,1881.541,True,1881.541
82.380,atv,0,0,30.01,0,0,569.33,82.95,-73.36,2020.289,True,2020.289
82.380,moto,0,4,34.34,1,0,541.36,32.67,-246.39,1541.956,True,1803.811
82.380,moto,0,4,32.46,1,0,560.74,35.12,-228.48,1541.956,True,1829.899
82.380,moto,0,0,14.63,1,0,604.12,74.12,-150.66,1928.541,True,1928.541
84.380,atv,0,0,40.63,0,0,566.83,82.55,-2.05,2091.572,True,2091.572
84.380,moto,0,0,30.01,1,0,583.71,44.84,-202.66,1865.484,True,1865.484
84.380,moto,0,0,31.30,1,0,592.22,56.39,-179.18,1892.476,True,1892.476
84.380,moto,0,0,24.24,1,0,605.21,79.69,-117.63,1962.685,True,1962.685
86.380,atv,1,1,42.23,0,0,564.09,82.21,84.87,59.110,False,59.110
86.380,moto,0,0,16.04,1,0,604.34,70.11,-158.04,1920.613,True,1920.613
86.380,moto,0,0,14.30,1,0,605.31,76.12,-146.47,1933.289,True,1933.289
86.380,moto,0,0,30.96,1,0,568.63,82.91,-75.47,2018.491,True,2018.491
88.380,atv,1,1,41.46,0,0,522.05,80.38,146.35,135.538,False,135.538
88.380,moto,0,0,19.44,1,0,610.87,78.30,-129.85,1950.082,True,1950.082
88.380,moto,0,0,27.09,1,0,600.07,80.40,-110.49,1971.201,True,1971.201
88.380,moto,0,0,43.01,1,0,565.80,82.55,-0.93,2092.613,True,2092.613
90.380,atv,1,2,37.83,0,0,446.76,76.77,191.27,223.244,False,223.244
90.380,moto,0,0,26.87,1,0,577.56,82.19,-89.99,2001.661,True,2001.661
90.380,moto,0,0,33.64,1,0,565.83,82.90,-64.18,2029.760,True,2029.760
90.380,moto,1,1,41.66,1,0,562.18,82.13,90.32,64.800,False,64.800
92.380,atv,1,2,28.61,0,0,390.31,74.21,221.90,287.747,False,287.747
92.380,moto,0,0,40.18,1,0,564.65,82.50,-25.31,2068.287,True,2068.287
92.380,moto,0,0,44.61,1,0,566.28,82.58,15.18,2108.705,True,2108.705
92.380,moto,1,1,44.08,1,0,513.44,80.12,150.61,144.971,False,144.971
94.380,atv,1,2,15.76,0,0,351.68,81.47,242.21,313.391,False,337.170
94.380,moto,1,1,48.10,1,0,564.29,82.36,63.78,37.908,False,37.908
94.380,moto,1,1,38.12,1,0,558.46,81.88,104.43,79.584,False,79.584
94.380,moto,1,2,33.43,1,0,436.45,76.14,196.37,234.819,False,234.819
96.280,atv,1,2,8.17,0,0,333.82,82.19,249.11,313.391,False,355.450
96.280,moto,1,1,41.04,1,0,537.08,80.92,134.04,116.248,False,116.248
96.280,moto,1,1,45.26,1,0,503.04,79.75,156.84,157.061,False,157.061
96.280,moto,1,2,31.82,1,0,383.40,74.71,225.53,295.518,False,295.518
98.280,atv,1,2,20.51,0,0,317.65,79.66,260.61,313.391,False,374.869
98.280,moto,1,2,49.00,1,0,460.14,77.69,181.97,206.729,False,206.729
98.280,moto,1,2,31.90,1,0,428.68,75.64,201.02,243.924,False,243.924
98.280,moto,1,2,28.37,1,0,332.36,84.85,251.81,312.881,False,357.760
100.280,atv,1,2,23.09,0,0,278.26,63.28,284.07,313.391,False,423.583
100.280,moto,1,2,31.91,1,0,399.51,74.37,217.22,277.332,False,277.332
100.280,moto,1,2,30.85,1,0,373.67,78.20,230.55,307.291,False,307.291
100.280,moto,1,2,30.90,1,0,281.80,70.70,280.12,312.881,False,414.894
102.280,atv,1,2,32.72,0,0,229.32,54.41,296.31,313.391,False,475.192
102.280,moto,1,2,27.07,1,0,346.40,85.20,244.01,312.935,False,342.126
102.280,moto,1,2,28.72,1,0,322.82,82.58,256.72,312.905,False,368.362
102.280,moto,1,2,4.54,1,0,241.62,56.48,301.97,312.881,False,464.359
104.280,atv,1,2,31.86,0,0,166.80,48.25,289.43,313.391,False,538.343
104.280,moto,1,2,17.68,1,0,299.26,76.75,264.39,312.935,False,392.430
104.280,moto,1,2,31.34,1,0,271.21,65.61,286.27,312.905,False,431.301
104.280,moto,1,2,20.09,1,0,228.01,54.28,297.90,312.881,False,476.837
106.280,atv,1,2,23.69,0,0,117.56,48.72,276.09,313.391,False,589.844
106.280,moto,1,2,30.44,1,0,268.55,58.80,288.69,312.935,False,435.417
106.280,moto,1,2,26.38,1,0,228.89,54.35,298.94,312.905,False,475.880
106.280,moto,1,2,31.71,1,0,171.47,48.67,290.19,312.881,False,533.596
108.280,atv,1,2,22.91,0,0,73.39,36.99,261.30,313.391,False,642.936
108.280,moto,1,2,31.88,1,0,201.45,51.53,294.13,312.935,False,503.211
108.280,moto,1,2,31.90,1,0,167.74,48.37,289.37,312.905,False,537.418
108.280,moto,1,2,31.27,1,0,110.45,49.75,274.40,312.881,False,592.570
110.280,atv,1,2,31.68,0,0,31.36,34.34,237.28,313.391,False,691.003
110.280,moto,1,2,31.88,1,0,139.20,46.13,282.86,312.935,False,566.873
110.280,moto,1,2,31.07,1,0,106.87,50.06,273.28,312.905,False,593.870
110.280,moto,1,2,30.67,1,0,52.34,36.79,255.80,312.881,False,664.042
112.020,atv,1,2,41.68,0,0,-23.57,29.12,203.45,313.391,False,755.509
112.020,moto,1,2,30.53,1,0,87.42,49.58,266.84,312.935,False,626.934
112.020,moto,1,2,30.71,1,0,56.33,38.91,256.98,312.905,False,660.012
112.020,moto,1,2,30.29,1,0,19.78,33.09,229.48,312.881,False,705.030
113.540,atv,1,3,31.86,0,0,-64.78,25.31,168.22,810.036,True,810.036
113.540,moto,1,2,29.32,1,0,43.97,34.54,252.72,312.935,False,672.746
113.540,moto,1,2,27.59,1,0,24.08,33.51,233.38,312.905,False,699.412
113.540,moto,1,2,41.39,1,0,-26.60,28.77,199.78,312.881,False,760.138
115.300,atv,1,3,17.33,0,0,-96.94,23.84,127.53,862.437,True,862.437
115.300,moto,1,2,0.01,1,0,39.36,34.59,250.00,312.935,False,678.616
115.300,moto,1,2,40.82,1,0,-26.46,28.79,199.93,312.905,False,759.949
115.300,moto,1,3,31.78,1,0,-72.30,24.64,160.42,820.884,True,820.884
117.280,atv,1,3,15.75,0,0,-113.81,17.22,94.38,874.458,True,902.911
117.280,moto,1,2,0.01,1,0,39.30,34.57,250.12,312.935,False,678.605
117.280,moto,1,3,31.66,1,0,-76.79,24.23,155.46,827.584,True,827.584
117.280,moto,1,3,30.65,1,0,-107.64,26.22,109.19,873.622,True,886.688
119.280,atv,1,3,29.61,0,0,-122.14,20.52,52.52,874.458,True,945.236
119.280,moto,1,2,-0.35,1,0,39.36,34.55,250.32,312.935,False,678.473
119.280,moto,1,3,30.12,1,0,-111.28,25.75,102.93,873.973,True,894.090
119.280,moto,1,3,31.19,1,0,-124.23,20.44,53.89,873.622,True,944.226
121.100,atv,1,3,22.54,0,0,-125.61,23.49,2.10,874.458,True,996.198
121.100,moto,1,2,-0.37,1,0,39.89,34.55,250.73,312.935,False,677.823
121.100,moto,1,3,31.56,1,0,-123.81,20.59,52.20,873.973,True,945.798
121.100,moto,1,3,21.07,1,0,-126.09,22.69,6.15,873.622,True,992.150
122.620,atv,1,3,21.88,0,0,-122.05,19.08,-31.12,874.458,True,1033.207
122.620,moto,1,2,-0.38,1,0,40.32,34.54,251.13,312.935,False,677.255
122.620,moto,1,3,31.68,1,0,-125.49,23.07,4.11,873.973,True,994.039
122.620,moto,1,3,21.80,1,0,-122.13,21.03,-25.01,873.622,True,1027.484
124.160,atv,1,3,26.31,0,0,-108.40,20.08,-59.50,874.458,True,1064.212
124.160,moto,1,2,12.26,2,0,110.91,48.19,274.43,312.935,False,593.749
124.160,moto,1,3,29.23,1,0,-123.89,21.84,-43.22,873.973,True,1043.924
124.160,moto,1,3,25.68,1,0,-111.70,19.38,-54.23,873.622,True,1058.039
125.800,atv,1,3,36.29,0,0,-77.54,22.73,-101.15,874.458,True,1115.897
125.800,moto,1,2,9.90,2,0,95.31,35.40,263.98,312.935,False,621.861
125.800,moto,1,3,31.79,1,0,-97.88,21.64,-74.56,873.973,True,1082.480
125.800,moto,1,3,36.15,1,0,-81.56,22.45,-95.63,873.622,True,1109.186
127.760,atv,1,3,33.65,0,0,-8.96,27.14,-132.01,874.458,True,1191.699
127.760,moto,1,2,30.79,2,0,56.78,34.77,251.64,312.935,False,661.882
127.760,moto,1,3,42.34,1,0,-42.85,24.92,-122.17,873.973,True,1156.343
127.760,moto,1,3,34.97,1,0,-14.07,26.81,-129.97,873.622,True,1186.264
129.760,atv,1,3,31.77,0,0,54.11,31.52,-139.88,874.458,True,1255.362
129.760,moto,1,2,41.09,2,0,-3.77,30.95,216.86,312.935,False,731.570
129.760,moto,1,3,31.81,1,0,27.95,29.66,-136.30,873.973,True,1228.891
129.760,moto,1,3,31.62,1,0,48.45,31.12,-139.10,873.622,True,1249.641
131.460,atv,1,3,17.89,0,0,91.70,39.31,-147.52,874.458,True,1295.096
131.460,moto,1,3,31.78,2,0,-57.32,26.01,175.59,799.542,True,799.542
131.460,moto,1,3,21.60,1,0,77.82,34.74,-144.26,873.973,True,1279.989
131.460,moto,1,3,15.77,1,0,86.96,37.55,-146.36,873.622,True,1289.936
133.460,atv,1,3,18.84,0,0,127.04,37.54,-155.87,874.458,True,1337.810
133.460,moto,1,3,31.70,2,0,-97.61,23.99,126.80,863.125,True,863.125
133.460,moto,1,3,18.54,1,0,115.49,43.43,-152.63,873.973,True,1326.174
