time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,42.596,0.852,-632.912,8.959,14.066,4,7.800,0.050,"Ground_80_240:(0.000, 1.000, -0.003) separation=0.0152 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0152 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0135 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0152 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0152 impulse=0.000;Ground_80_240:(0.000, 1.000, -0.003) separation=0.0093 impulse=0.000;",0.000,0.000,0.000,42.596,0.000,1.000,124.148,0.703,-0.039,-42.590,0.000,0.010
0.040,42.587,1.704,-632.898,8.958,13.214,4,7.857,0.007,"",0.202,0.000,0.000,42.587,0.000,1.000,123.296,0.703,-0.078,-42.581,0.000,0.016
0.060,42.578,2.556,-632.884,8.955,12.362,4,7.928,0.021,"",0.207,0.000,0.001,42.578,0.000,1.000,122.445,0.702,-0.115,-42.572,0.028,0.019
0.080,42.569,3.407,-632.870,8.952,11.511,4,8.015,0.038,"",0.211,0.000,-0.002,42.569,0.000,1.000,121.593,0.702,-0.151,-42.563,-0.052,0.021
0.100,42.560,4.258,-632.856,8.949,10.660,4,8.127,0.048,"",0.216,0.000,0.003,42.560,0.000,1.000,120.742,0.702,-0.185,-42.554,0.074,0.020
0.120,42.552,5.110,-632.842,8.944,9.809,4,8.268,0.051,"",0.220,0.000,-0.004,42.552,0.000,1.000,119.891,0.702,-0.216,-42.546,-0.097,0.019
0.140,42.544,5.961,-632.828,8.940,8.958,4,8.434,0.051,"",0.224,0.000,0.005,42.544,0.000,1.000,119.040,0.702,-0.243,-42.538,0.120,0.017
0.160,42.536,6.811,-632.814,8.934,8.107,4,8.621,0.049,"",0.228,0.000,-0.006,42.536,0.000,1.000,118.189,0.701,-0.267,-42.530,-0.138,0.016
0.180,42.529,7.662,-632.800,8.928,7.256,4,8.822,0.045,"",0.232,0.000,0.007,42.529,0.000,1.000,117.338,0.701,-0.286,-42.522,0.158,0.014
0.200,42.521,8.513,-632.786,8.922,6.406,4,9.031,0.040,"",0.236,0.000,-0.008,42.522,0.000,1.000,116.488,0.701,-0.302,-42.515,-0.172,0.012
0.220,42.514,9.363,-632.772,8.916,5.556,4,9.239,0.035,"",0.239,0.000,0.008,42.514,0.000,1.000,115.637,0.701,-0.313,-42.508,0.186,0.010
0.240,42.507,10.213,-632.758,8.910,4.706,4,9.442,0.030,"",0.243,0.000,-0.009,42.507,0.000,1.000,114.787,0.700,-0.320,-42.501,-0.198,0.009
0.260,42.500,11.063,-632.744,8.903,3.856,4,9.633,0.025,"",0.246,0.000,0.009,42.501,0.000,1.000,113.937,0.701,-0.324,-42.494,0.206,0.007
0.280,42.494,11.913,-632.730,8.897,3.006,4,9.809,0.021,"",0.250,0.000,-0.010,42.494,0.000,1.000,113.087,0.700,-0.324,-42.487,-0.214,0.006
0.300,42.487,12.763,-632.716,8.890,2.156,4,9.965,0.017,"",0.253,0.000,0.010,42.488,0.000,1.000,112.237,0.700,-0.321,-42.481,0.219,0.005
0.320,42.481,13.612,-632.702,8.884,1.307,4,10.099,0.014,"",0.256,0.000,-0.010,42.481,0.000,1.000,111.388,0.700,-0.315,-42.474,-0.225,0.005
0.340,42.475,14.462,-632.688,8.878,0.458,4,10.211,0.011,"",0.260,0.000,0.010,42.475,0.000,1.000,110.538,0.700,-0.307,-42.468,0.227,0.004
0.360,42.469,15.311,-632.674,8.872,-0.392,4,10.299,0.009,"",0.263,0.000,-0.010,42.469,0.000,1.000,109.689,0.700,-0.297,-42.462,-0.232,0.004
0.380,42.463,16.160,-632.660,8.866,-1.241,4,10.365,0.007,"",0.266,0.000,0.010,42.463,0.000,1.000,108.840,0.700,-0.286,-42.456,0.233,0.004
0.400,42.457,17.010,-632.646,8.861,-2.090,4,10.409,0.005,"",0.269,0.000,-0.011,42.457,0.000,1.000,107.990,0.699,-0.274,-42.450,-0.234,0.004
0.420,42.451,17.859,-632.632,8.856,-2.939,4,10.433,0.004,"",0.272,0.000,0.011,42.451,0.000,1.000,107.141,0.700,-0.261,-42.445,0.236,0.004
0.440,42.446,18.707,-632.618,8.851,-3.788,4,10.440,0.003,"",0.274,0.000,-0.011,42.446,0.000,1.000,106.293,0.699,-0.248,-42.439,-0.237,0.004
0.460,42.440,19.556,-632.604,8.846,-4.636,4,10.430,0.002,"",0.277,0.000,0.011,42.440,0.000,1.000,105.444,0.700,-0.236,-42.434,0.237,0.004
0.480,42.435,20.405,-632.590,8.841,-5.485,4,10.407,0.001,"",0.280,0.000,-0.011,42.435,0.000,1.000,104.595,0.699,-0.224,-42.429,-0.237,0.004
0.500,42.430,21.254,-632.576,8.837,-6.333,4,10.374,0.001,"",0.283,0.000,0.011,42.430,0.000,1.000,103.747,0.699,-0.213,-42.424,0.237,0.004
0.520,42.425,22.102,-632.562,8.833,-7.182,4,10.331,0.000,"",0.285,0.000,-0.011,42.425,0.000,1.000,102.898,0.699,-0.202,-42.419,-0.237,0.004
0.540,42.420,22.950,-632.548,8.829,-8.030,4,10.283,0.001,"",0.288,0.000,0.011,42.420,0.000,1.000,102.050,0.699,-0.193,-42.414,0.237,0.004
0.560,42.415,23.799,-632.534,8.826,-8.878,4,10.231,0.000,"",0.290,0.000,-0.011,42.415,0.000,1.000,101.201,0.699,-0.184,-42.409,-0.237,0.004
0.580,42.410,24.647,-632.520,8.822,-9.726,4,10.768,0.002,"",0.293,0.000,0.011,42.410,0.000,1.000,100.353,0.699,-0.165,-42.404,0.237,0.016
0.600,42.405,25.495,-632.506,8.819,-10.574,4,10.708,0.065,"",0.295,0.000,-0.010,42.405,0.000,1.000,99.505,0.699,-0.147,-42.399,-0.219,0.025
0.620,42.401,26.343,-632.492,8.817,-11.422,4,10.697,0.108,"",0.297,0.000,0.009,42.401,0.000,1.000,98.657,0.699,-0.129,-42.395,0.191,0.030
0.640,42.396,27.190,-632.478,8.815,-12.269,4,11.289,0.134,"",0.300,0.000,-0.007,42.396,0.000,1.000,97.810,0.699,-0.100,-42.390,-0.156,0.016
0.660,42.391,28.038,-632.464,8.813,-13.117,4,11.066,0.083,"",0.302,0.000,0.006,42.391,0.000,1.000,96.962,0.699,-0.075,-42.386,0.138,0.007
0.680,42.387,28.886,-632.450,8.812,-13.964,4,10.780,0.046,"",0.304,0.000,-0.006,42.387,0.000,1.000,96.114,0.699,-0.055,-42.381,-0.133,0.002
0.700,42.382,29.734,-632.436,8.811,-14.812,4,10.472,0.020,"",0.307,0.000,0.006,42.382,0.000,1.000,95.266,0.699,-0.042,-42.376,0.131,0.005
0.720,42.378,30.581,-632.422,8.811,-15.660,4,10.168,0.002,"",0.309,0.000,-0.006,42.378,0.000,1.000,94.419,0.699,-0.035,-42.372,-0.137,0.007
0.740,42.374,31.429,-632.408,8.810,-16.507,4,9.887,0.009,"",0.311,0.000,0.006,42.374,0.000,1.000,93.571,0.699,-0.033,-42.368,0.145,0.008
0.760,42.369,32.276,-632.394,8.809,-17.354,4,9.640,0.016,"",0.313,0.000,-0.007,42.369,0.000,1.000,92.724,0.699,-0.037,-42.364,-0.155,0.009
0.780,42.365,33.123,-632.380,8.808,-18.202,4,9.435,0.020,"",0.315,0.000,0.007,42.365,0.000,1.000,91.877,0.699,-0.044,-42.360,0.164,0.009
0.800,42.361,33.971,-632.366,8.807,-19.049,4,9.275,0.021,"",0.317,0.000,-0.008,42.362,0.000,1.000,91.029,0.699,-0.055,-42.356,-0.172,0.008
0.820,42.358,34.818,-632.352,8.806,-19.896,4,9.164,0.027,"",0.319,0.000,0.008,42.358,0.000,1.000,90.182,0.699,-0.068,-42.352,0.182,0.007
0.840,42.354,35.665,-632.338,8.804,-20.743,4,9.146,0.046,"",0.321,0.000,-0.009,42.354,0.000,1.000,89.335,0.699,-0.081,-42.348,-0.191,0.005
0.860,42.350,36.512,-632.324,8.802,-21.590,4,9.253,0.046,"",0.323,0.000,0.009,42.350,0.000,1.000,88.488,0.700,-0.093,-42.345,0.194,0.004
0.880,42.347,37.359,-632.310,8.800,-22.436,4,9.476,0.049,"",0.325,0.000,0.009,42.347,0.000,1.000,87.641,0.699,-0.099,-42.341,0.193,0.015
0.900,42.343,38.206,-632.296,8.798,-23.283,4,9.857,0.038,"",0.327,0.000,-0.008,42.343,0.000,1.000,86.794,0.698,-0.098,-42.338,-0.178,0.025
0.920,42.340,39.052,-632.282,8.797,-24.129,4,10.440,0.026,"",0.328,0.000,-0.007,42.340,0.000,1.000,85.948,0.697,-0.085,-42.334,-0.151,0.038
0.940,42.336,39.898,-632.269,8.796,-24.976,4,11.136,0.014,"",0.330,0.000,-0.005,42.336,0.000,1.000,85.102,0.696,-0.059,-42.331,-0.107,0.053
0.960,42.333,40.745,-632.255,8.795,-25.822,4,11.925,0.033,"",0.332,0.000,0.002,42.333,0.000,1.000,84.255,0.696,-0.016,-42.327,0.044,0.067
0.980,42.329,41.591,-632.241,8.796,-26.668,4,12.816,0.145,"",0.334,0.000,0.001,42.329,0.000,1.000,83.409,0.697,0.044,-42.323,0.028,0.078
1.000,42.325,42.437,-632.227,8.799,-27.513,4,13.701,0.095,"",0.336,0.000,0.005,42.325,0.000,1.000,82.563,0.698,0.122,-42.319,0.114,0.091
1.020,42.321,43.282,-632.213,8.803,-28.359,4,14.549,0.120,"",0.338,0.000,0.010,42.321,0.000,1.000,81.718,0.698,0.217,-42.314,0.214,0.103
1.040,42.316,44.128,-632.200,8.809,-29.204,4,15.391,0.259,"",0.340,0.000,-0.015,42.316,0.000,1.000,80.872,0.697,0.329,-42.309,-0.327,0.111
1.060,42.311,44.973,-632.186,8.819,-30.050,4,16.169,0.169,"",0.342,0.000,-0.020,42.311,0.000,1.000,80.027,0.696,0.456,-42.303,-0.448,0.123
1.080,42.306,45.818,-632.173,8.831,-30.895,4,16.814,0.187,"",0.344,0.000,0.026,42.306,0.000,1.000,79.182,0.697,0.596,-42.296,0.578,0.132
1.100,42.301,46.663,-632.159,8.845,-31.740,4,17.397,0.309,"",0.347,0.000,0.032,42.301,0.000,1.000,78.337,0.697,0.748,-42.289,0.715,0.140
1.120,42.296,47.508,-632.146,8.864,-32.584,4,17.911,0.229,"",0.349,0.000,-0.039,42.296,0.000,1.000,77.492,0.693,0.910,-42.281,-0.856,0.148
1.140,42.290,48.353,-632.133,8.885,-33.429,4,18.247,0.243,"",0.352,0.000,-0.045,42.291,0.000,1.000,76.647,0.689,1.079,-42.271,-1.003,0.161
1.160,42.284,49.197,-632.119,8.910,-34.273,4,18.500,0.382,"",0.355,0.000,0.052,42.285,0.000,1.000,75.803,0.689,1.253,-42.261,1.156,0.164
1.180,42.278,50.042,-632.107,8.939,-35.117,4,18.738,0.429,"",0.358,0.000,0.058,42.280,0.000,1.000,74.958,0.688,1.431,-42.250,1.308,0.176
1.200,42.272,50.885,-632.094,8.971,-35.961,4,18.749,0.284,"",0.361,0.000,-0.066,42.274,0.000,0.999,74.115,0.678,1.610,-42.238,-1.459,0.182
1.220,42.265,51.729,-632.081,9.007,-36.805,4,18.698,0.302,"",0.364,0.000,-0.073,42.268,0.000,0.999,73.271,0.669,1.787,-42.225,-1.616,0.201
1.240,42.259,52.572,-632.069,9.046,-37.648,4,18.721,0.507,"",0.367,0.000,0.079,42.262,0.000,0.999,72.428,0.668,1.965,-42.211,1.779,0.199
1.260,42.252,53.415,-632.057,9.089,-38.491,4,18.557,0.353,"",0.371,0.000,0.086,42.256,0.000,0.999,71.585,0.664,2.140,-42.197,1.935,0.220
1.280,42.245,54.258,-632.045,9.135,-39.334,4,18.298,0.373,"",0.374,0.000,-0.095,42.250,0.000,0.999,70.742,0.648,2.309,-42.181,-2.092,0.223
1.300,42.237,55.101,-632.034,9.184,-40.176,4,18.144,0.591,"",0.378,0.000,-0.103,42.243,0.000,0.999,69.899,0.633,2.475,-42.166,-2.255,0.240
1.320,42.229,55.943,-632.023,9.237,-41.018,4,17.922,0.446,"",0.381,0.000,0.107,42.236,0.000,0.998,69.057,0.626,2.637,-42.149,2.416,0.244
1.340,42.222,56.784,-632.012,9.293,-41.860,4,17.578,0.469,"",0.385,0.000,0.114,42.229,0.000,0.998,68.216,0.620,2.792,-42.132,2.577,0.264
1.360,42.213,57.626,-632.002,9.351,-42.701,4,17.317,0.648,"",0.389,0.000,-0.125,42.221,0.000,0.998,67.374,0.603,2.941,-42.114,-2.734,0.267
1.380,42.205,58.467,-631.992,9.413,-43.542,4,17.086,0.557,"",0.393,0.000,-0.133,42.213,0.000,0.997,66.533,0.582,3.086,-42.096,-2.890,0.287
1.400,42.196,59.308,-631.982,9.477,-44.383,4,16.757,0.582,"",0.398,0.000,-0.141,42.205,0.000,0.997,65.693,0.571,3.224,-42.078,-3.057,0.328
1.420,42.186,60.148,-631.972,9.544,-45.223,4,16.522,0.744,"",0.402,0.000,0.142,42.196,0.000,0.996,64.852,0.581,3.360,-42.058,3.238,0.319
1.440,42.177,60.988,-631.962,9.614,-46.063,4,16.373,0.678,"",0.407,0.000,0.150,42.187,0.000,0.996,64.012,0.601,3.494,-42.037,3.412,0.313
1.460,42.167,61.827,-631.952,9.686,-46.902,4,16.015,0.704,"Reverse supported roadworks transition:(-0.066, 0.996, 0.061) separation=0.0169 impulse=0.000;",0.412,0.000,0.156,42.177,0.000,0.995,63.173,0.612,3.620,-42.017,3.567,0.346
1.480,42.157,62.666,-631.942,9.761,-47.741,4,15.719,0.882,"Reverse supported roadworks transition:(-0.037, 0.996, 0.081) separation=0.0196 impulse=0.000;Reverse supported roadworks transition:(-0.037, 0.996, 0.081) separation=0.0128 impulse=0.000;Reverse supported roadworks transition:(-0.238, 0.971, -0.008) separation=0.0193 impulse=0.000;Reverse supported roadworks transition:(-0.239, 0.967, 0.091) separation=0.0193 impulse=0.000;",0.416,0.000,0.162,42.167,0.000,0.995,62.334,0.602,3.737,-41.997,3.708,0.393
