profile,route,attempt,road,finished,seconds,entry_mps,exit_mps,max_lateral,min_up,air_seconds,misses,penalty,branch_exits,recoveries
atv,Pine Ridge,0,False,True,17.579,35.358,27.135,5.970,0.983,3.389,0,0.000,1,0
atv,Pine Ridge,1,False,True,17.102,36.347,27.082,5.797,0.983,3.516,0,0.000,1,0
atv,Pine Ridge,2,False,True,19.285,35.335,27.050,5.676,0.981,1.002,0,0.000,1,1
atv,Pine Ridge,0,True,True,22.051,40.704,50.081,0.000,0.982,0.100,0,0.000,0,0
atv,Pine Ridge,1,True,True,22.088,40.704,50.089,0.000,0.982,0.100,0,0.000,0,0
atv,Fox Gully,0,False,True,18.992,24.258,27.513,5.994,0.963,0.481,0,0.000,1,0
atv,Fox Gully,1,False,True,18.480,25.228,27.487,5.894,0.963,0.484,0,0.000,1,0
atv,Fox Gully,2,False,True,20.698,24.250,27.376,5.990,0.963,0.467,0,0.000,1,1
atv,Fox Gully,0,True,True,19.471,30.349,41.355,0.000,0.965,0.217,0,0.000,0,0
atv,Fox Gully,1,True,True,19.460,30.368,41.448,0.000,0.965,0.233,0,0.000,0,0
atv,Creek Leap,0,False,True,14.194,33.663,25.053,9.281,0.950,2.818,0,0.000,1,0
atv,Creek Leap,1,False,True,13.898,34.998,24.954,9.452,0.950,2.805,0,0.000,1,0
atv,Creek Leap,2,False,True,16.414,33.435,25.007,9.252,0.950,2.491,0,0.000,1,1
atv,Creek Leap,0,True,True,21.440,29.146,29.638,0.000,0.950,0.100,0,0.000,0,0
atv,Creek Leap,1,True,True,21.496,29.015,29.579,0.000,0.950,0.100,0,0.000,0,0
