time,station,active,visible,sightings,calls
3.20,6.4,7,0,0,0
4.22,12.0,7,0,0,0
5.22,27.1,7,0,0,0
6.22,49.0,7,0,0,0
7.22,75.8,7,0,0,0
8.22,105.6,7,0,0,0
9.24,136.9,7,0,0,0
10.24,168.3,7,0,0,0
11.24,199.7,7,1,1,0
12.24,231.0,7,1,1,1
13.24,262.5,7,0,1,1
14.24,294.1,7,0,1,1
15.26,327.2,7,0,1,1
16.26,359.4,7,0,1,1
17.26,386.3,6,0,1,1
18.26,416.0,7,0,1,1
19.26,447.1,7,1,2,1
20.26,478.3,7,2,3,1
21.30,510.0,7,1,3,1
22.30,539.9,7,0,3,1
23.30,571.5,7,0,3,1
24.30,603.4,7,0,3,1
25.32,635.1,6,0,3,1
26.32,667.9,6,0,3,1
27.32,703.1,6,1,4,2
28.32,739.6,6,0,4,2
29.32,770.4,6,0,4,2
30.32,802.2,6,0,4,2
31.34,834.2,6,0,4,2
32.34,866.3,5,0,4,2
33.34,898.1,5,0,4,2
34.34,927.0,5,0,4,2
35.36,961.3,5,0,4,2
36.36,998.9,5,0,4,2
37.36,1038.3,5,0,4,2
38.38,1078.9,5,0,4,2
39.38,1114.0,5,0,4,2
40.38,1147.1,5,0,4,2
41.40,1179.7,5,0,4,2
42.40,1203.6,5,0,4,2
43.40,1220.2,5,0,4,2
44.40,1239.1,5,0,4,2
45.42,1264.2,5,0,4,2
46.42,1293.8,5,0,4,2
47.42,1327.1,5,0,4,2
48.42,1356.5,5,0,4,2
49.44,1383.6,5,0,4,2
50.44,1409.2,5,0,4,2
51.44,1432.8,5,0,4,2
52.44,1454.4,5,0,4,2
53.44,1474.6,5,0,4,2
54.46,1502.5,5,0,4,2
55.46,1533.9,5,0,4,2
56.46,1565.6,5,0,4,2
57.46,1596.8,5,0,4,2
58.48,1627.8,5,0,4,2
59.48,1659.6,5,0,4,2
60.48,1692.7,5,0,4,2
61.50,1723.8,5,0,4,2
62.50,1746.4,5,0,4,2
63.50,1769.9,5,0,4,2
64.50,1798.2,5,0,4,2
65.50,1829.0,5,0,4,2
66.50,1862.1,5,0,4,2
67.52,1894.7,5,0,4,2
68.52,1926.9,5,0,4,2
69.52,1962.6,5,0,4,2
70.52,2000.6,5,0,4,2
71.52,2033.3,5,0,4,2
72.54,2063.3,5,0,4,2
73.54,2093.9,5,0,4,2
74.54,2128.3,5,1,5,2
75.56,2165.8,5,1,5,3
76.56,2205.0,5,0,5,3
77.56,2246.2,5,0,5,3
78.56,2284.9,5,0,5,3
79.58,2317.0,4,0,5,3
80.58,2349.1,4,0,6,3
81.58,2381.0,4,1,6,3
82.58,2416.0,4,0,6,3
83.60,2454.4,4,0,6,4
84.60,2495.0,4,0,6,4
85.60,2537.2,4,0,6,4
86.62,2581.0,4,0,6,4
87.64,2622.2,4,1,7,4
88.64,2644.8,4,1,7,4
89.64,2659.0,4,0,7,4
90.66,2672.9,4,1,7,4
91.66,2695.4,4,0,7,4
92.66,2724.4,3,0,7,4
93.66,2758.0,3,0,7,4
94.66,2794.9,3,0,7,4
95.68,2834.3,3,0,7,4
96.68,2875.4,3,0,7,4
97.68,2917.9,3,0,7,4
98.68,2961.3,3,0,7,4
99.70,3005.9,3,0,7,4
100.70,3050.5,3,0,7,4
101.70,3095.4,3,0,7,4
102.70,3129.6,3,0,7,4
103.72,3144.3,3,0,7,4
104.72,3148.2,3,0,7,4
105.74,3158.5,3,0,7,4
106.74,3173.7,3,0,7,4
107.74,3199.0,3,0,7,4
108.76,3230.0,3,0,7,4
109.76,3264.9,3,0,7,4
110.76,3303.4,3,0,7,4
111.78,3343.6,3,0,7,4
112.78,3385.4,3,0,7,4
113.78,3428.5,3,0,7,4
114.82,3470.7,3,0,7,4
115.82,3511.1,3,0,7,4
116.84,3553.5,3,0,7,4
117.84,3596.7,3,0,7,4
118.84,3640.7,3,0,7,4
119.86,3685.6,3,0,7,4
120.86,3719.5,3,0,7,4
121.86,3738.0,3,0,7,4
122.88,3757.7,3,0,7,4
123.88,3782.4,3,0,7,4
124.90,3813.6,3,0,7,4
125.90,3848.7,3,0,7,4
126.92,3886.8,3,0,7,4
127.92,3926.9,3,0,7,4
128.92,3968.5,3,0,7,4
129.92,4011.2,3,0,7,4
130.92,4054.7,3,0,7,4
131.92,4099.1,3,0,7,4
132.92,4143.9,3,0,7,4
133.94,4189.2,3,0,7,4
134.94,4234.6,3,0,7,4
135.94,4280.6,3,0,7,4
136.94,4326.5,3,0,7,4
137.96,4372.0,3,0,7,4
138.96,4411.6,3,0,7,4
139.96,4452.5,3,0,7,4
140.96,4494.1,3,0,7,4
141.96,4536.7,3,0,7,4
142.98,4580.5,3,0,7,4
143.98,4623.8,3,0,7,4
144.98,4651.3,3,0,7,4
146.00,4666.7,3,0,7,4
147.00,7.8,3,0,7,4
148.00,29.7,3,0,7,4
149.00,56.6,3,0,7,4
150.00,86.2,3,0,7,4
151.00,117.6,3,0,7,4
152.02,148.9,3,0,7,4
153.02,180.2,3,0,7,4
