time,station,travel,lateral,x,y,z,speed,up,water
93.36,1105.71,0.00,0.68,690.09,79.66,-90.00,0.00,1.000,0.000
93.38,1105.70,0.00,0.68,690.09,79.66,-90.00,0.29,1.000,0.000
93.40,1105.69,0.01,0.68,690.09,79.66,-89.98,0.58,1.000,0.000
93.42,1105.67,0.03,0.68,690.09,79.66,-89.97,0.86,1.000,0.000
93.44,1105.65,0.05,0.67,690.09,79.65,-89.94,1.15,1.000,0.000
93.46,1105.62,0.08,0.67,690.09,79.65,-89.91,1.43,1.000,0.000
93.48,1105.59,0.12,0.67,690.09,79.65,-89.88,1.71,1.000,0.000
93.50,1105.55,0.16,0.67,690.09,79.64,-89.84,1.99,1.000,0.000
93.52,1105.50,0.20,0.66,690.09,79.64,-89.79,2.27,1.000,0.000
93.54,1105.45,0.25,0.66,690.09,79.64,-89.74,2.55,1.000,0.000
93.56,1105.39,0.31,0.66,690.09,79.64,-89.69,2.82,1.000,0.000
93.58,1105.33,0.37,0.66,690.09,79.63,-89.62,3.10,1.000,0.000
93.60,1105.27,0.44,0.65,690.09,79.63,-89.56,3.37,1.000,0.000
93.62,1105.19,0.51,0.65,690.09,79.63,-89.48,3.64,1.000,0.000
93.64,1105.11,0.59,0.65,690.09,79.63,-89.41,3.91,1.000,0.000
93.66,1105.03,0.67,0.65,690.10,79.62,-89.32,4.17,1.000,0.000
93.68,1104.94,0.76,0.65,690.10,79.62,-89.23,4.44,1.000,0.000
93.70,1104.85,0.86,0.65,690.10,79.62,-89.14,4.70,1.000,0.000
93.72,1104.75,0.96,0.65,690.10,79.62,-89.04,4.96,1.000,0.000
93.74,1104.64,1.06,0.64,690.10,79.62,-88.94,5.22,1.000,0.000
93.76,1104.54,1.17,0.64,690.10,79.62,-88.83,5.48,1.000,0.000
93.78,1104.42,1.28,0.64,690.10,79.62,-88.71,5.74,1.000,0.000
93.80,1104.30,1.40,0.64,690.10,79.61,-88.59,5.99,1.000,0.000
93.82,1104.18,1.53,0.64,690.10,79.61,-88.47,6.24,1.000,0.000
93.84,1104.05,1.66,0.65,690.10,79.61,-88.34,6.50,1.000,0.000
93.86,1103.91,1.79,0.65,690.10,79.61,-88.20,6.75,1.000,0.000
93.88,1103.77,1.93,0.65,690.10,79.61,-88.06,6.99,1.000,0.000
93.90,1103.63,2.08,0.65,690.10,79.61,-87.92,7.24,1.000,0.000
93.92,1103.48,2.23,0.65,690.10,79.61,-87.77,7.49,1.000,0.000
93.94,1103.32,2.38,0.65,690.10,79.61,-87.61,7.73,1.000,0.000
93.96,1103.16,2.54,0.65,690.10,79.61,-87.45,7.97,1.000,0.000
93.98,1103.00,2.71,0.65,690.10,79.61,-87.29,8.22,1.000,0.000
94.00,1102.83,2.88,0.65,690.10,79.61,-87.12,8.45,1.000,0.000
94.02,1102.66,3.05,0.65,690.10,79.61,-86.95,8.69,1.000,0.000
94.04,1102.48,3.23,0.65,690.10,79.60,-86.77,8.93,1.000,0.000
94.06,1102.29,3.41,0.65,690.10,79.60,-86.58,9.16,1.000,0.000
94.08,1102.11,3.60,0.65,690.10,79.60,-86.40,9.40,1.000,0.000
94.10,1101.91,3.79,0.65,690.10,79.60,-86.20,9.63,1.000,0.000
94.12,1101.72,3.99,0.65,690.10,79.60,-86.01,9.86,1.000,0.000
94.14,1101.51,4.19,0.65,690.10,79.60,-85.80,10.09,1.000,0.000
94.16,1101.31,4.40,0.65,690.10,79.60,-85.60,10.31,1.000,0.000
94.18,1101.10,4.61,0.65,690.10,79.59,-85.39,10.50,1.000,0.000
94.20,1100.88,4.82,0.65,690.10,79.59,-85.17,10.67,1.000,0.000
94.22,1100.67,5.04,0.65,690.10,79.59,-84.96,10.82,1.000,0.000
94.24,1100.45,5.26,0.65,690.09,79.59,-84.74,10.95,1.000,0.000
94.26,1100.23,5.48,0.65,690.09,79.59,-84.52,11.06,1.000,0.000
94.28,1100.01,5.70,0.65,690.09,79.58,-84.29,11.16,1.000,0.000
94.30,1099.78,5.93,0.65,690.09,79.58,-84.07,11.26,1.000,0.000
94.32,1099.55,6.15,0.65,690.09,79.58,-83.84,11.34,1.000,0.000
94.34,1099.33,6.38,0.65,690.09,79.58,-83.61,11.41,1.000,0.000
94.36,1099.10,6.61,0.65,690.09,79.58,-83.39,11.47,1.000,0.000
94.38,1098.87,6.84,0.65,690.08,79.57,-83.16,11.53,1.000,0.000
94.40,1098.63,7.07,0.65,690.08,79.57,-82.92,11.58,1.000,0.000
94.42,1098.40,7.30,0.65,690.08,79.57,-82.69,11.62,1.000,0.000
94.44,1098.17,7.54,0.65,690.08,79.57,-82.46,11.66,1.000,0.000
94.46,1097.93,7.77,0.65,690.08,79.56,-82.22,11.69,1.000,0.000
94.48,1097.70,8.01,0.65,690.07,79.56,-81.99,11.73,1.000,0.000
94.50,1097.46,8.24,0.65,690.07,79.56,-81.75,11.75,1.000,0.000
94.52,1097.23,8.48,0.65,690.07,79.56,-81.52,11.78,1.000,0.000
94.54,1096.99,8.71,0.65,690.07,79.55,-81.28,11.80,1.000,0.000
94.56,1096.76,8.95,0.65,690.06,79.55,-81.05,11.82,1.000,0.000
94.58,1096.52,9.19,0.65,690.06,79.55,-80.81,11.84,1.000,0.000
94.60,1096.28,9.42,0.65,690.06,79.55,-80.57,11.85,1.000,0.000
94.62,1096.05,9.66,0.65,690.06,79.54,-80.34,11.86,1.000,0.000
94.64,1095.81,9.90,0.65,690.05,79.54,-80.10,11.88,1.000,0.000
94.66,1095.57,10.13,0.65,690.05,79.54,-79.86,11.89,1.000,0.000
94.68,1095.33,10.37,0.65,690.05,79.54,-79.62,11.90,1.000,0.000
94.70,1095.09,10.61,0.65,690.04,79.53,-79.38,11.91,1.000,0.000
94.72,1094.86,10.85,0.65,690.04,79.53,-79.15,11.81,1.000,0.000
94.74,1094.62,11.08,0.65,690.04,79.53,-78.91,11.82,1.000,0.000
94.76,1094.39,11.32,0.65,690.03,79.53,-78.67,11.84,1.000,0.000
94.78,1094.15,11.56,0.65,690.03,79.52,-78.44,11.86,1.000,0.000
94.80,1093.91,11.79,0.65,690.03,79.52,-78.20,11.87,1.000,0.000
94.82,1093.67,12.03,0.65,690.02,79.52,-77.96,11.88,1.000,0.000
94.84,1093.44,12.27,0.65,690.02,79.52,-77.73,11.89,1.000,0.000
94.86,1093.20,12.51,0.65,690.02,79.51,-77.49,11.90,1.000,0.000
94.88,1092.96,12.74,0.65,690.01,79.51,-77.25,11.80,1.000,0.000
94.90,1092.72,12.98,0.65,690.01,79.51,-77.01,11.82,1.000,0.000
94.92,1092.49,13.22,0.65,690.01,79.50,-76.78,11.84,1.000,0.000
94.94,1092.25,13.45,0.65,690.00,79.50,-76.54,11.85,1.000,0.000
94.96,1092.01,13.69,0.65,690.00,79.50,-76.30,11.87,1.000,0.000
94.98,1091.78,13.93,0.65,690.00,79.50,-76.07,11.88,1.000,0.000
95.00,1091.54,14.17,0.65,689.99,79.49,-75.83,11.89,1.000,0.000
95.02,1091.30,14.40,0.65,689.99,79.49,-75.59,11.90,1.000,0.000
95.04,1091.06,14.64,0.65,689.99,79.49,-75.35,11.91,1.000,0.000
95.06,1090.83,14.88,0.65,689.98,79.49,-75.12,11.81,1.000,0.000
95.08,1090.59,15.12,0.65,689.98,79.48,-74.88,11.83,1.000,0.000
95.10,1090.35,15.35,0.65,689.97,79.48,-74.64,11.84,1.000,0.000
95.12,1090.12,15.59,0.65,689.97,79.48,-74.41,11.86,1.000,0.000
95.14,1089.88,15.83,0.65,689.97,79.48,-74.17,11.87,1.000,0.000
95.16,1089.64,16.06,0.65,689.96,79.47,-73.93,11.88,1.000,0.000
95.18,1089.40,16.30,0.65,689.96,79.47,-73.69,11.89,1.000,0.000
95.20,1089.16,16.54,0.65,689.95,79.47,-73.45,11.90,1.000,0.000
95.22,1088.93,16.78,0.65,689.95,79.46,-73.22,11.80,1.000,0.000
95.24,1088.69,17.01,0.65,689.95,79.46,-72.98,11.82,1.000,0.000
95.26,1088.46,17.25,0.65,689.94,79.46,-72.75,11.84,1.000,0.000
95.28,1088.22,17.49,0.65,689.94,79.46,-72.51,11.85,1.000,0.000
95.30,1087.98,17.72,0.65,689.93,79.45,-72.27,11.87,1.000,0.000
95.32,1087.74,17.96,0.65,689.93,79.45,-72.03,11.88,1.000,0.000
95.34,1087.51,18.20,0.65,689.93,79.45,-71.80,11.89,1.000,0.000
95.36,1087.27,18.44,0.65,689.92,79.44,-71.56,11.90,1.000,0.000
95.38,1087.03,18.67,0.65,689.92,79.44,-71.32,11.80,1.000,0.000
95.40,1086.80,18.91,0.65,689.91,79.44,-71.09,11.82,1.000,0.000
95.42,1086.56,19.15,0.65,689.91,79.44,-70.85,11.84,1.000,0.000
95.44,1086.32,19.38,0.65,689.91,79.43,-70.61,11.85,1.000,0.000
95.46,1086.08,19.62,0.65,689.90,79.43,-70.37,11.87,1.000,0.000
95.48,1085.85,19.86,0.65,689.90,79.43,-70.14,11.88,1.000,0.000
95.50,1085.61,20.10,0.65,689.89,79.43,-69.90,11.89,1.000,0.000
95.52,1085.37,20.33,0.65,689.89,79.42,-69.66,11.90,1.000,0.000
95.54,1085.13,20.57,0.65,689.89,79.42,-69.42,11.91,1.000,0.000
95.56,1084.90,20.81,0.65,689.88,79.42,-69.19,11.81,1.000,0.000
95.58,1084.66,21.05,0.65,689.88,79.41,-68.95,11.83,1.000,0.000
95.60,1084.42,21.28,0.65,689.88,79.41,-68.71,11.84,1.000,0.000
95.62,1084.19,21.52,0.65,689.87,79.41,-68.48,11.86,1.000,0.000
95.64,1083.95,21.76,0.65,689.87,79.41,-68.24,11.87,1.000,0.000
95.66,1083.71,21.99,0.65,689.87,79.40,-68.00,11.88,1.000,0.000
95.68,1083.47,22.23,0.65,689.87,79.40,-67.76,11.89,1.000,0.000
95.70,1083.23,22.47,0.65,689.87,79.40,-67.53,11.90,1.000,0.000
95.72,1083.00,22.71,0.65,689.87,79.39,-67.29,11.90,1.000,0.000
95.74,1082.76,22.94,0.65,689.87,79.39,-67.05,11.80,1.000,0.000
95.76,1082.52,23.18,0.65,689.88,79.39,-66.81,11.82,1.000,0.000
95.78,1082.29,23.42,0.65,689.88,79.39,-66.58,11.83,1.000,0.000
95.80,1082.05,23.65,0.65,689.89,79.38,-66.34,11.84,1.000,0.000
95.82,1081.81,23.89,0.65,689.90,79.38,-66.10,11.85,1.000,0.000
95.84,1081.58,24.13,0.65,689.91,79.38,-65.87,11.86,1.000,0.000
95.86,1081.34,24.37,0.66,689.92,79.37,-65.63,11.86,1.000,0.000
95.88,1081.10,24.60,0.66,689.93,79.37,-65.39,11.86,1.000,0.000
95.90,1080.87,24.84,0.66,689.95,79.37,-65.16,11.86,1.000,0.000
95.92,1080.63,25.08,0.67,689.97,79.37,-64.92,11.86,1.000,0.000
95.94,1080.39,25.31,0.68,690.00,79.36,-64.68,11.86,1.000,0.000
95.96,1080.16,25.55,0.69,690.02,79.36,-64.44,11.86,1.000,0.000
95.98,1079.92,25.78,0.70,690.05,79.36,-64.21,11.85,1.000,0.000
96.00,1079.69,26.02,0.71,690.09,79.36,-63.97,11.85,1.000,0.000
96.02,1079.45,26.25,0.73,690.12,79.35,-63.74,11.84,1.000,0.000
96.04,1079.22,26.49,0.75,690.17,79.35,-63.50,11.84,1.000,0.000
96.06,1078.99,26.72,0.78,690.21,79.35,-63.27,11.83,1.000,0.000
96.08,1078.75,26.95,0.81,690.26,79.34,-63.04,11.82,1.000,0.000
96.10,1078.52,27.18,0.85,690.31,79.34,-62.81,11.81,1.000,0.000
96.12,1078.29,27.41,0.89,690.37,79.34,-62.58,11.81,1.000,0.000
96.14,1077.89,27.81,0.93,690.43,79.34,-62.35,11.80,1.000,0.000
96.16,1077.66,28.05,0.93,690.50,79.33,-62.12,11.79,1.000,0.000
96.18,1077.42,28.28,0.95,690.57,79.33,-61.89,11.78,1.000,0.000
96.20,1077.18,28.52,0.96,690.65,79.33,-61.67,11.78,1.000,0.000
96.22,1076.95,28.76,0.98,690.73,79.32,-61.44,11.77,1.000,0.000
96.24,1076.71,28.99,1.00,690.81,79.32,-61.22,11.76,1.000,0.000
96.26,1076.48,29.23,1.03,690.90,79.32,-61.00,11.76,1.000,0.000
96.28,1076.25,29.46,1.06,691.00,79.32,-60.79,11.75,1.000,0.000
96.30,1075.58,30.12,1.09,691.09,79.31,-60.57,11.75,1.000,0.000
96.32,1075.35,30.35,1.04,691.20,79.31,-60.36,11.74,1.000,0.000
96.34,1075.12,30.58,1.00,691.30,79.31,-60.15,11.74,1.000,0.000
96.36,1074.89,30.81,0.96,691.42,79.30,-59.94,11.74,1.000,0.000
96.38,1074.66,31.04,0.93,691.53,79.30,-59.73,11.74,1.000,0.000
96.40,1074.43,31.28,0.90,691.65,79.30,-59.53,11.74,1.000,0.000
96.42,1074.20,31.51,0.87,691.78,79.30,-59.33,11.73,1.000,0.000
96.44,1073.96,31.74,0.85,691.91,79.29,-59.13,11.74,1.000,0.000
96.46,1073.73,31.98,0.83,692.04,79.29,-58.93,11.74,1.000,0.000
96.48,1073.49,32.21,0.82,692.18,79.29,-58.74,11.74,1.000,0.000
96.50,1073.26,32.45,0.81,692.32,79.29,-58.55,11.74,1.000,0.000
96.52,1073.02,32.69,0.80,692.46,79.28,-58.37,11.75,1.000,0.000
96.54,1072.68,33.02,0.77,692.61,79.28,-58.18,11.75,1.000,0.000
96.56,1072.45,33.25,0.74,692.76,79.28,-58.00,11.75,1.000,0.000
96.58,1072.22,33.48,0.72,692.92,79.28,-57.82,11.76,1.000,0.000
96.60,1071.99,33.71,0.70,693.08,79.27,-57.65,11.77,1.000,0.000
96.62,1071.76,33.95,0.68,693.24,79.27,-57.47,11.77,1.000,0.000
96.64,1071.53,34.18,0.67,693.41,79.27,-57.30,11.78,1.000,0.000
96.66,1071.29,34.41,0.66,693.57,79.27,-57.14,11.79,1.000,0.000
96.68,1071.06,34.65,0.65,693.74,79.27,-56.97,11.79,1.000,0.000
96.70,1070.82,34.88,0.65,693.92,79.27,-56.81,11.80,1.000,0.000
96.72,1070.59,35.12,0.65,694.09,79.26,-56.65,11.81,1.000,0.000
96.74,1070.35,35.35,0.65,694.27,79.26,-56.50,11.81,1.000,0.000
96.76,1070.11,35.59,0.65,694.45,79.26,-56.34,11.82,1.000,0.000
96.78,1069.88,35.83,0.65,694.63,79.26,-56.19,11.83,1.000,0.000
96.80,1069.64,36.07,0.65,694.82,79.26,-56.04,11.83,1.000,0.000
96.82,1069.40,36.30,0.65,695.00,79.26,-55.89,11.84,1.000,0.000
96.84,1069.17,36.54,0.65,695.19,79.26,-55.75,11.85,1.000,0.000
96.86,1068.93,36.78,0.65,695.38,79.26,-55.61,11.86,1.000,0.000
96.88,1068.69,37.01,0.65,695.57,79.25,-55.47,11.86,1.000,0.000
96.90,1068.46,37.25,0.65,695.77,79.25,-55.33,11.87,1.000,0.000
96.92,1068.22,37.49,0.66,695.96,79.25,-55.19,11.87,1.000,0.000
96.94,1067.98,37.72,0.66,696.16,79.25,-55.06,11.88,1.000,0.000
96.96,1067.74,37.96,0.66,696.36,79.25,-54.92,11.89,1.000,0.000
96.98,1067.51,38.20,0.66,696.55,79.25,-54.79,11.89,1.000,0.000
97.00,1067.27,38.44,0.67,696.75,79.25,-54.66,11.90,1.000,0.000
97.02,1067.03,38.67,0.67,696.96,79.25,-54.54,11.90,1.000,0.000
97.04,1066.79,38.91,0.67,697.16,79.24,-54.41,11.80,1.000,0.000
97.06,1066.56,39.15,0.67,697.36,79.24,-54.29,11.82,1.000,0.000
97.08,1066.32,39.38,0.67,697.56,79.24,-54.16,11.83,1.000,0.000
97.10,1066.08,39.62,0.67,697.76,79.24,-54.04,11.84,1.000,0.000
97.12,1065.85,39.86,0.67,697.97,79.24,-53.92,11.86,1.000,0.000
97.14,1065.61,40.10,0.67,698.17,79.24,-53.80,11.87,1.000,0.000
97.16,1065.37,40.33,0.67,698.38,79.24,-53.68,11.88,1.000,0.000
97.18,1065.13,40.57,0.67,698.59,79.24,-53.57,11.89,1.000,0.000
97.20,1064.90,40.81,0.67,698.79,79.23,-53.45,11.89,1.000,0.000
97.22,1064.67,41.04,0.67,699.00,79.23,-53.33,11.90,1.000,0.000
97.24,1064.43,41.28,0.67,699.21,79.23,-53.22,11.80,1.000,0.000
97.26,1064.19,41.51,0.67,699.42,79.23,-53.11,11.82,1.000,0.000
97.28,1063.96,41.75,0.67,699.62,79.23,-53.00,11.83,1.000,0.000
97.30,1063.72,41.99,0.67,699.83,79.23,-52.88,11.85,1.000,0.000
97.32,1063.48,42.22,0.67,700.04,79.23,-52.77,11.86,1.000,0.000
97.34,1063.24,42.46,0.67,700.25,79.22,-52.66,11.87,1.000,0.000
97.36,1063.01,42.70,0.67,700.46,79.22,-52.55,11.88,1.000,0.000
97.38,1062.77,42.94,0.67,700.67,79.22,-52.44,11.89,1.000,0.000
97.40,1062.53,43.17,0.67,700.88,79.22,-52.33,11.90,1.000,0.000
97.42,1062.29,43.41,0.67,701.10,79.22,-52.22,11.91,1.000,0.000
97.44,1062.06,43.65,0.67,701.31,79.22,-52.11,11.81,1.000,0.000
97.46,1061.82,43.88,0.67,701.52,79.22,-52.01,11.82,1.000,0.000
97.48,1061.58,44.12,0.67,701.73,79.22,-51.90,11.84,1.000,0.000
97.50,1061.35,44.36,0.67,701.94,79.21,-51.79,11.85,1.000,0.000
97.52,1061.11,44.60,0.67,702.15,79.21,-51.68,11.87,1.000,0.000
97.54,1060.87,44.83,0.67,702.36,79.21,-51.57,11.88,1.000,0.000
97.56,1060.63,45.07,0.67,702.57,79.21,-51.47,11.89,1.000,0.000
97.58,1060.40,45.31,0.67,702.79,79.21,-51.36,11.90,1.000,0.000
97.60,1060.16,45.55,0.66,703.00,79.21,-51.25,11.90,1.000,0.000
97.62,1059.92,45.78,0.66,703.21,79.21,-51.15,11.80,1.000,0.000
97.64,1059.69,46.02,0.66,703.42,79.21,-51.04,11.82,1.000,0.000
97.66,1059.45,46.26,0.66,703.63,79.21,-50.93,11.84,1.000,0.000
97.68,1059.21,46.49,0.66,703.84,79.20,-50.83,11.85,1.000,0.000
