profile,scenario,time,speed,vx,vy,vz,throttle,brake,steering,grounded,wipeout,x,y,z,up,deltaSpeed,contact,impulse,nx,ny,nz,separation
moto,road-0,0.201,1.681,0.360,-1.642,0.000,1.000,0.000,0.000,4,False,-564.985,8.559,541.469,1.000,-0.081,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.217,1.662,0.717,-1.499,0.001,1.000,0.000,0.000,4,False,-564.971,8.529,541.469,1.000,-0.020,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.234,1.716,1.073,-1.339,0.001,1.000,0.000,0.000,4,False,-564.949,8.502,541.469,1.000,0.054,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.250,1.716,1.073,-1.339,0.001,1.000,0.000,0.000,4,False,-564.949,8.502,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.268,1.845,1.426,-1.171,0.001,1.000,0.000,0.000,4,False,-564.921,8.479,541.469,1.000,0.129,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.284,2.038,1.777,-0.999,0.002,1.000,0.000,0.000,4,False,-564.885,8.459,541.469,1.000,0.193,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.300,2.282,2.126,-0.829,0.002,1.000,0.000,0.000,4,False,-564.843,8.442,541.469,1.000,0.243,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.317,2.560,2.472,-0.664,0.002,1.000,0.000,0.000,4,False,-564.793,8.429,541.469,1.000,0.279,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.334,2.863,2.817,-0.509,0.003,1.000,0.000,0.000,4,False,-564.737,8.419,541.469,1.000,0.302,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.351,3.180,3.159,-0.366,0.003,1.000,0.000,0.000,4,False,-564.674,8.411,541.469,1.000,0.318,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.367,3.180,3.159,-0.366,0.003,1.000,0.000,0.000,4,False,-564.674,8.411,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.384,3.508,3.500,-0.237,0.004,1.000,0.000,0.000,4,False,-564.604,8.407,541.469,1.000,0.327,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.390,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0885
moto,road-0,0.390,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0899
moto,road-0,0.390,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0899
moto,road-0,0.390,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0885
moto,road-0,0.390,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0885
moto,road-0,0.390,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0889
moto,road-0,0.401,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.410,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0863
moto,road-0,0.410,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.410,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.410,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0863
moto,road-0,0.410,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0863
moto,road-0,0.410,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0866
moto,road-0,0.417,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.430,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0860
moto,road-0,0.430,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0871
moto,road-0,0.430,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0871
moto,road-0,0.430,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0860
moto,road-0,0.430,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0860
moto,road-0,0.430,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0862
moto,road-0,0.434,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0883
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0883
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0876
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.467,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.470,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0903
moto,road-0,0.470,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0910
moto,road-0,0.470,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0910
moto,road-0,0.470,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0903
moto,road-0,0.470,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0903
moto,road-0,0.470,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0904
moto,road-0,0.484,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.490,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.490,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0947
moto,road-0,0.490,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0947
moto,road-0,0.490,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.490,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.490,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.501,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.510,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.510,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0993
moto,road-0,0.510,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0993
moto,road-0,0.510,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.510,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.510,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.518,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.530,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1041
moto,road-0,0.530,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1045
moto,road-0,0.530,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1044
moto,road-0,0.530,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1041
moto,road-0,0.530,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1043
moto,road-0,0.530,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1043
moto,road-0,0.534,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1097
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1099
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1099
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1097
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1098
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1098
moto,road-0,0.551,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.567,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.570,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1154
moto,road-0,0.570,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1156
moto,road-0,0.570,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1156
moto,road-0,0.570,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1154
moto,road-0,0.570,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1155
moto,road-0,0.570,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1155
moto,road-0,0.584,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.590,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.590,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1212
moto,road-0,0.590,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.590,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.590,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.590,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.601,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.610,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1265
moto,road-0,0.610,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.610,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.610,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1265
moto,road-0,0.610,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.610,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.618,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.630,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.630,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.630,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.630,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.630,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.630,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.634,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.650,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.650,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.650,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.650,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.650,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.650,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.650,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.667,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.670,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1409
moto,road-0,0.670,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.670,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.670,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1409
moto,road-0,0.670,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.670,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.684,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.690,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1448
moto,road-0,0.690,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.690,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.690,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1448
moto,road-0,0.690,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.690,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.701,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.710,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1481
moto,road-0,0.710,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.710,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.710,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1481
moto,road-0,0.710,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.710,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.717,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.730,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1510
moto,road-0,0.730,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1509
moto,road-0,0.730,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1509
moto,road-0,0.730,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1510
moto,road-0,0.730,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1509
