profile,scenario,time,speed,vx,vy,vz,throttle,brake,steering,grounded,wipeout,x,y,z,up,deltaSpeed,contact,impulse,nx,ny,nz,separation
moto,road-0,0.366,3.180,3.159,-0.366,0.003,1.000,0.000,0.000,4,False,-564.674,8.411,541.469,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.383,3.508,3.500,-0.237,0.004,1.000,0.000,0.000,4,False,-564.604,8.407,541.469,1.000,0.327,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.387,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0885
moto,road-0,0.387,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0899
moto,road-0,0.387,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0899
moto,road-0,0.387,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0885
moto,road-0,0.387,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0885
moto,road-0,0.387,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,Ground_80_640,0.000,0.002,1.000,0.000,0.0889
moto,road-0,0.400,3.840,3.838,-0.122,0.004,1.000,0.000,0.000,4,False,-564.527,8.404,541.469,1.000,0.332,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.407,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0863
moto,road-0,0.407,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.407,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.407,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0863
moto,road-0,0.407,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0863
moto,road-0,0.407,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0866
moto,road-0,0.413,4.174,4.174,-0.023,0.004,1.000,0.000,0.000,4,False,-564.443,8.404,541.469,1.000,0.334,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.427,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0860
moto,road-0,0.427,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0871
moto,road-0,0.427,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0871
moto,road-0,0.427,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0860
moto,road-0,0.427,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0860
moto,road-0,0.427,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,Ground_80_640,0.000,0.002,1.000,0.000,0.0862
moto,road-0,0.433,4.508,4.508,0.061,0.005,1.000,0.000,0.000,4,False,-564.353,8.405,541.470,1.000,0.334,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.447,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.447,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0883
moto,road-0,0.447,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0883
moto,road-0,0.447,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.447,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0875
moto,road-0,0.447,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,Ground_80_640,0.000,0.002,1.000,0.000,0.0876
moto,road-0,0.450,4.841,4.839,0.129,0.005,1.000,0.000,0.000,4,False,-564.256,8.408,541.470,1.000,0.333,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0903
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0910
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0910
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0903
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0903
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,Ground_80_640,0.000,0.002,1.000,0.000,0.0904
moto,road-0,0.467,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.331,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.483,5.172,5.169,0.183,0.005,1.000,0.000,0.000,4,False,-564.153,8.411,541.470,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.487,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.487,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0947
moto,road-0,0.487,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0947
moto,road-0,0.487,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.487,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.487,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,Ground_80_640,0.000,0.002,1.000,0.000,0.0942
moto,road-0,0.499,5.501,5.497,0.223,0.006,1.000,0.000,0.000,4,False,-564.043,8.416,541.470,1.000,0.329,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.507,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.507,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0993
moto,road-0,0.507,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0993
moto,road-0,0.507,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.507,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.507,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,Ground_80_640,0.000,0.002,1.000,0.000,0.0989
moto,road-0,0.515,5.828,5.822,0.250,0.006,1.000,0.000,0.000,4,False,-563.927,8.421,541.470,1.000,0.326,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.527,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1041
moto,road-0,0.527,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1045
moto,road-0,0.527,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1044
moto,road-0,0.527,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1041
moto,road-0,0.527,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1043
moto,road-0,0.527,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,Ground_80_640,0.000,0.002,1.000,0.000,0.1043
moto,road-0,0.533,6.151,6.146,0.266,0.006,1.000,0.000,0.000,4,False,-563.804,8.426,541.470,1.000,0.324,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.547,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1097
moto,road-0,0.547,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1099
moto,road-0,0.547,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1099
moto,road-0,0.547,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1097
moto,road-0,0.547,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1098
moto,road-0,0.547,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,Ground_80_640,0.000,0.002,1.000,0.000,0.1098
moto,road-0,0.550,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.321,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.566,6.473,6.467,0.273,0.006,1.000,0.000,0.000,4,False,-563.674,8.432,541.470,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.567,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1154
moto,road-0,0.567,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1156
moto,road-0,0.567,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1156
moto,road-0,0.567,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1154
moto,road-0,0.567,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1155
moto,road-0,0.567,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,Ground_80_640,0.000,0.002,1.000,0.000,0.1155
moto,road-0,0.582,6.792,6.787,0.270,0.007,1.000,0.000,0.000,4,False,-563.539,8.437,541.470,1.000,0.319,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.587,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.587,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1212
moto,road-0,0.587,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.587,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.587,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.587,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,Ground_80_640,0.000,0.002,1.000,0.000,0.1211
moto,road-0,0.600,7.109,7.104,0.261,0.007,1.000,0.000,0.000,4,False,-563.396,8.442,541.471,1.000,0.317,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.607,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1265
moto,road-0,0.607,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.607,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.607,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1265
moto,road-0,0.607,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.607,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,Ground_80_640,0.000,0.002,1.000,0.000,0.1266
moto,road-0,0.616,7.423,7.419,0.246,0.007,1.000,0.000,0.000,4,False,-563.248,8.447,541.471,1.000,0.315,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.627,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.627,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.627,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.627,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.627,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.627,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,Ground_80_640,0.000,0.002,1.000,0.000,0.1317
moto,road-0,0.633,7.736,7.733,0.227,0.008,1.000,0.000,0.000,4,False,-563.093,8.452,541.471,1.000,0.313,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.647,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.647,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.647,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.647,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.647,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.647,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,Ground_80_640,0.000,0.002,1.000,0.000,0.1365
moto,road-0,0.649,8.047,8.044,0.204,0.008,1.000,0.000,0.000,4,False,-562.932,8.456,541.471,1.000,0.311,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1409
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1409
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,Ground_80_640,0.000,0.002,1.000,0.000,0.1408
moto,road-0,0.667,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.309,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.683,8.356,8.354,0.180,0.008,1.000,0.000,0.000,4,False,-562.765,8.459,541.471,1.000,0.000,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.687,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1448
moto,road-0,0.687,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.687,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.687,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1448
moto,road-0,0.687,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.687,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,Ground_80_640,0.000,0.002,1.000,0.000,0.1447
moto,road-0,0.699,8.663,8.661,0.154,0.009,1.000,0.000,0.000,4,False,-562.592,8.462,541.471,1.000,0.307,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.707,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1481
moto,road-0,0.707,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.707,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.707,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1481
moto,road-0,0.707,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.707,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,Ground_80_640,0.000,0.002,1.000,0.000,0.1480
moto,road-0,0.716,8.968,8.967,0.128,0.009,1.000,0.000,0.000,4,False,-562.413,8.465,541.472,1.000,0.305,,0.000,0.000,0.000,0.000,0.0000
moto,road-0,0.727,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1510
moto,road-0,0.727,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1509
moto,road-0,0.727,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1509
moto,road-0,0.727,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1510
moto,road-0,0.727,9.271,9.270,0.102,0.009,1.000,0.000,0.000,4,False,-562.227,8.467,541.472,1.000,0.303,Ground_80_640,0.000,0.002,1.000,0.000,0.1509
