seed,difficulty,baseline,driver,finished,dnf,laps,time,misses,recoveries,errors,brakeSeconds
101,1,False,Reference,False,False,0,641.960,0,0,2,132.031
101,1,False,EMBER,False,False,0,641.960,0,2,2,129.431
101,1,False,GOLD,False,False,0,641.960,0,1,2,137.733
101,1,False,BLUE,False,False,0,641.960,0,0,2,136.692
