time,driver,station,speed,target,throttle,brake,errors,errorWeight,line,brakeJudgment,grounded,water,recoveries
645.969,Reference,6.42,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
645.969,EMBER,14.55,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
645.969,GOLD,21.51,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
645.969,BLUE,28.52,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
649.159,Reference,6.42,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.159,EMBER,14.55,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
649.159,GOLD,21.51,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
649.159,BLUE,28.52,0.000,0.000,0.000,0.000,0,0.000,0.000,1.000,0,0.000,0
649.920,Reference,10.08,9.026,24.092,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.920,EMBER,18.02,8.323,22.029,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.920,GOLD,26.24,11.381,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
649.920,BLUE,33.00,10.638,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.520,Reference,35.17,21.325,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.520,EMBER,41.77,20.223,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.520,GOLD,58.20,26.939,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
651.520,BLUE,62.62,24.954,32.000,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
655.520,Reference,148.98,31.224,32.000,0.621,0.000,0,0.000,0.000,1.000,4,0.000,0
655.520,EMBER,152.89,31.244,32.000,0.605,0.000,0,0.000,0.000,1.000,4,0.000,0
655.520,GOLD,182.87,31.545,32.000,0.365,0.000,0,0.000,0.000,1.000,4,0.000,0
655.520,BLUE,184.77,31.471,32.000,0.423,0.000,0,0.000,0.000,1.000,4,0.000,0
659.520,Reference,274.20,31.307,32.000,0.556,0.000,1,0.134,0.087,1.000,4,0.000,0
659.520,EMBER,277.75,31.341,32.000,0.529,0.000,0,0.000,0.000,1.000,4,0.000,0
659.520,GOLD,310.08,34.161,45.341,1.000,0.000,0,0.000,0.000,1.000,3,0.000,0
659.520,BLUE,310.81,33.745,45.341,1.000,0.000,0,0.000,0.000,1.000,4,0.000,0
663.520,Reference,396.56,30.578,31.892,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
663.520,EMBER,394.88,25.954,26.105,0.000,0.000,0,0.000,0.000,1.000,4,0.000,0
663.520,GOLD,439.85,33.845,32.000,0.000,0.543,1,0.420,0.000,0.874,4,0.000,0
663.520,BLUE,415.65,20.456,0.000,0.000,1.000,0,0.000,0.000,1.000,4,0.000,0
667.520,Reference,518.17,29.855,31.935,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
667.520,EMBER,511.04,28.846,29.077,0.191,0.000,0,0.000,0.000,1.000,2,0.000,0
667.520,GOLD,566.56,32.230,48.524,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
667.520,BLUE,529.62,31.855,32.000,0.141,0.000,1,0.154,-0.100,1.000,4,0.000,0
671.520,Reference,644.11,31.398,32.000,0.483,0.000,1,0.000,0.000,1.000,4,0.000,0
671.520,EMBER,636.35,31.417,32.000,0.466,0.000,0,0.000,0.000,1.000,4,0.000,0
671.520,GOLD,701.11,39.699,48.582,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
671.520,BLUE,634.73,30.148,32.000,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
675.520,Reference,778.74,31.969,32.000,0.079,0.000,1,0.000,0.000,1.000,4,0.000,0
675.520,EMBER,770.88,31.191,32.000,0.754,0.000,0,0.000,0.000,1.000,2,0.000,0
675.520,GOLD,834.52,31.781,32.000,0.011,0.000,1,0.000,0.000,1.000,4,0.000,0
675.520,BLUE,770.57,31.267,32.000,0.712,0.000,1,0.000,0.000,1.000,2,0.000,0
679.520,Reference,905.03,25.894,48.673,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
679.520,EMBER,897.89,29.114,26.198,0.000,0.822,0,0.000,0.000,1.000,4,0.000,0
679.520,GOLD,964.25,39.673,58.183,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
679.520,BLUE,885.82,26.797,32.000,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
683.520,Reference,1046.21,40.203,48.883,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
683.520,EMBER,951.91,25.744,48.312,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
683.520,GOLD,1127.91,32.573,32.000,0.000,0.162,1,0.000,0.000,1.000,4,0.000,0
683.520,BLUE,1014.27,42.203,55.218,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
687.520,Reference,1178.15,22.096,32.071,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
687.520,EMBER,1089.27,35.421,34.535,0.000,0.260,1,0.000,0.000,1.000,3,0.000,0
687.520,GOLD,1229.22,22.389,41.747,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
687.520,BLUE,1153.52,31.947,32.000,0.066,0.000,1,0.000,0.000,1.000,4,0.000,0
691.520,Reference,1258.98,26.755,48.949,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
691.520,EMBER,1201.99,16.310,15.128,0.000,0.337,1,0.000,0.000,1.000,4,0.000,0
691.520,GOLD,1357.85,25.129,26.460,1.000,0.000,1,0.000,0.000,1.000,2,0.000,0
691.520,BLUE,1237.73,23.537,55.426,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
695.520,Reference,1377.55,28.872,32.000,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
695.520,EMBER,1287.99,30.729,48.844,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
695.520,GOLD,1459.34,18.460,17.608,0.000,0.255,1,0.000,0.000,1.000,2,0.000,0
695.520,BLUE,1363.28,25.070,25.309,0.013,0.000,1,0.000,0.000,1.000,2,0.000,0
699.520,Reference,1469.55,21.378,27.781,1.000,0.000,1,0.000,0.000,1.000,3,0.000,0
699.520,EMBER,1404.17,23.202,23.663,0.423,0.000,1,0.000,0.000,1.000,4,0.000,0
699.520,GOLD,1576.19,32.331,37.049,1.000,0.000,2,0.602,0.391,1.000,4,0.000,0
699.520,BLUE,1448.00,18.305,17.129,0.000,0.358,1,0.000,0.000,1.000,4,0.000,0
703.520,Reference,1589.35,31.213,31.433,0.163,0.000,1,0.000,0.000,1.000,4,0.000,0
703.520,EMBER,1493.20,29.105,32.000,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
703.520,GOLD,1706.52,31.796,32.000,0.154,0.000,2,0.000,0.000,1.000,4,0.000,0
703.520,BLUE,1533.27,25.058,32.000,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
707.520,Reference,1715.73,31.427,30.920,0.000,0.156,1,0.000,0.000,1.000,4,0.000,0
707.520,EMBER,1619.17,31.939,32.000,0.059,0.000,1,0.000,0.000,1.000,4,0.000,0
707.520,GOLD,1817.27,37.347,49.086,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
707.520,BLUE,1656.28,31.913,32.000,0.097,0.000,1,0.000,0.000,1.000,4,0.000,0
711.520,Reference,1818.80,31.976,46.791,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
711.520,EMBER,1742.89,21.350,21.645,0.256,0.000,1,0.000,0.000,1.000,2,0.000,0
711.520,GOLD,1955.23,39.746,56.386,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
711.520,BLUE,1756.18,24.568,28.636,1.000,0.000,1,0.000,0.000,1.000,2,0.000,0
715.520,Reference,1950.83,36.552,48.832,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
715.520,EMBER,1860.95,32.397,32.932,0.453,0.000,1,0.000,0.000,1.000,3,0.000,0
715.520,GOLD,2096.90,37.272,58.301,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
715.520,BLUE,1856.05,30.706,30.581,0.000,0.000,1,0.000,0.000,1.000,2,0.000,0
719.520,Reference,2083.14,30.510,37.251,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
719.520,EMBER,1999.34,35.669,35.025,0.000,0.193,1,0.000,0.000,1.000,4,0.000,0
719.520,GOLD,2269.71,39.382,34.844,0.000,1.000,2,0.000,0.000,1.000,2,0.000,0
719.520,BLUE,1977.42,31.616,46.482,1.000,0.000,2,0.287,-0.186,1.000,4,0.000,0
723.520,Reference,2230.31,40.965,48.978,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
723.520,EMBER,2123.78,35.002,48.617,1.000,0.000,1,0.000,0.000,1.000,4,0.000,0
723.520,GOLD,2400.46,37.347,58.784,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
723.520,BLUE,2096.95,28.898,46.430,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
727.520,Reference,2368.02,31.767,32.000,0.220,0.000,2,0.000,0.000,1.000,4,0.000,0
727.520,EMBER,2280.03,33.290,32.000,0.000,0.364,2,0.577,0.000,0.827,4,0.000,0
727.520,GOLD,2585.18,51.692,53.144,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
727.520,BLUE,2250.03,44.668,47.068,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
731.520,Reference,2519.90,42.045,48.607,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
731.520,EMBER,2409.92,36.540,48.880,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
731.520,GOLD,2684.18,26.032,58.751,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
731.520,BLUE,2383.97,33.379,47.229,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
735.520,Reference,2651.26,11.491,10.707,0.000,0.225,2,0.000,0.000,1.000,4,0.000,0
735.520,EMBER,2575.38,44.517,48.788,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
735.520,GOLD,2841.98,48.214,58.506,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
735.520,BLUE,2553.50,47.555,54.870,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
739.520,Reference,2741.68,33.573,48.424,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
739.520,EMBER,2669.36,16.914,48.586,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
739.520,GOLD,3049.80,51.480,49.026,0.000,0.715,2,0.000,0.000,1.000,4,0.000,0
739.520,BLUE,2661.41,13.467,18.177,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
743.520,Reference,2897.14,42.315,48.560,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
743.520,EMBER,2786.06,37.803,48.384,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
743.520,GOLD,3101.09,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
743.520,BLUE,2783.40,41.700,54.862,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
747.520,Reference,3069.67,35.704,33.093,0.000,0.746,2,0.000,0.000,1.000,4,0.000,0
747.520,EMBER,2953.79,44.762,48.294,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
747.520,GOLD,3100.69,-0.410,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
747.520,BLUE,2968.85,49.335,55.084,1.000,0.000,2,0.000,0.000,1.000,4,0.000,0
751.520,Reference,3097.03,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
751.520,EMBER,3091.20,1.319,0.000,0.000,0.375,2,0.000,0.000,1.000,4,0.000,0
751.520,GOLD,3100.01,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
751.520,BLUE,3094.05,0.002,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
755.520,Reference,3099.26,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
755.520,EMBER,3091.35,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
755.520,GOLD,3085.05,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
755.520,BLUE,3094.94,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
759.520,Reference,3099.14,-0.394,0.649,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
759.520,EMBER,3090.16,-0.410,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
759.520,GOLD,3084.81,-0.408,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,1
759.520,BLUE,3094.77,-0.403,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
763.520,Reference,3099.18,-0.004,0.659,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
763.520,EMBER,3074.11,-0.001,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
763.520,GOLD,3083.80,0.355,58.798,1.000,0.000,2,0.000,0.000,1.000,4,0.000,1
763.520,BLUE,3093.69,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
767.520,Reference,3099.50,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
767.520,EMBER,3088.88,0.524,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
767.520,GOLD,3094.03,0.017,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
767.520,BLUE,3082.39,1.307,0.000,0.000,0.378,2,0.000,0.000,1.000,4,0.000,1
771.520,Reference,3099.40,-0.378,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
771.520,EMBER,3088.91,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
771.520,GOLD,3094.02,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
771.520,BLUE,3082.53,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
775.520,Reference,3099.50,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
775.520,EMBER,3087.69,-0.126,0.439,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
775.520,GOLD,3093.53,0.003,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
775.520,BLUE,3081.34,-0.410,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,1
779.520,Reference,3099.34,1.541,0.000,0.000,0.438,2,0.000,0.000,1.000,4,0.000,0
779.520,EMBER,3086.82,1.852,6.205,1.000,0.000,2,0.000,0.000,1.000,4,0.000,2
779.520,GOLD,3093.51,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
779.520,BLUE,3080.28,-0.001,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
783.520,Reference,3099.52,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
783.520,EMBER,3088.14,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
783.520,GOLD,3093.54,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
783.520,BLUE,3081.44,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
787.520,Reference,3099.55,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
787.520,EMBER,3087.91,0.003,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
787.520,GOLD,3093.08,-1.005,2.707,0.000,0.450,2,0.000,0.000,1.000,4,0.000,1
787.520,BLUE,3080.88,3.143,2.564,0.000,0.168,2,0.000,0.000,1.000,4,0.000,2
791.520,Reference,3099.45,-0.383,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
791.520,EMBER,3087.90,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
791.520,GOLD,3093.56,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
791.520,BLUE,3081.31,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
795.520,Reference,3099.57,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
795.520,EMBER,3088.02,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
795.520,GOLD,3093.59,-0.003,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
795.520,BLUE,3081.40,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
799.520,Reference,3099.45,1.205,0.000,0.000,0.343,2,0.000,0.000,1.000,4,0.000,0
799.520,EMBER,3087.32,0.258,4.308,1.000,0.000,2,0.000,0.000,1.000,4,0.000,2
799.520,GOLD,3093.57,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
799.520,BLUE,3081.30,-0.378,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,2
803.520,Reference,3099.58,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
803.520,EMBER,3088.03,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
803.520,GOLD,3093.60,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
803.520,BLUE,3081.41,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
807.520,Reference,3099.62,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
807.520,EMBER,3088.07,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
807.520,GOLD,3092.89,-0.071,4.506,1.000,0.000,2,0.000,0.000,1.000,4,0.000,1
807.520,BLUE,3081.23,1.634,0.000,0.000,0.473,2,0.000,0.000,1.000,4,0.000,2
811.520,Reference,3099.49,-0.394,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
811.520,EMBER,3088.04,-0.203,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,2
811.520,GOLD,3093.62,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
811.520,BLUE,3081.41,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
815.520,Reference,3099.63,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
815.520,EMBER,3088.08,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
815.520,GOLD,3093.65,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
815.520,BLUE,3081.45,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
819.520,Reference,3099.57,0.809,0.000,0.000,0.230,2,0.000,0.000,1.000,4,0.000,0
819.520,EMBER,3087.70,2.482,2.546,0.063,0.000,2,0.000,0.000,1.000,4,0.000,2
819.520,GOLD,3093.62,-0.203,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,1
819.520,BLUE,3081.32,-0.391,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,2
823.520,Reference,3099.65,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
823.520,EMBER,3088.10,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
823.520,GOLD,3093.67,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
823.520,BLUE,3081.46,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
827.520,Reference,3099.68,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
827.520,EMBER,3088.12,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
827.520,GOLD,3093.35,2.635,1.962,0.000,0.195,2,0.000,0.000,1.000,4,0.000,1
827.520,BLUE,3081.42,0.579,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
831.520,Reference,3099.53,-0.398,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,0
831.520,EMBER,3088.03,-0.372,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,2
831.520,GOLD,3093.68,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
831.520,BLUE,3081.46,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
835.520,Reference,3099.69,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
835.520,EMBER,3088.14,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
835.520,GOLD,3093.72,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
835.520,BLUE,3081.49,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
839.520,Reference,3099.66,0.632,0.000,0.000,0.180,2,0.000,0.000,1.000,4,0.000,0
839.520,EMBER,3088.11,0.639,0.000,0.000,0.182,2,0.000,0.000,1.000,4,0.000,2
839.520,GOLD,3093.62,-0.378,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,1
839.520,BLUE,3081.30,-0.406,0.000,0.000,0.450,2,0.000,0.000,1.000,4,0.000,2
843.520,Reference,3099.71,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,0
843.520,EMBER,3088.16,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,2
843.520,GOLD,3093.73,-0.004,0.000,0.000,0.000,2,0.000,0.000,1.000,4,0.000,1
