course,vehicle,route,mode,repeat,seconds,recoveries,misses,maxLateral,minUpright,finished
Forest Loop,moto,Echo Cave,normal,0,28.607,0,0,0.000,0.255,True
Forest Loop,moto,Echo Cave,clean,0,24.228,0,0,3.051,0.975,True
Forest Loop,moto,Echo Cave,imperfect,0,28.460,0,0,3.007,0.975,True
Forest Loop,moto,Echo Cave,recovery,0,25.326,0,0,3.002,0.977,True
Forest Loop,atv,Echo Cave,normal,0,30.015,0,0,0.000,0.975,True
Forest Loop,atv,Echo Cave,clean,0,25.150,0,0,2.791,0.985,True
Forest Loop,atv,Echo Cave,imperfect,0,29.299,0,0,2.794,0.980,True
Forest Loop,atv,Echo Cave,recovery,0,26.406,0,0,2.788,0.980,True
