time,x,y,z,speed,wheels,up,target,groundGap,throttle,brake,steer
0.020,1070.007,145.530,189.997,0.339,4,1.000,1,0.530,1.000,0.000,0.000
0.040,1070.021,145.529,189.991,0.677,4,1.000,1,0.530,1.000,0.000,0.000
0.060,1070.041,145.527,189.983,1.013,4,1.000,1,0.530,1.000,0.000,0.000
0.080,1070.067,145.526,189.971,1.349,4,1.000,1,0.531,1.000,0.000,0.000
0.100,1070.100,145.524,189.957,1.684,4,1.000,1,0.531,1.000,0.000,0.000
0.120,1070.139,145.521,189.940,2.018,4,0.999,1,0.532,1.000,0.000,0.000
0.140,1070.184,145.518,189.921,2.351,4,0.999,1,0.533,1.000,0.000,0.000
0.160,1070.234,145.515,189.898,2.684,4,0.999,1,0.534,1.000,0.000,0.000
0.180,1070.291,145.511,189.873,3.016,4,0.998,1,0.535,1.000,0.000,0.000
0.200,1070.354,145.507,189.846,3.348,4,0.998,1,0.535,1.000,0.000,0.000
0.220,1070.423,145.502,189.816,3.678,4,0.998,1,0.536,1.000,0.000,0.000
0.240,1070.497,145.497,189.783,4.007,4,0.997,1,0.537,1.000,0.000,0.000
0.260,1070.578,145.491,189.748,4.335,4,0.997,1,0.537,1.000,0.000,0.001
0.280,1070.664,145.483,189.710,4.662,4,0.996,1,0.536,1.000,0.000,0.001
0.300,1070.755,145.475,189.669,4.987,4,0.996,1,0.535,1.000,0.000,0.001
0.320,1070.853,145.466,189.626,5.311,4,0.996,1,0.534,1.000,0.000,0.001
0.340,1070.956,145.456,189.580,5.634,4,0.996,1,0.532,1.000,0.000,0.001
0.360,1071.064,145.445,189.532,5.941,4,0.996,1,0.530,0.956,0.000,0.002
0.380,1071.177,145.433,189.482,6.181,4,0.995,1,0.527,0.741,0.000,0.002
0.400,1071.293,145.420,189.431,6.370,4,0.995,1,0.523,0.573,0.000,0.002
0.420,1071.411,145.406,189.378,6.518,4,0.995,1,0.519,0.441,0.000,0.002
0.440,1071.532,145.393,189.325,6.634,4,0.995,1,0.515,0.338,0.000,0.002
0.460,1071.653,145.379,189.270,6.725,4,0.996,1,0.511,0.256,0.000,0.002
0.480,1071.777,145.365,189.215,6.797,4,0.996,1,0.507,0.192,0.000,0.002
0.500,1071.901,145.351,189.160,6.853,4,0.996,1,0.503,0.142,0.000,0.002
0.520,1072.026,145.338,189.104,6.898,4,0.996,1,0.500,0.103,0.000,0.002
0.540,1072.151,145.324,189.048,6.933,4,0.996,1,0.496,0.072,0.000,0.002
0.560,1072.277,145.312,188.992,6.898,4,0.996,1,0.494,0.047,0.000,0.002
0.580,1072.402,145.299,188.935,6.932,4,0.996,1,0.491,0.072,0.000,0.002
0.600,1072.528,145.287,188.879,6.897,4,0.996,1,0.490,0.048,0.000,0.002
0.620,1072.653,145.276,188.823,6.931,4,0.996,1,0.488,0.072,0.000,0.002
0.640,1072.779,145.265,188.767,6.895,4,0.996,1,0.487,0.048,0.000,0.002
0.660,1072.905,145.254,188.711,6.930,4,0.996,1,0.487,0.073,0.000,0.002
0.680,1073.030,145.244,188.655,6.894,4,0.997,1,0.487,0.049,0.000,0.002
