time,speed,signedSpeed,valid,grounded,timer,visible,rendered
0.000,0.000,0.000,False,0,0.000,False,False
0.008,0.000,0.000,False,0,0.000,False,False
0.017,0.288,0.000,False,2,0.000,False,False
0.033,0.290,0.000,False,2,0.000,False,False
0.041,0.575,-0.110,True,2,0.000,False,False
0.050,0.576,-0.110,True,2,0.000,False,False
0.058,0.857,-0.330,True,4,0.000,False,False
0.066,0.858,-0.330,True,4,0.000,False,False
0.077,1.134,-0.610,True,4,0.000,False,False
0.086,1.136,-0.610,True,4,0.000,False,False
0.095,1.407,-0.891,True,4,0.000,False,False
0.103,1.408,-0.891,True,4,0.000,False,False
0.111,1.409,-0.891,True,4,0.000,False,False
0.120,1.676,-1.184,True,4,0.000,False,False
0.128,1.677,-1.184,True,4,0.000,False,False
0.136,1.940,-1.477,True,4,0.000,False,False
0.145,1.940,-1.477,True,4,0.000,False,False
0.153,1.941,-1.477,True,4,0.000,False,False
0.161,2.200,-1.770,True,4,0.000,False,False
0.170,2.200,-1.770,True,4,0.000,False,False
0.178,2.457,-2.039,True,4,0.000,False,False
0.187,2.457,-2.039,True,4,0.000,False,False
0.195,2.710,-2.332,True,4,0.000,False,False
0.203,2.710,-2.332,True,4,0.000,False,False
0.212,2.710,-2.332,True,4,0.000,False,False
0.244,3.208,-2.869,True,4,0.000,False,False
0.253,3.208,-2.869,True,4,0.000,False,False
0.261,3.453,-3.137,True,4,0.020,False,False
0.270,3.453,-3.137,True,4,0.020,False,False
0.278,3.696,-3.394,True,4,0.040,False,False
0.286,3.696,-3.394,True,4,0.040,False,False
0.295,3.937,-3.650,True,4,0.060,False,False
0.303,3.937,-3.650,True,4,0.060,False,False
0.311,3.937,-3.650,True,4,0.060,False,False
0.320,4.176,-3.894,True,4,0.080,False,False
0.328,4.176,-3.894,True,4,0.080,False,False
0.337,4.413,-4.138,True,4,0.100,False,False
0.345,4.413,-4.138,True,4,0.100,False,False
0.353,4.649,-4.382,True,4,0.120,False,False
0.362,4.649,-4.382,True,4,0.120,False,False
0.370,4.649,-4.382,True,4,0.120,False,False
0.398,5.114,-4.871,True,4,0.160,False,False
0.407,5.114,-4.871,True,4,0.160,False,False
0.415,5.345,-6.274,True,4,0.180,False,False
0.423,5.345,-6.274,True,4,0.180,False,False
0.432,5.345,-6.274,True,4,0.180,False,False
0.440,5.574,-5.334,True,4,0.200,False,False
0.449,5.574,-5.334,True,4,0.200,False,False
0.457,5.801,-5.566,True,4,0.220,False,False
0.465,5.801,-5.566,True,4,0.220,False,False
0.474,6.027,-5.798,True,4,0.240,False,False
0.482,6.027,-5.798,True,4,0.240,False,False
0.490,6.027,-5.798,True,4,0.240,False,False
0.499,6.251,-6.018,True,4,0.260,False,False
0.508,6.251,-6.018,True,4,0.260,False,False
0.516,6.474,-6.238,True,4,0.280,False,False
0.532,6.474,-6.238,True,4,0.280,False,False
0.540,6.695,-6.458,True,4,0.300,False,False
0.548,6.695,-6.458,True,4,0.300,False,False
0.557,6.915,-6.677,True,4,0.320,False,False
0.565,6.915,-6.677,True,4,0.320,False,False
0.573,7.133,-6.897,True,4,0.340,False,False
0.582,7.133,-6.897,True,4,0.340,False,False
0.590,7.133,-6.897,True,4,0.340,False,False
0.598,7.350,-7.117,True,4,0.360,False,False
0.607,7.350,-7.117,True,4,0.360,False,False
0.615,7.565,-7.336,True,4,0.380,False,False
0.623,7.565,-7.336,True,4,0.380,False,False
0.632,7.565,-7.336,True,4,0.380,False,False
0.640,7.779,-7.556,True,4,0.400,False,False
0.648,7.779,-7.556,True,4,0.400,False,False
0.657,7.991,-7.776,True,4,0.420,False,False
0.665,7.991,-7.776,True,4,0.420,False,False
0.675,8.202,-7.983,True,4,0.440,False,False
0.683,8.202,-7.983,True,4,0.440,False,False
0.692,8.202,-7.983,True,4,0.440,False,False
0.700,8.411,-9.338,True,4,0.460,False,False
0.708,8.411,-9.338,True,4,0.460,False,False
0.717,8.619,-8.398,True,4,0.480,False,False
0.725,8.619,-8.398,True,4,0.480,False,False
0.733,8.826,-8.606,True,4,0.500,False,False
0.742,8.826,-8.606,True,4,0.500,False,False
0.750,8.826,-8.606,True,4,0.500,False,False
0.758,9.031,-8.813,True,4,0.520,False,False
0.767,9.031,-8.813,True,4,0.520,False,False
0.775,9.234,-9.021,True,4,0.540,False,False
0.783,9.234,-9.021,True,4,0.540,False,False
0.792,9.234,-9.021,True,4,0.540,False,False
0.800,9.436,-9.216,True,4,0.560,False,False
0.808,9.436,-9.216,True,4,0.560,False,False
0.818,9.637,-9.412,True,4,0.580,False,False
0.826,9.637,-9.412,True,4,0.580,False,False
0.835,9.836,-9.619,True,4,0.600,False,False
0.843,9.836,-9.619,True,4,0.600,False,False
0.851,9.836,-9.619,True,4,0.600,False,False
0.860,10.034,-9.814,True,4,0.620,False,False
0.868,10.034,-9.814,True,4,0.620,False,False
0.876,10.230,-10.022,True,4,0.640,False,False
0.885,10.230,-10.022,True,4,0.640,False,False
0.893,10.230,-10.022,True,4,0.640,False,False
0.901,10.425,-11.328,True,4,0.660,False,False
0.910,10.425,-11.328,True,4,0.660,False,False
0.918,10.619,-10.413,True,4,0.680,False,False
0.926,10.619,-10.413,True,4,0.680,False,False
0.935,10.811,-10.608,True,4,0.700,False,False
0.943,10.811,-10.608,True,4,0.700,False,False
0.951,10.811,-10.608,True,4,0.700,False,False
0.960,11.001,-10.791,True,4,0.720,False,False
0.968,11.001,-10.791,True,4,0.720,False,False
0.976,11.191,-10.986,True,4,0.740,False,False
0.985,11.191,-10.986,True,4,0.740,False,False
0.993,11.191,-10.986,True,4,0.740,False,False
1.001,11.378,-11.169,True,4,0.760,False,False
1.010,11.378,-11.169,True,4,0.760,False,False
1.018,11.565,-11.365,True,4,0.780,False,False
1.026,11.565,-11.365,True,4,0.780,False,False
1.035,11.750,-11.536,True,4,0.800,False,False
1.043,11.750,-11.536,True,4,0.800,False,False
1.052,11.750,-11.536,True,4,0.800,False,False
1.060,11.933,-12.793,True,4,0.820,False,False
1.068,11.933,-12.793,True,4,0.820,False,False
1.077,12.116,-11.914,True,4,0.840,False,False
1.085,12.116,-11.914,True,4,0.840,False,False
1.093,12.296,-12.097,True,4,0.860,False,False
1.102,12.297,-12.097,True,4,0.860,False,False
1.110,12.297,-12.097,True,4,0.860,False,False
1.118,12.476,-12.268,True,4,0.880,False,False
1.127,12.476,-12.268,True,4,0.880,False,False
1.135,12.654,-12.451,True,4,0.900,False,False
1.143,12.654,-12.451,True,4,0.900,False,False
1.152,12.654,-12.451,True,4,0.900,False,False
1.160,12.831,-12.634,True,4,0.920,False,False
1.168,12.831,-12.634,True,4,0.920,False,False
1.177,13.006,-12.805,True,4,0.940,False,False
