course,vehicle,route,mode,repeat,seconds,recoveries,misses,maxLateral,minUpright,finished
Street Loop Reverse,original,Granite Creek Cut,normal,0,31.868,0,0,0.000,0.999,True
Street Loop Reverse,original,Granite Creek Cut,normal,1,31.852,0,0,0.000,0.999,True
Street Loop Reverse,original,Granite Creek Cut,clean,0,30.528,0,0,2.958,0.983,True
Street Loop Reverse,original,Granite Creek Cut,clean,1,30.523,0,0,2.928,0.985,True
Street Loop Reverse,original,Granite Creek Cut,imperfect,0,37.178,0,0,2.586,0.984,True
Street Loop Reverse,original,Granite Creek Cut,imperfect,1,35.329,0,0,6.336,0.983,True
Street Loop Reverse,original,Granite Creek Cut,recovery,0,32.873,0,0,2.928,0.981,True
Street Loop Reverse,original,Granite Creek Cut,recovery,1,32.813,0,0,2.896,0.982,True
Street Loop Reverse,original,Laurel Switchbacks,normal,0,35.591,0,0,0.000,0.880,True
Street Loop Reverse,original,Laurel Switchbacks,normal,1,35.599,0,0,0.000,0.880,True
Street Loop Reverse,original,Laurel Switchbacks,clean,0,27.886,0,0,3.392,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,clean,1,27.869,0,0,3.392,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,imperfect,0,32.891,0,0,4.477,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,imperfect,1,32.739,0,0,7.754,0.975,True
Street Loop Reverse,original,Laurel Switchbacks,recovery,0,29.160,0,0,3.392,0.979,True
Street Loop Reverse,original,Laurel Switchbacks,recovery,1,29.216,0,0,3.389,0.979,True
Street Loop Reverse,tourer,Granite Creek Cut,normal,0,31.435,0,0,0.000,0.999,True
Street Loop Reverse,tourer,Granite Creek Cut,normal,1,31.447,0,0,0.000,0.999,True
Street Loop Reverse,tourer,Granite Creek Cut,clean,0,30.216,0,0,2.910,0.984,True
Street Loop Reverse,tourer,Granite Creek Cut,clean,1,30.221,0,0,2.876,0.984,True
Street Loop Reverse,tourer,Granite Creek Cut,imperfect,0,35.145,0,0,1.770,0.982,True
Street Loop Reverse,tourer,Granite Creek Cut,imperfect,1,35.117,0,0,6.142,0.984,True
Street Loop Reverse,tourer,Granite Creek Cut,recovery,0,32.670,0,0,2.910,0.981,True
Street Loop Reverse,tourer,Granite Creek Cut,recovery,1,32.666,0,0,2.942,0.981,True
Street Loop Reverse,tourer,Laurel Switchbacks,normal,0,35.754,0,0,0.000,0.880,True
Street Loop Reverse,tourer,Laurel Switchbacks,normal,1,35.785,0,0,0.000,0.880,True
Street Loop Reverse,tourer,Laurel Switchbacks,clean,0,28.831,0,0,3.471,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,clean,1,28.292,0,0,3.471,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,imperfect,0,33.047,0,0,4.849,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,imperfect,1,33.055,0,0,7.242,0.974,True
Street Loop Reverse,tourer,Laurel Switchbacks,recovery,0,29.730,0,0,3.473,0.979,True
Street Loop Reverse,tourer,Laurel Switchbacks,recovery,1,29.701,0,0,3.473,0.979,True
Street Loop Reverse,moto,Granite Creek Cut,normal,0,27.829,0,0,0.000,0.986,True
Street Loop Reverse,moto,Granite Creek Cut,normal,1,27.821,0,0,0.000,0.986,True
Street Loop Reverse,moto,Granite Creek Cut,clean,0,26.396,0,0,3.279,0.982,True
Street Loop Reverse,moto,Granite Creek Cut,clean,1,26.609,0,0,3.279,0.982,True
Street Loop Reverse,moto,Granite Creek Cut,imperfect,0,31.555,0,0,3.158,0.976,True
Street Loop Reverse,moto,Granite Creek Cut,imperfect,1,31.680,0,0,6.381,0.983,True
Street Loop Reverse,moto,Granite Creek Cut,recovery,0,28.436,0,0,3.141,0.980,True
Street Loop Reverse,moto,Granite Creek Cut,recovery,1,28.486,0,0,3.141,0.980,True
Street Loop Reverse,moto,Laurel Switchbacks,normal,0,33.320,0,0,0.000,0.880,True
Street Loop Reverse,moto,Laurel Switchbacks,normal,1,33.276,0,0,0.000,0.880,True
Street Loop Reverse,moto,Laurel Switchbacks,clean,0,25.665,0,0,3.358,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,clean,1,25.674,0,0,3.358,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,imperfect,0,30.521,0,0,7.152,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,imperfect,1,30.613,0,0,7.894,0.973,True
Street Loop Reverse,moto,Laurel Switchbacks,recovery,0,26.642,0,0,3.358,0.979,True
Street Loop Reverse,moto,Laurel Switchbacks,recovery,1,26.638,0,0,3.361,0.979,True
Street Loop Reverse,atv,Granite Creek Cut,normal,0,28.765,0,0,0.000,0.998,True
Street Loop Reverse,atv,Granite Creek Cut,normal,1,28.751,0,0,0.000,0.998,True
Street Loop Reverse,atv,Granite Creek Cut,clean,0,28.881,0,0,3.043,0.981,True
Street Loop Reverse,atv,Granite Creek Cut,clean,1,28.891,0,0,3.064,0.981,True
Street Loop Reverse,atv,Granite Creek Cut,imperfect,0,32.946,0,0,3.137,0.948,True
Street Loop Reverse,atv,Granite Creek Cut,imperfect,1,33.750,0,0,6.430,0.981,True
Street Loop Reverse,atv,Granite Creek Cut,recovery,0,30.153,0,0,3.043,0.981,True
Street Loop Reverse,atv,Granite Creek Cut,recovery,1,30.257,0,0,3.064,0.981,True
Street Loop Reverse,atv,Laurel Switchbacks,normal,0,37.230,0,0,0.000,0.880,True
Street Loop Reverse,atv,Laurel Switchbacks,normal,1,37.184,0,0,0.000,0.880,True
Street Loop Reverse,atv,Laurel Switchbacks,clean,0,26.250,0,0,3.148,0.979,True
Street Loop Reverse,atv,Laurel Switchbacks,clean,1,26.260,0,0,3.148,0.979,True
Street Loop Reverse,atv,Laurel Switchbacks,imperfect,0,31.156,0,0,7.230,0.972,True
Street Loop Reverse,atv,Laurel Switchbacks,imperfect,1,31.206,0,0,7.610,0.976,True
Street Loop Reverse,atv,Laurel Switchbacks,recovery,0,27.304,0,0,3.148,0.979,True
Street Loop Reverse,atv,Laurel Switchbacks,recovery,1,27.279,0,0,3.148,0.979,True
