time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.020,23.774,0.475,-618.213,8.165,-149.387,4,7.799,0.304,"Ground_80_240:(0.027, 1.000, -0.003) separation=0.1786 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1848 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1711 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1933 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1735 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1755 impulse=0.000;",0.000,0.000,0.000,23.775,0.000,1.000,-39.525,-0.392,-0.041,23.771,0.000,0.008
0.040,23.790,0.951,-618.221,8.163,-148.911,4,8.294,0.259,"Ground_80_240:(0.027, 1.000, -0.003) separation=0.1763 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1823 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1689 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1906 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1727 impulse=0.000;Ground_80_240:(0.027, 1.000, -0.003) separation=0.1746 impulse=0.000;",0.113,0.000,0.000,23.790,0.000,1.000,-39.049,-0.393,-0.071,23.786,0.000,0.014
0.060,23.803,1.427,-618.229,8.161,-148.435,4,8.757,0.222,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1732 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1791 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1661 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1871 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1669 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1712 impulse=0.000;",0.105,0.000,0.000,23.803,0.000,1.000,-38.573,-0.393,-0.092,23.800,0.000,0.019
0.080,23.815,1.903,-618.237,8.159,-147.959,4,9.184,0.191,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1695 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1756 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1629 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1832 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1632 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1651 impulse=0.000;",0.098,0.000,0.000,23.815,0.000,1.000,-38.097,-0.393,-0.104,23.812,0.000,0.024
0.100,23.826,2.380,-618.244,8.157,-147.483,4,9.560,0.161,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1658 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1718 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1596 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1789 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1612 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1629 impulse=0.000;",0.092,0.000,-0.001,23.826,0.000,1.000,-37.620,-0.394,-0.109,23.823,-0.028,0.027
0.120,23.835,2.857,-618.252,8.155,-147.006,4,9.886,0.132,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1619 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1679 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1563 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1745 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1588 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1605 impulse=0.000;",0.087,0.000,0.002,23.836,0.000,1.000,-37.143,-0.394,-0.108,23.832,0.044,0.030
0.140,23.843,3.333,-618.260,8.153,-146.529,4,10.160,0.108,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1582 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1641 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1530 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1701 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1533 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1564 impulse=0.000;",0.082,0.000,0.003,23.844,0.000,1.000,-36.667,-0.394,-0.101,23.840,0.063,0.032
0.160,23.851,3.810,-618.268,8.151,-146.052,4,10.384,0.090,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1544 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1603 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1497 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1658 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1499 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1511 impulse=0.000;",0.078,0.000,-0.004,23.851,0.000,1.000,-36.190,-0.393,-0.089,23.848,-0.077,0.034
0.180,23.857,4.287,-618.275,8.150,-145.575,4,10.553,0.074,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1509 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1568 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1469 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1618 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1476 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1489 impulse=0.000;",0.075,0.000,-0.004,23.858,0.000,1.000,-35.713,-0.393,-0.074,23.854,-0.088,0.035
0.200,23.863,4.765,-618.283,8.149,-145.098,4,10.672,0.058,"Ground_80_240:(0.028, 1.000, -0.003) separation=0.1478 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1535 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1443 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1580 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1456 impulse=0.000;Ground_80_240:(0.028, 1.000, -0.003) separation=0.1468 impulse=0.000;",0.071,0.000,0.004,23.863,0.000,1.000,-35.235,-0.393,-0.057,23.860,0.101,0.036
