action,time,x,y,z,speed,grounded,immersion
water turn,0.000,460.570,21.030,-363.839,0.004,4,0.396
water turn,0.020,460.569,21.030,-363.834,0.290,4,0.396
water turn,0.040,460.569,21.030,-363.822,0.572,4,0.396
water turn,0.060,460.569,21.030,-363.805,0.851,4,0.397
water turn,0.080,460.568,21.030,-363.783,1.126,4,0.397
water turn,0.100,460.568,21.030,-363.755,1.398,4,0.397
water turn,0.120,460.567,21.030,-363.721,1.666,4,0.397
water turn,0.140,460.567,21.030,-363.683,1.930,4,0.397
water turn,0.160,460.567,21.030,-363.639,2.192,4,0.397
water turn,0.180,460.567,21.030,-363.590,2.450,4,0.397
water turn,0.200,460.566,21.030,-363.536,2.704,4,0.397
water turn,0.220,460.567,21.030,-363.477,2.956,4,0.397
water turn,0.240,460.567,21.030,-363.413,3.204,4,0.397
water turn,0.260,460.567,21.030,-363.344,3.449,4,0.397
water turn,0.280,460.568,21.030,-363.270,3.690,4,0.397
water turn,0.300,460.569,21.030,-363.191,3.929,4,0.397
water turn,0.320,460.571,21.030,-363.108,4.165,4,0.397
water turn,0.340,460.572,21.030,-363.020,4.397,4,0.397
water turn,0.360,460.575,21.030,-362.928,4.626,4,0.397
water turn,0.380,460.578,21.030,-362.831,4.853,4,0.397
water turn,0.400,460.582,21.030,-362.729,5.076,4,0.397
water turn,0.420,460.587,21.030,-362.623,5.296,4,0.397
water turn,0.440,460.592,21.030,-362.513,5.514,4,0.397
water turn,0.460,460.599,21.030,-362.399,5.728,4,0.397
water turn,0.480,460.606,21.030,-362.280,5.940,4,0.397
water turn,0.500,460.615,21.030,-362.157,6.148,4,0.397
water turn,0.520,460.625,21.030,-362.031,6.354,4,0.396
water turn,0.540,460.636,21.030,-361.900,6.557,4,0.396
water turn,0.560,460.649,21.031,-361.765,6.758,4,0.396
water turn,0.580,460.664,21.031,-361.627,6.956,4,0.395
water turn,0.600,460.680,21.031,-361.484,7.151,4,0.395
water turn,0.620,460.698,21.031,-361.339,7.343,4,0.395
water turn,0.640,460.718,21.032,-361.189,7.533,4,0.394
water turn,0.660,460.740,21.032,-361.036,7.720,4,0.393
water turn,0.680,460.764,21.033,-360.880,7.905,4,0.392
water turn,0.700,460.790,21.034,-360.720,8.087,4,0.391
stop reverse,0.000,460.818,21.034,-360.557,8.267,4,0.390
stop reverse,0.020,460.847,21.035,-360.404,7.768,4,0.388
stop reverse,0.040,460.874,21.036,-360.261,7.273,4,0.387
stop reverse,0.060,460.901,21.037,-360.128,6.782,4,0.386
stop reverse,0.080,460.926,21.038,-360.005,6.295,4,0.384
stop reverse,0.100,460.951,21.039,-359.891,5.813,4,0.383
stop reverse,0.120,460.974,21.040,-359.787,5.334,4,0.381
stop reverse,0.140,460.995,21.041,-359.692,4.858,4,0.380
stop reverse,0.160,461.014,21.042,-359.607,4.386,4,0.379
stop reverse,0.180,461.032,21.043,-359.530,3.917,4,0.377
stop reverse,0.200,461.048,21.043,-359.463,3.452,4,0.376
stop reverse,0.220,461.061,21.044,-359.405,2.990,4,0.375
stop reverse,0.240,461.073,21.045,-359.356,2.531,4,0.374
stop reverse,0.260,461.082,21.045,-359.315,2.075,4,0.373
stop reverse,0.280,461.089,21.046,-359.284,1.622,4,0.373
stop reverse,0.300,461.093,21.046,-359.261,1.172,4,0.372
stop reverse,0.320,461.096,21.046,-359.247,0.726,4,0.372
stop reverse,0.340,461.096,21.047,-359.241,0.282,4,0.371
stop reverse,0.360,461.096,21.047,-359.238,0.165,4,0.371
stop reverse,0.380,461.095,21.047,-359.236,0.048,4,0.370
stop reverse,0.400,461.093,21.047,-359.238,-0.068,4,0.370
stop reverse,0.420,461.091,21.048,-359.241,-0.183,4,0.370
stop reverse,0.440,461.088,21.048,-359.246,-0.296,4,0.369
stop reverse,0.460,461.084,21.048,-359.254,-0.406,4,0.369
stop reverse,0.480,461.081,21.048,-359.263,-0.515,4,0.369
stop reverse,0.500,461.076,21.048,-359.275,-0.622,4,0.369
stop reverse,0.520,461.071,21.048,-359.289,-0.728,4,0.369
stop reverse,0.540,461.065,21.048,-359.305,-0.831,4,0.369
stop reverse,0.560,461.059,21.048,-359.322,-0.932,4,0.369
stop reverse,0.580,461.053,21.048,-359.342,-1.032,4,0.370
stop reverse,0.600,461.045,21.047,-359.363,-1.130,4,0.370
stop reverse,0.620,461.038,21.047,-359.387,-1.226,4,0.371
stop reverse,0.640,461.029,21.046,-359.412,-1.321,4,0.371
stop reverse,0.660,461.021,21.046,-359.439,-1.414,4,0.372
stop reverse,0.680,461.012,21.045,-359.468,-1.505,4,0.373
stop reverse,0.700,461.002,21.045,-359.498,-1.594,4,0.374
stop reverse,0.720,460.992,21.044,-359.530,-1.682,4,0.375
stop reverse,0.740,460.982,21.044,-359.564,-1.768,4,0.376
stop reverse,0.760,460.971,21.043,-359.599,-1.852,4,0.377
stop reverse,0.780,460.960,21.042,-359.636,-1.935,4,0.378
stop reverse,0.800,460.948,21.042,-359.675,-2.016,4,0.379
stop reverse,0.820,460.936,21.041,-359.715,-2.095,4,0.380
stop reverse,0.840,460.924,21.040,-359.756,-2.173,4,0.381
stop reverse,0.860,460.911,21.039,-359.799,-2.249,4,0.382
stop reverse,0.880,460.897,21.039,-359.844,-2.324,4,0.384
stop reverse,0.900,460.884,21.038,-359.890,-2.398,4,0.385
stop reverse,0.920,460.870,21.037,-359.937,-2.469,4,0.386
stop reverse,0.940,460.856,21.036,-359.986,-2.540,4,0.387
stop reverse,0.960,460.841,21.036,-360.036,-2.609,4,0.388
stop reverse,0.980,460.826,21.035,-360.087,-2.676,4,0.389
stop reverse,1.000,460.811,21.035,-360.139,-2.742,4,0.390
stop reverse,1.020,460.795,21.034,-360.193,-2.807,4,0.391
stop reverse,1.040,460.779,21.033,-360.248,-2.870,4,0.391
stop reverse,1.060,460.763,21.033,-360.305,-2.933,4,0.392
stop reverse,1.080,460.747,21.032,-360.362,-2.994,4,0.393
stop reverse,1.100,460.730,21.032,-360.421,-3.053,4,0.394
stop reverse,1.120,460.712,21.031,-360.480,-3.112,4,0.395
stop reverse,1.140,460.695,21.031,-360.541,-3.169,4,0.395
stop reverse,1.160,460.677,21.030,-360.603,-3.225,4,0.396
stop reverse,1.180,460.659,21.030,-360.666,-3.280,4,0.397
stop reverse,1.200,460.641,21.029,-360.730,-3.334,4,0.398
stop reverse,1.220,460.622,21.029,-360.795,-3.387,4,0.399
stop reverse,1.240,460.603,21.028,-360.861,-3.438,4,0.399
stop reverse,1.260,460.584,21.028,-360.928,-3.489,4,0.400
stop reverse,1.280,460.565,21.027,-360.996,-3.538,4,0.401
stop reverse,1.300,460.545,21.027,-361.065,-3.587,4,0.402
stop reverse,1.320,460.526,21.026,-361.135,-3.634,4,0.403
stop reverse,1.340,460.506,21.026,-361.206,-3.681,4,0.404
stop reverse,1.360,460.485,21.025,-361.278,-3.726,4,0.404
stop reverse,1.380,460.465,21.024,-361.350,-3.771,4,0.405
stop reverse,1.400,460.444,21.024,-361.424,-3.814,4,0.406
stop reverse,1.420,460.423,21.023,-361.498,-3.857,4,0.407
stop reverse,1.440,460.402,21.023,-361.573,-3.898,4,0.407
stop reverse,1.460,460.381,21.023,-361.648,-3.939,4,0.408
stop reverse,1.480,460.359,21.022,-361.725,-3.979,4,0.409
stop reverse,1.500,460.338,21.022,-361.802,-4.018,4,0.409
stop reverse,1.520,460.316,21.021,-361.880,-4.057,4,0.410
stop reverse,1.540,460.294,21.021,-361.959,-4.094,4,0.410
stop reverse,1.560,460.272,21.021,-362.039,-4.131,4,0.411
stop reverse,1.580,460.250,21.021,-362.119,-4.167,4,0.411
stop reverse,1.600,460.228,21.021,-362.200,-4.202,4,0.410
stop reverse,1.620,460.205,21.021,-362.281,-4.236,4,0.410
stop reverse,1.640,460.183,21.022,-362.363,-4.270,4,0.409
stop reverse,1.660,460.161,21.022,-362.446,-4.302,4,0.408
stop reverse,1.680,460.138,21.023,-362.530,-4.335,4,0.407
stop reverse,1.700,460.115,21.024,-362.614,-4.366,4,0.406
stop reverse,1.720,460.093,21.025,-362.698,-4.397,4,0.404
stop reverse,1.740,460.070,21.026,-362.783,-4.428,4,0.402
stop reverse,1.760,460.047,21.028,-362.869,-4.457,4,0.400
stop reverse,1.780,460.024,21.029,-362.955,-4.487,4,0.398
stop reverse,1.800,460.001,21.031,-363.042,-4.516,4,0.396
stop reverse,1.820,459.978,21.033,-363.130,-4.544,4,0.393
stop reverse,1.840,459.955,21.035,-363.218,-4.572,4,0.390
stop reverse,1.860,459.932,21.037,-363.306,-4.599,4,0.386
stop reverse,1.880,459.909,21.039,-363.395,-4.626,4,0.382
stop reverse,1.900,459.886,21.042,-363.485,-4.653,4,0.378
stop reverse,1.920,459.863,21.045,-363.575,-4.679,4,0.373
stop reverse,1.940,459.841,21.048,-363.665,-4.705,4,0.368
stop reverse,1.960,459.818,21.052,-363.757,-4.731,4,0.363
stop reverse,1.980,459.795,21.056,-363.848,-4.757,4,0.357
stop reverse,2.000,459.772,21.060,-363.940,-4.782,4,0.350
drive out motoCreek surface0,0.000,460.589,21.041,-363.842,0.000,4,0.050
drive out motoCreek surface0,0.020,460.589,21.041,-363.835,0.350,4,0.100
drive out motoCreek surface0,0.040,460.589,21.041,-363.821,0.689,4,0.150
drive out motoCreek surface0,0.060,460.589,21.040,-363.801,1.015,4,0.200
drive out motoCreek surface0,0.080,460.589,21.039,-363.774,1.328,4,0.250
drive out motoCreek surface0,0.100,460.589,21.038,-363.742,1.627,4,0.300
drive out motoCreek surface0,0.000,460.588,21.037,-363.703,1.913,4,0.350
drive out motoCreek surface0,0.020,460.588,21.036,-363.660,2.184,4,0.387
drive out motoCreek surface0,0.040,460.588,21.035,-363.611,2.445,4,0.389
drive out motoCreek surface0,0.060,460.588,21.034,-363.557,2.701,4,0.390
drive out motoCreek surface0,0.080,460.587,21.033,-363.498,2.954,4,0.392
drive out motoCreek surface0,0.100,460.587,21.032,-363.433,3.204,4,0.393
drive out motoCreek surface0,0.000,460.587,21.031,-363.364,3.450,4,0.394
drive out motoCreek surface0,0.020,460.586,21.031,-363.291,3.693,4,0.396
drive out motoCreek surface0,0.040,460.586,21.030,-363.212,3.932,4,0.397
drive out motoCreek surface0,0.060,460.585,21.030,-363.129,4.168,4,0.397
drive out motoCreek surface0,0.080,460.585,21.029,-363.041,4.401,4,0.398
drive out motoCreek surface0,0.100,460.585,21.029,-362.948,4.631,4,0.399
drive out motoCreek surface0,0.000,460.584,21.028,-362.851,4.858,4,0.399
drive out motoCreek surface0,0.020,460.584,21.028,-362.749,5.082,4,0.399
drive out motoCreek surface0,0.040,460.583,21.028,-362.643,5.303,4,0.400
drive out motoCreek surface0,0.060,460.583,21.028,-362.533,5.521,4,0.400
drive out motoCreek surface0,0.080,460.583,21.028,-362.418,5.736,4,0.400
drive out motoCreek surface0,0.100,460.582,21.028,-362.299,5.948,4,0.400
drive out motoCreek surface0,0.000,460.582,21.028,-362.176,6.158,4,0.400
drive out motoCreek surface0,0.020,460.581,21.028,-362.049,6.365,4,0.400
drive out motoCreek surface0,0.040,460.581,21.028,-361.917,6.570,4,0.400
drive out motoCreek surface0,0.060,460.580,21.028,-361.782,6.772,4,0.400
drive out motoCreek surface0,0.080,460.580,21.028,-361.642,6.971,4,0.400
drive out motoCreek surface0,0.100,460.579,21.028,-361.499,7.168,4,0.400
drive out motoCreek surface0,0.000,460.579,21.028,-361.352,7.362,4,0.400
drive out motoCreek surface0,0.020,460.578,21.028,-361.201,7.554,4,0.400
drive out motoCreek surface0,0.040,460.578,21.028,-361.046,7.744,4,0.400
drive out motoCreek surface0,0.060,460.578,21.028,-360.887,7.931,4,0.400
drive out motoCreek surface0,0.080,460.577,21.028,-360.725,8.115,4,0.400
drive out motoCreek surface0,0.100,460.577,21.028,-360.559,8.298,4,0.400
drive out motoCreek surface0,0.000,460.576,21.028,-360.389,8.478,4,0.400
drive out motoCreek surface0,0.020,460.576,21.028,-360.216,8.655,4,0.400
drive out motoCreek surface0,0.040,460.575,21.028,-360.040,8.831,4,0.400
drive out motoCreek surface0,0.060,460.575,21.028,-359.860,9.004,4,0.400
drive out motoCreek surface0,0.080,460.574,21.028,-359.676,9.175,4,0.400
drive out motoCreek surface0,0.000,460.574,21.028,-359.489,9.344,4,0.400
drive out motoCreek surface0,0.020,460.574,21.028,-359.299,9.510,4,0.400
drive out motoCreek surface0,0.040,460.573,21.028,-359.106,9.675,4,0.400
drive out motoCreek surface0,0.060,460.573,21.028,-358.909,9.837,4,0.400
drive out motoCreek surface0,0.080,460.572,21.028,-358.709,9.998,4,0.399
drive out motoCreek surface0,0.100,460.572,21.029,-358.506,10.156,4,0.399
drive out motoCreek surface0,0.000,460.572,21.029,-358.300,10.313,4,0.398
drive out motoCreek surface0,0.020,460.571,21.029,-358.091,10.468,4,0.398
drive out motoCreek surface0,0.040,460.571,21.030,-357.878,10.620,4,0.397
drive out motoCreek surface0,0.060,460.571,21.031,-357.663,10.772,4,0.396
drive out motoCreek surface0,0.080,460.571,21.032,-357.445,10.921,4,0.394
drive out motoCreek surface0,0.100,460.570,21.034,-357.224,11.070,4,0.391
drive out motoCreek surface0,0.000,460.568,21.041,-357.006,11.071,4,0.380
drive out motoCreek surface0,0.020,460.571,21.088,-356.844,9.835,4,0.330
drive out motoCreek surface0,0.040,460.572,21.133,-356.669,9.931,4,0.280
drive out motoCreek surface0,0.060,460.571,21.181,-356.491,10.050,4,0.230
drive out motoCreek surface0,0.080,460.569,21.235,-356.310,10.160,4,0.180
drive out motoCreek surface0,0.100,460.566,21.293,-356.128,10.258,4,0.000
drive out motoCreek surface0,0.000,460.565,21.362,-355.954,10.210,4,0.000
drive out motoCreek surface0,0.020,460.563,21.435,-355.774,10.386,4,0.000
drive out motoCreek surface0,0.040,460.561,21.515,-355.593,10.519,4,0.000
drive out motoCreek surface0,0.060,460.558,21.602,-355.411,10.651,4,0.000
drive out motoCreek surface0,0.080,460.555,21.697,-355.231,10.755,4,0.000
drive out motoCreek surface0,0.100,460.553,21.799,-355.048,10.910,4,0.000
drive out motoCreek surface0,0.000,460.556,21.924,-354.938,9.762,4,0.000
drive out motoCreek surface0,0.020,460.554,22.058,-354.817,9.830,4,0.000
drive out motoCreek surface0,0.040,460.551,22.197,-354.693,9.978,4,0.000
drive out motoCreek surface0,0.060,460.547,22.341,-354.568,10.108,4,0.000
drive out motoCreek surface0,0.080,460.542,22.491,-354.445,10.227,4,0.000
drive out motoCreek surface0,0.100,460.536,22.647,-354.322,10.341,4,0.000
moto settle Creek surface1,0.000,462.589,21.308,-365.842,0.000,2,0.000
moto settle Creek surface1,0.020,462.551,21.341,-365.839,0.002,4,0.000
moto settle Creek surface1,0.040,462.545,21.345,-365.840,-0.011,4,0.000
moto settle Creek surface1,0.060,462.542,21.344,-365.840,-0.028,4,0.000
moto settle Creek surface1,0.080,462.538,21.343,-365.840,-0.047,4,0.000
moto settle Creek surface1,0.100,462.534,21.342,-365.840,-0.068,4,0.000
moto settle Creek surface1,0.120,462.529,21.340,-365.840,-0.091,4,0.000
moto settle Creek surface1,0.140,462.524,21.338,-365.840,-0.115,4,0.000
moto settle Creek surface1,0.160,462.519,21.335,-365.839,-0.142,4,0.000
moto settle Creek surface1,0.180,462.513,21.333,-365.839,-0.170,4,0.000
moto settle Creek surface1,0.200,462.507,21.330,-365.839,-0.200,4,0.000
moto settle Creek surface1,0.220,462.500,21.328,-365.839,-0.231,4,0.000
moto settle Creek surface1,0.240,462.493,21.325,-365.839,-0.263,4,0.000
moto settle Creek surface1,0.260,462.486,21.323,-365.839,-0.296,4,0.000
moto settle Creek surface1,0.280,462.478,21.320,-365.839,-0.330,4,0.000
moto settle Creek surface1,0.300,462.470,21.318,-365.839,-0.365,4,0.000
moto settle Creek surface1,0.320,462.461,21.315,-365.839,-0.400,4,0.000
moto settle Creek surface1,0.340,462.452,21.313,-365.839,-0.436,4,0.000
moto settle Creek surface1,0.360,462.442,21.310,-365.839,-0.472,4,0.000
moto settle Creek surface1,0.380,462.431,21.307,-365.838,-0.508,4,0.000
moto settle Creek surface1,0.400,462.420,21.304,-365.838,-0.545,4,0.000
moto settle Creek surface1,0.420,462.409,21.302,-365.838,-0.581,4,0.000
moto settle Creek surface1,0.440,462.396,21.299,-365.838,-0.617,4,0.000
moto settle Creek surface1,0.460,462.383,21.296,-365.838,-0.653,4,0.000
moto settle Creek surface1,0.480,462.370,21.293,-365.838,-0.689,4,0.000
moto settle Creek surface1,0.500,462.356,21.290,-365.838,-0.724,4,0.000
moto settle Creek surface1,0.520,462.341,21.287,-365.838,-0.759,4,0.002
moto settle Creek surface1,0.540,462.325,21.283,-365.838,-0.794,4,0.007
moto settle Creek surface1,0.560,462.309,21.280,-365.838,-0.829,4,0.012
moto settle Creek surface1,0.580,462.293,21.276,-365.838,-0.862,4,0.018
moto settle Creek surface1,0.600,462.275,21.273,-365.837,-0.896,4,0.024
moto settle Creek surface1,0.620,462.258,21.269,-365.837,-0.928,4,0.030
moto settle Creek surface1,0.640,462.239,21.265,-365.837,-0.961,4,0.036
moto settle Creek surface1,0.660,462.220,21.261,-365.837,-0.992,4,0.042
moto settle Creek surface1,0.680,462.200,21.256,-365.837,-1.023,4,0.049
moto settle Creek surface1,0.700,462.180,21.252,-365.837,-1.053,4,0.055
moto settle Creek surface1,0.720,462.159,21.247,-365.837,-1.083,4,0.062
moto settle Creek surface1,0.740,462.138,21.243,-365.837,-1.112,4,0.069
moto settle Creek surface1,0.760,462.116,21.238,-365.837,-1.141,4,0.077
moto settle Creek surface1,0.780,462.093,21.233,-365.837,-1.168,4,0.084
moto settle Creek surface1,0.800,462.070,21.228,-365.837,-1.195,4,0.092
moto settle Creek surface1,0.820,462.047,21.223,-365.837,-1.222,4,0.100
moto settle Creek surface1,0.840,462.023,21.218,-365.837,-1.247,4,0.108
moto settle Creek surface1,0.860,461.999,21.213,-365.837,-1.272,4,0.115
moto settle Creek surface1,0.880,461.974,21.208,-365.837,-1.296,4,0.123
moto settle Creek surface1,0.900,461.949,21.203,-365.837,-1.319,4,0.131
moto settle Creek surface1,0.920,461.924,21.197,-365.837,-1.341,4,0.139
moto settle Creek surface1,0.940,461.897,21.192,-365.837,-1.362,4,0.147
moto settle Creek surface1,0.960,461.871,21.187,-365.837,-1.382,4,0.155
moto settle Creek surface1,0.980,461.844,21.182,-365.837,-1.402,4,0.162
water turn,0.000,461.817,21.178,-365.837,-1.421,4,0.170
water turn,0.020,461.798,21.174,-365.837,-0.958,4,0.175
water turn,0.040,461.789,21.173,-365.837,-0.498,4,0.177
water turn,0.060,461.785,21.172,-365.837,-0.204,4,0.178
water turn,0.080,461.787,21.173,-365.837,0.090,4,0.177
water turn,0.100,461.795,21.175,-365.837,0.382,4,0.174
water turn,0.120,461.809,21.177,-365.836,0.673,4,0.170
water turn,0.140,461.828,21.181,-365.836,0.961,4,0.164
water turn,0.160,461.853,21.186,-365.836,1.249,4,0.157
water turn,0.180,461.883,21.191,-365.836,1.536,4,0.148
water turn,0.200,461.919,21.198,-365.836,1.822,4,0.138
water turn,0.220,461.961,21.205,-365.836,2.108,4,0.127
water turn,0.240,462.008,21.214,-365.835,2.394,4,0.114
water turn,0.260,462.061,21.223,-365.835,2.681,4,0.099
water turn,0.280,462.119,21.233,-365.835,2.969,4,0.084
water turn,0.300,462.183,21.245,-365.836,3.258,4,0.066
water turn,0.320,462.253,21.258,-365.836,3.548,4,0.046
water turn,0.340,462.328,21.272,-365.837,3.841,4,0.025
water turn,0.360,462.408,21.287,-365.838,4.137,4,0.001
water turn,0.380,462.495,21.304,-365.839,4.437,4,0.000
water turn,0.400,462.587,21.323,-365.841,4.735,4,0.000
water turn,0.420,462.684,21.342,-365.843,5.030,4,0.000
water turn,0.440,462.788,21.364,-365.847,5.322,4,0.000
water turn,0.460,462.863,21.398,-365.845,4.551,4,0.000
water turn,0.480,462.933,21.436,-365.848,4.409,4,0.000
water turn,0.500,462.999,21.478,-365.855,4.371,4,0.000
water turn,0.520,463.066,21.522,-365.865,4.483,4,0.000
water turn,0.540,463.134,21.570,-365.874,4.632,4,0.000
water turn,0.560,463.203,21.621,-365.882,4.752,4,0.000
water turn,0.580,463.273,21.676,-365.889,4.917,4,0.000
water turn,0.600,463.346,21.734,-365.895,5.088,4,0.000
water turn,0.620,463.421,21.795,-365.901,5.263,4,0.000
water turn,0.640,463.498,21.859,-365.907,5.426,4,0.000
water turn,0.660,463.576,21.925,-365.914,5.580,4,0.000
water turn,0.680,463.657,21.993,-365.921,5.724,3,0.000
water turn,0.700,463.739,22.063,-365.929,5.879,2,0.000
stop reverse,0.000,463.824,22.135,-365.938,6.039,2,0.000
stop reverse,0.020,463.902,22.195,-365.947,5.361,2,0.000
stop reverse,0.040,463.973,22.242,-365.954,4.674,2,0.000
stop reverse,0.060,464.036,22.278,-365.961,3.977,2,0.000
stop reverse,0.080,464.092,22.302,-365.967,3.270,2,0.000
stop reverse,0.100,464.141,22.316,-365.971,2.550,4,0.000
stop reverse,0.120,464.178,22.323,-365.975,1.834,4,0.000
stop reverse,0.140,464.203,22.322,-365.977,1.122,4,0.000
stop reverse,0.160,464.217,22.315,-365.978,0.414,4,0.000
stop reverse,0.180,464.223,22.307,-365.979,0.110,4,0.000
stop reverse,0.200,464.222,22.300,-365.979,-0.166,4,0.000
stop reverse,0.220,464.215,22.296,-365.977,-0.295,4,0.000
stop reverse,0.240,464.202,22.291,-365.974,-0.527,4,0.000
stop reverse,0.260,464.185,22.285,-365.971,-0.773,4,0.000
stop reverse,0.280,464.163,22.276,-365.966,-1.010,4,0.000
stop reverse,0.300,464.138,22.264,-365.961,-1.233,4,0.000
stop reverse,0.320,464.109,22.251,-365.955,-1.441,4,0.000
stop reverse,0.340,464.078,22.235,-365.948,-1.634,4,0.000
stop reverse,0.360,464.045,22.217,-365.940,-1.816,4,0.000
stop reverse,0.380,464.009,22.197,-365.931,-1.994,4,0.000
stop reverse,0.400,463.972,22.175,-365.921,-2.189,4,0.000
stop reverse,0.420,463.932,22.151,-365.912,-2.371,4,0.000
stop reverse,0.440,463.890,22.126,-365.904,-2.534,4,0.000
stop reverse,0.460,463.845,22.099,-365.898,-2.728,4,0.000
stop reverse,0.480,463.798,22.069,-365.892,-2.932,4,0.000
stop reverse,0.500,463.749,22.037,-365.886,-3.135,4,0.000
stop reverse,0.520,463.697,22.003,-365.879,-3.316,4,0.000
stop reverse,0.540,463.643,21.967,-365.872,-3.488,4,0.000
stop reverse,0.560,463.587,21.929,-365.863,-3.661,4,0.000
stop reverse,0.580,463.530,21.895,-365.851,-3.686,4,0.000
stop reverse,0.600,463.471,21.859,-365.838,-3.842,4,0.000
stop reverse,0.620,463.411,21.822,-365.826,-3.969,3,0.000
stop reverse,0.640,463.348,21.784,-365.814,-4.099,3,0.000
stop reverse,0.660,463.284,21.744,-365.803,-4.235,3,0.000
stop reverse,0.680,463.218,21.703,-365.791,-4.366,2,0.000
stop reverse,0.700,463.151,21.659,-365.779,-4.510,2,0.000
stop reverse,0.720,463.083,21.613,-365.766,-4.645,2,0.000
stop reverse,0.740,463.013,21.564,-365.753,-4.770,2,0.000
stop reverse,0.760,462.942,21.514,-365.739,-4.887,2,0.000
stop reverse,0.780,462.869,21.461,-365.726,-4.995,2,0.000
stop reverse,0.800,462.794,21.408,-365.711,-5.078,4,0.000
stop reverse,0.820,462.716,21.359,-365.695,-5.155,4,0.000
stop reverse,0.840,462.632,21.312,-365.679,-5.246,4,0.000
stop reverse,0.860,462.544,21.269,-365.663,-5.343,4,0.029
stop reverse,0.880,462.451,21.229,-365.646,-5.441,4,0.079
stop reverse,0.900,462.353,21.193,-365.628,-5.534,4,0.129
stop reverse,0.920,462.252,21.160,-365.610,-5.620,4,0.179
stop reverse,0.940,462.148,21.131,-365.591,-5.699,4,0.229
