course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop Reverse,moto,12,1.7,13.545,150.126,0.040,0.543,True,completed,0.000,0.000,0
Street Loop Reverse,moto,24,-1.5,6.961,150.034,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,-3,6.963,150.037,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,0,7.098,150.257,1.160,0.991,True,completed,27.512,1.160,0
Street Loop Reverse,moto,24,-4.7,8.479,150.328,0.780,0.579,True,completed,0.000,0.000,0
Street Loop Reverse,moto,24,1.7,8.556,150.368,0.760,0.584,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,-1.5,6.620,150.542,1.220,0.992,True,completed,32.867,1.220,0
Street Loop Reverse,moto,36,-3,6.281,150.001,1.200,0.990,True,completed,32.502,1.200,0
Street Loop Reverse,moto,36,0,6.818,150.441,1.200,0.990,True,completed,31.792,1.200,0
Street Loop Reverse,moto,36,-4.7,8.482,150.533,0.640,0.840,True,completed,0.000,0.000,0
Street Loop Reverse,moto,36,1.7,6.001,150.601,1.260,0.992,True,completed,35.773,1.260,0
Street Loop Reverse,atv,12,-1.5,13.310,150.166,0.380,0.980,True,completed,4.754,0.380,0
Street Loop Reverse,atv,12,-3,13.300,150.168,0.380,0.980,True,completed,4.753,0.380,0
Street Loop Reverse,atv,12,0,13.304,150.163,0.380,0.980,True,completed,4.753,0.380,0
Street Loop Reverse,atv,12,-4.7,13.286,150.063,0.120,0.535,True,completed,0.000,0.000,0
Street Loop Reverse,atv,12,1.7,13.465,150.110,0.100,0.536,True,completed,0.000,0.000,0
Street Loop Reverse,atv,24,-1.5,7.102,150.451,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,-3,7.101,150.449,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,0,7.101,150.449,1.160,0.991,True,completed,27.448,1.160,0
Street Loop Reverse,atv,24,-4.7,8.556,150.015,0.220,0.947,True,completed,0.000,0.000,0
Street Loop Reverse,atv,24,1.7,8.081,150.240,1.000,0.858,True,completed,16.683,1.000,0
Street Loop Reverse,atv,36,-1.5,5.457,150.583,1.300,0.992,True,completed,39.514,1.300,0
Street Loop Reverse,atv,36,-3,6.762,150.356,0.480,0.947,True,completed,5.857,0.480,0
Street Loop Reverse,atv,36,0,5.460,150.571,1.300,0.992,True,completed,39.514,1.300,0
Street Loop Reverse,atv,36,-4.7,7.802,150.443,0.800,0.852,True,completed,12.090,0.800,0
Street Loop Reverse,atv,36,1.7,6.000,150.210,1.220,0.992,True,completed,33.126,1.220,0
