course,vehicle,speed,line,seconds,travel,air,minUp,recovered,outcome,scoredDistance,scoredAirtime,awards
Street Loop Reverse,original,12,-1.5,13.317,150.097,0.180,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,-3,13.302,150.091,0.180,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,0,13.303,150.095,0.180,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,-4.7,13.264,150.007,0.000,0.534,True,completed,0.000,0.000,0
Street Loop Reverse,original,12,1.7,13.297,150.236,0.000,0.534,True,completed,0.000,0.000,0
Street Loop Reverse,original,24,-1.5,7.002,150.417,1.100,0.987,True,completed,26.049,1.100,0
Street Loop Reverse,original,24,-3,7.002,150.435,1.100,0.987,True,completed,26.049,1.100,0
Street Loop Reverse,original,24,0,6.979,150.046,1.100,0.987,True,completed,26.049,1.100,0
Street Loop Reverse,original,24,-4.7,6.996,150.207,0.920,0.686,True,completed,0.000,0.000,0
Street Loop Reverse,original,24,1.7,6.978,150.001,0.920,0.701,True,completed,0.000,0.000,0
Street Loop Reverse,original,36,-1.5,4.981,150.188,1.400,0.992,True,completed,49.026,1.400,0
Street Loop Reverse,original,36,-3,4.986,150.177,1.400,0.992,True,completed,49.026,1.400,0
Street Loop Reverse,original,36,0,4.902,150.274,1.400,0.991,True,completed,49.047,1.400,0
Street Loop Reverse,original,36,-4.7,4.935,150.310,1.220,0.708,True,completed,0.000,0.000,0
Street Loop Reverse,original,36,1.7,4.953,150.097,1.260,0.709,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,-1.5,13.302,150.057,0.000,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,-3,13.316,150.057,0.000,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,0,13.301,150.055,0.000,0.980,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,-4.7,13.281,150.097,0.000,0.538,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,12,1.7,13.296,150.082,0.000,0.535,True,completed,0.000,0.000,0
Street Loop Reverse,tourer,24,-1.5,6.997,150.179,1.080,0.991,True,completed,25.581,1.080,0
Street Loop Reverse,tourer,24,-3,7.020,150.417,1.080,0.991,True,completed,25.583,1.080,0
Street Loop Reverse,tourer,24,0,6.985,150.183,1.080,0.991,True,completed,25.581,1.080,0
Street Loop Reverse,tourer,24,-4.7,7.102,150.033,1.120,0.851,True,completed,25.996,1.120,0
Street Loop Reverse,tourer,24,1.7,7.045,150.245,1.120,0.854,True,completed,25.994,1.120,0
Street Loop Reverse,tourer,36,-1.5,4.962,150.446,1.400,0.992,True,completed,49.084,1.400,0
Street Loop Reverse,tourer,36,-3,4.964,150.443,1.400,0.992,True,completed,49.084,1.400,0
Street Loop Reverse,tourer,36,0,4.940,150.377,1.400,0.992,True,completed,49.083,1.400,0
Street Loop Reverse,tourer,36,-4.7,4.956,150.451,1.400,0.830,True,completed,48.131,1.400,0
Street Loop Reverse,tourer,36,1.7,4.948,150.098,1.440,0.844,True,completed,49.369,1.440,0
Street Loop Reverse,moto,12,-1.5,13.305,150.217,0.380,0.980,True,completed,4.762,0.380,0
Street Loop Reverse,moto,12,-3,13.399,150.107,0.380,0.980,True,completed,4.761,0.380,0
Street Loop Reverse,moto,12,0,13.518,150.211,0.380,0.980,True,completed,4.762,0.380,0
Street Loop Reverse,moto,12,-4.7,13.321,150.091,0.000,0.540,True,completed,0.000,0.000,0
