time,x,y,z,speed,wheels,up,throttle,brake,nextGate,lap,recoveries,groundBelow,targetSpeed,obstacle
0.009230137,726.9816,78.81439,-8.94661,0.3600717,4,0.9999996,1,0,0,0,0,78.34859,23.8339,
0.12923,726.9985,78.84715,-9.135279,2.469142,4,0.9999642,1,0,0,0,0,78.35197,23.83066,
0.2492299,727.0375,78.86611,-9.570235,4.490279,4,0.9998943,1,0,0,0,0,78.35978,23.82744,
0.3692298,727.098,78.87724,-10.24194,6.430065,4,0.9998449,1,0,0,0,0,78.37225,21.94,GOLD@13.4
0.4692299,727.1639,78.88747,-10.97557,7.98925,4,0.9998251,1,0,0,0,0,78.38637,22.32682,GOLD@13.4
0.5892298,727.2604,78.90556,-12.05674,9.795366,4,0.9998119,1,0,0,0,0,78.4079,22.8697,GOLD@13.3
0.7092297,727.3738,78.93098,-13.34913,11.53356,4,0.9998004,1,0,0,0,0,78.43465,23.47528,GOLD@13.3
0.8092299,727.4789,78.95722,-14.58184,12.93194,4,0.9997887,1,0,0,0,0,78.46116,23.81261,
0.9292297,727.6138,78.99413,-16.24157,14.55178,4,0.9997723,1,0,0,0,0,78.49818,23.80949,
1.04923,727.7531,79.03664,-18.09153,16.11012,4,0.9997547,1,0,0,0,0,78.54095,23.8064,
1.16923,727.8895,79.08475,-20.12494,17.60901,4,0.9997382,1,0,0,0,0,78.58902,23.80333,
1.289229,728.0135,79.13831,-22.33524,19.05037,4,0.9997236,1,0,0,0,0,78.64185,23.80029,
1.38923,728.0992,79.18674,-24.30765,20.20878,4,0.9997156,1,0,0,0,0,78.68948,23.79777,
1.50923,728.1682,79.24852,-26.82552,21.54882,4,0.9997129,1,0,0,0,0,78.74953,23.79479,
1.62923,728.1837,79.32345,-29.49904,22.81882,4,0.9995379,0.9345322,0,0,0,0,78.87312,23.79183,
1.749229,728.128,79.43123,-32.28356,23.42185,4,0.9994336,0.3390228,0,0,0,0,78.93655,23.78891,
1.869229,727.9893,79.52139,-35.10816,23.60518,4,0.99977,0.1595978,0,0,0,0,78.93775,23.78602,
1.989229,727.7637,79.54282,-37.94019,23.67099,4,0.9999222,0.09522706,0,0,0,0,78.97437,23.78317,
2.109229,727.4539,79.53336,-40.76677,23.69309,4,0.9999357,0.07151184,0,0,0,0,79.01096,23.78036,
2.209229,727.1359,79.53454,-43.11576,23.69934,4,0.9999416,0.06364746,0,1,0,0,79.03329,23.77804,
2.329229,726.6902,79.55383,-45.92509,23.70211,4,0.9999421,0.05874176,0,1,0,0,79.06794,23.7753,
2.449229,726.1844,79.58975,-48.72359,23.70215,4,0.9999222,0.05623474,0,1,0,0,79.11227,23.7726,
2.569229,725.6303,79.63988,-51.51215,23.70007,4,0.9998834,0.05552673,0,1,0,0,79.16561,23.76995,
2.689229,725.0402,79.70201,-54.29254,23.6964,4,0.9998303,0.05620117,0,1,0,0,79.22744,23.76734,
2.809229,724.4265,79.77387,-57.06698,23.69169,4,0.9997683,0.05779114,0,1,0,0,79.29744,23.76478,
2.929229,723.8011,79.8537,-59.83802,23.68635,4,0.9996995,0.05998841,0,1,0,0,79.37545,23.76226,
3.029229,723.2798,79.92572,-62.1465,23.68156,4,0.9996379,0.06212616,0,1,0,0,79.4461,23.7602,
3.149229,722.6639,80.01873,-64.91798,23.67548,4,0.9995582,0.06500091,0,1,0,0,79.53853,23.75777,
3.269229,722.0687,80.11932,-67.69299,23.66908,4,0.9994695,0.06817932,0,1,0,0,79.63943,23.7554,
3.389229,721.5049,80.22811,-70.47348,23.6623,4,0.9993694,0.07168885,0,1,0,0,79.74921,23.75307,
3.509229,720.9832,80.34569,-73.26098,23.65513,4,0.9992579,0.07556458,0,1,0,0,79.868,23.75081,
3.629229,720.5137,80.47254,-76.05653,23.64745,4,0.9991329,0.07985383,0,1,0,0,79.9964,23.74859,
3.749228,720.1074,80.60925,-78.86058,23.63918,4,0.9989877,0.08465423,0,1,0,0,80.135,23.74643,
3.849229,719.8253,80.73134,-81.20362,23.63155,4,0.998841,0.0892273,0,1,0,0,80.25793,23.74468,
3.969229,719.566,80.88869,-84.02207,23.62115,4,0.998641,0.09571686,0,1,0,0,80.41764,23.74262,
4.089229,719.4067,81.05886,-86.84606,23.60901,4,0.9984159,0.1035599,0,1,0,0,80.59132,23.74063,
4.209229,719.3643,81.2432,-89.67189,23.59429,4,0.9981275,0.1133575,0,1,0,0,80.78104,23.7387,
4.329228,719.4593,81.4438,-92.49372,23.57573,4,0.9977883,0.1261292,0,1,0,0,80.98359,23.73682,
4.449228,719.7128,81.66139,-95.28038,23.09426,4,0.997347,0,0,1,0,0,81.20123,22.96916,
4.569229,720.1298,81.88995,-97.91427,21.89518,4,0.9967941,0.1822128,0,1,0,0,81.44148,22.12005,
4.689229,720.7241,82.13333,-100.4045,21.18658,4,0.9961051,0.1824295,0,1,0,0,81.69259,21.4148,
4.809228,721.5215,82.39878,-102.8022,21.12464,4,0.9952489,0.1650681,0,2,0,0,81.9472,21.34047,
4.929228,722.4653,83.15598,-104.9452,21.01746,1,0.9213091,0,0.128459,2,0,0,82.51377,20.5736,
5.049228,723.5793,83.63794,-107.2247,21.01826,0,0.9675888,0.2712723,0,2,0,0,82.73343,21.4148,
5.169228,724.7139,83.99235,-109.493,20.48065,0,0.9943258,0.5987152,0,2,0,0,82.95533,21.34047,
5.289228,725.8508,84.19864,-111.7535,19.64958,0,0.9988196,0,0.2166414,2,0,0,83.17757,18.93956,
5.409228,726.9891,84.25853,-114.004,18.58087,0,0.9860268,0,1,2,0,0,83.42392,12.484,EMBER@4.2
5.529228,728.0457,84.40338,-115.9229,13.61677,2,0.9840134,0,1,2,0,0,83.60937,0,EMBER@0.9
5.649228,729.0084,84.55734,-117.436,12.42636,1,0.9909657,0,1,2,0,0,83.76245,4.611235,EMBER@0.9
5.769228,730.0464,84.57113,-118.7697,12.15741,2,0.9966463,0.5793991,0,2,0,0,83.93132,12.80872,GOLD@5.1
5.889228,731.2689,84.52988,-119.6784,11.98128,4,0.998532,0.1047089,0,2,0,0,84.10213,12.18873,GOLD@4.9
6.009228,732.546,84.6322,-120.1752,11.19102,4,0.9914742,0.1099892,0,2,0,0,84.26286,11.33864,GOLD@4.7
6.129228,733.855,84.8556,-120.4387,11.40545,4,0.9910173,0.4458519,0,2,0,0,84.42125,11.86775,GOLD@4.6
6.249228,735.2565,85.09032,-120.5892,12.19311,4,0.9916407,0.4212731,0,2,0,0,84.58801,12.62777,
6.369228,736.7267,85.29034,-120.6819,12.53443,4,0.9921513,0.4949715,0,2,0,0,84.76356,13.03918,GOLD@4.7
6.489228,738.2277,85.46336,-120.7653,12.32077,4,0.9923422,0,0.4009247,2,0,0,84.94159,10.96306,EMBER@4.1
6.609228,739.5466,85.60998,-120.8648,10.05495,4,0.9922765,0,0.7761208,2,0,0,85.10527,7.40008,EMBER@3.2
6.729228,740.5021,85.72308,-120.9706,6.641233,4,0.9921009,0,1,2,0,0,86.05711,0,EMBER@2.6
6.849227,741.0505,85.79398,-121.0513,3.258833,4,0.991868,0,0.9497579,2,0,0,86.07455,0,EMBER@2.3
6.969227,741.2781,85.82825,-121.0917,1.251571,4,0.9915984,0,0.3692501,2,0,0,86.0826,0,EMBER@2.4
7.089227,741.3588,85.84479,-121.1081,0.3903403,4,0.9915979,0,0,2,0,0,86.08569,0,EMBER@2.5
7.209227,741.3837,85.84979,-121.1141,0.4068337,4,0.9916619,1,0,2,0,0,86.08678,2.554529,EMBER@3.0
7.329227,741.5627,85.87368,-121.1623,2.368011,4,0.9917063,1,0,2,0,0,86.09505,8.553714,EMBER@4.2
7.449228,741.9616,85.92626,-121.2725,4.256075,4,0.9917147,1,0,2,0,0,86.11382,12.78618,
7.569228,742.5553,86.02476,-121.4377,5.927939,4,0.9873913,1,0,2,0,0,86.13981,12.78618,
7.689228,743.293,86.51926,-121.6251,7.405846,4,0.9929554,1,0,2,0,0,86.17107,10,
7.809227,744.2273,86.77552,-121.9594,9.112122,4,0.9888347,0.9078667,0,2,0,0,86.22252,10,
7.929227,745.2571,86.91838,-122.4535,9.695148,3,0.9882838,0.2754845,0,2,0,0,86.28716,10,
8.049227,746.2479,86.96902,-123.1016,9.791308,4,0.99025,0.172509,0,2,0,0,86.36601,10,
8.169228,747.1429,87.00217,-123.8846,9.810386,4,0.9921481,0.1531631,0,2,0,0,86.45694,10,
8.289227,747.9197,87.06147,-124.7806,9.819865,4,0.9934785,0.1453979,0,2,0,0,86.55616,10,
8.409227,748.577,87.15516,-125.7816,10.34922,4,0.9943025,1,0,2,0,0,86.66299,23.71431,
8.529226,749.1668,87.2841,-126.9943,11.88179,4,0.994765,1,0,2,0,0,86.78877,23.71493,
8.649227,749.6733,87.43733,-128.4344,13.36191,4,0.995005,1,0,2,0,0,86.93518,23.71563,
8.769226,750.0682,87.60687,-130.0875,14.7969,4,0.9951197,1,0,2,0,0,87.10114,23.71639,
8.889227,750.3335,87.79055,-131.9364,16.19509,4,0.9951659,1,0,2,0,0,87.28493,23.71724,
9.009228,750.4656,87.98896,-133.9638,17.56121,4,0.9951726,1,0,2,0,0,87.48557,23.71815,
9.129227,750.4742,88.20316,-136.1556,18.89536,4,0.9951519,1,0,2,0,0,87.70203,23.71913,
9.249228,750.3799,88.43378,-138.5016,20.19418,4,0.9951103,1,0,2,0,0,87.93512,23.72019,
9.369226,750.2111,88.68122,-140.9954,21.45266,4,0.995042,1,0,2,0,0,88.1841,23.72132,
9.489227,750.0073,88.94623,-143.6337,22.65973,4,0.9949421,1,0,2,0,0,88.45056,23.72251,
9.609226,749.8663,89.2274,-146.3851,23.256,4,0.9948119,0.4178863,0,2,0,0,88.73457,23.72378,
9.729227,749.8755,89.51918,-149.1766,23.42639,4,0.9946429,0.2522446,0,2,0,0,89.02766,23.72511,
9.849226,750.0549,89.81931,-151.9724,23.48482,4,0.9944427,0.1986374,0,2,0,0,89.32998,23.72652,
9.969227,750.3896,90.12727,-154.7568,23.51229,4,0.9942021,0.1754044,0,2,0,0,89.64194,23.72799,
10.08923,750.853,90.44328,-157.5236,23.52846,4,0.9939194,0.1626022,0,2,0,0,89.95877,23.72952,
10.20923,751.4178,90.7682,-160.2714,23.53836,4,0.9935897,0.1552521,0,2,0,0,90.28735,23.73112,
10.32923,752.0603,91.10322,-163.0013,23.54384,4,0.9931989,0.1516892,0,2,0,0,90.62592,23.73279,
10.44923,752.7612,91.44964,-165.7156,23.54614,4,0.992749,0.1508759,0,2,0,0,90.97261,23.73452,
10.56923,753.5062,91.80928,-168.4162,23.54622,4,0.9922268,0.1519867,0,2,0,0,91.33917,23.73632,
10.68923,754.2851,92.18403,-171.1048,23.54476,4,0.9915853,0.154451,0,2,0,0,91.71824,23.73817,
10.80923,755.0903,92.57642,-173.7826,23.54204,4,0.9908217,0.1580322,0,2,0,0,92.11296,23.74009,
10.92923,755.9167,92.98959,-176.4501,23.53821,4,0.9899153,0.1625305,0,2,0,0,92.53311,23.74207,
