time,x,y,z,speed,wheels,up,station,clearance,throttle,brake,steer
1.599999,873.701,110.5391,-275,21.27784,4,1,23.70105,0.2240829,1,0,0
1.619999,874.1307,110.5391,-275,21.48006,4,1,24.13068,0.2240906,1,0,0
1.639999,874.5643,110.5391,-275,21.68097,4,1,24.56427,0.2240982,1,0,0
1.659999,875.0019,110.5391,-275,21.88058,4,1,25.00189,0.2240906,1,0,0
1.679999,875.4435,110.5391,-275,22.0789,4,1,25.44348,0.2240982,1,0,0
1.699999,875.889,110.5391,-275,22.27593,4,1,25.88898,0.2240906,1,0,0
1.719999,876.3384,110.5391,-275,22.47169,4,1,26.33844,0.2240906,1,0,0
1.739999,876.7917,110.5391,-275,22.66619,4,1,26.79175,0.2240982,1,0,0
1.759999,877.249,110.5391,-275,22.85942,4,1,27.24896,0.2240906,1,0,0
1.779999,877.71,110.5391,-275,23.05141,4,1,27.70996,0.2240906,1,0,0
1.799999,878.1748,110.5391,-275,23.24215,4,1,28.1748,0.2240982,1,0,0
1.819999,878.6434,110.5391,-275,23.43166,4,1,28.64343,0.2240906,1,0,0
1.839999,879.1158,110.5391,-275,23.61995,4,1,29.11584,0.2240906,1,0,0
1.859999,879.592,110.5391,-275,23.80701,4,1,29.59198,0.2240906,1,0,0
1.879999,880.0718,110.5391,-275,23.99287,4,1,30.07184,0.2240906,1,0,0
1.899999,880.5554,110.5391,-275,24.17752,4,1,30.55536,0.2240906,1,0,0
1.919999,881.0426,110.5391,-275,24.36098,4,1,31.0426,0.2240906,1,0,0
1.939999,881.5334,110.5391,-275,24.54326,4,1,31.53345,0.2240906,1,0,0
1.959999,882.028,110.5391,-275,24.72435,4,1,32.02795,0.2240906,1,0,0
1.979999,882.5261,110.5391,-275,24.90427,4,1,32.52606,0.2240906,1,0,0
1.999999,883.0277,110.5391,-275,25.08303,4,1,33.02771,0.2240906,1,0,0
2.019999,883.5329,110.5391,-275,25.26063,4,1,33.5329,0.2240906,1,0,0
2.039999,884.0416,110.5391,-275,25.43708,4,1,34.04163,0.2240906,1,0,0
2.059999,884.5539,110.5391,-275,25.61239,4,1,34.55389,0.2240906,1,0,0
2.079999,885.0696,110.5391,-275,25.78657,4,1,35.06964,0.2240982,1,0,0
2.099999,885.5888,110.5391,-275,25.95962,4,1,35.58881,0.2240906,1,0,0
2.119999,886.1115,110.5391,-275,26.13156,4,1,36.11145,0.2240906,1,0,0
2.139999,886.6375,110.5391,-275,26.30238,4,1,36.63751,0.2240906,1,0,0
2.159999,887.1669,110.5391,-275,26.47209,4,1,37.16693,0.2240906,1,0,0
2.179999,887.6998,110.5391,-275,26.64071,4,1,37.69977,0.2240906,1,0,0
2.199999,888.236,110.5391,-275,26.80823,4,1,38.23596,0.2240906,1,0,0
2.219999,888.7755,110.5391,-275,26.97468,4,1,38.77545,0.2240906,1,0,0
2.239999,889.3182,110.5391,-275,27.14004,4,1,39.31824,0.2240906,1,0,0
2.259999,889.8643,110.5391,-275,27.30433,4,1,39.86432,0.2240906,1,0,0
2.279999,890.4137,110.5391,-275,27.46757,4,1,40.4137,0.2240906,1,0,0
2.299999,890.9663,110.5391,-275,27.62974,4,1,40.96631,0.2240906,1,0,0
2.319999,891.5222,110.5391,-275,27.79087,4,1,41.52216,0.2240906,1,0,0
2.339999,892.0812,110.5391,-275,27.95095,4,1,42.08118,0.2240906,1,0,0
2.359999,892.6434,110.5391,-275,28.11,4,1,42.64337,0.2240906,1,0,0
2.379999,893.2087,110.5391,-275,28.26802,4,1,43.20874,0.2240982,1,0,0
2.399999,893.7772,110.5391,-275,28.42502,4,1,43.77722,0.2240906,1,0,0
2.419999,894.3488,110.5391,-275,28.581,4,1,44.34882,0.2240906,1,0,0
2.439999,894.9235,110.5391,-275,28.73598,4,1,44.92352,0.2240982,1,0,0
2.459999,895.5013,110.5391,-275,28.88995,4,1,45.50134,0.2240982,1,0,0
2.479999,896.0822,110.5391,-275,29.04292,4,1,46.08221,0.2240906,1,0,0
2.499999,896.6661,110.5391,-275,29.19491,4,1,46.66614,0.2240906,1,0,0
2.519999,897.2531,110.5391,-275,29.34591,4,1,47.25305,0.2240906,1,0,0
2.539999,897.843,110.5391,-275,29.49594,4,1,47.84296,0.2240906,1,0,0
2.559999,898.4359,110.5391,-275,29.64499,4,1,48.43585,0.2240982,1,0,0
2.579999,899.0317,110.5391,-275,29.79308,4,1,49.03174,0.2240906,1,0,0
2.599999,899.6306,110.5391,-275,29.94021,4,1,49.63055,0.2240982,1,0,0
2.619999,900.2323,110.5391,-275,30.08639,4,1,50.2323,0.2240906,1,0,0
2.639999,900.8369,110.5391,-275,30.23163,4,1,50.83691,0.2240906,1,0,0
2.659999,901.4445,110.5391,-275,30.37592,4,1,51.44446,0.2240906,1,0,0
2.679999,902.0549,110.5391,-275,30.51928,4,1,52.05487,0.2240906,1,0,0
2.699999,902.6681,110.5391,-275,30.66172,4,1,52.66809,0.2240906,1,0,0
2.719999,903.2842,110.5391,-275,30.80323,4,1,53.28418,0.2240982,1,0,0
2.739999,903.9031,110.5391,-275,30.94383,4,1,53.90308,0.2240906,1,0,0
2.759999,904.5247,110.5391,-275,31.08352,4,1,54.52472,0.2240906,1,0,0
2.779999,905.1492,110.5391,-275,31.2223,4,1,55.14917,0.2240982,1,0,0
2.799999,905.7764,110.5391,-275,31.36019,4,1,55.77637,0.2240982,1,0,0
2.819999,906.4063,110.5391,-275,31.49718,4,1,56.40631,0.2240906,1,0,0
2.839999,907.039,110.5391,-275,31.63329,4,1,57.039,0.2240906,1,0,0
2.859999,907.6744,110.5391,-275,31.76852,4,1,57.67438,0.2240906,1,0,0
2.879999,908.3124,110.5391,-275,31.90288,4,1,58.31244,0.2240906,1,0,0
2.899999,908.9532,110.5391,-275,32.03636,4,1,58.95319,0.2240906,1,0,0
2.919999,909.5966,110.5391,-275,32.16898,4,1,59.59656,0.2240906,1,0,0
2.939999,910.2426,110.5391,-275,32.30074,4,1,60.24255,0.2240906,1,0,0
2.959999,910.8912,110.5391,-275,32.43165,4,1,60.89117,0.2240906,1,0,0
2.979999,911.5424,110.5391,-275,32.56171,4,1,61.54242,0.2240906,1,0,0
2.999999,912.1962,110.5391,-275,32.69093,4,1,62.19623,0.2240906,1,0,0
3.019999,912.8526,110.5391,-275,32.81932,4,1,62.8526,0.2240906,1,0,0
3.039999,913.5115,110.5391,-275,32.94687,4,1,63.51154,0.2240906,1,0,0
3.059999,914.173,110.5391,-275,33.0736,4,1,64.17303,0.2240906,1,0,0
3.079999,914.837,110.5391,-275,33.19951,4,1,64.83704,0.2240982,1,0,0
3.099999,915.5035,110.5391,-275,33.32461,4,1,65.50354,0.2240906,1,0,0
3.119999,916.1725,110.5391,-275,33.44889,4,1,66.17255,0.2240906,1,0,0
3.139999,916.844,110.5391,-275,33.57238,4,1,66.84399,0.2240982,1,0,0
3.159999,917.5179,110.5391,-275,33.69506,4,1,67.51788,0.2240906,1,0,0
3.179999,918.1942,110.5391,-275,33.81695,4,1,68.19421,0.2240906,1,0,0
3.199999,918.873,110.5391,-275,33.93805,4,1,68.87299,0.2240982,1,0,0
3.219999,919.5541,110.5391,-275,34.05837,4,1,69.55414,0.2240906,1,0,0
3.239999,920.2377,110.5391,-275,34.17791,4,1,70.23767,0.2240906,1,0,0
3.259999,920.9236,110.5391,-275,34.29668,4,1,70.92358,0.2240906,1,0,0
3.279999,921.6119,110.5391,-275,34.41468,4,1,71.61188,0.2240906,1,0,0
3.299999,922.3025,110.5391,-275,34.53192,4,1,72.30249,0.2240982,1,0,0
3.319999,922.9955,110.5391,-275,34.64839,4,1,72.99548,0.2240906,1,0,0
3.339999,923.6907,110.5391,-275,34.76411,4,1,73.69073,0.2240906,1,0,0
3.359999,924.3883,110.5391,-275,34.87909,4,1,74.38831,0.2240906,1,0,0
3.379999,925.0882,110.5391,-275,34.99332,4,1,75.0882,0.2240906,1,0,0
3.399999,925.7903,110.5391,-275,35.10681,4,1,75.79034,0.2240906,1,0,0
3.419999,926.4948,110.5391,-275,35.21957,4,1,76.49475,0.2240906,1,0,0
3.439999,927.2014,110.5391,-275,35.3316,4,1,77.20135,0.2240906,1,0,0
3.459999,927.9102,110.5391,-275,35.4429,4,1,77.91022,0.2240906,1,0,0
3.479999,928.6213,110.5391,-275,35.55348,4,1,78.62128,0.2240906,1,0,0
3.499999,929.3345,110.5391,-275,35.66335,4,1,79.33453,0.2240906,1,0,0
3.519999,930.05,110.5391,-275,35.77251,4,1,80.04999,0.2240906,1,0,0
3.539999,930.7676,110.5391,-275,35.88096,4,1,80.76758,0.2240982,1,0,0
3.559999,931.4874,110.5391,-275,35.98871,4,1,81.48737,0.2240906,1,0,0
3.579999,932.2093,110.5391,-275,36.09576,4,1,82.20929,0.2240906,1,0,0
3.599999,932.9333,110.5391,-275,36.20212,4,1,82.93335,0.2240906,1,0,0
3.619999,933.6595,110.5391,-275,36.30779,4,1,83.65948,0.2240906,1,0,0
3.639999,934.3878,110.5391,-275,36.41278,4,1,84.38776,0.2240982,1,0,0
3.659999,935.1181,110.5391,-275,36.51709,4,1,85.1181,0.2240906,1,0,0
3.679999,935.8505,110.5391,-275,36.62072,4,1,85.85052,0.2240906,1,0,0
3.699999,936.585,110.5391,-275,36.72369,4,1,86.58502,0.2240906,1,0,0
3.719999,937.3215,110.5391,-275,36.82599,4,1,87.32153,0.2240906,1,0,0
3.739999,938.0601,110.5391,-275,36.92762,4,1,88.06006,0.2240906,1,0,0
3.759999,938.8007,110.5391,-275,37.0286,4,1,88.80066,0.2240906,1,0,0
3.779999,939.5432,110.5391,-275,37.12893,4,1,89.54321,0.2240906,1,0,0
3.799999,940.2878,110.5391,-275,37.22861,4,1,90.28778,0.2240906,1,0,0
3.819999,941.0344,110.5391,-275,37.32764,4,1,91.03436,0.2240906,1,0,0
3.839999,941.7829,110.5391,-275,37.42603,4,1,91.7829,0.2240906,1,0,0
3.859999,942.5334,110.5391,-275,37.52378,4,1,92.53339,0.2240982,1,0,0
3.879999,943.2858,110.5391,-275,37.62091,4,1,93.28583,0.2240906,1,0,0
3.899999,944.0402,110.5391,-275,37.7174,4,1,94.04016,0.2240982,1,0,0
3.919999,944.7964,110.5391,-275,37.81327,4,1,94.79645,0.2240906,1,0,0
3.939999,945.5546,110.5391,-275,37.90852,4,1,95.55463,0.2240906,1,0,0
3.959999,946.3147,110.5391,-275,38.00315,4,1,96.3147,0.2240982,1,0,0
3.979999,947.0767,110.5391,-275,38.09718,4,1,97.07666,0.2240906,1,0,0
3.999999,947.8405,110.5391,-275,38.19059,4,1,97.84045,0.2240982,1,0,0
4.019999,948.6061,110.5391,-275,38.2834,4,1,98.60614,0.2240982,1,0,0
4.039999,949.3737,110.5391,-275,38.37561,4,1,99.37366,0.2240906,1,0,0
4.059999,950.143,110.5391,-275,38.46722,4,1,100.143,0.2240906,1,0,0
4.079998,950.9142,110.5391,-275,38.55824,4,1,100.9142,0.2240906,1,0,0
4.099998,951.6871,110.5391,-275,38.64867,4,1,101.6871,0.2240906,1,0,0
4.119998,952.4619,110.5391,-275,38.73851,4,1,102.4619,0.2240906,1,0,0
4.139998,953.2385,110.5391,-275,38.82778,4,1,103.2385,0.2240906,1,0,0
4.159998,954.0168,110.5391,-275,38.91647,4,1,104.0168,0.2240982,1,0,0
4.179998,954.7969,110.5391,-275,39.00458,4,1,104.7969,0.2240906,1,0,0
4.199998,955.5787,110.5391,-275,39.09212,4,1,105.5787,0.2240906,1,0,0
4.219998,956.3623,110.5391,-275,39.1791,4,1,106.3623,0.2240982,1,0,0
4.239998,957.1476,110.5391,-275,39.26551,4,1,107.1476,0.2240982,1,0,0
4.259998,957.9347,110.5391,-275,39.35136,4,1,107.9347,0.2240906,1,0,0
4.279998,958.7234,110.5391,-275,39.43666,4,1,108.7234,0.2240906,1,0,0
4.299998,959.5139,110.5391,-275,39.52141,4,1,109.5139,0.2240906,1,0,0
4.319998,960.306,110.5391,-275,39.60561,4,1,110.306,0.2240906,1,0,0
4.339998,961.0997,110.5391,-275,39.68927,4,1,111.0997,0.2240906,1,0,0
4.359998,961.8952,110.5391,-275,39.77238,4,1,111.8952,0.2240906,1,0,0
4.379999,962.6923,110.5391,-275,39.85496,4,1,112.6923,0.2240906,1,0,0
4.399999,963.4911,110.5391,-275,39.937,4,1,113.4911,0.2240906,1,0,0
4.419999,964.2914,110.5391,-275,40.01851,4,1,114.2914,0.2240982,1,0,0
4.439999,965.0934,110.5391,-275,40.0995,4,1,115.0934,0.2240982,1,0,0
4.459999,965.897,110.5391,-275,40.17996,4,1,115.897,0.2240906,1,0,0
4.479999,966.7022,110.5391,-275,40.2599,4,1,116.7022,0.2240906,1,0,0
4.499999,967.509,110.5391,-275,40.33932,4,1,117.509,0.2240982,1,0,0
4.519999,968.3173,110.5391,-275,40.41823,4,1,118.3173,0.2240906,1,0,0
4.539999,969.1273,110.5391,-275,40.49663,4,1,119.1273,0.2240906,1,0,0
4.559999,969.9387,110.5391,-275,40.57452,4,1,119.9387,0.2240982,1,0,0
4.579998,970.7518,110.5391,-275,40.65191,4,1,120.7518,0.2240906,1,0,0
4.599998,971.5663,110.5391,-275,40.72879,4,1,121.5663,0.2240906,1,0,0
4.619998,972.3824,110.5391,-275,40.80518,4,1,122.3824,0.2240906,1,0,0
4.639998,973.2001,110.5391,-275,40.88108,4,1,123.2001,0.2240906,1,0,0
4.659998,974.0192,110.5391,-275,40.95648,4,1,124.0192,0.2240906,1,0,0
4.679998,974.8398,110.5391,-275,41.0314,4,1,124.8398,0.2240906,1,0,0
4.699998,975.662,110.5391,-275,41.10583,4,1,125.662,0.2240906,1,0,0
4.719998,976.4856,110.5391,-275,41.17978,4,1,126.4856,0.2240906,1,0,0
4.739998,977.3107,110.5391,-275,41.25325,4,1,127.3107,0.2240906,1,0,0
4.759998,978.1372,110.5391,-275,41.32625,4,1,128.1372,0.2240906,1,0,0
4.779998,978.9652,110.5391,-275,41.39877,4,1,128.9652,0.2240906,1,0,0
4.799998,979.7946,110.5391,-275,41.47083,4,1,129.7946,0.2240906,1,0,0
4.819998,980.6255,110.5391,-275,41.54242,4,1,130.6255,0.2240982,1,0,0
4.839998,981.4578,110.5391,-275,41.61354,4,1,131.4578,0.2240906,1,0,0
4.859998,982.2914,110.5391,-275,41.68421,4,1,132.2914,0.2240982,1,0,0
4.879998,983.1265,110.5391,-275,41.75442,4,1,133.1265,0.2240906,1,0,0
4.899998,983.963,110.5391,-275,41.82417,4,1,133.963,0.2240906,1,0,0
4.919998,984.8009,110.5391,-275,41.89347,4,1,134.8009,0.2240982,1,0,0
4.939998,985.6401,110.5391,-275,41.96233,4,1,135.6401,0.2240906,1,0,0
4.959998,986.4808,110.5391,-275,42.03074,4,1,136.4808,0.2240906,1,0,0
4.979998,987.3228,110.5391,-275,42.09871,4,1,137.3228,0.2240906,1,0,0
4.999998,988.1661,110.5391,-275,42.16623,4,1,138.1661,0.2240906,1,0,0
5.019998,989.0107,110.5391,-275,42.23333,4,1,139.0107,0.2240906,1,0,0
5.039998,989.8568,110.5391,-275,42.29998,4,1,139.8568,0.2240906,1,0,0
5.059998,990.7041,110.5391,-275,42.36621,4,1,140.7041,0.2240982,1,0,0
5.079998,991.5527,110.5391,-275,42.43201,4,1,141.5527,0.2240906,1,0,0
5.099998,992.4027,110.5391,-275,42.49738,4,1,142.4027,0.2240906,1,0,0
5.119998,993.254,110.5391,-275,42.56233,4,1,143.254,0.2240906,1,0,0
5.139998,994.1065,110.5391,-275,42.62685,4,1,144.1065,0.2240906,1,0,0
5.159998,994.9603,110.5391,-275,42.69097,4,1,144.9603,0.2240982,1,0,0
5.179998,995.8154,110.5391,-275,42.75467,4,1,145.8154,0.2240906,1,0,0
5.199998,996.6718,110.5391,-275,42.81795,4,1,146.6718,0.2240906,1,0,0
5.219998,997.5294,110.5391,-275,42.88082,4,1,147.5294,0.2240906,1,0,0
5.239998,998.3883,110.5391,-275,42.94329,4,1,148.3883,0.2240906,1,0,0
5.259998,999.2484,110.5391,-275,43.00535,4,1,149.2484,0.2240906,1,0,0
5.279998,1000.11,110.5391,-275,43.06701,4,1,150.1097,0.2240906,1,0,0
5.299998,1000.972,110.5391,-275,43.12828,4,1,150.9723,0.2240906,1,0,0
5.319998,1001.836,110.5391,-275,43.18914,4,1,151.8361,0.2240906,1,0,0
5.339998,1002.701,110.5391,-275,43.24961,4,1,152.701,0.2240982,1,0,0
5.359998,1003.567,110.5391,-275,43.3097,4,1,153.5673,0.2240906,1,0,0
5.379998,1004.435,110.5391,-275,43.36939,4,1,154.4346,0.2240906,1,0,0
5.399998,1005.303,110.5391,-275,43.4287,4,1,155.3032,0.2240906,1,0,0
5.419998,1006.173,110.5391,-275,43.48762,4,1,156.173,0.2240906,1,0,0
5.439998,1007.044,110.5391,-275,43.54616,4,1,157.0439,0.2240906,1,0,0
5.459998,1007.916,110.5391,-275,43.60432,4,1,157.916,0.2240906,1,0,0
5.479998,1008.789,110.5391,-275,43.66211,4,1,158.7892,0.2240906,1,0,0
5.499998,1009.664,110.5391,-275,43.71953,4,1,159.6636,0.2195587,1,0,0
5.519998,1010.539,110.5391,-275,43.77657,4,1,160.5391,0.2060776,1,0,0
5.539998,1011.416,110.5393,-275,43.83325,4,1,161.4157,0.1835098,1,0,0
5.559998,1012.293,110.5399,-275,43.88955,4,0.9999996,162.2933,0.1516342,1,0,0
5.579998,1013.172,110.5415,-275,43.94541,4,0.999998,163.1719,0.1104202,1,0,0
5.599998,1014.051,110.5448,-275,44.00077,4,0.9999925,164.0514,0.06095886,1,0,0
5.619998,1014.932,110.5507,-275,44.0556,4,0.9999793,164.9318,0.004020691,1,0,0
5.639998,1015.806,110.5683,-275,44.00776,4,0.9996738,165.8065,-0.06967163,1,0,0
5.659998,1016.675,110.6001,-275,43.95258,4,0.9982485,166.6754,-0.1553497,1,0,3.051758E-06
5.679998,1017.542,110.6668,-274.9999,43.73682,4,0.9971496,167.5421,-0.1947174,1,0,0
5.699998,1018.408,110.7475,-274.9997,43.69888,4,0.9961699,168.4079,-0.2227631,1,0,9.155274E-06
5.719998,1019.272,110.8411,-274.9997,43.6627,4,0.9952132,169.2723,-0.245285,1,0,3.356934E-05
5.739998,1020.137,110.9404,-274.9997,43.68922,4,0.9941292,170.1367,-0.2713242,1,0,0.0009207229
5.759998,1020.999,111.0503,-274.9997,43.68222,4,0.9929383,170.9994,-0.295433,1,0,0.0009207229
5.779998,1021.861,111.1687,-274.9998,43.6851,4,0.991679,171.8611,-0.3192139,1,0,0.0009207229
5.799998,1022.721,111.2979,-274.9999,43.65885,4,0.9903713,172.7211,-0.3406525,1,0,0.001280303
5.819998,1023.581,111.4325,-274.9999,43.67939,4,0.9888746,173.5805,-0.3659515,1,0,0.001265044
5.839998,1024.438,111.5765,-275,43.67632,4,0.9873015,174.4382,-0.3901062,1,0,0.001547985
5.859998,1025.294,111.7302,-275,43.66063,4,0.9856629,175.2939,-0.4124603,1,0,0.001544933
5.879998,1026.149,111.8908,-275,43.66509,4,0.983946,176.1487,-0.4368744,1,0,0.001541881
5.899998,1027.001,112.0621,-275,43.63929,4,0.9820934,177.0006,-0.458725,1,0,0.001777359
5.919998,1027.851,112.2406,-275,43.63475,4,0.9801832,177.8512,-0.4811783,1,0,0.00199056
5.939998,1028.7,112.4279,-274.9999,43.61923,4,0.9782137,178.6996,-0.5030518,1,0,0.001993611
5.959998,1029.546,112.6219,-274.9998,43.61861,4,0.9761316,179.5464,-0.5265121,1,0,0.002002767
5.979998,1030.391,112.8245,-274.9996,43.60911,4,0.9739557,180.3909,-0.5490417,1,0,0.002201911
5.999998,1031.232,113.0369,-274.9995,43.57193,4,0.9717553,181.2324,-0.5691833,1,0,0.002391883
6.019998,1032.073,113.2544,-274.9993,43.57573,4,0.9694647,182.0728,-0.5926208,1,0,0.002410194
6.039998,1032.91,113.4822,-274.999,43.54603,4,0.9670937,182.9097,-0.6127625,1,0,0.002591123
6.059998,1033.745,113.7168,-274.9987,43.5307,4,0.9646494,183.7446,-0.6338196,1,0,0.002768273
6.079998,1034.578,113.9575,-274.9983,43.52716,4,0.9621618,184.5778,-0.6567001,1,0,0.002949354
6.099998,1035.407,114.2082,-274.998,43.49201,4,0.9595991,185.4071,-0.6761703,1,0,0.002982923
6.119998,1036.234,114.4656,-274.9975,43.47317,4,0.9569626,186.234,-0.6963425,1,0,0.003156945
6.139998,1037.059,114.7287,-274.997,43.46645,4,0.9542925,187.0592,-0.7184753,1,0,0.003462977
6.159998,1037.88,115.0015,-274.9966,43.43227,4,0.9515377,187.8804,-0.737114,1,0,0.003505702
6.179998,1038.699,115.2807,-274.996,43.40975,4,0.9487643,188.699,-0.7566299,1,0,0.0037926
6.199998,1039.516,115.5655,-274.9955,43.39925,4,0.9459293,189.5156,-0.7777252,1,0,0.003847531
