time,speed,travel,x,y,z,grounded,lift,torque,contact,throttle,brake,steering,velocity,water,up,localZ,vx,vy,vz,yaw,angularSpeed
0.420,42.493,17.868,-632.631,8.855,-2.948,4,10.445,0.003,"",0.252,0.000,0.010,42.493,0.000,1.000,107.132,0.701,-0.256,-42.486,0.233,0.003
0.440,42.489,18.717,-632.617,8.850,-3.797,4,10.442,0.003,"",0.254,0.000,-0.010,42.489,0.000,1.000,106.283,0.701,-0.243,-42.483,-0.233,0.003
0.460,42.486,19.567,-632.603,8.846,-4.647,4,10.425,0.002,"",0.255,0.000,0.011,42.486,0.000,1.000,105.433,0.701,-0.231,-42.479,0.234,0.003
0.480,42.482,20.417,-632.589,8.841,-5.496,4,10.395,0.002,"",0.257,0.000,-0.011,42.482,0.000,1.000,104.583,0.701,-0.219,-42.476,-0.235,0.003
0.500,42.479,21.266,-632.575,8.837,-6.346,4,10.356,0.001,"",0.259,0.000,0.011,42.479,0.000,1.000,103.734,0.701,-0.208,-42.472,0.235,0.003
0.520,42.475,22.116,-632.561,8.833,-7.195,4,10.309,0.001,"",0.261,0.000,-0.011,42.475,0.000,1.000,102.884,0.701,-0.198,-42.469,-0.236,0.003
0.540,42.472,22.965,-632.547,8.829,-8.045,4,10.258,0.001,"",0.262,0.000,0.011,42.472,0.000,1.000,102.035,0.701,-0.189,-42.466,0.236,0.003
0.560,42.469,23.815,-632.533,8.826,-8.894,4,10.204,0.000,"",0.264,0.000,-0.011,42.469,0.000,1.000,101.185,0.701,-0.181,-42.463,-0.235,0.003
0.580,42.466,24.664,-632.519,8.822,-9.743,4,10.148,0.001,"",0.265,0.000,0.011,42.466,0.000,1.000,100.336,0.701,-0.175,-42.460,0.236,0.003
0.600,42.463,25.513,-632.505,8.819,-10.592,4,10.093,0.001,"",0.267,0.000,-0.011,42.463,0.000,1.000,99.487,0.701,-0.169,-42.457,-0.235,0.003
0.620,42.460,26.362,-632.491,8.816,-11.441,4,10.040,0.001,"",0.268,0.000,0.011,42.460,0.000,1.000,98.638,0.701,-0.164,-42.454,0.237,0.003
0.640,42.457,27.211,-632.477,8.812,-12.290,4,9.990,0.001,"",0.270,0.000,-0.011,42.457,0.000,1.000,97.789,0.700,-0.161,-42.451,-0.236,0.003
0.660,42.455,28.061,-632.463,8.809,-13.139,4,9.944,0.001,"",0.271,0.000,0.011,42.455,0.000,1.000,96.939,0.701,-0.158,-42.449,0.236,0.003
0.680,42.452,28.910,-632.449,8.806,-13.988,4,9.902,0.002,"",0.273,0.000,-0.011,42.452,0.000,1.000,96.090,0.700,-0.156,-42.446,-0.235,0.003
0.700,42.449,29.759,-632.435,8.803,-14.837,4,9.864,0.002,"",0.274,0.000,0.011,42.449,0.000,1.000,95.241,0.700,-0.155,-42.443,0.235,0.003
0.720,42.447,30.608,-632.421,8.800,-15.686,4,9.832,0.003,"",0.275,0.000,-0.011,42.447,0.000,1.000,94.393,0.700,-0.155,-42.441,-0.236,0.003
0.740,42.444,31.456,-632.407,8.797,-16.535,4,9.804,0.003,"",0.277,0.000,0.011,42.444,0.000,1.000,93.544,0.700,-0.155,-42.438,0.236,0.003
0.760,42.442,32.305,-632.393,8.794,-17.383,4,9.781,0.003,"",0.278,0.000,-0.011,42.442,0.000,1.000,92.695,0.700,-0.155,-42.436,-0.235,0.003
0.780,42.440,33.154,-632.379,8.791,-18.232,4,9.764,0.003,"",0.279,0.000,0.011,42.440,0.000,1.000,91.846,0.700,-0.156,-42.434,0.235,0.003
0.800,42.437,34.003,-632.365,8.787,-19.081,4,9.750,0.003,"",0.280,0.000,-0.011,42.437,0.000,1.000,90.997,0.700,-0.158,-42.431,-0.235,0.003
0.820,42.435,34.851,-632.351,8.784,-19.929,4,9.741,0.004,"",0.281,0.000,0.011,42.435,0.000,1.000,90.149,0.700,-0.159,-42.429,0.235,0.004
0.840,42.433,35.700,-632.337,8.781,-20.778,4,9.735,0.004,"",0.282,0.000,-0.011,42.433,0.000,1.000,89.300,0.699,-0.160,-42.427,-0.234,0.003
0.860,42.431,36.549,-632.323,8.778,-21.626,4,9.732,0.004,"",0.283,0.000,0.010,42.431,0.000,1.000,88.451,0.699,-0.162,-42.425,0.233,0.004
0.880,42.429,37.397,-632.309,8.774,-22.475,4,9.732,0.004,"",0.285,0.000,-0.011,42.429,0.000,1.000,87.603,0.699,-0.164,-42.423,-0.234,0.004
0.900,42.427,38.246,-632.295,8.771,-23.323,4,9.735,0.005,"",0.286,0.000,0.011,42.427,0.000,1.000,86.754,0.699,-0.165,-42.421,0.234,0.004
0.920,42.425,39.094,-632.281,8.768,-24.172,4,9.739,0.005,"",0.287,0.000,-0.011,42.425,0.000,1.000,85.906,0.699,-0.166,-42.419,-0.234,0.004
0.940,42.423,39.943,-632.267,8.765,-25.020,4,9.745,0.006,"",0.288,0.000,0.010,42.423,0.000,1.000,85.057,0.699,-0.168,-42.417,0.233,0.004
0.960,42.421,40.791,-632.253,8.761,-25.868,4,9.752,0.006,"",0.288,0.000,-0.011,42.421,0.000,1.000,84.209,0.699,-0.169,-42.415,-0.233,0.004
0.980,42.420,41.640,-632.239,8.758,-26.716,4,9.760,0.006,"",0.289,0.000,0.010,42.420,0.000,1.000,83.360,0.699,-0.170,-42.413,0.232,0.004
1.000,42.418,42.488,-632.225,8.754,-27.565,4,9.768,0.006,"",0.290,0.000,-0.010,42.418,0.000,1.000,82.512,0.698,-0.171,-42.412,-0.232,0.004
1.020,42.416,43.336,-632.211,8.751,-28.413,4,9.777,0.005,"",0.291,0.000,0.010,42.416,0.000,1.000,81.664,0.699,-0.171,-42.410,0.232,0.004
1.040,42.414,44.184,-632.197,8.747,-29.261,4,9.785,0.006,"",0.292,0.000,-0.010,42.414,0.000,1.000,80.816,0.698,-0.172,-42.408,-0.232,0.004
1.060,42.413,45.033,-632.183,8.744,-30.109,4,10.416,0.018,"",0.293,0.000,0.010,42.413,0.000,1.000,79.967,0.698,-0.160,-42.407,0.232,0.019
1.080,42.411,45.881,-632.169,8.741,-30.957,4,10.436,0.101,"",0.294,0.000,-0.009,42.411,0.000,1.000,79.119,0.698,-0.147,-42.405,-0.209,0.028
1.100,42.409,46.729,-632.156,8.739,-31.805,4,10.496,0.158,"",0.294,0.000,0.008,42.409,0.000,1.000,78.271,0.698,-0.133,-42.404,0.178,0.031
1.120,42.408,47.577,-632.142,8.737,-32.653,4,11.172,0.186,"",0.295,0.000,-0.006,42.408,0.000,1.000,77.423,0.698,-0.106,-42.402,-0.143,0.012
1.140,42.406,48.425,-632.128,8.735,-33.501,4,10.955,0.096,"",0.296,0.000,-0.006,42.406,0.000,1.000,76.575,0.698,-0.083,-42.400,-0.128,0.005
1.160,42.404,49.273,-632.114,8.734,-34.349,4,10.669,0.041,"",0.297,0.000,0.006,42.404,0.000,1.000,75.727,0.699,-0.066,-42.398,0.127,0.006
1.180,42.403,50.121,-632.100,8.732,-35.197,4,10.366,0.008,"",0.298,0.000,0.006,42.403,0.000,1.000,74.879,0.699,-0.055,-42.397,0.134,0.009
1.200,42.401,50.969,-632.086,8.731,-36.045,4,10.080,0.010,"",0.299,0.000,0.006,42.401,0.000,1.000,74.031,0.700,-0.050,-42.395,0.144,0.011
1.220,42.399,51.817,-632.072,8.730,-36.893,4,9.826,0.019,"",0.300,0.000,-0.007,42.399,0.000,1.000,73.183,0.699,-0.050,-42.394,-0.153,0.010
1.240,42.398,52.665,-632.058,8.729,-37.741,4,9.613,0.023,"",0.300,0.000,-0.007,42.398,0.000,1.000,72.335,0.698,-0.054,-42.392,-0.163,0.009
1.260,42.397,53.513,-632.044,8.728,-38.588,4,9.445,0.023,"",0.301,0.000,-0.008,42.397,0.000,1.000,71.487,0.698,-0.061,-42.391,-0.172,0.010
1.280,42.395,54.361,-632.030,8.727,-39.436,4,9.319,0.022,"",0.302,0.000,0.008,42.395,0.000,1.000,70.639,0.699,-0.071,-42.390,0.182,0.007
1.300,42.394,55.209,-632.016,8.725,-40.284,4,9.234,0.021,"",0.302,0.000,0.009,42.394,0.000,1.000,69.791,0.700,-0.082,-42.388,0.190,0.007
1.320,42.393,56.057,-632.002,8.723,-41.132,4,9.185,0.018,"",0.303,0.000,0.009,42.393,0.000,1.000,68.943,0.700,-0.095,-42.387,0.196,0.009
1.340,42.392,56.905,-631.988,8.721,-41.980,4,9.167,0.016,"",0.304,0.000,-0.009,42.392,0.000,1.000,68.095,0.700,-0.108,-42.386,-0.199,0.004
1.360,42.391,57.753,-631.973,8.719,-42.827,4,9.174,0.014,"",0.304,0.000,-0.009,42.391,0.000,1.000,67.247,0.699,-0.120,-42.385,-0.204,0.005
1.380,42.390,58.600,-631.960,8.716,-43.675,4,9.201,0.012,"",0.305,0.000,-0.009,42.390,0.000,1.000,66.400,0.699,-0.133,-42.384,-0.207,0.008
1.400,42.389,59.448,-631.946,8.713,-44.523,4,9.244,0.010,"",0.305,0.000,0.009,42.389,0.000,1.000,65.552,0.700,-0.144,-42.383,0.209,0.003
1.420,42.388,60.296,-631.932,8.710,-45.370,4,9.299,0.008,"",0.306,0.000,0.010,42.388,0.000,1.000,64.704,0.701,-0.154,-42.382,0.212,0.004
1.440,42.387,61.143,-631.917,8.707,-46.218,4,9.944,0.278,"",0.306,0.000,0.010,42.387,0.000,1.000,63.857,0.701,-0.151,-42.381,0.214,0.023
1.460,42.386,61.991,-631.904,8.705,-47.065,4,11.594,1.043,"",0.307,0.000,-0.008,42.386,0.000,1.000,63.009,0.700,-0.115,-42.380,-0.188,0.098
1.480,42.384,62.837,-631.890,8.704,-47.911,4,14.176,0.461,"Takeoff - 40m x 6m, 6.2m rise:(0.000, 1.000, -0.001) separation=0.0024 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(0.000, 1.000, -0.001) separation=0.0022 impulse=0.000;",0.307,0.000,-0.004,42.384,0.000,1.000,62.163,0.699,-0.027,-42.379,-0.079,0.197
1.500,41.207,63.619,-631.891,8.780,-48.693,4,18.264,0.700,"Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.1337 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.0367 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.1377 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.0502 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.003, 0.981, 0.192) separation=-0.0368 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.200, 0.980, -0.007) separation=-0.1329 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.200, 0.980, -0.007) separation=-0.0367 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.1317 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.176, 0.966, 0.191) separation=-0.0360 impulse=4641.220;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.976, 0.217) separation=-0.1047 impulse=4641.220;",0.308,0.000,-0.006,41.219,0.000,0.995,61.382,0.529,3.029,-41.104,-0.137,3.715
1.520,41.031,64.417,-631.887,8.851,-49.491,4,22.500,17.350,"Takeoff - 40m x 6m, 6.2m rise:(-0.031, 0.995, 0.096) separation=0.0102 impulse=655.284;Takeoff - 40m x 6m, 6.2m rise:(-0.031, 0.995, 0.096) separation=-0.0217 impulse=655.284;Takeoff - 40m x 6m, 6.2m rise:(-0.031, 0.995, 0.096) separation=-0.0456 impulse=655.284;Takeoff - 40m x 6m, 6.2m rise:(-0.275, 0.961, -0.008) separation=0.0098 impulse=655.284;Takeoff - 40m x 6m, 6.2m rise:(-0.222, 0.953, 0.208) separation=0.0099 impulse=655.284;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.972, 0.235) separation=0.0101 impulse=655.284;",0.896,0.000,0.248,41.119,0.000,0.987,60.583,0.579,3.703,-40.948,5.548,3.161
1.540,40.634,65.205,-631.883,8.945,-50.280,4,23.514,14.829,"Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.987, 0.154) separation=-0.0231 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.987, 0.154) separation=-0.0038 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.987, 0.154) separation=-0.0453 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.055, 0.987, 0.154) separation=0.0104 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.966, 0.258) separation=-0.0230 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.966, 0.258) separation=0.0185 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.004, 0.966, 0.258) separation=0.0105 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.323, 0.917, 0.234) separation=-0.0221 impulse=1111.598;Takeoff - 40m x 6m, 6.2m rise:(-0.382, 0.924, -0.010) separation=-0.0215 impulse=1111.598;",0.985,0.000,0.399,40.850,0.000,0.973,59.795,0.710,4.664,-40.577,8.921,3.075
1.560,39.703,65.927,-631.929,9.218,-51.002,4,29.694,16.946,"Ground_80_320:(-0.005, 1.000, -0.004) separation=0.0192 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.073, 0.983, 0.170) separation=-0.0644 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.426, 0.870, 0.249) separation=-0.2564 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.073, 0.983, 0.170) separation=-0.0406 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.073, 0.983, 0.170) separation=0.0113 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.073, 0.983, 0.170) separation=-0.0547 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.073, 0.983, 0.170) separation=-0.0020 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0020 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.002, 0.990, 0.139) separation=-0.0408 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.436, 0.900, -0.011) separation=0.0026 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.374, 0.895, 0.243) separation=0.0027 impulse=9836.769;Takeoff - 40m x 6m, 6.2m rise:(-0.005, 0.959, 0.283) separation=0.0029 impulse=9836.769;",1.000,0.000,-0.500,39.712,0.000,0.963,59.073,-1.180,10.986,-38.144,-12.447,1.557
1.580,39.703,66.688,-631.944,9.439,-51.764,3,12.697,7.673,"",1.000,0.000,-0.500,39.709,0.000,0.963,58.312,-1.117,11.049,-38.124,-15.249,1.181
1.600,39.701,67.450,-631.959,9.661,-52.526,3,11.011,7.336,"",1.000,0.000,-0.500,39.706,0.000,0.963,57.550,-1.079,11.077,-38.115,-15.442,0.821
1.620,39.698,68.211,-631.976,9.883,-53.287,2,10.351,3.507,"",1.000,0.000,-0.500,39.702,0.000,0.963,56.789,-1.039,11.095,-38.106,-15.544,0.581
1.640,39.692,68.971,-631.994,10.105,-54.048,2,10.479,2.471,"Takeoff - 40m x 6m, 6.2m rise:(-0.020, 0.963, 0.268) separation=0.0102 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.020, 0.963, 0.268) separation=0.0094 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.020, 0.963, 0.268) separation=0.0105 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.020, 0.963, 0.268) separation=0.0030 impulse=0.000;",1.000,0.000,-0.500,39.697,0.000,0.963,56.029,-0.989,11.116,-38.097,-15.652,0.473
1.660,39.587,69.719,-632.019,10.338,-54.796,2,11.101,1.447,"Takeoff - 40m x 6m, 6.2m rise:(-0.010, 0.951, 0.309) separation=0.0135 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.010, 0.951, 0.309) separation=-0.0458 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.010, 0.951, 0.309) separation=0.0187 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.010, 0.951, 0.309) separation=-0.0497 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.010, 0.951, 0.309) separation=-0.0291 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.010, 0.951, 0.309) separation=-0.0283 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.713, 0.661, 0.233) separation=-0.0206 impulse=588.526;Takeoff - 40m x 6m, 6.2m rise:(-0.713, 0.661, 0.233) separation=0.0096 impulse=588.526;",1.000,0.000,-0.500,39.599,0.000,0.957,55.281,-1.168,11.409,-37.902,-15.790,0.638
1.680,39.569,70.467,-632.052,10.572,-55.545,2,11.604,2.205,"Takeoff - 40m x 6m, 6.2m rise:(-0.016, 0.949, 0.316) separation=-0.0135 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.016, 0.949, 0.316) separation=-0.0074 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.016, 0.949, 0.316) separation=-0.0041 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.016, 0.949, 0.316) separation=-0.0475 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.016, 0.949, 0.316) separation=-0.0389 impulse=0.000;Takeoff - 40m x 6m, 6.2m rise:(-0.805, 0.593, -0.016) separation=-1.2715 impulse=0.000;",1.000,0.000,-0.500,39.588,0.000,0.950,54.533,-1.015,11.453,-37.881,-16.890,0.763
1.700,39.492,71.211,-632.079,10.810,-56.289,2,14.442,2.958,"Takeoff - 40m x 6m, 6.2m rise:(-0.021, 0.943, 0.332) separation=-0.0047 impulse=215.720;Takeoff - 40m x 6m, 6.2m rise:(-0.021, 0.943, 0.332) separation=-0.0285 impulse=215.720;Takeoff - 40m x 6m, 6.2m rise:(-0.021, 0.943, 0.332) separation=0.0108 impulse=215.720;Takeoff - 40m x 6m, 6.2m rise:(-0.021, 0.943, 0.332) separation=-0.0431 impulse=215.720;Takeoff - 40m x 6m, 6.2m rise:(-0.021, 0.943, 0.332) separation=-0.0317 impulse=215.720;Takeoff - 40m x 6m, 6.2m rise:(-0.021, 0.943, 0.332) separation=-0.0189 impulse=215.720;",1.000,0.000,-0.500,39.537,0.000,0.943,53.789,-0.912,11.675,-37.763,-18.019,1.103
1.720,39.370,71.955,-632.104,11.050,-57.034,2,15.819,5.280,"Takeoff - 40m x 6m, 6.2m rise:(-0.032, 0.939, 0.343) separation=0.0177 impulse=422.669;Takeoff - 40m x 6m, 6.2m rise:(-0.032, 0.939, 0.343) separation=-0.0049 impulse=422.669;Takeoff - 40m x 6m, 6.2m rise:(-0.032, 0.939, 0.343) separation=0.0099 impulse=422.669;Takeoff - 40m x 6m, 6.2m rise:(-0.032, 0.939, 0.343) separation=-0.0293 impulse=422.669;Takeoff - 40m x 6m, 6.2m rise:(-0.032, 0.939, 0.343) separation=-0.0148 impulse=422.669;Takeoff - 40m x 6m, 6.2m rise:(-0.032, 0.939, 0.343) separation=0.0017 impulse=422.669;",1.000,0.000,-0.500,39.443,0.000,0.936,53.045,-0.791,12.038,-37.553,-19.191,1.550
1.740,39.241,72.698,-632.126,11.297,-57.777,2,15.564,8.226,"Takeoff - 40m x 6m, 6.2m rise:(-0.044, 0.936, 0.350) separation=0.0185 impulse=478.212;Takeoff - 40m x 6m, 6.2m rise:(-0.044, 0.936, 0.350) separation=0.0197 impulse=478.212;Takeoff - 40m x 6m, 6.2m rise:(-0.044, 0.936, 0.350) separation=0.0131 impulse=478.212;Takeoff - 40m x 6m, 6.2m rise:(-0.044, 0.936, 0.350) separation=0.0064 impulse=478.212;Takeoff - 40m x 6m, 6.2m rise:(-0.044, 0.936, 0.350) separation=-0.0167 impulse=478.212;Takeoff - 40m x 6m, 6.2m rise:(-0.044, 0.936, 0.350) separation=-0.0149 impulse=478.212;Takeoff - 40m x 6m, 6.2m rise:(-0.741, 0.632, 0.225) separation=0.0136 impulse=478.212;",1.000,0.000,0.500,39.333,0.000,0.930,52.302,-0.552,12.427,-37.315,20.238,1.840
1.760,39.121,73.439,-632.146,11.553,-58.518,2,13.498,10.627,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.354) separation=0.0024 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.354) separation=-0.0050 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.354) separation=-0.0036 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.354) separation=-0.0011 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.354) separation=-0.0060 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.935, 0.354) separation=-0.0054 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.115, 0.930, 0.350) separation=-0.0050 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.115, 0.930, 0.350) separation=0.0024 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.115, 0.930, 0.350) separation=0.0000 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.758, 0.614, 0.220) separation=0.0027 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.758, 0.614, 0.220) separation=0.0018 impulse=505.575;Takeoff - 40m x 6m, 6.2m rise:(-0.758, 0.614, 0.220) separation=0.0023 impulse=505.575;",1.000,0.000,0.500,39.216,0.000,0.925,51.561,-0.247,12.789,-37.072,20.914,2.125
1.780,39.066,74.181,-632.157,11.807,-59.261,2,9.831,13.244,"Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.353) separation=0.0086 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.353) separation=0.0059 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.353) separation=0.0015 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.353) separation=0.0039 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.353) separation=-0.0008 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.006, 0.936, 0.353) separation=-0.0003 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.788, 0.579, 0.208) separation=0.0062 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.788, 0.579, 0.208) separation=0.0066 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.788, 0.579, 0.208) separation=0.0045 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.788, 0.579, 0.208) separation=0.0060 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.788, 0.579, 0.208) separation=0.0028 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.156, 0.925, 0.347) separation=0.0059 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.156, 0.925, 0.347) separation=0.0087 impulse=4.142;Takeoff - 40m x 6m, 6.2m rise:(-0.156, 0.925, 0.347) separation=0.0085 impulse=4.142;",1.000,0.000,0.500,39.176,0.000,0.919,50.819,0.104,12.790,-37.030,21.169,2.016
