time,speed,grounded,timer,visible
0.000,0.000,0,0.000,False
0.008,0.000,0,0.000,False
0.017,0.360,4,0.000,False
0.031,0.717,4,0.000,False
0.040,0.717,4,0.000,False
0.048,0.717,4,0.000,False
0.056,1.071,4,0.000,False
0.065,1.072,4,0.000,False
0.073,1.423,4,0.000,False
0.082,1.423,4,0.000,False
0.090,1.423,4,0.000,False
0.098,1.772,4,0.000,False
0.107,1.772,4,0.000,False
0.115,2.117,4,0.000,False
0.123,2.117,4,0.000,False
0.132,2.460,4,0.000,False
0.140,2.460,4,0.000,False
0.148,2.460,4,0.000,False
0.157,2.800,4,0.000,False
0.165,2.800,4,0.000,False
0.173,3.137,4,0.000,False
0.182,3.137,4,0.000,False
0.190,3.137,4,0.000,False
0.199,3.472,4,0.000,False
0.207,3.472,4,0.000,False
0.215,3.803,4,0.000,False
0.224,3.803,4,0.000,False
0.232,4.132,4,0.000,False
0.240,4.132,4,0.000,False
0.249,4.132,4,0.000,False
0.257,4.459,4,0.000,False
0.265,4.459,4,0.000,False
0.274,4.783,4,0.000,False
0.282,4.783,4,0.000,False
0.291,5.105,4,0.020,False
0.300,5.105,4,0.020,False
0.308,5.105,4,0.020,False
0.316,5.424,4,0.040,False
0.325,5.424,4,0.040,False
0.333,5.742,4,0.060,False
0.341,5.742,4,0.060,False
0.350,5.742,4,0.060,False
0.358,6.057,4,0.080,False
0.366,6.057,4,0.080,False
0.375,6.370,4,0.100,False
0.387,6.369,4,0.100,False
0.396,6.680,4,0.120,False
0.404,6.680,4,0.120,False
0.412,6.989,4,0.140,False
0.421,6.989,4,0.140,False
0.429,6.989,4,0.140,False
0.437,7.296,4,0.160,False
0.446,7.296,4,0.160,False
0.454,7.600,4,0.180,False
0.463,7.600,4,0.180,False
0.471,7.903,4,0.200,False
0.479,7.903,4,0.200,False
0.488,7.903,4,0.200,False
0.496,8.204,4,0.220,False
0.504,8.204,4,0.220,False
0.513,8.503,4,0.240,False
0.521,8.503,4,0.240,False
0.530,8.503,4,0.240,False
0.538,8.800,4,0.260,False
0.547,8.800,4,0.260,False
0.555,9.096,4,0.280,False
0.564,9.096,4,0.280,False
0.572,9.389,4,0.300,False
0.580,9.389,4,0.300,False
0.594,9.681,4,0.320,False
0.602,9.681,4,0.320,False
0.611,9.971,4,0.340,False
0.619,9.971,4,0.340,False
0.627,9.971,4,0.340,False
0.636,10.259,4,0.360,False
0.644,10.259,4,0.360,False
0.653,10.546,4,0.380,False
0.661,10.545,4,0.380,False
0.669,10.545,4,0.380,False
0.680,10.830,4,0.400,False
0.688,10.830,4,0.400,False
0.697,11.113,4,0.420,False
0.705,11.113,4,0.420,False
0.713,11.394,4,0.440,False
0.722,11.394,4,0.440,False
0.730,11.394,4,0.440,False
0.738,11.673,4,0.460,False
0.747,11.673,4,0.460,False
0.755,11.951,4,0.480,False
0.763,11.951,4,0.480,False
0.772,12.227,4,0.500,False
0.780,12.227,4,0.500,False
0.788,12.227,4,0.500,False
0.797,12.501,4,0.520,False
0.806,12.501,4,0.520,False
0.815,12.774,4,0.540,False
0.823,12.774,4,0.540,False
0.832,13.045,4,0.560,False
0.840,13.045,4,0.560,False
0.849,13.045,4,0.560,False
0.857,13.314,4,0.580,False
0.885,13.582,4,0.600,False
0.893,13.848,4,0.620,False
0.902,13.848,4,0.620,False
0.914,14.112,4,0.640,False
0.923,14.112,4,0.640,False
0.931,14.375,4,0.660,False
0.939,14.375,4,0.660,False
0.948,14.375,4,0.660,False
0.956,14.636,4,0.680,False
0.964,14.636,4,0.680,False
0.973,14.895,4,0.700,False
0.981,14.895,4,0.700,False
0.989,14.895,4,0.700,False
0.998,15.153,4,0.720,False
1.006,15.153,4,0.720,False
1.014,15.409,4,0.740,False
1.023,15.409,4,0.740,False
1.032,15.664,4,0.760,False
1.040,15.664,4,0.760,False
1.048,15.664,4,0.760,False
1.057,15.917,4,0.780,False
1.065,15.917,4,0.780,False
1.073,16.168,4,0.800,False
1.082,16.168,4,0.800,False
1.090,16.168,4,0.800,False
1.148,16.913,4,0.860,False
1.156,17.158,4,0.880,False
1.164,17.158,4,0.880,False
1.174,17.402,4,0.900,False
1.182,17.402,4,0.900,False
1.190,17.402,4,0.900,False
1.199,17.644,4,0.920,False
1.207,17.644,4,0.920,False
1.215,17.884,4,0.940,False
1.224,17.884,4,0.940,False
1.232,18.124,4,0.960,False
1.241,18.124,4,0.960,False
1.249,18.124,4,0.960,False
1.257,18.361,4,0.980,False
1.266,18.361,4,0.980,False
1.274,18.597,4,1.000,False
1.284,18.597,4,1.000,False
1.293,18.832,4,1.020,False
1.301,18.832,4,1.020,False
1.310,18.832,4,1.020,False
1.318,19.065,4,1.040,False
1.326,19.065,4,1.040,False
1.340,19.297,4,1.060,False
1.348,19.297,4,1.060,False
1.356,19.527,4,1.080,False
1.365,19.527,4,1.080,False
1.373,19.756,4,1.100,False
1.381,19.756,4,1.100,False
1.390,19.756,4,1.100,False
1.398,19.983,4,1.120,False
1.406,19.983,4,1.120,False
1.415,20.209,4,1.140,False
1.423,20.209,4,1.140,False
1.431,20.433,4,1.160,False
1.440,20.433,4,1.160,False
1.448,20.433,4,1.160,False
1.456,20.656,4,1.180,False
1.465,20.656,4,1.180,False
1.473,20.878,4,1.200,False
1.481,20.878,4,1.200,False
1.490,20.878,4,1.200,False
1.498,21.098,4,1.220,False
1.506,21.098,4,1.220,False
1.515,21.317,4,1.240,False
1.523,21.317,4,1.240,False
1.531,21.535,4,1.260,False
1.540,21.535,4,1.260,False
1.548,21.535,4,1.260,False
1.556,21.751,4,1.280,False
1.565,21.751,4,1.280,False
1.573,21.966,4,1.300,False
1.582,21.966,4,1.300,False
1.590,21.966,4,1.300,False
1.599,22.179,4,1.320,False
1.607,22.179,4,1.320,False
1.616,22.392,4,1.340,False
1.624,22.392,4,1.340,False
1.633,22.603,4,1.360,False
1.641,22.603,4,1.360,False
1.649,22.602,4,1.360,False
1.658,22.812,4,1.380,False
1.666,22.812,4,1.380,False
1.674,23.020,4,1.400,False
1.690,23.020,4,1.400,False
1.698,23.227,4,1.420,False
1.707,23.227,4,1.420,False
1.715,23.433,4,1.440,False
1.723,23.433,4,1.440,False
1.732,23.638,4,1.460,False
1.741,23.638,4,1.460,False
1.750,23.638,4,1.460,False
1.758,23.841,4,1.480,False
1.766,23.841,4,1.480,False
1.775,24.043,4,1.500,False
1.783,24.043,4,1.500,False
1.792,24.244,4,1.520,False
1.801,24.244,4,1.520,False
1.810,24.244,4,1.520,False
1.819,24.443,4,1.540,False
1.827,24.443,4,1.540,False
1.835,24.641,4,1.560,False
1.844,24.641,4,1.560,False
1.852,24.838,4,1.580,False
1.862,24.838,4,1.580,False
1.870,24.838,4,1.580,False
1.879,25.034,4,1.600,False
1.888,25.034,4,1.600,False
1.899,25.229,4,1.620,False
1.907,25.229,4,1.620,False
1.916,25.422,4,1.640,False
1.924,25.422,4,1.640,False
1.932,25.615,4,1.660,False
1.941,25.615,4,1.660,False
1.949,25.615,4,1.660,False
1.957,25.806,4,1.680,False
1.966,25.806,4,1.680,False
1.974,25.996,4,1.700,False
1.982,25.996,4,1.700,False
1.991,26.185,4,1.720,False
1.999,26.185,4,1.720,False
2.007,26.185,4,1.720,False
2.016,26.372,4,1.740,False
2.024,26.372,4,1.740,False
2.032,26.559,4,1.760,False
2.041,26.559,4,1.760,False
2.050,26.559,4,1.760,False
2.058,26.744,4,1.780,False
2.066,26.744,4,1.780,False
2.075,26.928,4,1.800,False
2.083,26.928,4,1.800,False
2.091,27.111,4,1.820,False
2.100,27.111,4,1.820,False
2.108,27.111,4,1.820,False
2.116,27.293,4,1.840,False
2.125,27.293,4,1.840,False
2.133,27.474,4,1.860,False
2.143,27.474,4,1.860,False
2.151,27.654,4,1.880,False
2.160,27.654,4,1.880,False
2.168,27.654,4,1.880,False
2.176,27.833,4,1.900,False
2.185,27.833,4,1.900,False
2.193,28.010,4,1.920,False
2.201,28.010,4,1.920,False
2.210,28.010,4,1.920,False
2.221,28.187,4,1.940,False
2.229,28.187,4,1.940,False
2.237,28.362,4,1.960,False
2.246,28.362,4,1.960,False
2.254,28.536,4,1.980,False
2.262,28.536,4,1.980,False
2.271,28.710,4,2.000,False
2.279,28.710,4,2.000,False
2.287,28.710,4,2.000,False
2.296,28.882,4,2.020,False
2.304,28.882,4,2.020,False
2.313,29.053,4,2.040,False
2.321,29.053,4,2.040,False
2.330,29.053,4,2.040,False
2.338,29.223,4,2.060,False
2.346,29.223,4,2.060,False
2.355,29.392,4,2.080,False
2.363,29.392,4,2.080,False
2.371,29.560,4,2.100,False
2.380,29.560,4,2.100,False
2.388,29.560,4,2.100,False
2.396,29.727,4,2.120,False
2.405,29.727,4,2.120,False
2.413,29.893,4,2.140,False
2.421,29.893,4,2.140,False
2.430,29.893,4,2.140,False
2.438,30.058,4,2.160,False
2.446,30.058,4,2.160,False
2.455,30.222,4,2.180,False
2.463,30.222,4,2.180,False
2.471,30.385,4,2.200,False
2.480,30.385,4,2.200,False
2.488,30.385,4,2.200,False
2.496,30.547,4,2.220,False
