time,speed,grounded,timer,visible
0.000,0.000,0,0.000,False
0.008,0.000,0,0.000,False
0.017,0.288,2,0.000,False
0.030,0.290,2,0.000,False
0.039,0.574,2,0.000,False
0.047,0.576,2,0.000,False
0.055,0.856,4,0.000,False
0.064,0.858,4,0.000,False
0.072,0.859,4,0.000,False
0.080,1.135,4,0.000,False
0.089,1.136,4,0.000,False
0.097,1.407,4,0.000,False
0.105,1.408,4,0.000,False
0.114,1.676,4,0.000,False
0.122,1.676,4,0.000,False
0.130,1.677,4,0.000,False
0.139,1.940,4,0.000,False
0.147,1.940,4,0.000,False
0.155,2.200,4,0.000,False
0.164,2.200,4,0.000,False
0.172,2.201,4,0.000,False
0.180,2.457,4,0.000,False
0.189,2.457,4,0.000,False
0.197,2.710,4,0.000,False
0.206,2.710,4,0.000,False
0.214,2.960,4,0.000,False
0.222,2.960,4,0.000,False
0.231,2.960,4,0.000,False
0.239,3.208,4,0.000,False
0.247,3.208,4,0.000,False
0.256,3.453,4,0.000,False
0.264,3.453,4,0.000,False
0.272,3.453,4,0.000,False
0.281,3.696,4,0.000,False
0.289,3.696,4,0.000,False
0.297,3.937,4,0.000,False
0.306,3.937,4,0.000,False
0.314,4.176,4,0.000,False
0.322,4.176,4,0.000,False
0.331,4.176,4,0.000,False
0.339,4.413,4,0.000,False
0.347,4.413,4,0.000,False
0.356,4.649,4,0.000,False
0.364,4.649,4,0.000,False
0.372,4.649,4,0.000,False
0.381,4.882,4,0.020,False
0.389,4.882,4,0.020,False
0.397,5.114,4,0.040,False
0.406,5.114,4,0.040,False
0.414,5.345,4,0.060,False
0.422,5.345,4,0.060,False
0.431,5.345,4,0.060,False
0.439,5.574,4,0.080,False
0.447,5.574,4,0.080,False
0.456,5.801,4,0.100,False
0.464,5.801,4,0.100,False
0.472,5.801,4,0.100,False
0.481,6.027,4,0.120,False
0.489,6.027,4,0.120,False
0.497,6.251,4,0.140,False
0.506,6.251,4,0.140,False
0.514,6.474,4,0.160,False
0.522,6.474,4,0.160,False
0.531,6.474,4,0.160,False
0.539,6.695,4,0.180,False
0.547,6.695,4,0.180,False
0.556,6.915,4,0.200,False
0.564,6.915,4,0.200,False
0.572,6.915,4,0.200,False
0.581,7.133,4,0.220,False
0.589,7.133,4,0.220,False
0.597,7.350,4,0.240,False
0.606,7.350,4,0.240,False
0.614,7.565,4,0.260,False
0.622,7.565,4,0.260,False
0.631,7.565,4,0.260,False
0.639,7.779,4,0.280,False
0.647,7.779,4,0.280,False
0.656,7.991,4,0.300,False
0.664,7.991,4,0.300,False
0.672,7.991,4,0.300,False
0.681,8.202,4,0.320,False
0.689,8.202,4,0.320,False
0.697,8.411,4,0.340,False
0.706,8.411,4,0.340,False
0.714,8.619,4,0.360,False
0.722,8.619,4,0.360,False
0.731,8.619,4,0.360,False
0.739,8.826,4,0.380,False
0.747,8.826,4,0.380,False
0.756,9.031,4,0.400,False
0.764,9.031,4,0.400,False
0.772,9.031,4,0.400,False
0.781,9.234,4,0.420,False
0.789,9.234,4,0.420,False
0.797,9.436,4,0.440,False
0.806,9.436,4,0.440,False
0.814,9.637,4,0.460,False
0.822,9.637,4,0.460,False
0.831,9.637,4,0.460,False
0.839,9.836,4,0.480,False
0.847,9.836,4,0.480,False
0.856,10.034,4,0.500,False
0.864,10.034,4,0.500,False
0.872,10.034,4,0.500,False
0.881,10.230,4,0.520,False
0.889,10.230,4,0.520,False
0.897,10.425,4,0.540,False
0.906,10.425,4,0.540,False
0.914,10.619,4,0.560,False
0.922,10.619,4,0.560,False
0.931,10.619,4,0.560,False
0.939,10.811,4,0.580,False
0.947,10.811,4,0.580,False
0.956,11.001,4,0.600,False
0.964,11.001,4,0.600,False
0.972,11.001,4,0.600,False
0.981,11.191,4,0.620,False
0.989,11.191,4,0.620,False
0.998,11.378,4,0.640,False
1.006,11.378,4,0.640,False
1.014,11.565,4,0.660,False
1.023,11.565,4,0.660,False
1.031,11.565,4,0.660,False
1.039,11.750,4,0.680,False
1.048,11.750,4,0.680,False
1.056,11.933,4,0.700,False
1.064,11.933,4,0.700,False
1.073,11.933,4,0.700,False
1.081,12.116,4,0.720,False
1.089,12.116,4,0.720,False
1.098,12.297,4,0.740,False
1.106,12.297,4,0.740,False
1.114,12.476,4,0.760,False
1.123,12.476,4,0.760,False
1.131,12.476,4,0.760,False
1.139,12.654,4,0.780,False
1.148,12.654,4,0.780,False
1.156,12.831,4,0.800,False
1.164,12.831,4,0.800,False
1.173,12.831,4,0.800,False
1.181,13.006,4,0.820,False
1.189,13.006,4,0.820,False
1.198,13.180,4,0.840,False
1.206,13.180,4,0.840,False
1.214,13.353,4,0.860,False
1.223,13.353,4,0.860,False
1.231,13.353,4,0.860,False
1.239,13.524,4,0.880,False
1.248,13.524,4,0.880,False
1.256,13.694,4,0.900,False
1.264,13.694,4,0.900,False
1.273,13.694,4,0.900,False
1.281,13.862,4,0.920,False
1.289,13.862,4,0.920,False
1.298,14.029,4,0.940,False
1.306,14.029,4,0.940,False
1.314,14.195,4,0.960,False
1.323,14.195,4,0.960,False
1.331,14.195,4,0.960,False
1.339,14.359,4,0.980,False
1.348,14.359,4,0.980,False
1.356,14.522,4,1.000,False
1.364,14.522,4,1.000,False
1.373,14.522,4,1.000,False
1.381,14.684,4,1.020,False
1.389,14.684,4,1.020,False
1.398,14.844,4,1.040,False
1.406,14.844,4,1.040,False
1.414,15.003,4,1.060,False
1.423,15.003,4,1.060,False
1.431,15.003,4,1.060,False
1.439,15.161,4,1.080,False
1.448,15.161,4,1.080,False
1.456,15.317,4,1.100,False
1.464,15.317,4,1.100,False
1.473,15.317,4,1.100,False
1.481,15.472,4,1.120,False
1.489,15.472,4,1.120,False
1.498,15.626,4,1.140,False
1.506,15.626,4,1.140,False
1.514,15.779,4,1.160,False
1.523,15.779,4,1.160,False
1.531,15.779,4,1.160,False
1.539,15.930,4,1.180,False
1.548,15.930,4,1.180,False
1.557,16.080,4,1.200,False
1.566,16.080,4,1.200,False
1.574,16.228,4,1.220,False
1.582,16.228,4,1.220,False
1.591,16.228,4,1.220,False
1.599,16.376,4,1.240,False
1.607,16.376,4,1.240,False
1.616,16.522,4,1.260,False
1.624,16.522,4,1.260,False
1.632,16.522,4,1.260,False
1.641,16.666,4,1.280,False
1.649,16.667,4,1.280,False
1.658,16.810,4,1.300,False
1.666,16.810,4,1.300,False
1.674,16.952,4,1.320,False
1.683,16.952,4,1.320,False
1.691,16.952,4,1.320,False
1.699,17.093,4,1.340,False
1.708,17.093,4,1.340,False
1.716,17.233,4,1.360,False
1.724,17.233,4,1.360,False
1.733,17.233,4,1.360,False
1.741,17.371,4,1.380,False
1.750,17.372,4,1.380,False
1.758,17.509,4,1.400,False
1.766,17.509,4,1.400,False
1.775,17.645,4,1.420,False
1.783,17.645,4,1.420,False
1.791,17.645,4,1.420,False
1.800,17.780,4,1.440,False
1.808,17.780,4,1.440,False
1.816,17.913,4,1.460,False
1.825,17.913,4,1.460,False
1.833,18.045,4,1.480,False
1.842,18.045,4,1.480,False
1.850,18.046,4,1.480,False
1.859,18.177,4,1.500,False
1.867,18.177,4,1.500,False
1.875,18.306,4,1.520,False
1.884,18.307,4,1.520,False
1.892,18.307,4,1.520,False
1.900,18.435,4,1.540,False
1.909,18.435,4,1.540,False
1.917,18.563,4,1.560,False
1.925,18.563,4,1.560,False
1.934,18.689,4,1.580,False
1.942,18.689,4,1.580,False
1.951,18.689,4,1.580,False
1.960,18.814,4,1.600,False
1.968,18.814,4,1.600,False
1.976,18.938,4,1.620,False
1.985,18.938,4,1.620,False
1.993,19.060,4,1.640,False
2.001,19.061,4,1.640,False
2.010,19.061,4,1.640,False
2.018,19.182,4,1.660,False
2.026,19.182,4,1.660,False
2.035,19.302,4,1.680,False
2.043,19.303,4,1.680,False
2.051,19.303,4,1.680,False
2.060,19.422,4,1.700,False
2.068,19.422,4,1.700,False
2.076,19.540,4,1.720,False
2.085,19.540,4,1.720,False
2.093,19.657,4,1.740,False
2.101,19.657,4,1.740,False
2.110,19.657,4,1.740,False
2.118,19.773,4,1.760,False
2.127,19.773,4,1.760,False
2.135,19.887,4,1.780,False
2.143,19.887,4,1.780,False
2.152,19.888,4,1.780,False
2.160,20.001,4,1.800,False
2.168,20.001,4,1.800,False
2.177,20.113,4,1.820,False
2.185,20.113,4,1.820,False
2.193,20.224,4,1.840,False
2.202,20.225,4,1.840,False
2.210,20.225,4,1.840,False
2.219,20.335,4,1.860,False
2.227,20.335,4,1.860,False
2.235,20.444,4,1.880,False
2.244,20.444,4,1.880,False
2.252,20.444,4,1.880,False
2.260,20.552,4,1.900,False
2.269,20.552,4,1.900,False
2.277,20.659,4,1.920,False
2.285,20.659,4,1.920,False
2.294,20.764,4,1.940,False
2.302,20.764,4,1.940,False
2.310,20.765,4,1.940,False
2.319,20.869,4,1.960,False
2.327,20.869,4,1.960,False
2.335,20.973,4,1.980,False
2.344,20.973,4,1.980,False
2.352,20.973,4,1.980,False
2.360,21.075,4,2.000,False
2.369,21.076,4,2.000,False
2.377,21.177,4,2.020,False
