time,x,y,z,speed,wheels,up,target
0.020,809.996,153.109,190.005,0.290,4,1.000,1
0.040,809.988,153.106,190.014,0.578,4,1.000,1
0.060,809.977,153.102,190.028,0.865,4,1.000,1
0.080,809.962,153.097,190.046,1.151,4,1.000,1
0.100,809.943,153.092,190.068,1.435,4,1.000,1
0.120,809.921,153.087,190.095,1.718,4,1.000,1
0.140,809.895,153.082,190.126,1.999,4,1.000,1
0.160,809.865,153.076,190.162,2.279,4,1.000,1
0.180,809.832,153.070,190.201,2.557,4,1.000,1
0.200,809.796,153.065,190.245,2.834,4,1.000,1
0.220,809.756,153.060,190.293,3.109,4,1.000,1
0.240,809.712,153.055,190.345,3.383,4,1.000,1
0.260,809.665,153.050,190.402,3.655,4,1.000,1
0.280,809.615,153.046,190.462,3.925,4,1.000,1
0.300,809.561,153.042,190.527,4.194,4,1.000,1
0.320,809.504,153.038,190.596,4.462,4,1.000,1
0.340,809.443,153.034,190.668,4.728,4,1.000,1
0.360,809.379,153.031,190.745,4.992,4,1.000,1
0.380,809.311,153.027,190.826,5.255,4,1.000,1
0.400,809.241,153.024,190.911,5.516,4,1.000,1
0.420,809.166,153.021,191.000,5.776,4,1.000,1
0.440,809.089,153.017,191.093,6.034,4,1.000,1
0.460,809.008,153.014,191.190,6.291,4,1.000,1
0.480,808.924,153.011,191.290,6.547,4,1.000,1
0.500,808.838,153.007,191.395,6.768,4,1.000,1
0.520,808.748,153.004,191.502,6.956,4,1.000,1
0.540,808.657,153.000,191.611,7.114,4,1.000,1
0.560,808.564,152.996,191.723,7.249,4,1.000,1
0.580,808.470,152.992,191.836,7.363,4,1.000,1
0.600,808.374,152.988,191.951,7.461,4,0.999,1
0.620,808.278,152.984,192.067,7.543,4,0.999,1
0.640,808.180,152.979,192.184,7.614,4,0.999,1
0.660,808.082,152.975,192.302,7.674,4,0.999,1
0.680,807.983,152.970,192.421,7.725,4,0.999,1
0.700,807.883,152.964,192.540,7.769,4,0.999,1
0.720,807.783,152.959,192.660,7.807,4,0.999,1
0.740,807.683,152.953,192.781,7.839,4,0.999,1
0.760,807.582,152.948,192.901,7.866,4,0.999,1
0.780,807.481,152.942,193.023,7.890,4,0.999,1
0.800,807.380,152.936,193.144,7.910,4,0.999,1
0.820,807.278,152.929,193.266,7.927,4,0.999,1
0.840,807.178,152.923,193.387,7.870,4,0.999,1
0.860,807.077,152.917,193.508,7.893,4,0.999,1
0.880,806.975,152.911,193.629,7.913,4,0.999,1
0.900,806.874,152.904,193.751,7.929,4,0.999,1
0.920,806.773,152.898,193.872,7.872,4,0.999,1
0.940,806.672,152.892,193.993,7.895,4,0.999,1
0.960,806.571,152.885,194.115,7.914,4,0.999,1
0.980,806.470,152.879,194.236,7.931,4,0.999,1
1.000,806.369,152.873,194.357,7.874,4,0.999,1
1.020,806.268,152.867,194.479,7.896,4,0.999,1
1.040,806.167,152.861,194.600,7.915,4,0.999,1
1.060,806.065,152.854,194.722,7.932,4,0.999,1
1.080,805.964,152.848,194.843,7.874,4,0.999,1
1.100,805.863,152.843,194.964,7.897,4,0.999,1
1.120,805.762,152.837,195.086,7.916,4,0.999,1
1.140,805.661,152.831,195.207,7.932,4,0.999,1
1.160,805.560,152.825,195.328,7.875,4,0.999,1
1.180,805.459,152.819,195.449,7.897,4,0.999,1
1.200,805.357,152.813,195.571,7.916,4,0.999,1
1.220,805.256,152.807,195.693,7.932,4,0.999,1
1.240,805.155,152.802,195.814,7.875,4,0.999,1
1.260,805.054,152.796,195.935,7.897,4,0.999,1
1.280,804.953,152.790,196.057,7.916,4,0.999,1
1.300,804.851,152.785,196.178,7.932,4,0.999,1
1.320,804.751,152.779,196.299,7.875,4,0.999,1
1.340,804.649,152.773,196.421,7.897,4,0.999,1
1.360,804.548,152.767,196.542,7.916,4,0.999,1
1.380,804.447,152.762,196.664,7.932,4,0.999,1
1.400,804.346,152.756,196.785,7.875,4,0.999,1
1.420,804.245,152.750,196.906,7.897,4,0.999,1
1.440,804.143,152.745,197.028,7.916,4,0.999,1
1.460,804.042,152.739,197.149,7.932,4,0.999,1
1.480,803.941,152.733,197.270,7.875,4,0.999,1
1.500,803.840,152.727,197.392,7.897,4,0.999,1
1.520,803.739,152.722,197.513,7.916,4,0.999,1
1.540,803.637,152.716,197.635,7.932,4,0.999,1
1.560,803.537,152.710,197.756,7.875,4,0.999,1
1.580,803.435,152.704,197.877,7.897,4,0.999,1
1.600,803.334,152.698,197.999,7.916,4,0.999,1
1.620,803.233,152.693,198.120,7.932,4,0.999,1
1.640,803.132,152.687,198.241,7.875,4,0.999,1
1.660,803.031,152.681,198.363,7.897,4,0.999,1
1.680,802.929,152.675,198.484,7.916,4,0.999,1
1.700,802.828,152.670,198.606,7.932,4,0.999,1
1.720,802.727,152.664,198.727,7.875,4,0.999,1
1.740,802.626,152.658,198.848,7.897,4,0.999,1
1.760,802.525,152.652,198.970,7.916,4,0.999,1
1.780,802.423,152.646,199.091,7.932,4,0.999,1
1.800,802.323,152.641,199.212,7.875,4,0.999,1
1.820,802.221,152.635,199.334,7.897,4,0.999,1
1.840,802.120,152.629,199.455,7.916,4,0.999,1
1.860,802.019,152.623,199.577,7.932,4,0.999,1
1.880,801.918,152.617,199.698,7.875,4,0.999,1
1.900,801.817,152.612,199.819,7.897,4,0.999,1
1.920,801.716,152.606,199.941,7.916,4,0.999,1
1.940,801.614,152.600,200.063,7.932,4,0.999,1
1.960,801.513,152.594,200.183,7.875,4,0.999,1
1.980,801.412,152.588,200.305,7.897,4,0.999,1
2.000,801.311,152.583,200.426,7.916,4,0.999,1
2.020,801.209,152.577,200.548,7.932,4,0.999,1
2.040,801.109,152.571,200.669,7.875,4,0.999,1
2.060,801.008,152.565,200.790,7.897,4,0.999,1
2.080,800.906,152.560,200.912,7.916,4,0.999,1
2.100,800.805,152.554,201.034,7.932,4,0.999,1
2.120,800.704,152.548,201.154,7.875,4,0.999,1
2.140,800.603,152.542,201.276,7.897,4,0.999,1
2.160,800.502,152.536,201.397,7.916,4,0.999,1
2.180,800.400,152.531,201.519,7.932,4,0.999,1
2.200,800.299,152.525,201.640,7.875,4,0.999,1
