time,x,y,z,speed,wheels,up,target
0.020,809.996,152.959,190.005,0.340,4,1.000,1
0.040,809.987,152.956,190.016,0.678,4,1.000,1
0.060,809.974,152.953,190.032,1.013,4,1.000,1
0.080,809.956,152.949,190.053,1.347,4,1.000,1
0.100,809.934,152.945,190.079,1.680,4,1.000,1
0.120,809.908,152.940,190.110,2.010,4,1.000,1
0.140,809.878,152.935,190.146,2.338,4,1.000,1
0.160,809.844,152.930,190.187,2.665,4,1.000,1
0.180,809.805,152.925,190.234,2.990,4,1.000,1
0.200,809.763,152.921,190.285,3.313,4,1.000,1
0.220,809.716,152.916,190.341,3.634,4,1.000,1
0.240,809.665,152.911,190.402,3.953,4,1.000,1
0.260,809.610,152.907,190.468,4.271,4,1.000,1
0.280,809.551,152.902,190.538,4.586,4,1.000,1
0.300,809.488,152.898,190.614,4.900,4,1.000,1
0.320,809.421,152.894,190.694,5.213,4,1.000,1
0.340,809.350,152.890,190.779,5.523,4,1.000,1
0.360,809.276,152.886,190.869,5.831,4,1.000,1
0.380,809.197,152.882,190.964,6.138,4,1.000,1
0.400,809.114,152.878,191.063,6.443,4,1.000,1
0.420,809.028,152.874,191.166,6.727,4,1.000,1
0.440,808.939,152.870,191.273,6.958,4,1.000,1
0.460,808.847,152.865,191.383,7.146,4,1.000,1
0.480,808.754,152.861,191.496,7.301,4,1.000,1
0.500,808.658,152.857,191.610,7.428,4,1.000,1
0.520,808.562,152.852,191.726,7.532,4,1.000,1
0.540,808.464,152.847,191.843,7.618,4,0.999,1
0.560,808.366,152.842,191.961,7.688,4,0.999,1
0.580,808.266,152.837,192.080,7.747,4,0.999,1
0.600,808.167,152.831,192.200,7.795,4,0.999,1
0.620,808.066,152.825,192.321,7.834,4,0.999,1
0.640,807.966,152.820,192.442,7.867,4,0.999,1
0.660,807.864,152.814,192.563,7.894,4,0.999,1
0.680,807.763,152.808,192.684,7.916,4,0.999,1
0.700,807.662,152.801,192.806,7.935,4,0.999,1
0.720,807.561,152.795,192.927,7.879,4,0.999,1
0.740,807.460,152.789,193.049,7.904,4,0.999,1
0.760,807.358,152.783,193.170,7.925,4,0.999,1
0.780,807.257,152.776,193.291,7.871,4,0.999,1
0.800,807.156,152.770,193.412,7.898,4,0.999,1
0.820,807.055,152.764,193.534,7.920,4,0.999,1
0.840,806.954,152.757,193.655,7.866,4,0.999,1
0.860,806.853,152.751,193.776,7.894,4,0.999,1
0.880,806.752,152.745,193.898,7.917,4,0.999,1
0.900,806.651,152.738,194.019,7.935,4,0.999,1
0.920,806.550,152.732,194.140,7.879,4,0.999,1
0.940,806.449,152.726,194.262,7.905,4,0.999,1
0.960,806.347,152.720,194.383,7.925,4,0.999,1
0.980,806.247,152.714,194.504,7.871,4,0.999,1
1.000,806.145,152.708,194.625,7.898,4,0.999,1
1.020,806.044,152.702,194.747,7.920,4,0.999,1
1.040,805.944,152.696,194.868,7.867,4,0.999,1
1.060,805.843,152.691,194.989,7.894,4,0.999,1
1.080,805.741,152.685,195.111,7.917,4,0.999,1
1.100,805.641,152.679,195.231,7.864,4,0.999,1
1.120,805.540,152.673,195.352,7.892,4,0.999,1
1.140,805.438,152.668,195.474,7.915,4,0.999,1
1.160,805.337,152.662,195.596,7.934,4,0.999,1
1.180,805.236,152.656,195.717,7.878,4,0.999,1
1.200,805.135,152.650,195.838,7.903,4,0.999,1
1.220,805.033,152.645,195.960,7.924,4,0.999,1
1.240,804.933,152.639,196.081,7.870,4,0.999,1
1.260,804.832,152.633,196.202,7.897,4,0.999,1
1.280,804.730,152.628,196.324,7.919,4,0.999,1
1.300,804.630,152.622,196.444,7.866,4,0.999,1
1.320,804.529,152.616,196.565,7.894,4,0.999,1
1.340,804.427,152.611,196.687,7.916,4,0.999,1
1.360,804.326,152.605,196.809,7.935,4,0.999,1
1.380,804.225,152.599,196.930,7.879,4,0.999,1
1.400,804.124,152.593,197.051,7.904,4,0.999,1
1.420,804.023,152.588,197.173,7.925,4,0.999,1
1.440,803.922,152.582,197.294,7.871,4,0.999,1
1.460,803.821,152.576,197.415,7.897,4,0.999,1
1.480,803.720,152.570,197.537,7.919,4,0.999,1
1.500,803.619,152.565,197.657,7.866,4,0.999,1
1.520,803.518,152.559,197.779,7.894,4,0.999,1
1.540,803.417,152.553,197.900,7.916,4,0.999,1
1.560,803.315,152.547,198.022,7.935,4,0.999,1
1.580,803.214,152.542,198.143,7.879,4,0.999,1
1.600,803.113,152.536,198.264,7.904,4,0.999,1
1.620,803.012,152.530,198.386,7.925,4,0.999,1
1.640,802.911,152.524,198.507,7.871,4,0.999,1
1.660,802.810,152.518,198.628,7.898,4,0.999,1
1.680,802.709,152.513,198.750,7.919,4,0.999,1
1.700,802.608,152.507,198.871,7.866,4,0.999,1
1.720,802.507,152.501,198.992,7.894,4,0.999,1
1.740,802.406,152.495,199.113,7.916,4,0.999,1
1.760,802.304,152.489,199.235,7.935,4,0.999,1
1.780,802.203,152.484,199.356,7.879,4,0.999,1
1.800,802.102,152.478,199.477,7.904,4,0.999,1
1.820,802.001,152.472,199.599,7.925,4,0.999,1
1.840,801.900,152.466,199.720,7.871,4,0.999,1
1.860,801.799,152.460,199.841,7.898,4,0.999,1
1.880,801.698,152.455,199.963,7.920,4,0.999,1
1.900,801.597,152.449,200.084,7.866,4,0.999,1
1.920,801.496,152.443,200.205,7.894,4,0.999,1
1.940,801.395,152.437,200.326,7.916,4,0.999,1
1.960,801.293,152.431,200.448,7.935,4,0.999,1
1.980,801.192,152.426,200.569,7.879,4,0.999,1
2.000,801.091,152.420,200.691,7.904,4,0.999,1
2.020,800.990,152.414,200.812,7.925,4,0.999,1
2.040,800.889,152.408,200.933,7.871,4,0.999,1
2.060,800.788,152.403,201.054,7.898,4,0.999,1
2.080,800.687,152.397,201.176,7.920,4,0.999,1
2.100,800.586,152.391,201.297,7.866,4,0.999,1
2.120,800.485,152.385,201.418,7.894,4,0.999,1
2.140,800.384,152.380,201.539,7.916,4,0.999,1
2.160,800.282,152.374,201.661,7.935,4,0.999,1
2.180,800.181,152.368,201.782,7.879,4,0.999,1
2.200,800.080,152.362,201.904,7.904,4,0.999,1
2.220,799.979,152.356,202.025,7.925,4,0.999,1
2.240,799.878,152.351,202.146,7.871,4,0.999,1
2.260,799.777,152.345,202.267,7.898,4,0.999,1
2.280,799.676,152.339,202.389,7.920,4,0.999,1
2.300,799.575,152.333,202.510,7.866,4,0.999,1
2.320,799.474,152.327,202.631,7.894,4,0.999,1
2.340,799.373,152.322,202.753,7.916,4,0.999,1
2.360,799.271,152.316,202.874,7.935,4,0.999,1
2.380,799.171,152.310,202.995,7.879,4,0.999,1
2.400,799.069,152.304,203.117,7.904,4,0.999,1
2.420,798.968,152.299,203.238,7.925,4,0.999,1
2.440,798.867,152.293,203.359,7.871,4,0.999,1
2.460,798.766,152.287,203.481,7.898,4,0.999,1
2.480,798.665,152.281,203.602,7.920,4,0.999,1
2.500,798.564,152.275,203.723,7.866,4,0.999,1
2.520,798.463,152.270,203.844,7.894,4,0.999,1
2.540,798.362,152.264,203.966,7.916,4,0.999,1
2.560,798.260,152.258,204.088,7.935,4,0.999,1
2.580,798.160,152.252,204.209,7.879,4,0.999,1
2.600,798.058,152.246,204.330,7.904,4,0.999,1
2.620,797.957,152.241,204.452,7.925,4,0.999,1
2.640,797.856,152.235,204.572,7.871,4,0.999,1
2.660,797.755,152.229,204.694,7.898,4,0.999,1
2.680,797.654,152.223,204.815,7.920,4,0.999,1
2.700,797.553,152.218,204.936,7.866,4,0.999,1
2.720,797.452,152.212,205.057,7.894,4,0.999,1
2.740,797.351,152.206,205.179,7.916,4,0.999,1
2.760,797.250,152.200,205.301,7.935,4,0.999,1
2.780,797.149,152.194,205.422,7.879,4,0.999,1
2.800,797.048,152.189,205.543,7.904,4,0.999,1
2.820,796.946,152.183,205.665,7.925,4,0.999,1
2.840,796.845,152.177,205.786,7.871,4,0.999,1
2.860,796.744,152.171,205.907,7.898,4,0.999,1
2.880,796.643,152.166,206.028,7.920,4,0.999,1
2.900,796.542,152.160,206.149,7.866,4,0.999,1
2.920,796.441,152.154,206.270,7.894,4,0.999,1
2.940,796.340,152.148,206.392,7.916,4,0.999,1
2.960,796.239,152.142,206.514,7.935,4,0.999,1
2.980,796.138,152.137,206.635,7.879,4,0.999,1
