time,x,y,z,speed,wheels,up,target
0.020,809.995,152.959,190.006,0.360,4,1.000,1
0.040,809.986,152.956,190.017,0.718,4,1.000,1
0.060,809.972,152.953,190.034,1.073,4,1.000,1
0.080,809.954,152.949,190.056,1.427,4,1.000,1
0.100,809.931,152.945,190.083,1.779,4,1.000,1
0.120,809.903,152.940,190.116,2.129,4,1.000,1
0.140,809.871,152.935,190.155,2.477,4,1.000,1
0.160,809.835,152.930,190.198,2.823,4,1.000,1
0.180,809.794,152.925,190.247,3.167,4,1.000,1
0.200,809.749,152.921,190.301,3.509,4,1.000,1
0.220,809.699,152.916,190.361,3.849,4,1.000,1
0.240,809.646,152.912,190.425,4.188,4,1.000,1
0.260,809.587,152.907,190.495,4.524,4,1.000,1
0.280,809.525,152.903,190.570,4.859,4,1.000,1
0.300,809.458,152.899,190.650,5.192,4,1.000,1
0.320,809.387,152.895,190.735,5.523,4,1.000,1
0.340,809.312,152.891,190.825,5.852,4,1.000,1
0.360,809.233,152.888,190.921,6.179,4,1.000,1
0.380,809.149,152.884,191.021,6.505,4,1.000,1
0.400,809.062,152.879,191.126,6.796,4,1.000,1
0.420,808.972,152.875,191.234,7.029,4,1.000,1
0.440,808.879,152.870,191.345,7.217,4,1.000,1
0.460,808.785,152.866,191.458,7.369,4,1.000,1
0.480,808.689,152.861,191.574,7.492,4,1.000,1
0.500,808.591,152.856,191.690,7.591,4,0.999,1
0.520,808.493,152.850,191.808,7.672,4,0.999,1
0.540,808.394,152.845,191.927,7.737,4,0.999,1
0.560,808.294,152.839,192.047,7.790,4,0.999,1
0.580,808.194,152.833,192.167,7.833,4,0.999,1
0.600,808.093,152.827,192.288,7.868,4,0.999,1
0.620,807.992,152.821,192.410,7.897,4,0.999,1
0.640,807.891,152.815,192.531,7.920,4,0.999,1
0.660,807.790,152.809,192.652,7.868,4,0.999,1
0.680,807.689,152.802,192.773,7.897,4,0.999,1
0.700,807.588,152.796,192.895,7.920,4,0.999,1
0.720,807.487,152.790,193.016,7.868,4,0.999,1
0.740,807.386,152.783,193.137,7.897,4,0.999,1
0.760,807.284,152.777,193.259,7.920,4,0.999,1
0.780,807.184,152.770,193.380,7.868,4,0.999,1
0.800,807.083,152.764,193.501,7.897,4,0.999,1
0.820,806.981,152.758,193.622,7.920,4,0.999,1
0.840,806.881,152.752,193.743,7.868,4,0.999,1
0.860,806.780,152.745,193.864,7.897,4,0.999,1
0.880,806.679,152.739,193.986,7.921,4,0.999,1
0.900,806.578,152.733,194.107,7.868,4,0.999,1
0.920,806.477,152.727,194.228,7.897,4,0.999,1
0.940,806.376,152.721,194.350,7.921,4,0.999,1
0.960,806.275,152.715,194.470,7.868,4,0.999,1
0.980,806.174,152.709,194.592,7.897,4,0.999,1
1.000,806.073,152.704,194.713,7.921,4,0.999,1
1.020,805.972,152.698,194.834,7.868,4,0.999,1
1.040,805.871,152.692,194.955,7.897,4,0.999,1
1.060,805.770,152.686,195.077,7.920,4,0.999,1
1.080,805.669,152.681,195.198,7.868,4,0.999,1
1.100,805.568,152.675,195.319,7.897,4,0.999,1
1.120,805.467,152.669,195.441,7.920,4,0.999,1
1.140,805.366,152.664,195.561,7.868,4,0.999,1
1.160,805.265,152.658,195.683,7.897,4,0.999,1
1.180,805.164,152.652,195.804,7.920,4,0.999,1
1.200,805.063,152.647,195.925,7.868,4,0.999,1
1.220,804.962,152.641,196.046,7.897,4,0.999,1
1.240,804.860,152.635,196.168,7.920,4,0.999,1
1.260,804.760,152.630,196.289,7.868,4,0.999,1
1.280,804.659,152.624,196.410,7.897,4,0.999,1
1.300,804.557,152.618,196.532,7.920,4,0.999,1
1.320,804.457,152.612,196.652,7.868,4,0.999,1
1.340,804.356,152.607,196.774,7.897,4,0.999,1
1.360,804.255,152.601,196.895,7.920,4,0.999,1
1.380,804.154,152.595,197.016,7.868,4,0.999,1
1.400,804.053,152.589,197.137,7.897,4,0.999,1
1.420,803.952,152.584,197.259,7.920,4,0.999,1
1.440,803.851,152.578,197.380,7.868,4,0.999,1
1.460,803.750,152.572,197.501,7.897,4,0.999,1
1.480,803.649,152.566,197.623,7.920,4,0.999,1
1.500,803.548,152.561,197.743,7.868,4,0.999,1
1.520,803.447,152.555,197.865,7.897,4,0.999,1
1.540,803.346,152.549,197.986,7.920,4,0.999,1
1.560,803.245,152.543,198.107,7.868,4,0.999,1
1.580,803.144,152.537,198.228,7.897,4,0.999,1
1.600,803.043,152.532,198.350,7.920,4,0.999,1
1.620,802.942,152.526,198.471,7.868,4,0.999,1
1.640,802.841,152.520,198.592,7.897,4,0.999,1
1.660,802.740,152.514,198.714,7.920,4,0.999,1
1.680,802.639,152.509,198.834,7.868,4,0.999,1
1.700,802.538,152.503,198.956,7.897,4,0.999,1
1.720,802.437,152.497,199.077,7.920,4,0.999,1
1.740,802.336,152.491,199.198,7.868,4,0.999,1
1.760,802.235,152.485,199.319,7.897,4,0.999,1
1.780,802.134,152.480,199.441,7.920,4,0.999,1
1.800,802.033,152.474,199.562,7.868,4,0.999,1
1.820,801.932,152.468,199.683,7.897,4,0.999,1
1.840,801.831,152.462,199.805,7.920,4,0.999,1
1.860,801.730,152.456,199.925,7.868,4,0.999,1
1.880,801.629,152.451,200.047,7.897,4,0.999,1
1.900,801.528,152.445,200.168,7.920,4,0.999,1
1.920,801.427,152.439,200.289,7.868,4,0.999,1
1.940,801.326,152.433,200.410,7.897,4,0.999,1
1.960,801.225,152.428,200.532,7.920,4,0.999,1
1.980,801.124,152.422,200.653,7.868,4,0.999,1
2.000,801.023,152.416,200.774,7.897,4,0.999,1
2.020,800.922,152.410,200.896,7.920,4,0.999,1
2.040,800.821,152.404,201.016,7.868,4,0.999,1
2.060,800.720,152.399,201.138,7.897,4,0.999,1
2.080,800.619,152.393,201.259,7.920,4,0.999,1
2.100,800.518,152.387,201.380,7.868,4,0.999,1
2.120,800.417,152.381,201.501,7.897,4,0.999,1
2.140,800.316,152.376,201.623,7.920,4,0.999,1
2.160,800.215,152.370,201.744,7.868,4,0.999,1
2.180,800.114,152.364,201.865,7.897,4,0.999,1
2.200,800.013,152.358,201.987,7.920,4,0.999,1
2.220,799.912,152.352,202.107,7.868,4,0.999,1
2.240,799.811,152.347,202.229,7.897,4,0.999,1
2.260,799.710,152.341,202.350,7.920,4,0.999,1
2.280,799.609,152.335,202.471,7.868,4,0.999,1
2.300,799.508,152.329,202.592,7.897,4,0.999,1
2.320,799.406,152.324,202.714,7.920,4,0.999,1
2.340,799.306,152.318,202.835,7.868,4,0.999,1
2.360,799.205,152.312,202.956,7.897,4,0.999,1
2.380,799.103,152.306,203.077,7.920,4,0.999,1
2.400,799.003,152.300,203.198,7.868,4,0.999,1
2.420,798.902,152.295,203.320,7.897,4,0.999,1
2.440,798.800,152.289,203.441,7.920,4,0.999,1
2.460,798.700,152.283,203.562,7.868,4,0.999,1
2.480,798.599,152.277,203.683,7.897,4,0.999,1
2.500,798.497,152.272,203.805,7.920,4,0.999,1
2.520,798.397,152.266,203.926,7.868,4,0.999,1
2.540,798.296,152.260,204.047,7.897,4,0.999,1
2.560,798.194,152.254,204.168,7.920,4,0.999,1
2.580,798.094,152.248,204.289,7.868,4,0.999,1
2.600,797.993,152.243,204.410,7.897,4,0.999,1
2.620,797.891,152.237,204.532,7.920,4,0.999,1
2.640,797.791,152.231,204.653,7.868,4,0.999,1
2.660,797.690,152.225,204.774,7.897,4,0.999,1
2.680,797.588,152.220,204.896,7.920,4,0.999,1
2.700,797.488,152.214,205.017,7.868,4,0.999,1
2.720,797.387,152.208,205.138,7.897,4,0.999,1
2.740,797.285,152.202,205.259,7.920,4,0.999,1
2.760,797.185,152.196,205.380,7.868,4,0.999,1
2.780,797.083,152.191,205.501,7.897,4,0.999,1
2.800,796.982,152.185,205.623,7.920,4,0.999,1
2.820,796.881,152.179,205.744,7.868,4,0.999,1
2.840,796.780,152.173,205.865,7.897,4,0.999,1
2.860,796.679,152.168,205.987,7.920,4,0.999,1
2.880,796.578,152.162,206.107,7.868,4,0.999,1
2.900,796.477,152.156,206.229,7.897,4,0.999,1
2.920,796.376,152.150,206.350,7.920,4,0.999,1
2.940,796.275,152.144,206.471,7.868,4,0.999,1
2.960,796.174,152.139,206.592,7.897,4,0.999,1
2.980,796.073,152.133,206.714,7.920,4,0.999,1
3.000,795.972,152.127,206.835,7.868,4,0.999,1
3.020,795.871,152.121,206.956,7.897,4,0.999,1
3.040,795.770,152.116,207.078,7.920,4,0.999,1
3.060,795.669,152.110,207.198,7.868,4,0.999,1
3.080,795.568,152.104,207.320,7.897,4,0.999,1
3.100,795.467,152.098,207.441,7.920,4,0.999,1
3.120,795.366,152.092,207.562,7.868,4,0.999,1
3.140,795.265,152.087,207.683,7.897,4,0.999,1
3.160,795.164,152.081,207.805,7.920,4,0.999,1
3.180,795.063,152.075,207.926,7.868,4,0.999,1
3.200,794.962,152.069,208.047,7.897,4,0.999,1
3.220,794.860,152.064,208.169,7.920,4,0.999,1
3.240,794.760,152.058,208.289,7.868,4,0.999,1
3.260,794.659,152.052,208.411,7.897,4,0.999,1
3.280,794.557,152.046,208.532,7.920,4,0.999,1
3.300,794.457,152.040,208.653,7.868,4,0.999,1
3.320,794.356,152.035,208.774,7.897,4,0.999,1
3.340,794.254,152.029,208.896,7.920,4,0.999,1
3.360,794.154,152.023,209.017,7.868,4,0.999,1
3.380,794.053,152.017,209.138,7.897,4,0.999,1
3.400,793.951,152.012,209.259,7.920,4,0.999,1
3.420,793.851,152.006,209.380,7.868,4,0.999,1
3.440,793.750,152.000,209.502,7.897,4,0.999,1
3.460,793.648,151.994,209.623,7.920,4,0.999,1
